,Empty_droplet_sum,Cell_sum,Soup_probability,Selected
RTN4RL1,1.0,0.0,1.0,False
TEX2,341.0,181.0,0.6532567049808429,False
PRRG1,3682.0,2230.0,0.6228010825439784,True
HHATL,1.0,0.0,1.0,False
AC011287.2,6.0,4.0,0.6,True
ZNF287,46.0,26.0,0.6388888888888888,False
PCCB,1695.0,728.0,0.6995460173338837,False
AMZ2,1581.0,822.0,0.6579275905118602,False
NIPAL1,3746.0,2285.0,0.6211241916763389,True
AGPAT3,659.0,334.0,0.6636455186304129,False
PI16,3.0,3.0,0.5,True
PKD2L2,42.0,33.0,0.56,True
AC010273.1,41.0,17.0,0.7068965517241379,False
AL138828.1,143.0,61.0,0.7009803921568627,False
GJB5,44.0,24.0,0.6470588235294118,False
GATD3A,111.0,74.0,0.6,True
FPR1,23.0,13.0,0.6388888888888888,False
OSBPL7,42.0,27.0,0.6086956521739131,True
OGFRL1,2641.0,1318.0,0.6670876483960596,False
SLC25A17,2121.0,1310.0,0.6181871174584669,True
LIMCH1,12102.0,6614.0,0.646612524043599,False
SCAI,390.0,271.0,0.5900151285930408,True
CTDP1,839.0,419.0,0.6669316375198728,False
LINC01748,18.0,11.0,0.6206896551724138,True
NEU2,1.0,0.0,1.0,False
NDUFS5,32719.0,15030.0,0.6852290100316237,False
CHGB,9.0,7.0,0.5625,True
AC026979.3,30.0,13.0,0.6976744186046512,False
BSG,39960.0,23428.0,0.6304032308954376,True
CHUK,915.0,480.0,0.6559139784946236,False
AL645940.1,43.0,34.0,0.5584415584415584,True
C12orf56,364.0,232.0,0.610738255033557,True
FANCE,2812.0,1620.0,0.6344765342960289,False
AADACL4,1.0,0.0,1.0,False
TMEM92-AS1,2.0,0.0,1.0,False
FBXL12,1644.0,909.0,0.6439482961222092,False
RUFY1,1448.0,770.0,0.6528403967538323,False
AC008741.1,1.0,0.0,1.0,False
TMEM74,29.0,15.0,0.6590909090909091,False
NME1-NME2,2.0,0.0,1.0,False
COX15,1864.0,1077.0,0.6337980278816729,False
SNN,272.0,152.0,0.6415094339622641,False
AL121753.1,1.0,0.0,1.0,False
ITFG2,636.0,481.0,0.5693822739480752,True
EN2,6.0,4.0,0.6,True
RNF187,4514.0,2360.0,0.6566773348850742,False
GNL1,3452.0,1902.0,0.6447515875980575,False
SDHAF4,652.0,333.0,0.6619289340101523,False
ELOVL1,6121.0,3709.0,0.6226856561546287,True
NUDT16,1576.0,875.0,0.6430028559771522,False
AC097478.3,5.0,5.0,0.5,True
MAP3K2,3715.0,1999.0,0.6501575078753937,False
PPM1D,846.0,387.0,0.6861313868613139,False
SLFNL1,3.0,0.0,1.0,False
AC080013.6,16.0,7.0,0.6956521739130435,False
SLC25A11,4235.0,2207.0,0.6574045327538032,False
PDCL,2557.0,1381.0,0.6493143727780599,False
USP5,2294.0,936.0,0.7102167182662539,False
GCOM1,32.0,24.0,0.5714285714285714,True
NFU1,1924.0,939.0,0.6720223541739434,False
DDR2,37.0,27.0,0.578125,True
LINC02207,2.0,0.0,1.0,False
TH,2675.0,2034.0,0.5680611594818433,True
KIAA0513,330.0,162.0,0.6707317073170732,False
ISYNA1,5119.0,2855.0,0.6419613744670178,False
NPC1,2719.0,1578.0,0.632767046776821,False
UFL1,4589.0,2610.0,0.6374496457841367,False
AC103764.1,17.0,14.0,0.5483870967741935,True
AL050343.2,26.0,22.0,0.5416666666666666,True
OTULINL,259.0,177.0,0.5940366972477065,True
AL031005.1,2.0,0.0,1.0,False
AC009303.2,4.0,0.0,1.0,False
GPSM3,31.0,21.0,0.5961538461538461,True
OR2T2,1.0,0.0,1.0,False
AL138760.1,2.0,0.0,1.0,False
CD37,6.0,0.0,1.0,False
SMPDL3B,49.0,21.0,0.7,False
KLHL7-DT,21.0,14.0,0.6,True
AP000646.1,3.0,0.0,1.0,False
OPTN,8113.0,4472.0,0.6446563369090187,False
GYPA,3.0,0.0,1.0,False
AC096582.3,47.0,36.0,0.5662650602409639,True
SGSM3,571.0,321.0,0.6401345291479821,False
TDRD12,33.0,23.0,0.5892857142857143,True
LINC01208,1.0,0.0,1.0,False
TMEM98,43.0,34.0,0.5584415584415584,True
AP002812.2,1.0,0.0,1.0,False
PIAS4,1787.0,830.0,0.6828429499426825,False
AC012157.1,4.0,3.0,0.5714285714285714,True
AL592295.3,1.0,0.0,1.0,False
GAS2L3,120.0,73.0,0.6217616580310881,True
INHBA-AS1,51.0,25.0,0.6710526315789473,False
ZNF552,601.0,394.0,0.6040201005025125,True
C9orf116,272.0,148.0,0.6476190476190476,False
CEMP1,1.0,0.0,1.0,False
AL136962.1,466.0,330.0,0.585427135678392,True
PRSS57,8.0,7.0,0.5333333333333333,True
TOMM22,4862.0,2875.0,0.6284089440351558,True
ABCG8,21.0,13.0,0.6176470588235294,True
SCYGR4,17.0,9.0,0.6538461538461539,False
PMS1,460.0,292.0,0.6117021276595744,True
C18orf32,2742.0,1582.0,0.6341350601295097,False
U62317.3,149.0,79.0,0.6535087719298246,False
ANKS3,791.0,532.0,0.5978835978835979,True
IFT172,36.0,23.0,0.6101694915254238,True
ALDH1A1,3.0,3.0,0.5,True
FBXO17,155.0,119.0,0.5656934306569343,True
AC078927.1,1.0,0.0,1.0,False
AL022476.1,63.0,38.0,0.6237623762376238,True
FAM241B,574.0,337.0,0.6300768386388584,True
LRP10,12329.0,6968.0,0.6389076022179614,False
TREM1,82.0,40.0,0.6721311475409836,False
CRISPLD1,388.0,194.0,0.6666666666666666,False
BAX,8565.0,4695.0,0.6459276018099548,False
AL133353.1,5.0,0.0,1.0,False
AC011997.1,18.0,9.0,0.6666666666666666,False
USP27X,1940.0,579.0,0.7701468836840016,False
AC245060.5,592.0,349.0,0.6291179596174282,True
FAAP24,512.0,327.0,0.6102502979737783,True
MFSD2A,8476.0,3777.0,0.6917489594385049,False
HOXA-AS3,4.0,4.0,0.5,True
FBXW9,438.0,247.0,0.6394160583941606,False
ZMIZ1,760.0,423.0,0.6424344885883347,False
MYRFL,27.0,13.0,0.675,False
LINC00639,1.0,0.0,1.0,False
CLCN4,15.0,8.0,0.6521739130434783,False
GPI,3517.0,1708.0,0.67311004784689,False
AC126773.4,7.0,7.0,0.5,True
CCNE1,52776.0,29036.0,0.6450887400381362,False
TSPO,24072.0,12351.0,0.6609010789885512,False
LINC01018,4.0,0.0,1.0,False
ASAP2,259.0,159.0,0.6196172248803827,True
AC009065.8,12.0,9.0,0.5714285714285714,True
AC104454.2,4.0,0.0,1.0,False
RNF25,906.0,382.0,0.703416149068323,False
AC021549.1,3.0,0.0,1.0,False
LINC01197,2.0,0.0,1.0,False
AC005899.8,27.0,22.0,0.5510204081632653,True
HSPBAP1,1228.0,761.0,0.6173956762192057,True
SLC6A17,282.0,142.0,0.6650943396226415,False
KMT5B,3457.0,1954.0,0.6388837553132508,False
AL365361.1,23.0,12.0,0.6571428571428571,False
SIGLEC10,9.0,5.0,0.6428571428571429,False
KLRC4,1.0,0.0,1.0,False
RPS15,193523.0,112695.0,0.6319778719735614,False
IRF2,1670.0,957.0,0.6357061286638751,False
TRAF2,1034.0,572.0,0.6438356164383562,False
TRDN-AS1,2.0,0.0,1.0,False
RPEL1,1.0,0.0,1.0,False
SELENOT,6592.0,3938.0,0.6260208926875593,True
SHANK2-AS1,187.0,159.0,0.5404624277456648,True
NWD1,33.0,13.0,0.717391304347826,False
KCNK12,149.0,84.0,0.6394849785407726,False
BBOX1,7.0,4.0,0.6363636363636364,False
LINC02176,1.0,0.0,1.0,False
COPS5,3555.0,2035.0,0.6359570661896243,False
SUPT16H,5333.0,2944.0,0.6443155732753413,False
RRM1-AS1,3.0,3.0,0.5,True
FAM120B,1664.0,890.0,0.6515270164447925,False
NALCN-AS1,8.0,5.0,0.6153846153846154,True
HEG1,17216.0,10434.0,0.6226401446654611,True
AC010680.5,4.0,4.0,0.5,True
XPC,2394.0,1495.0,0.6155824119310876,True
C6orf10,1.0,0.0,1.0,False
AP001189.3,3.0,0.0,1.0,False
SWAP70,9650.0,5463.0,0.6385231257857473,False
LAX1,14.0,8.0,0.6363636363636364,False
LCE2B,118.0,35.0,0.7712418300653595,False
RTN2,3860.0,2393.0,0.6173036942267711,True
SUB1,28578.0,14377.0,0.6653008962868118,False
AC106786.2,15.0,9.0,0.625,True
YWHAB,40017.0,21375.0,0.6518275996872557,False
TRPM2-AS,51.0,34.0,0.6,True
TMSB15B,1.0,0.0,1.0,False
AHNAK,42852.0,31846.0,0.5736699777771828,True
PDGFRL,2192.0,1533.0,0.5884563758389262,True
DENND6A-AS1,22.0,11.0,0.6666666666666666,False
LINC01591,4.0,4.0,0.5,True
SULT1A2,1552.0,590.0,0.7245564892623716,False
AC114485.1,23.0,8.0,0.7419354838709677,False
SCN5A,14.0,13.0,0.5185185185185185,True
ENO1,50381.0,27570.0,0.6463162756090365,False
DDX24,12952.0,7780.0,0.6247347096276288,True
CDK5R1,118.0,48.0,0.7108433734939759,False
FUCA2,10495.0,6366.0,0.6224423225194236,True
AC011921.1,15.0,11.0,0.5769230769230769,True
TAB3-AS2,9.0,8.0,0.5294117647058824,True
HIST1H4F,10.0,5.0,0.6666666666666666,False
NCMAP,207.0,97.0,0.680921052631579,False
ATP13A2,8125.0,4708.0,0.6331333281383932,False
AMT,75.0,46.0,0.6198347107438017,True
LLPH-DT,1.0,0.0,1.0,False
PICK1,1268.0,747.0,0.6292803970223325,True
FRG1-DT,2.0,0.0,1.0,False
PROX1,8.0,4.0,0.6666666666666666,False
AP000894.4,56.0,41.0,0.5773195876288659,True
C17orf99,14.0,5.0,0.7368421052631579,False
PCDHGA5,20.0,13.0,0.6060606060606061,True
AL163636.1,4.0,0.0,1.0,False
ZNF213-AS1,278.0,187.0,0.5978494623655914,True
INE2,8.0,6.0,0.5714285714285714,True
OTOP3,2.0,0.0,1.0,False
CHKB-CPT1B,4.0,0.0,1.0,False
AC110048.2,7.0,3.0,0.7,False
RIT2,48.0,37.0,0.5647058823529412,True
TBC1D32,716.0,534.0,0.5728,True
ATG4A,759.0,390.0,0.660574412532637,False
ADPRH,445.0,159.0,0.7367549668874173,False
AL670729.1,1.0,0.0,1.0,False
OR2C3,60.0,37.0,0.6185567010309279,True
MYOT,2.0,0.0,1.0,False
EEA1,7450.0,4603.0,0.6181033767526757,True
SERINC5,4547.0,2357.0,0.658603707995365,False
POLR2F,16148.0,9058.0,0.6406411171943188,False
RSBN1,1816.0,1098.0,0.6231983527796843,True
MED18,476.0,277.0,0.6321381142098274,False
GK-AS1,1.0,0.0,1.0,False
CUL7,859.0,519.0,0.6233671988388969,True
LINC00375,1.0,0.0,1.0,False
ISCA1,5260.0,2799.0,0.6526864375232659,False
PSEN2,450.0,216.0,0.6756756756756757,False
CPEB1,3.0,3.0,0.5,True
KCNQ1OT1,8920.0,7938.0,0.52912563767944,True
MIR181A2HG,930.0,703.0,0.5695039804041642,True
PTCHD1,18.0,13.0,0.5806451612903226,True
SMPX,7.0,6.0,0.5384615384615384,True
FAM118B,521.0,268.0,0.6603295310519645,False
ESRRA,6693.0,3282.0,0.6709774436090226,False
SH3PXD2A,8479.0,5314.0,0.6147321104908287,True
AC096736.1,1.0,0.0,1.0,False
AC069368.1,2.0,0.0,1.0,False
AC006206.1,66.0,62.0,0.515625,True
AC093001.1,1.0,0.0,1.0,False
NECTIN3,3697.0,1694.0,0.6857725839361899,False
C14orf39,2.0,0.0,1.0,False
SEC31B,132.0,107.0,0.5523012552301255,True
FUOM,268.0,177.0,0.6022471910112359,True
AL034376.2,15.0,7.0,0.6818181818181818,False
LINC01679,8.0,6.0,0.5714285714285714,True
ZNF710-AS1,193.0,132.0,0.5938461538461538,True
LINC00667,327.0,245.0,0.5716783216783217,True
AC139099.1,297.0,118.0,0.7156626506024096,False
AC002116.2,37.0,22.0,0.6271186440677966,True
UBE2E1-AS1,7.0,4.0,0.6363636363636364,False
AC010768.2,1.0,0.0,1.0,False
FAM81A,202.0,94.0,0.6824324324324325,False
HYAL1,6.0,3.0,0.6666666666666666,False
RALGAPA2,1898.0,1182.0,0.6162337662337662,True
FRZB,214.0,52.0,0.8045112781954887,False
HHAT,197.0,111.0,0.6396103896103896,False
LRRC37B,203.0,137.0,0.5970588235294118,True
MGAT4B,5811.0,2906.0,0.6666284272111965,False
LEO1,2392.0,1362.0,0.637187000532765,False
LINC00880,6.0,5.0,0.5454545454545454,True
MOSPD3,779.0,463.0,0.6272141706924316,True
TSPYL4,468.0,247.0,0.6545454545454545,False
AC002480.2,55.0,36.0,0.6043956043956044,True
LRRC74A,1.0,0.0,1.0,False
BGN,67401.0,37407.0,0.6430902221204489,False
MUC16,111.0,72.0,0.6065573770491803,True
ATP6AP1,13172.0,7370.0,0.6412228604809658,False
AC092198.1,4.0,0.0,1.0,False
AL031847.1,8.0,3.0,0.7272727272727273,False
MUC20-OT1,2503.0,1604.0,0.6094472851229608,True
CTSA,10799.0,6485.0,0.6247975005785698,True
MEF2C-AS2,1.0,0.0,1.0,False
BEX2,3043.0,1898.0,0.6158672333535722,True
ZMYND15,1.0,0.0,1.0,False
AC021422.1,17.0,8.0,0.68,False
AC106782.6,9.0,4.0,0.6923076923076923,False
TMEM56-RWDD3,25.0,15.0,0.625,True
RPS6KA4,2375.0,1360.0,0.6358768406961178,False
DNHD1,96.0,70.0,0.5783132530120482,True
KCNQ1-AS1,730.0,409.0,0.6409130816505707,False
MKRN1,6098.0,3158.0,0.6588159031979257,False
SPIDR,1088.0,643.0,0.6285384170999422,True
RRAGC,5230.0,3244.0,0.6171819683738494,True
TMEM254-AS1,128.0,88.0,0.5925925925925926,True
PLEKHA6,4730.0,1677.0,0.738255033557047,False
PPP1R9B,754.0,370.0,0.6708185053380783,False
CPEB2-DT,7.0,7.0,0.5,True
SKAP2,3475.0,2098.0,0.623542077875471,True
SMIM15-AS1,2.0,0.0,1.0,False
AC004158.1,8.0,6.0,0.5714285714285714,True
KLHL30,61.0,22.0,0.7349397590361446,False
TK1,436.0,270.0,0.6175637393767706,True
AC027228.2,5.0,0.0,1.0,False
MYOCOS,12.0,10.0,0.5454545454545454,True
LINC00592,220.0,147.0,0.5994550408719346,True
DIAPH1,6064.0,3234.0,0.6521832652183265,False
HIST1H2BL,12.0,8.0,0.6,True
AIP,3228.0,1699.0,0.6551654150598741,False
SETD5,6097.0,3602.0,0.628621507371894,True
PRSS3,1.0,0.0,1.0,False
TBRG1,3022.0,1879.0,0.6166088553356458,True
SMAD2,4600.0,2524.0,0.6457046603032004,False
MTRF1L,1280.0,674.0,0.6550665301944729,False
SNRK-AS1,17.0,12.0,0.5862068965517241,True
ZGRF1,146.0,101.0,0.5910931174089069,True
AC022034.2,3.0,0.0,1.0,False
SNTG2,4.0,3.0,0.5714285714285714,True
KLHDC2,2162.0,1305.0,0.6235938852033458,True
SATB1,175.0,114.0,0.6055363321799307,True
AC009806.1,1.0,0.0,1.0,False
MYBL1,86.0,48.0,0.6417910447761194,False
MLN,2.0,0.0,1.0,False
LAMA5-AS1,2.0,0.0,1.0,False
RAPGEF4,28.0,8.0,0.7777777777777778,False
ACBD6,5118.0,3059.0,0.6259019200195671,True
PDE7A,502.0,344.0,0.5933806146572104,True
OSBPL10-AS1,79.0,72.0,0.5231788079470199,True
PSENEN,3577.0,2279.0,0.6108265027322405,True
TOMM20,24725.0,16445.0,0.6005586592178771,True
DICER1,5927.0,3507.0,0.6282594869620521,True
MEGF10,3.0,0.0,1.0,False
REEP5,19356.0,11728.0,0.6226997812379359,True
NPPB,387.0,300.0,0.5633187772925764,True
RGS3,161.0,58.0,0.7351598173515982,False
FP565260.1,63.0,29.0,0.6847826086956522,False
STX1A,729.0,400.0,0.645704162976085,False
B3GALT5-AS1,1.0,0.0,1.0,False
SLC17A9,4.0,4.0,0.5,True
CD300A,20.0,18.0,0.5263157894736842,True
AC011472.4,5.0,5.0,0.5,True
ACTR2,25075.0,11980.0,0.6766968020510052,False
RLF,2231.0,1460.0,0.604443240314278,True
EIF2B5,2309.0,1190.0,0.6599028293798228,False
AL139099.1,10.0,6.0,0.625,True
SMIM19,2070.0,1247.0,0.624057883629786,True
AL136040.1,37.0,27.0,0.578125,True
KATNB1,701.0,379.0,0.649074074074074,False
AL589765.6,1.0,0.0,1.0,False
AC244034.2,15.0,12.0,0.5555555555555556,True
AC023825.2,3.0,0.0,1.0,False
GGPS1,1434.0,743.0,0.6587046394120349,False
SPEM2,2.0,0.0,1.0,False
LINC02270,2.0,0.0,1.0,False
AC007823.1,5.0,4.0,0.5555555555555556,True
PHC1,3505.0,2049.0,0.6310767014764134,True
NMT2,246.0,116.0,0.6795580110497238,False
CFAP74,152.0,75.0,0.6696035242290749,False
UPK3BL1,11.0,5.0,0.6875,False
CASQ2,21.0,13.0,0.6176470588235294,True
AC010745.2,11.0,7.0,0.6111111111111112,True
PTTG2,1.0,0.0,1.0,False
MED12,1294.0,696.0,0.650251256281407,False
GPC2,333.0,240.0,0.581151832460733,True
LRRIQ3,38.0,22.0,0.6333333333333333,False
DAB2,25016.0,12060.0,0.6747221922537491,False
TBPL2,6.0,0.0,1.0,False
AC005498.2,23.0,12.0,0.6571428571428571,False
KCTD19,9.0,5.0,0.6428571428571429,False
AC012123.1,1.0,0.0,1.0,False
AC023908.3,10.0,6.0,0.625,True
AC125611.4,5.0,0.0,1.0,False
CYP51A1-AS1,23.0,16.0,0.5897435897435898,True
CCDC149,431.0,267.0,0.6174785100286533,True
AL513303.1,14.0,8.0,0.6363636363636364,False
AC117386.2,5.0,0.0,1.0,False
PTPRK,698.0,428.0,0.6198934280639432,True
ZNF557,501.0,333.0,0.6007194244604317,True
KIAA1551,359.0,206.0,0.6353982300884956,False
RAPSN,21.0,14.0,0.6,True
RMRP,560.0,437.0,0.5616850551654965,True
FOXRED2,379.0,222.0,0.6306156405990017,True
EIF4EBP3,30.0,19.0,0.6122448979591837,True
AC004771.2,7.0,4.0,0.6363636363636364,False
AC044802.1,11.0,5.0,0.6875,False
MRPL47,3594.0,1866.0,0.6582417582417582,False
TAAR5,1.0,0.0,1.0,False
CEP170,1417.0,870.0,0.619588981198076,True
KCNC4,161.0,57.0,0.7385321100917431,False
ARL14,6.0,0.0,1.0,False
C7orf65,4.0,0.0,1.0,False
DVL1,3843.0,2110.0,0.645556862086343,False
PPME1,10451.0,4904.0,0.6806252035167698,False
FP236383.3,19.0,5.0,0.7916666666666666,False
FIBP,6342.0,3395.0,0.6513299784327822,False
PPP1R35,4490.0,2593.0,0.6339121841027813,False
UBB,50007.0,21678.0,0.6975936388365767,False
TMPRSS5,13.0,13.0,0.5,True
AP003086.1,29.0,25.0,0.5370370370370371,True
PIM1,6577.0,3084.0,0.6807783873305041,False
AC068234.3,30.0,12.0,0.7142857142857143,False
DNLZ,140.0,80.0,0.6363636363636364,False
HOXA4,49.0,30.0,0.620253164556962,True
SOCS5,1400.0,860.0,0.6194690265486725,True
NOP14-AS1,296.0,171.0,0.6338329764453962,False
CYP7A1,8.0,7.0,0.5333333333333333,True
AL583722.4,1.0,0.0,1.0,False
PPP1R14B,48707.0,26635.0,0.6464787236866555,False
ITK,4.0,0.0,1.0,False
AL136980.1,2.0,0.0,1.0,False
AL137779.2,4.0,0.0,1.0,False
AL358781.2,42.0,34.0,0.5526315789473685,True
AC131159.1,1.0,0.0,1.0,False
PHETA2,1924.0,909.0,0.6791387222026121,False
AC068338.3,18.0,12.0,0.6,True
AC026785.3,16.0,9.0,0.64,False
C6orf118,5.0,5.0,0.5,True
NPIPB13,18.0,12.0,0.6,True
JHY,390.0,199.0,0.6621392190152802,False
ABCF2-1,1166.0,0.0,1.0,False
KIAA0930,985.0,451.0,0.685933147632312,False
ITIH1,2.0,0.0,1.0,False
SPRR2B,1.0,0.0,1.0,False
AC084024.3,10.0,4.0,0.7142857142857143,False
CNTRL,571.0,368.0,0.6080937167199149,True
ATG16L1,631.0,325.0,0.6600418410041841,False
ZNF350,479.0,294.0,0.6196636481241915,True
TRMT1,781.0,427.0,0.6465231788079471,False
MAB21L2,3.0,0.0,1.0,False
C16orf74,1872.0,855.0,0.6864686468646864,False
ZNF425,72.0,48.0,0.6,True
FAM166B,2.0,0.0,1.0,False
RGMA,122.0,90.0,0.5754716981132075,True
LINC01033,2.0,0.0,1.0,False
AC008906.2,8.0,5.0,0.6153846153846154,True
AC024230.1,84.0,42.0,0.6666666666666666,False
LRP1B,1.0,0.0,1.0,False
TMEM41A,1247.0,830.0,0.6003851709195955,True
CYBC1,1766.0,1100.0,0.6161898115840894,True
CYB5A,17810.0,12521.0,0.5871880254525074,True
MFNG,4.0,0.0,1.0,False
RRP12,953.0,478.0,0.6659678546471,False
CHSY1,4299.0,1380.0,0.756999471737982,False
GNA11,4188.0,2109.0,0.6650786088613626,False
AL157402.1,1.0,0.0,1.0,False
TMEM95,1.0,0.0,1.0,False
AL136528.1,2.0,0.0,1.0,False
ZNF850,353.0,162.0,0.6854368932038835,False
AC136475.1,32.0,29.0,0.5245901639344263,True
AC233266.2,3.0,0.0,1.0,False
EME2,321.0,187.0,0.6318897637795275,False
IGHMBP2,580.0,363.0,0.6150583244962884,True
IGHG4,5.0,0.0,1.0,False
AC090826.2,11.0,6.0,0.6470588235294118,False
AC093802.1,5.0,0.0,1.0,False
U91328.1,25.0,17.0,0.5952380952380952,True
AP000851.1,101.0,68.0,0.5976331360946746,True
LHX9,2.0,0.0,1.0,False
MYH3,111.0,63.0,0.6379310344827587,False
AL133467.2,2.0,0.0,1.0,False
ZNF558,409.0,248.0,0.6225266362252664,True
CCT2,5465.0,3077.0,0.6397799110278624,False
BAALC-AS1,67.0,44.0,0.6036036036036037,True
AC016590.3,9.0,6.0,0.6,True
HIST2H2AB,13.0,10.0,0.5652173913043478,True
AL513218.1,10.0,6.0,0.625,True
TGFB1,22093.0,12484.0,0.6389507476067906,False
FAM156A,47.0,32.0,0.5949367088607594,True
AC004012.1,4.0,4.0,0.5,True
LIPC,19.0,11.0,0.6333333333333333,False
TPTE2,11.0,7.0,0.6111111111111112,True
MCOLN3,21.0,16.0,0.5675675675675675,True
DLD,2144.0,1030.0,0.6754883427851291,False
TCERG1,4932.0,2849.0,0.633851690014137,False
AC092436.2,2.0,0.0,1.0,False
ELANE,18.0,10.0,0.6428571428571429,False
IRF1,7245.0,4444.0,0.6198134998716742,True
CHCHD10,17888.0,8003.0,0.6908964505040361,False
AP000552.1,7.0,6.0,0.5384615384615384,True
MPLKIP,3616.0,2118.0,0.6306243460062784,True
TRIM55,286.0,81.0,0.779291553133515,False
GRB2,33297.0,19240.0,0.6337819060852352,False
MRS2,1271.0,708.0,0.6422435573521981,False
SYT2,22.0,16.0,0.5789473684210527,True
LINC02434,214.0,147.0,0.592797783933518,True
KCNJ14,157.0,121.0,0.564748201438849,True
NCBP2-AS1,6.0,6.0,0.5,True
AL031963.3,74.0,50.0,0.5967741935483871,True
SS18L1,779.0,463.0,0.6272141706924316,True
ACKR4,23.0,20.0,0.5348837209302325,True
SLC39A10,6139.0,4302.0,0.5879705009098746,True
TRAPPC13,544.0,264.0,0.6732673267326733,False
ATP2A2,6270.0,3275.0,0.6568884232582504,False
AC104452.1,1.0,0.0,1.0,False
AL033528.2,11.0,7.0,0.6111111111111112,True
AP002986.1,10.0,5.0,0.6666666666666666,False
RAP2B,10968.0,5939.0,0.64872538002011,False
AQP7,37.0,20.0,0.6491228070175439,False
TSPAN7,1.0,0.0,1.0,False
EEF1A1,295299.0,157895.0,0.6515951226185696,False
AC002074.1,29.0,13.0,0.6904761904761905,False
TCIRG1,4965.0,3185.0,0.6092024539877301,True
AC005013.1,4.0,0.0,1.0,False
BSCL2,89.0,56.0,0.6137931034482759,True
ADSL,567.0,322.0,0.6377952755905512,False
ACOT9,1208.0,635.0,0.6554530656538253,False
LINC02175,28.0,13.0,0.6829268292682927,False
OR51D1,3.0,0.0,1.0,False
AL512343.2,4.0,0.0,1.0,False
ALDH1A2,29.0,17.0,0.6304347826086957,True
AC005304.1,3.0,0.0,1.0,False
AL121790.2,1.0,0.0,1.0,False
PPP1CB,30746.0,15795.0,0.6606218173223609,False
TM4SF5,26.0,16.0,0.6190476190476191,True
SNX2,9074.0,4710.0,0.6582994776552524,False
AC096637.2,4.0,0.0,1.0,False
CNOT11,4451.0,2108.0,0.6786095441378259,False
GFAP,4.0,0.0,1.0,False
LINC00884,114.0,83.0,0.5786802030456852,True
STX18-AS1,34.0,25.0,0.576271186440678,True
TTBK2,1292.0,716.0,0.6434262948207171,False
IDH1,18355.0,9964.0,0.6481514177760515,False
TEX13B,1.0,0.0,1.0,False
AP003059.1,3.0,3.0,0.5,True
Z69720.1,31.0,26.0,0.543859649122807,True
MUTYH,451.0,294.0,0.6053691275167785,True
ITGB6,659.0,485.0,0.576048951048951,True
AC072061.1,30.0,26.0,0.5357142857142857,True
OR2F1,8.0,4.0,0.6666666666666666,False
UFM1,18077.0,9274.0,0.6609264743519433,False
ARRDC1,3575.0,2208.0,0.6181912502161507,True
MYOM1,340.0,92.0,0.7870370370370371,False
LRRC37A,39.0,26.0,0.6,True
ELOVL3,13.0,8.0,0.6190476190476191,True
SHISAL2A,10.0,5.0,0.6666666666666666,False
C1orf54,89.0,50.0,0.6402877697841727,False
SLC47A2,8.0,3.0,0.7272727272727273,False
AC098828.2,4.0,4.0,0.5,True
AC010978.1,12.0,11.0,0.5217391304347826,True
HPS1,2802.0,1837.0,0.6040094848027592,True
CLCNKB,7.0,5.0,0.5833333333333334,True
UBE2L6,3276.0,1681.0,0.6608835989509784,False
CDC42,50606.0,30363.0,0.6250046314021416,True
CLDN34,7.0,6.0,0.5384615384615384,True
NR2E3,42.0,32.0,0.5675675675675675,True
RDH10-AS1,3.0,3.0,0.5,True
LINC01551,11.0,10.0,0.5238095238095238,True
KHDRBS1,11024.0,6510.0,0.6287213413938634,True
RAP2C-AS1,96.0,64.0,0.6,True
CTNNB1,15032.0,9255.0,0.6189319388973525,True
SLC35C2,3086.0,1620.0,0.6557586060348491,False
DENND2D,1762.0,821.0,0.6821525358110724,False
TM9SF4,3345.0,2051.0,0.6199036323202373,True
INTS14,824.0,428.0,0.65814696485623,False
MLIP-AS1,3.0,0.0,1.0,False
SLC1A5,8330.0,5232.0,0.6142161923020204,True
TBR1,12.0,8.0,0.6,True
PRAMEF12,3.0,0.0,1.0,False
SPOCK1,32.0,5.0,0.8648648648648649,False
AL355482.2,40.0,11.0,0.7843137254901961,False
GIMAP1,15.0,8.0,0.6521739130434783,False
RB1CC1,5630.0,3191.0,0.6382496315610475,False
PKM,44601.0,23781.0,0.6522330437834518,False
REELD1,4.0,3.0,0.5714285714285714,True
NACA,109526.0,60719.0,0.6433434168404358,False
TMEM120A,1092.0,673.0,0.6186968838526912,True
OTUD3,1029.0,623.0,0.6228813559322034,True
TRPM3,16.0,9.0,0.64,False
AC008735.4,2.0,0.0,1.0,False
TRAPPC2L,6313.0,3517.0,0.6422177009155646,False
S100A4,33287.0,21559.0,0.6069175509608723,True
TRIM47,47.0,30.0,0.6103896103896104,True
WDR45B,6778.0,3916.0,0.6338133532822143,False
LINC01326,1.0,0.0,1.0,False
AC116535.1,962.0,600.0,0.615877080665813,True
GBA2,1511.0,699.0,0.683710407239819,False
IL11,5.0,3.0,0.625,True
ZNF324B,76.0,55.0,0.5801526717557252,True
FKBP1B,951.0,596.0,0.6147382029734971,True
GCC1,425.0,205.0,0.6746031746031746,False
SIRT4,98.0,70.0,0.5833333333333334,True
NFAT5,11589.0,6775.0,0.6310716619472881,True
RBM34,249.0,166.0,0.6,True
SLC6A2,6298.0,3146.0,0.6668784413384159,False
PDLIM1,5709.0,3680.0,0.6080519757162637,True
AC073263.1,60.0,46.0,0.5660377358490566,True
GUCY2F,37.0,14.0,0.7254901960784313,False
