,Empty_droplet_sum,Cell_sum,Soup_probability,Selected
NOTCH2,5812.0,3672.0,0.6128215942640236,True
AL035681.1,66.0,52.0,0.559322033898305,True
LINC01315,11.0,6.0,0.6470588235294118,False
PRDX4,29787.0,18983.0,0.6107648144351036,True
CA13,24.0,15.0,0.6153846153846154,True
TEX19,2.0,0.0,1.0,False
ZNF816-ZNF321P,260.0,162.0,0.6161137440758294,True
SYDE1,12097.0,6061.0,0.6662077321290891,False
KCNRG,23.0,15.0,0.6052631578947368,True
SAT2,2344.0,1551.0,0.6017971758664955,True
C1QTNF6,26496.0,13333.0,0.6652439177483743,False
AC079921.1,1.0,0.0,1.0,False
KL,17.0,11.0,0.6071428571428571,True
AICDA,46.0,31.0,0.5974025974025974,True
QSER1,2069.0,1228.0,0.6275401880497422,True
RPL39,377031.0,213388.0,0.6385820917009785,False
AL365277.1,2.0,0.0,1.0,False
AC004948.1,1.0,0.0,1.0,False
AC114730.1,2.0,0.0,1.0,False
ARPC2,70860.0,42263.0,0.6263978147679959,True
AC121761.1,66.0,31.0,0.6804123711340206,False
RHEX,6.0,5.0,0.5454545454545454,True
INMT,10.0,3.0,0.7692307692307693,False
SERP1,28162.0,14881.0,0.654275956601538,False
CENPBD1,338.0,183.0,0.6487523992322457,False
NUAK1,233.0,143.0,0.6196808510638298,True
AL445250.1,54.0,22.0,0.7105263157894737,False
PRPS1,878.0,366.0,0.7057877813504824,False
FBXO32,3128.0,1867.0,0.6262262262262263,True
NOBOX,1.0,0.0,1.0,False
ZYX,7546.0,3598.0,0.6771356783919598,False
AC024337.2,91.0,74.0,0.5515151515151515,True
NSG2,10.0,0.0,1.0,False
BEND7,261.0,143.0,0.6460396039603961,False
REEP1,692.0,305.0,0.6940822467402207,False
CWF19L1,845.0,517.0,0.6204111600587372,True
AKIP1,1469.0,752.0,0.6614137775776677,False
CATSPERG,80.0,57.0,0.583941605839416,True
FAM230A,1.0,0.0,1.0,False
ZNF678,291.0,187.0,0.608786610878661,True
CCT8L2,2.0,0.0,1.0,False
STXBP3,2528.0,1391.0,0.645062515947946,False
AL133297.2,1.0,0.0,1.0,False
TMEM8A,6386.0,2699.0,0.7029168959823886,False
KCTD21,344.0,153.0,0.6921529175050302,False
MINOS1,8530.0,4154.0,0.6725007883948281,False
AC092329.1,19.0,12.0,0.6129032258064516,True
RNASEL,674.0,401.0,0.6269767441860465,True
VAPA,14876.0,8616.0,0.6332368465860718,False
AC110813.1,15.0,14.0,0.5172413793103449,True
TMEM89,8.0,5.0,0.6153846153846154,True
AC018521.2,10.0,5.0,0.6666666666666666,False
TMEM63C,6.0,0.0,1.0,False
TDRD5,106.0,62.0,0.6309523809523809,True
LINC02217,2.0,0.0,1.0,False
LINC01503,45.0,27.0,0.625,True
AC106820.3,13.0,7.0,0.65,False
AL022238.3,1.0,0.0,1.0,False
CASTOR3,530.0,279.0,0.6551297898640297,False
LINC01141,1.0,0.0,1.0,False
APTX,1458.0,828.0,0.6377952755905512,False
TNFRSF12A,9847.0,5647.0,0.6355363366464438,False
MPHOSPH8,9031.0,5647.0,0.6152745605668347,True
CHCHD1,9405.0,4639.0,0.6696810025633723,False
ZNF19,70.0,45.0,0.6086956521739131,True
AR,7.0,0.0,1.0,False
SLAMF9,2.0,0.0,1.0,False
NSUN3,338.0,194.0,0.6353383458646616,False
MEX3D,7781.0,4538.0,0.6316259436642585,True
PPP1R27,96.0,69.0,0.5818181818181818,True
AC022150.1,15.0,9.0,0.625,True
CASD1,1514.0,834.0,0.6448040885860307,False
LINC00601,19.0,9.0,0.6785714285714286,False
AL391117.1,5.0,3.0,0.625,True
NFATC2,535.0,379.0,0.5853391684901532,True
TTPA,122.0,58.0,0.6777777777777778,False
BOLA1,1069.0,731.0,0.5938888888888889,True
AC122710.1,18.0,8.0,0.6923076923076923,False
INSM2,3.0,0.0,1.0,False
TAS2R60,6.0,4.0,0.6,True
EPB41L4B,617.0,373.0,0.6232323232323232,True
CASC18,3.0,3.0,0.5,True
AF127577.4,2607.0,1784.0,0.5937144158506035,True
FAM133B,6804.0,3609.0,0.6534140017286084,False
ZNF16,112.0,67.0,0.6256983240223464,True
NDUFV1,5687.0,2953.0,0.6582175925925926,False
RNF169,2457.0,1482.0,0.6237623762376238,True
FRMPD2,6.0,3.0,0.6666666666666666,False
HIST1H2AJ,14.0,9.0,0.6086956521739131,True
ING2,7179.0,4296.0,0.6256209150326797,True
TNFSF14,12.0,0.0,1.0,False
AC007114.1,79.0,50.0,0.6124031007751938,True
MAP4K2,1419.0,715.0,0.6649484536082474,False
ATP23,403.0,250.0,0.6171516079632465,True
COPA,8682.0,5059.0,0.6318317444145258,False
CAPZB,14918.0,7351.0,0.6698998607930307,False
BEX1,10.0,5.0,0.6666666666666666,False
SLC8A3,2.0,0.0,1.0,False
ZNF507,1623.0,869.0,0.6512841091492777,False
KRTAP19-5,17.0,8.0,0.68,False
TMEM71,3.0,0.0,1.0,False
MAFB,67.0,46.0,0.5929203539823009,True
LINC01029,1.0,0.0,1.0,False
AC005076.1,40.0,21.0,0.6557377049180327,False
BTBD2,2978.0,1560.0,0.6562362274129573,False
SPTY2D1OS,148.0,110.0,0.5736434108527132,True
AL359504.2,33.0,28.0,0.5409836065573771,True
CAMK2A,3.0,3.0,0.5,True
NDUFAF1,893.0,516.0,0.6337828246983677,False
FBXW4,2070.0,1155.0,0.641860465116279,False
ANKRD7,5.0,0.0,1.0,False
AL139147.1,5.0,4.0,0.5555555555555556,True
HIST1H3E,201.0,102.0,0.6633663366336634,False
UQCRB,15946.0,7080.0,0.6925214974376791,False
EEF1D,19333.0,10725.0,0.6431898329895536,False
AL445430.1,101.0,56.0,0.643312101910828,False
AC110285.4,1.0,0.0,1.0,False
IL33,1.0,0.0,1.0,False
RIPOR3,14.0,10.0,0.5833333333333334,True
LINC01422,1.0,0.0,1.0,False
PITX2,73.0,46.0,0.6134453781512605,True
RFESD,228.0,134.0,0.6298342541436464,True
AC010501.1,12.0,7.0,0.631578947368421,True
ZDHHC22,1.0,0.0,1.0,False
SLC39A9,2551.0,1286.0,0.6648423247328642,False
PRRC2B,6986.0,4052.0,0.6329045116868998,False
AC093206.1,2.0,0.0,1.0,False
ULK3,316.0,207.0,0.6042065009560229,True
PLCB1,908.0,589.0,0.6065464261857048,True
SH3KBP1,2856.0,1294.0,0.6881927710843373,False
PTPRD-AS2,1.0,0.0,1.0,False
SFTPD,127.0,72.0,0.6381909547738693,False
ATP5F1E,102773.0,47832.0,0.6824009827030975,False
ZNF804A,2.0,0.0,1.0,False
TMEM52,117.0,74.0,0.612565445026178,True
PARD6G,328.0,185.0,0.6393762183235867,False
AC092647.5,2.0,0.0,1.0,False
PRPF18,1562.0,880.0,0.6396396396396397,False
UPF3A,4605.0,2706.0,0.629872794419368,True
COL25A1,29.0,8.0,0.7837837837837838,False
AC018845.1,1.0,0.0,1.0,False
IFI16,1163.0,655.0,0.6397139713971397,False
FXYD5,10166.0,6154.0,0.6229166666666667,True
AC005841.1,3.0,0.0,1.0,False
PKDCC,7.0,4.0,0.6363636363636364,False
AC006042.2,1.0,0.0,1.0,False
AC022916.1,12.0,6.0,0.6666666666666666,False
SLC11A1,270.0,158.0,0.6308411214953271,True
ATP13A3,6102.0,3700.0,0.6225260150989594,True
SLC18A1,2.0,0.0,1.0,False
ZFYVE26,538.0,306.0,0.6374407582938388,False
TMEM206,323.0,198.0,0.6199616122840691,True
AP001267.2,15.0,7.0,0.6818181818181818,False
AC005740.4,5.0,4.0,0.5555555555555556,True
DMXL2,1449.0,876.0,0.6232258064516129,True
AL442128.2,38.0,25.0,0.6031746031746031,True
AC010422.1,2.0,0.0,1.0,False
PDP2,876.0,524.0,0.6257142857142857,True
HOXC13,2.0,0.0,1.0,False
CD55,49509.0,33271.0,0.5980792461947331,True
UNC13D,3965.0,1833.0,0.6838565022421524,False
LINC00564,1.0,0.0,1.0,False
NT5M,40.0,27.0,0.5970149253731343,True
C10orf105,3.0,0.0,1.0,False
SPTBN2,16.0,10.0,0.6153846153846154,True
L3MBTL4,5.0,0.0,1.0,False
WWTR1-AS1,43.0,25.0,0.6323529411764706,False
EFL1,637.0,340.0,0.6519959058341863,False
CDIP1,93.0,50.0,0.6503496503496503,False
AC008938.1,8.0,0.0,1.0,False
GGACT,409.0,204.0,0.66721044045677,False
SPOUT1,820.0,452.0,0.6446540880503144,False
AFG1L,201.0,104.0,0.659016393442623,False
EPC1,3186.0,2005.0,0.6137545752263533,True
HIST1H2AM,27.0,21.0,0.5625,True
MUM1,1846.0,1168.0,0.6124751161247511,True
SRSF5,25460.0,15543.0,0.6209301758407921,True
SPATC1L,792.0,302.0,0.7239488117001828,False
PYHIN1,15.0,11.0,0.5769230769230769,True
ORC4,1801.0,1106.0,0.6195390436876504,True
AC254562.2,3.0,3.0,0.5,True
AC002429.2,24.0,13.0,0.6486486486486487,False
ZNF180,173.0,86.0,0.667953667953668,False
AL590644.1,29.0,15.0,0.6590909090909091,False
AC097065.2,2.0,0.0,1.0,False
EMP2,1382.0,750.0,0.648217636022514,False
AC092354.1,13.0,5.0,0.7222222222222222,False
AQP2,6.0,0.0,1.0,False
NFIX,25.0,10.0,0.7142857142857143,False
KCP,124.0,70.0,0.6391752577319587,False
SNRNP25,1535.0,898.0,0.6309083436087135,True
TBC1D10B,1426.0,824.0,0.6337777777777778,False
APOO,349.0,218.0,0.6155202821869489,True
ZMPSTE24,3816.0,2203.0,0.6339923575344741,False
NSUN6,1148.0,783.0,0.5945106162610047,True
FBXW12,4.0,4.0,0.5,True
AL157778.1,7.0,3.0,0.7,False
SNHG12,3407.0,1961.0,0.6346870342771982,False
STK26,4606.0,2266.0,0.6702561117578579,False
SH2B3,172.0,98.0,0.6370370370370371,False
TBX1,162.0,114.0,0.5869565217391305,True
FAS,2.0,0.0,1.0,False
KIAA1143,2565.0,1345.0,0.6560102301790282,False
ATP6V0D1,5812.0,2990.0,0.6603044762553965,False
GABRG3-AS1,1.0,0.0,1.0,False
AL139039.3,3.0,0.0,1.0,False
TAS2R41,1.0,0.0,1.0,False
AC073254.1,7.0,5.0,0.5833333333333334,True
HAGHL,595.0,333.0,0.6411637931034483,False
STAT6,2448.0,1290.0,0.6548956661316212,False
TPTE,42.0,29.0,0.5915492957746479,True
ADD3,2598.0,1518.0,0.6311953352769679,True
CYFIP2,2913.0,1626.0,0.64177131526768,False
PRC1-AS1,35.0,15.0,0.7,False
PNPLA3,30.0,20.0,0.6,True
PDGFA,431.0,329.0,0.5671052631578948,True
TM6SF1,1.0,0.0,1.0,False
TMEM204,5.0,5.0,0.5,True
DENND1C,2.0,0.0,1.0,False
DOCK1,2454.0,1402.0,0.6364107883817427,False
CD207,1.0,0.0,1.0,False
UBE2B,11574.0,6255.0,0.6491670873296315,False
RXRB,1656.0,808.0,0.672077922077922,False
AL499627.2,1.0,0.0,1.0,False
LINC01951,2.0,0.0,1.0,False
PRND,4.0,0.0,1.0,False
AC003965.1,11.0,6.0,0.6470588235294118,False
SUZ12,8785.0,5237.0,0.6265154756810726,True
HHLA1,16.0,9.0,0.64,False
CFI,3.0,0.0,1.0,False
KIAA2012,15.0,7.0,0.6818181818181818,False
CRAMP1,831.0,466.0,0.6407093292212799,False
AC010525.1,1.0,0.0,1.0,False
DHX29,4632.0,2276.0,0.6705269253039954,False
SLC8B1,1605.0,910.0,0.6381709741550696,False
DMKN,23.0,8.0,0.7419354838709677,False
SLC25A18,42.0,22.0,0.65625,False
TEKT3,55.0,48.0,0.5339805825242718,True
BRCC3,2118.0,1120.0,0.654107473749228,False
UCP3,67.0,38.0,0.638095238095238,False
OCEL1,3145.0,1721.0,0.646321413892314,False
TMPRSS9,14.0,10.0,0.5833333333333334,True
RBM43,956.0,581.0,0.6219908913467794,True
GCAT,730.0,378.0,0.6588447653429603,False
RPL13A,174455.0,88338.0,0.6638494937079755,False
AC107241.1,3.0,0.0,1.0,False
LINC00908,1.0,0.0,1.0,False
A4GALT,1473.0,914.0,0.6170925848345203,True
FKBP8,12679.0,7037.0,0.6430817610062893,False
CEP57,2341.0,1458.0,0.6162147933666754,True
MRPS36,13133.0,6128.0,0.6818441410103318,False
AC233723.1,133.0,93.0,0.588495575221239,True
AC010883.1,50.0,16.0,0.7575757575757576,False
AC103706.1,97.0,57.0,0.6298701298701299,True
AL031281.2,7.0,5.0,0.5833333333333334,True
AC015917.2,20.0,9.0,0.6896551724137931,False
TGM1,246.0,121.0,0.670299727520436,False
TTC38,571.0,282.0,0.6694021101992966,False
LINC01806,67.0,45.0,0.5982142857142857,True
C2orf42,354.0,176.0,0.6679245283018868,False
CLEC12A,659.0,248.0,0.7265711135611908,False
TEX11,7.0,3.0,0.7,False
AF127577.5,4.0,3.0,0.5714285714285714,True
CCDC89,2.0,0.0,1.0,False
INTS1,2789.0,1610.0,0.6340077290293249,False
AC009145.3,3.0,0.0,1.0,False
ARL17B,181.0,124.0,0.5934426229508196,True
RPP25L,1480.0,800.0,0.6491228070175439,False
TSFM,1265.0,703.0,0.6427845528455285,False
AL162377.3,190.0,118.0,0.6168831168831169,True
MT-ND4,764506.0,187348.0,0.8031756971132128,False
LRRC42,1351.0,626.0,0.6833586241780476,False
NAA35,1604.0,966.0,0.624124513618677,True
DCTN5,3264.0,1568.0,0.6754966887417219,False
BLOC1S5,815.0,445.0,0.6468253968253969,False
COMMD1,4731.0,2476.0,0.6564451227972804,False
NOL9,1000.0,505.0,0.6644518272425249,False
NDUFAF8,5089.0,2749.0,0.6492727736667517,False
ZNF69,438.0,294.0,0.5983606557377049,True
SRA1,6972.0,3535.0,0.6635576282478348,False
TECPR1,883.0,532.0,0.6240282685512367,True
MGA,2197.0,1317.0,0.6252134319863404,True
TNFSF18,3.0,3.0,0.5,True
CSNK1A1,22742.0,12683.0,0.6419760056457304,False
OR5H14,67.0,50.0,0.5726495726495726,True
LTB,2.0,0.0,1.0,False
AC073127.1,1.0,0.0,1.0,False
CAP2,1833.0,944.0,0.6600648181490817,False
TCTE1,10.0,5.0,0.6666666666666666,False
RLN2,26.0,14.0,0.65,False
TTC17,3427.0,2409.0,0.587217272104181,True
BORA,203.0,119.0,0.6304347826086957,True
DANT2,1.0,0.0,1.0,False
FAM138B,1.0,0.0,1.0,False
PHF23,1862.0,894.0,0.6756168359941945,False
ADCY10,56.0,41.0,0.5773195876288659,True
LINC02539,21.0,6.0,0.7777777777777778,False
ATP6V1B1-AS1,52.0,27.0,0.6582278481012658,False
TTC21B,363.0,232.0,0.6100840336134454,True
TMIGD2,24.0,16.0,0.6,True
CNTN5,2.0,0.0,1.0,False
PPIL6,142.0,84.0,0.6283185840707964,True
P4HB,93793.0,55019.0,0.6302784721662231,True
OR1A1,8.0,0.0,1.0,False
AL035420.2,4.0,0.0,1.0,False
DCLRE1C,1131.0,882.0,0.5618479880774963,True
SMIM10L2A,1.0,0.0,1.0,False
GGT5,9.0,3.0,0.75,False
GTPBP4,4718.0,2435.0,0.6595833915839507,False
AC012313.2,6.0,4.0,0.6,True
ZNF880,594.0,284.0,0.6765375854214123,False
AL160286.3,3.0,0.0,1.0,False
AC092067.1,2.0,0.0,1.0,False
SIRPB2,167.0,112.0,0.5985663082437276,True
KCNMB3,121.0,73.0,0.6237113402061856,True
AC130371.1,2.0,0.0,1.0,False
RNASEH1,1773.0,1065.0,0.6247357293868921,True
C10orf113,12.0,11.0,0.5217391304347826,True
CEP295,617.0,391.0,0.6121031746031746,True
TNFRSF13B,1.0,0.0,1.0,False
ZWILCH,838.0,497.0,0.6277153558052434,True
AL357078.1,2.0,0.0,1.0,False
AC106798.1,2.0,0.0,1.0,False
MSRA,85.0,50.0,0.6296296296296297,True
AC009139.2,2.0,0.0,1.0,False
SLC5A10,59.0,34.0,0.6344086021505376,False
AC007114.2,78.0,63.0,0.5531914893617021,True
NGEF,5.0,0.0,1.0,False
NAV1,13207.0,7781.0,0.6292643415284924,True
ROM1,20.0,12.0,0.625,True
OLFM3,4.0,0.0,1.0,False
ABHD14A-ACY1,69.0,53.0,0.5655737704918032,True
ZNF584,88.0,55.0,0.6153846153846154,True
SC5D,1042.0,681.0,0.6047591410330818,True
MSRB2,7653.0,4075.0,0.6525409276944065,False
LRRK1,631.0,329.0,0.6572916666666667,False
KCNN3,61.0,12.0,0.8356164383561644,False
FPGS,928.0,444.0,0.6763848396501457,False
BX293535.1,22.0,20.0,0.5238095238095238,True
SOX10,2.0,0.0,1.0,False
LIAS,747.0,463.0,0.6173553719008265,True
WDR77,1477.0,808.0,0.6463894967177243,False
LINC01556,68.0,39.0,0.6355140186915887,False
AC087477.2,40.0,33.0,0.547945205479452,True
AP003086.3,1.0,0.0,1.0,False
ARNT,3261.0,1771.0,0.6480524642289348,False
LINC01762,91.0,42.0,0.6842105263157895,False
UTP25,938.0,561.0,0.6257505003335557,True
MAML3,1525.0,914.0,0.6252562525625256,True
RPL11,239341.0,141523.0,0.6284159174928583,True
MXRA5,3.0,0.0,1.0,False
AL050341.2,56.0,39.0,0.5894736842105263,True
RAB3IL1,194.0,102.0,0.6554054054054054,False
BATF2,216.0,105.0,0.6728971962616822,False
CD276,21402.0,11226.0,0.6559396837072453,False
RGS12,116.0,64.0,0.6444444444444445,False
AC022079.2,1.0,0.0,1.0,False
SRRM5,17.0,12.0,0.5862068965517241,True
TBC1D2,1178.0,669.0,0.6377910124526259,False
PIM2,458.0,287.0,0.614765100671141,True
GAS6,115.0,60.0,0.6571428571428571,False
FSCN2,34.0,23.0,0.5964912280701754,True
AC107871.2,13.0,5.0,0.7222222222222222,False
LINC02206,7.0,0.0,1.0,False
AL512506.3,12.0,7.0,0.631578947368421,True
AL139289.2,82.0,40.0,0.6721311475409836,False
CELA2B,1.0,0.0,1.0,False
RAB40B,323.0,186.0,0.6345776031434185,False
AL133551.1,15.0,7.0,0.6818181818181818,False
ZKSCAN4,252.0,161.0,0.6101694915254238,True
ZNF883,4.0,3.0,0.5714285714285714,True
ZNF814,367.0,284.0,0.5637480798771122,True
ZNF100,806.0,566.0,0.5874635568513119,True
DNAJC15,19194.0,10528.0,0.6457842675459255,False
BOLA3,9544.0,5056.0,0.6536986301369863,False
CNDP1,24.0,8.0,0.75,False
ANKMY1,278.0,145.0,0.6572104018912529,False
MIR9-3HG,737.0,449.0,0.6214165261382799,True
AC021016.3,114.0,64.0,0.6404494382022472,False
AMY2B,17.0,10.0,0.6296296296296297,True
AC007325.4,156.0,97.0,0.616600790513834,True
DERL1,3068.0,1740.0,0.6381031613976705,False
EPHB4,2068.0,873.0,0.7031621897313839,False
LPIN2,4152.0,2261.0,0.6474348978637143,False
AC068512.1,8.0,5.0,0.6153846153846154,True
MAN2B1,232.0,154.0,0.6010362694300518,True
GUCA2A,40.0,24.0,0.625,True
TAL2,4.0,3.0,0.5714285714285714,True
OGFRP1,3.0,0.0,1.0,False
AC093496.1,4.0,0.0,1.0,False
DDR1,3297.0,1774.0,0.6501676197988563,False
AC103879.1,1.0,0.0,1.0,False
SAMD12,31.0,23.0,0.5740740740740741,True
KCNA1,1.0,0.0,1.0,False
AL161937.2,13.0,4.0,0.7647058823529411,False
FBXO33,1708.0,962.0,0.6397003745318353,False
AL354920.1,173.0,112.0,0.6070175438596491,True
AL020995.1,6.0,3.0,0.6666666666666666,False
AC138123.2,4.0,0.0,1.0,False
DARS2,478.0,256.0,0.6512261580381471,False
ARMC6,719.0,387.0,0.6500904159132007,False
ARSK,2538.0,1673.0,0.602707195440513,True
AL645634.2,1.0,0.0,1.0,False
TSPAN2,66.0,50.0,0.5689655172413793,True
LLGL1,485.0,245.0,0.6643835616438356,False
PRKG1,909.0,429.0,0.679372197309417,False
CRABP2,1291.0,640.0,0.6685655100983946,False
VWA5A,1039.0,468.0,0.6894492368944923,False
DEDD,2089.0,1138.0,0.6473504803222807,False
AL034345.2,2.0,0.0,1.0,False
AC007848.2,4.0,0.0,1.0,False
AC007494.2,4.0,4.0,0.5,True
LINC01658,2.0,0.0,1.0,False
NUPL2,789.0,484.0,0.6197957580518461,True
REPS2,1492.0,742.0,0.6678603401969562,False
LRP5L,145.0,86.0,0.6277056277056277,True
HMGA1P4,10.0,5.0,0.6666666666666666,False
C10orf90,206.0,77.0,0.7279151943462897,False
YY1AP1,1921.0,1018.0,0.653623681524328,False
LINC00581,2.0,0.0,1.0,False
ULK2,1089.0,603.0,0.6436170212765957,False
NOL4L,233.0,143.0,0.6196808510638298,True
TNK2,1101.0,694.0,0.6133704735376044,True
RBP1,649.0,414.0,0.6105362182502352,True
ZNF664,1256.0,592.0,0.6796536796536796,False
AC072039.2,1.0,0.0,1.0,False
AL121652.1,36.0,28.0,0.5625,True
PDCD1LG2,1680.0,909.0,0.6488991888760139,False
BCOR,1001.0,645.0,0.6081409477521263,True
LINC01705,1.0,0.0,1.0,False
AL139041.1,15.0,13.0,0.5357142857142857,True
PSORS1C2,2.0,0.0,1.0,False
CCDC42,1.0,0.0,1.0,False
ABHD17B,501.0,250.0,0.6671105193075899,False
CAPN10-DT,67.0,53.0,0.5583333333333333,True
C6orf47-AS1,11.0,6.0,0.6470588235294118,False
ONECUT3,8.0,4.0,0.6666666666666666,False
AC018761.2,23.0,12.0,0.6571428571428571,False
AL117379.1,36.0,22.0,0.6206896551724138,True
FAM111A,495.0,323.0,0.6051344743276283,True
FNDC7,8.0,7.0,0.5333333333333333,True
AP001267.3,45.0,25.0,0.6428571428571429,False
OR5AS1,5.0,3.0,0.625,True
OPALIN,1.0,0.0,1.0,False
BRK1,9444.0,5646.0,0.625844930417495,True
ZNF503,3.0,0.0,1.0,False
AL031651.1,2.0,0.0,1.0,False
AC107958.2,4.0,3.0,0.5714285714285714,True
CDH26,15.0,10.0,0.6,True
SLC26A5,2.0,0.0,1.0,False
ZFP36,8046.0,3102.0,0.7217438105489774,False
AC008878.4,1.0,0.0,1.0,False
SLC35G2,236.0,127.0,0.650137741046832,False
ASPG,8.0,3.0,0.7272727272727273,False
AL731661.1,71.0,35.0,0.6698113207547169,False
AC137834.2,25.0,12.0,0.6756756756756757,False
FLNB,34310.0,21643.0,0.6131932157346345,True
ARIH2OS,117.0,83.0,0.585,True
STN1,893.0,583.0,0.6050135501355014,True
XCR1,1104.0,480.0,0.696969696969697,False
SAMD9,1864.0,1033.0,0.6434242319641008,False
AC002384.1,2.0,0.0,1.0,False
SNRPE,12343.0,6686.0,0.6486415471123023,False
AL132655.2,1.0,0.0,1.0,False
PLXNA3,1849.0,1235.0,0.5995460440985733,True
ZNF131,2239.0,1349.0,0.6240245261984393,True
CLTB,10513.0,5594.0,0.6526975849009747,False
ABLIM2,36.0,16.0,0.6923076923076923,False
SRD5A2,1.0,0.0,1.0,False
LINC00934,2.0,0.0,1.0,False
RYBP,23412.0,9268.0,0.7164014687882497,False
OR10D3,62.0,53.0,0.5391304347826087,True
ITGA1,15902.0,8663.0,0.6473437818033788,False
MFF,4709.0,2462.0,0.6566727095244735,False
RASA1,28855.0,13134.0,0.6872037914691943,False
ODC1,1848.0,740.0,0.714064914992272,False
SLC22A18,2960.0,1834.0,0.6174384647476012,True
BPGM,6924.0,2400.0,0.7425997425997426,False
AC034102.8,2.0,0.0,1.0,False
SHKBP1,2116.0,1191.0,0.639854853341397,False
RPS10-NUDT3,14.0,7.0,0.6666666666666666,False
PDCD2,2753.0,1556.0,0.6388953353446275,False
TM7SF3,1612.0,1157.0,0.5821596244131455,True
AC006333.2,305.0,199.0,0.6051587301587301,True
AC074117.1,752.0,487.0,0.6069410815173527,True
AC108718.1,179.0,99.0,0.6438848920863309,False
CYB561,2680.0,1245.0,0.6828025477707006,False
SLC16A11,3.0,0.0,1.0,False
EPHB6,74.0,15.0,0.8314606741573034,False
FKBP5,48.0,26.0,0.6486486486486487,False
KAZALD1,100.0,56.0,0.6410256410256411,False
LINC00309,14.0,12.0,0.5384615384615384,True
AL049839.2,1.0,0.0,1.0,False
LZTS3,476.0,222.0,0.6819484240687679,False
XXYLT1-AS2,27.0,10.0,0.7297297297297297,False
ERVV-2,342.0,192.0,0.6404494382022472,False
STK32A,1.0,0.0,1.0,False
AC009690.2,9.0,3.0,0.75,False
STX6,2497.0,1340.0,0.6507688298149596,False
TMEM91,6392.0,4737.0,0.574355287986342,True
LINC02163,10.0,8.0,0.5555555555555556,True
CCL21,1.0,0.0,1.0,False
SYK,377.0,216.0,0.6357504215851602,False
MOB1B,1435.0,742.0,0.6591639871382636,False
RBM14-RBM4,16.0,10.0,0.6153846153846154,True
SCRN3,704.0,412.0,0.6308243727598566,True
AL445493.2,1.0,0.0,1.0,False
FAM180B,1.0,0.0,1.0,False
AL358394.1,1.0,0.0,1.0,False
NPIPA2,48.0,30.0,0.6153846153846154,True
PPP4R2,9216.0,4881.0,0.6537561183230475,False
E2F5,290.0,167.0,0.6345733041575492,False
IFIT3,5514.0,3750.0,0.5952072538860104,True
GSN-AS1,42.0,31.0,0.5753424657534246,True
BCL2L11,445.0,242.0,0.6477438136826783,False
CXorf57,229.0,140.0,0.6205962059620597,True
CARF,699.0,453.0,0.6067708333333334,True
EID3,294.0,210.0,0.5833333333333334,True
CARD8,869.0,495.0,0.6370967741935484,False
FMC1,1119.0,562.0,0.6656751933372992,False
AL157895.1,3.0,3.0,0.5,True
LINC01977,1.0,0.0,1.0,False
AC010542.5,31.0,20.0,0.6078431372549019,True
MB21D2,1347.0,635.0,0.6796165489404642,False
SPTA1,40.0,11.0,0.7843137254901961,False
DAO,5.0,4.0,0.5555555555555556,True
IPCEF1,476.0,268.0,0.6397849462365591,False
PET100,15836.0,7343.0,0.6832046248759653,False
ZNF252P-AS1,8.0,6.0,0.5714285714285714,True
AC008601.1,1.0,0.0,1.0,False
LINC02178,11.0,4.0,0.7333333333333333,False
CLIC1,25044.0,14594.0,0.6318179524698522,False
ZNF662,230.0,166.0,0.5808080808080808,True
AC097534.1,18.0,12.0,0.6,True
AC024075.3,3.0,0.0,1.0,False
TPRN,362.0,226.0,0.6156462585034014,True
AC073333.1,52.0,33.0,0.611764705882353,True
LRRC53,2.0,0.0,1.0,False
LINC01305,13.0,8.0,0.6190476190476191,True
AL117335.1,5.0,5.0,0.5,True
FAM215A,2.0,0.0,1.0,False
ENDOD1,4340.0,2375.0,0.6463142218912882,False
TRIB3,1912.0,1031.0,0.6496772001359157,False
PSMB9,1864.0,874.0,0.6807888970051132,False
AC019069.1,70.0,34.0,0.6730769230769231,False
AL049650.1,1.0,0.0,1.0,False
VCPIP1,1345.0,737.0,0.6460134486071085,False
ACHE,503.0,310.0,0.6186961869618696,True
GIPR,165.0,123.0,0.5729166666666666,True
AP000866.2,241.0,126.0,0.6566757493188011,False
Z99289.2,5.0,5.0,0.5,True
SLC16A9,500.0,227.0,0.687757909215956,False
WDR1,9420.0,4551.0,0.6742538114666095,False
ST13,29739.0,17499.0,0.6295567128159533,True
STX7,6383.0,3794.0,0.6271985850447087,True
MROH1,2827.0,1831.0,0.6069128381279519,True
C9orf129,41.0,30.0,0.5774647887323944,True
RARB,9.0,6.0,0.6,True
KREMEN2,114.0,79.0,0.5906735751295337,True
ITGAD,25.0,12.0,0.6756756756756757,False
TSC2,1772.0,990.0,0.6415640839971035,False
AL008721.1,2.0,0.0,1.0,False
AQP4-AS1,1.0,0.0,1.0,False
ARMCX3,4916.0,2772.0,0.6394380853277836,False
BCL9L,6885.0,3622.0,0.655277434091558,False
AK5,5236.0,2299.0,0.6948905109489051,False
AC138207.5,24.0,15.0,0.6153846153846154,True
NR1D2,1245.0,654.0,0.655608214849921,False
PRELP,22.0,3.0,0.88,False
CIB4,8.0,4.0,0.6666666666666666,False
AC090049.1,2.0,0.0,1.0,False
FER1L6-AS2,5.0,0.0,1.0,False
BOD1L2,1.0,0.0,1.0,False
PIGA,1158.0,608.0,0.6557191392978482,False
