,gene,cluster,geneFrequency,geneFrequencyOutsideCluster,geneFrequencySecondBest,geneFrequencyGlobal,secondBestClusterName,tfidf,idf,qval
88,KNL1,EVT_1,0.431944444444444,0.0991746718982546,0.6535,0.105534173855342,VCT_p,0.97132230795607,2.24872045571823,5.13152989263161e-113
89,DCX,EVT_1,0.4,0.0821539710458666,0.298980747451869,0.0882282680822827,EVT_2,0.971131147007743,2.42782786751936,4.13927184090533e-114
90,GYS1,EVT_1,0.402777777777778,0.083939926938168,0.52112676056338,0.0900331785003318,eEVT,0.969718524595891,2.4075770265829,1.43126632662975e-113
91,GALNT6,EVT_1,0.395833333333333,0.0803950750913273,0.396551724137931,0.0864233576642336,GC,0.969196846480688,2.44849729637227,8.28296925402314e-114
92,ATAD2,EVT_1,0.554166666666667,0.16779867406305,0.8035,0.175182481751825,VCT_p,0.965317932078599,1.74192709548018,1.24785716897306e-116
93,GFOD1,EVT_1,0.470833333333333,0.122067379245028,0.781426953567384,0.128732581287326,EVT_2,0.965216826960991,2.05001803956317,1.872072284321e-111
94,KIF18B,EVT_1,0.325,0.0461913137599783,0.5265,0.0515195753151958,VCT_p,0.963882868105848,2.96579344032569,6.31105463457773e-120
95,TICRR,EVT_1,0.333333333333333,0.0501691246110134,0.4135,0.0555806237558062,VCT_p,0.963306877354738,2.88992063206421,1.7998849021281e-118
96,NCAPG,EVT_1,0.334722222222222,0.051224462183737,0.5315,0.0566423357664234,VCT_p,0.960987028588267,2.870998591633,1.33628716332533e-117
97,GLIPR1,EVT_1,0.426388888888889,0.0989040725206332,0.620689655172414,0.105162574651626,GC,0.960333435339602,2.2522477962362,4.14671312224487e-110
98,DEPDC7,EVT_1,0.284722222222222,0.0296306318495467,0.32955832389581,0.0345056403450564,EVT_2,0.958555081123943,3.36663248004507,1.72504088070851e-126
99,FYB1,EVT_1,0.581944444444444,0.185171154106346,0.647887323943662,0.192753815527538,eEVT,0.958079273009797,1.64634147152041,8.29061538245126e-118
100,AIF1L,EVT_1,0.456944444444444,0.117007170883507,0.706896551724138,0.123503649635037,GC,0.955692255656758,2.09148457165005,1.15344843597546e-108
101,VAV2,EVT_2,0.775764439411099,0.0987171124157425,0.887323943661972,0.114585268745853,eEVT,1.68064403073427,2.16643602793922,0
102,AC064834.1,EVT_2,0.787089467723669,0.102902804957599,0.802816901408451,0.118938287989383,eEVT,1.67583194060299,2.12915050870855,0
103,COL27A1,EVT_2,0.959229898074745,0.164492280930637,0.957746478873239,0.183118779031188,eEVT,1.62840811947163,1.69762027094859,0
104,XACT,EVT_2,0.621744054360136,0.0613448575777343,0.253521126760563,0.074479097544791,eEVT,1.61481651505654,2.59723676283229,0
105,EPSTI1,EVT_2,0.796149490373726,0.115894759730376,0.816901408450704,0.131838088918381,eEVT,1.61314273838766,2.02618070838735,0
106,GFOD1,EVT_2,0.781426953567384,0.113068058273538,0.696708860759494,0.128732581287326,iEVT,1.60193935141403,2.05001803956317,0
107,PLCD4,EVT_2,0.445073612684032,0.0207925636007828,0.563380281690141,0.0307365627073656,eEVT,1.54988089420971,3.48230236536176,0
108,RNF219-AS1,EVT_2,0.634201585503964,0.0752337464666232,0.619718309859155,0.0883344392833444,eEVT,1.5389695629332,2.4266252215536,0
109,EXTL3,EVT_2,0.79841449603624,0.131794955425092,0.819240506329114,0.147418712674187,iEVT,1.52854727148098,1.91447835562795,0
110,FAM110B,EVT_2,0.664779161947905,0.0890954555338117,0.816901408450704,0.102587923025879,eEVT,1.51372546055691,2.27703506247317,0
111,FHOD3,EVT_2,0.838052095130238,0.148619265057621,0.887323943661972,0.164777704047777,eEVT,1.51114030759617,1.80315796163164,0
112,HIP1,EVT_2,0.906002265005662,0.171613394216134,0.943661971830986,0.188825481088255,eEVT,1.51024423192416,1.6669320709863,0
113,ADAMTS20,EVT_2,0.787089467723669,0.131686236138291,0.591549295774648,0.147047113470471,eEVT,1.50885227566092,1.91700224375337,0
114,FAM78A,EVT_2,0.519818799546999,0.0440313111545988,0.47887323943662,0.0551824817518248,eEVT,1.50597210493458,2.89710973563668,0
115,PTH1R,EVT_2,0.552661381653454,0.0548217003696456,0.528101265822785,0.0664897146648971,iEVT,1.49810363405227,2.71070800997573,0
116,JAK1,EVT_2,0.927519818799547,0.185366383996521,0.714430379746835,0.202760451227604,iEVT,1.48007123751051,1.59573003995334,0
117,SLCO4A1,EVT_2,0.608154020385051,0.0753424657534247,0.704225352112676,0.0878301260783013,eEVT,1.47924386666223,2.43235071557308,0
118,PLAC8,EVT_2,0.667044167610419,0.0957273320287019,0.744303797468354,0.109117451891175,iEVT,1.47772324706175,2.21533043659682,0
119,MCAM,EVT_2,0.707814269535674,0.110649054142205,0.816901408450704,0.12464499004645,eEVT,1.47387150480377,2.08228566198676,0
120,AC245041.2,EVT_2,0.59682899207248,0.0741465535986084,0.505555555555556,0.0863968148639681,EVT_1,1.46151750292754,2.44880446885203,0
121,AXIN1,EVT_2,0.701019252548131,0.114046531854751,0.620833333333333,0.127803583278036,EVT_1,1.44217935769362,2.05726069926247,0
122,Z82217.1,EVT_2,0.518686296715742,0.0516416612307023,0.577464788732394,0.0625879230258792,eEVT,1.43737461791393,2.77118294239738,2.88458822349935e-314
123,EDNRB,EVT_2,0.741789354473386,0.130109806479669,0.661971830985915,0.144445919044459,eEVT,1.43525120976131,1.9348501041515,0
124,SOX4,EVT_2,0.714609286523216,0.123097412480974,0.802816901408451,0.136960849369609,eEVT,1.42068625608952,1.98806016501909,0
125,PLPP7,EVT_2,0.544733861834655,0.0631387258099587,0.618227848101266,0.0744260119442601,iEVT,1.41519121397355,2.59794977534022,7.12944109297534e-307
126,ASAP3,EVT_2,0.925254813137033,0.200070667536421,0.971830985915493,0.21706702057067,eEVT,1.41337217796124,1.52754912257011,0
127,TUBB6,EVT_2,0.774631936579841,0.147042835399,0.788732394366197,0.161751824817518,eEVT,1.41114085134897,1.82169206394904,0
128,CLNK,EVT_2,0.875424688561721,0.183599695585997,0.752405063291139,0.199814200398142,iEVT,1.40975532904121,1.61036734222948,0
129,SCUBE1,EVT_2,0.450736126840317,0.034192215699065,0.591549295774648,0.0439548772395488,eEVT,1.40836635565424,3.12459168854949,1.34271229167381e-304
130,PALM2,EVT_2,0.661381653454134,0.107523374646662,0.605633802816901,0.120504313205043,eEVT,1.39952969847818,2.1160697324593,0
131,MYCNOS,EVT_2,0.807474518686297,0.162046096977604,0.929577464788732,0.177173191771732,eEVT,1.39743764006944,1.73062754022625,0
132,PTPRS,EVT_2,0.595696489241223,0.0840400086975429,0.645569620253165,0.0960318513603185,iEVT,1.39576176451388,2.34307535753946,2.37284861691035e-305
133,LAMA4,EVT_2,0.638731596828992,0.0998314851054577,0.661971830985915,0.112461844724618,eEVT,1.395718774516,2.18514127286814,1.66632279576414e-313
134,PCSK6,EVT_2,0.92638731596829,0.206267666884105,0.825822784810127,0.223145321831453,iEVT,1.38951802812003,1.4999320523594,0
135,RASGRF2,EVT_2,0.97281993204983,0.225347901717765,0.940759493670886,0.242866622428666,iEVT,1.37677646798232,1.41524286522513,0
136,PLEKHG5,EVT_2,0.501698754246886,0.0542781039356382,0.52112676056338,0.0647644326476443,eEVT,1.37314884077792,2.73699870520745,2.43771793904507e-288
137,HEG1,EVT_2,0.875424688561721,0.192351598173516,0.773670886075949,0.20836098208361,iEVT,1.37308892800816,1.56848321271824,0
138,TNFAIP2,EVT_2,0.824462061155153,0.174059578169167,0.704225352112676,0.189303251493033,eEVT,1.37223881359512,1.66440504451167,0
139,LAIR2,EVT_2,0.588901472253681,0.0906990650141335,0.676056338028169,0.102375580623756,eEVT,1.34216950617097,2.27910706528647,8.55228291035275e-284
140,SH3PXD2B,EVT_2,0.935447338618347,0.221651445966514,0.957746478873239,0.238380889183809,eEVT,1.34132438404803,1.43388550982375,0
141,AF127577.2,EVT_2,0.526613816534541,0.0687377690802348,0.535211267605634,0.0794691439946914,eEVT,1.33358969785904,2.53238645851512,7.09345368354737e-274
142,ANGPT4,EVT_2,0.370328425821065,0.0191617742987606,0.253521126760563,0.0273921698739217,eEVT,1.33225579991755,3.59749807745319,6.21249416594726e-287
143,SLC2A3,EVT_2,0.750849377123443,0.155740378343118,0.802777777777778,0.169688122096881,EVT_1,1.33185144632915,1.77379310272797,0
144,TGFB2,EVT_2,0.56964892412231,0.0862143944335725,0.704225352112676,0.0975447909754479,eEVT,1.32582574944442,2.32744361184776,6.23072381993353e-275
145,LINC02428,EVT_2,0.593431483578709,0.0957001522070015,0.746478873239437,0.107365627073656,eEVT,1.3242513722051,2.2315151940021,1.00440289794923e-277
146,PPFIBP2,EVT_2,0.653454133635334,0.119944553163731,0.788732394366197,0.132448573324486,eEVT,1.32099728386212,2.02156083474913,1.22675393864903e-288
147,LHFPL6,EVT_2,0.892412231030578,0.211839530332681,0.943661971830986,0.227790311877903,eEVT,1.32017196971604,1.47932975794323,0
148,PTK2B,EVT_2,0.707814269535674,0.142096107849532,0.915492957746479,0.15535500995355,eEVT,1.31798017709759,1.86204239420348,4.58047609190508e-303
149,SLCO2B1,EVT_2,0.567383918459796,0.0871656881930855,0.36253164556962,0.098420703384207,iEVT,1.31548193941255,2.31850409680895,9.25214214580016e-271
150,ANKRD50,EVT_2,0.608154020385051,0.105702326592738,0.704225352112676,0.117478433974784,eEVT,1.30236214048533,2.1415005028837,4.84235266379735e-272
151,DIO2-AS1,EVT_2,0.492638731596829,0.0613448575777343,0.479166666666667,0.0714532183145322,EVT_1,1.29993189664506,2.63871233273008,1.05424412596203e-259
152,REPS2,EVT_2,0.603624009060023,0.105185909980431,0.72,0.116867949568679,iEVT,1.2958060693713,2.14671061773894,8.61288343955907e-269
153,TMC6,EVT_2,0.467723669309173,0.0534627092846271,0.732394366197183,0.0631718646317186,eEVT,1.29180425149541,2.76189625682918,9.51889411073706e-257
154,ZNF486,EVT_2,0.595696489241223,0.102875625135899,0.456944444444444,0.11442601194426,EVT_1,1.29136684308179,2.16782684874756,8.69883901750768e-266
155,AL138720.1,EVT_2,0.669309173272933,0.13380626223092,0.800506329113924,0.14635700066357,iEVT,1.2862157432156,1.92170643191095,9.19669214392539e-280
156,MX1,EVT_2,0.609286523216308,0.112198303979126,0.633802816901408,0.123848706038487,eEVT,1.27261345317256,2.08869457091332,3.47144053423039e-261
157,DIO2,EVT_2,0.841449603624009,0.205968688845401,0.820833333333333,0.220862641008626,EVT_1,1.27076922798815,1.51021430459427,0
158,GLIPR1,EVT_2,0.563986409966025,0.0941509023700804,0.620689655172414,0.105162574651626,GC,1.27023714895315,2.2522477962362,2.3637983642991e-253
159,SPATA22,EVT_2,0.575311438278596,0.0992607088497499,0.591549295774648,0.11041804910418,eEVT,1.26768820892594,2.20348167023939,7.11192395850553e-254
160,FAM110A,EVT_2,0.493771234428086,0.0668080017395086,0.517241379310345,0.0768148639681486,GC,1.26719332130037,2.56635711630327,3.66553076079742e-247
161,MAPRE2,EVT_2,0.447338618346546,0.0500652315720809,0.446075949367089,0.0593762441937624,iEVT,1.26322210587973,2.82386106200457,1.69992286835168e-246
162,FOSL2,EVT_2,0.714609286523216,0.157724505327245,0.711111111111111,0.170776376907764,EVT_1,1.26300067860023,1.76740031569572,8.36266540937528e-285
163,AIF1L,EVT_2,0.600226500566251,0.112062404870624,0.706896551724138,0.123503649635037,GC,1.25536446542981,2.09148457165005,3.43996029041954e-253
164,IPO9-AS1,EVT_2,0.823329558323896,0.205506631876495,0.873239436619718,0.219986728599867,eEVT,1.24667578583203,1.51418805899543,0
165,C20orf194,EVT_2,0.699886749716874,0.156066536203523,0.816901408450704,0.168812209688122,eEVT,1.24507638834112,1.77896836716053,1.92105954201293e-273
166,ALS2CL,EVT_2,0.412231030577576,0.0400902370080452,0.577464788732394,0.0488122096881221,eEVT,1.24484487745877,3.01977479889038,2.06021916990134e-242
167,GREB1L,EVT_2,0.812004530011325,0.202544031311155,0.901408450704225,0.216828135368281,eEVT,1.241270921431,1.52865024215283,2.47004611772246e-317
168,PLOD2,EVT_2,0.655719139297848,0.141416612307023,0.655696202531646,0.153470471134705,iEVT,1.2289796958457,1.8742471009184,3.47147382090715e-255
169,CBL,EVT_2,0.828992072480181,0.213171341595999,0.943661971830986,0.227604512276045,eEVT,1.22702909407602,1.48014575146056,0
170,KCNK12,EVT_2,0.458663646659117,0.0597412480974125,0.706896551724138,0.0690909090909091,GC,1.22570159455555,2.67233211850013,1.66446090902856e-231
171,C5orf30,EVT_2,0.500566251415628,0.0773265927375516,0.859154929577465,0.0872461844724618,eEVT,1.22089182426395,2.43902144983048,7.15242323433507e-230
172,TNFRSF25,EVT_2,0.432616081540204,0.0505816481843879,0.47887323943662,0.059535500995355,eEVT,1.22048891368998,2.82118248897449,7.41176416917448e-231
173,FAT2,EVT_2,0.46885617214043,0.0648782343987823,0.76056338028169,0.0743463835434638,eEVT,1.21856668490274,2.59902024823459,1.32104419402362e-228
174,SRI,EVT_2,0.566251415628539,0.10882800608828,0.368055555555556,0.119548772395488,EVT_1,1.20273547773226,2.12403085367517,1.00883360274944e-228
175,VASP,EVT_2,0.686296715741789,0.161883018047402,0.802816901408451,0.174173855341739,eEVT,1.19944166913254,1.74770130997365,1.11485417405244e-252
176,ELF4,EVT_2,0.584371460928652,0.1176614481409,0.619718309859155,0.128599867285999,eEVT,1.19857479226685,2.05104949916983,9.04064388712903e-230
177,PXN,EVT_2,0.873159682899207,0.239236790606654,0.859154929577465,0.254094226940942,eEVT,1.1962725183361,1.37005010854834,0
178,ELK3,EVT_2,0.454133635334088,0.0626766688410524,0.690140845070423,0.0718513603185136,eEVT,1.1958045858279,2.6331557338804,2.5501398187513e-220
179,ITGA1,EVT_2,0.822197055492639,0.221488367036312,1,0.235567352355674,eEVT,1.18869830695774,1.44575840915108,5.85615157675278e-303
180,SDK2,EVT_2,0.761041902604756,0.199391171993912,0.797222222222222,0.212554744525547,EVT_1,1.17851577811977,1.54855570249964,6.45073413828721e-271
