,gene,cluster,geneFrequency,geneFrequencyOutsideCluster,geneFrequencySecondBest,geneFrequencyGlobal,secondBestClusterName,tfidf,idf,qval
DIAPH2-AS1,DIAPH2-AS1,VCT,0.400313807531381,0.270669291338583,0.270669291338583,0.38785930408472,VCT_CCC,0.379142260457964,0.947112623459141,4.33929843682433e-15
CD47,CD47,VCT,0.398953974895397,0.270669291338583,0.270669291338583,0.386630105900151,VCT_CCC,0.37912071279771,0.950286841726825,8.36368536909715e-15
TMEM267,TMEM267,VCT,0.347071129707113,0.226377952755905,0.226377952755905,0.335476550680787,VCT_CCC,0.379072204970764,1.092203218662,3.40147036662172e-14
ANP32A,ANP32A,VCT,0.381276150627615,0.264763779527559,0.264763779527559,0.370083207261725,VCT_CCC,0.378998946079885,0.994027414135446,1.56191083210119e-12
FAM151B,FAM151B,VCT,0.37092050209205,0.257874015748031,0.257874015748031,0.360060514372163,VCT_CCC,0.378889048878141,1.02148316618021,5.44684624752335e-12
FZD6,FZD6,VCT,0.365794979079498,0.252952755905512,0.252952755905512,0.354954614220877,VCT_CCC,0.37887776268543,1.03576534494501,4.88243051960922e-12
ZNF175,ZNF175,VCT,0.314853556485356,0.16240157480315,0.16240157480315,0.300208018154312,VCT_CCC,0.378856877489715,1.20327965076468,1.28291233019304e-24
PPM1L,PPM1L,VCT,0.376359832635983,0.262795275590551,0.262795275590551,0.365450075642965,VCT_CCC,0.378853442745781,1.00662560106995,5.29256426924265e-12
WDR37,WDR37,VCT,0.379602510460251,0.265748031496063,0.265748031496063,0.368664901664145,VCT_CCC,0.378792884018001,0.99786717310887,5.23409595791163e-12
SLC19A2,SLC19A2,VCT,0.401255230125523,0.274606299212598,0.274606299212598,0.389088502269289,VCT_CCC,0.37876425212222,0.943948448980297,2.13128566057682e-14
CLK4,CLK4,VCT,0.319560669456067,0.175196850393701,0.175196850393701,0.305692133131619,VCT_CCC,0.378735886635799,1.18517678436603,1.12750545991489e-21
APMAP,APMAP,VCT,0.344874476987448,0.226377952755905,0.226377952755905,0.333490922844175,VCT_CCC,0.378720331195325,1.09813963185542,9.78972438156537e-14
MRPS31,MRPS31,VCT,0.332322175732218,0.203740157480315,0.203740157480315,0.319969742813918,VCT_CCC,0.378690703872147,1.13952884136535,1.37593077300902e-16
ZNF462,ZNF462,VCT,0.393305439330544,0.273622047244095,0.273622047244095,0.381807866868381,VCT_CCC,0.378689329466763,0.962837763218685,5.28029813462258e-13
PARP1,PARP1,VCT,0.409414225941423,0.275590551181102,0.275590551181102,0.396558245083207,VCT_CCC,0.378680462381199,0.924932350629602,6.84041877979999e-16
ABCA5,ABCA5,VCT,0.375313807531381,0.263779527559055,0.263779527559055,0.364599092284418,VCT_CCC,0.378675458161441,1.00895690636103,1.32324755091037e-11
CCDC122,CCDC122,VCT,0.35418410041841,0.241141732283465,0.241141732283465,0.343324508320726,VCT_CCC,0.378650851426022,1.06907919067713,2.6251057778008e-12
BDNF-AS,BDNF-AS,VCT,0.302510460251046,0.130905511811024,0.130905511811024,0.286024962178517,VCT_CCC,0.378645140814217,1.25167619162653,6.17311644219585e-33
TTC14,TTC14,VCT,0.366945606694561,0.256889763779528,0.256889763779528,0.356372919818457,VCT_CCC,0.378606245966083,1.03177756882433,1.90872749847608e-11
C9orf85,C9orf85,VCT,0.363075313807531,0.253937007874016,0.253937007874016,0.352590771558245,VCT_CCC,0.378486837700711,1.04244718191265,2.51630010836539e-11
SSBP2,SSBP2,VCT,0.344979079497908,0.229330708661417,0.229330708661417,0.333869137670197,VCT_CCC,0.378444177406469,1.09700616616308,4.42297414409952e-13
HADHB,HADHB,VCT,0.423744769874477,0.274606299212598,0.274606299212598,0.409417549167927,VCT_CCC,0.378412444683637,0.893019741094932,2.09594016430066e-19
ABTB2,ABTB2,VCT,0.355125523012552,0.24507874015748,0.24507874015748,0.344553706505295,VCT_CCC,0.378388128253237,1.06550530371162,1.17416046016788e-11
USP13,USP13,VCT,0.401255230125523,0.278543307086614,0.278543307086614,0.38946671709531,VCT_CCC,0.378374400034107,0.942976867655387,1.5877041594627e-13
SLC19A1,SLC19A1,VCT,0.385669456066946,0.273622047244095,0.273622047244095,0.374905446293495,VCT_CCC,0.378373140702827,0.981081428022519,1.50964237565091e-11
HSD17B4,HSD17B4,VCT,0.443305439330544,0.262795275590551,0.262795275590551,0.425964447806354,VCT_CCC,0.378316592416714,0.853399392049029,5.21141930860693e-28
KIF9-AS1,KIF9-AS1,VCT,0.336401673640167,0.215551181102362,0.215551181102362,0.324791981845688,VCT_CCC,0.378307350367261,1.12457035743502,1.60544401379223e-14
MFSD4B,MFSD4B,VCT,0.335041841004184,0.213582677165354,0.213582677165354,0.323373676248109,VCT_CCC,0.378244391496602,1.12894673203482,1.04925629238192e-14
PRICKLE2,PRICKLE2,VCT,0.299372384937239,0.125984251968504,0.125984251968504,0.282715582450832,VCT_CCC,0.378201293882079,1.26331389570674,4.94091239801947e-34
PHF8,PHF8,VCT,0.378765690376569,0.272637795275591,0.272637795275591,0.36857034795764,VCT_CCC,0.378055005503009,0.998123682023962,1.73811562838124e-10
PHF20L1,PHF20L1,VCT,0.359100418410042,0.253937007874016,0.253937007874016,0.348997730711044,VCT_CCC,0.378021368844981,1.05268985906147,1.34424105803423e-10
FAM117B,FAM117B,VCT,0.433054393305439,0.273622047244095,0.273622047244095,0.417738275340393,VCT_CCC,0.378013257048244,0.872900178111405,5.64002385289355e-22
HSPB11,HSPB11,VCT,0.345292887029289,0.234251968503937,0.234251968503937,0.334625567322239,VCT_CCC,0.378006999251418,1.094743081746,4.62565433829944e-12
LINC02267,LINC02267,VCT,0.297071129707113,0.121062992125984,0.121062992125984,0.280162632375189,VCT_CCC,0.377988853685235,1.2723850145179,1.9217617064318e-35
PARP11,PARP11,VCT,0.311087866108787,0.16240157480315,0.16240157480315,0.296804084720121,VCT_CCC,0.377873144101679,1.21468300524951,1.44652671560906e-23
HCLS1,HCLS1,VCT,0.39152719665272,0.281496062992126,0.281496062992126,0.380956883509834,VCT_CCC,0.377850790254932,0.96506907690012,4.61690272533445e-11
DHX29,DHX29,VCT,0.354497907949791,0.25,0.25,0.34445915279879,VCT_CCC,0.377816697057109,1.0657797650829,1.52126410428676e-10
