,0
0,CXCR6
1,NECTIN2
2,VSIR
3,FTH1
4,DLL4
5,NOTCH4
6,RBP4
7,IGFLR1
8,TEK
9,EFNA4
10,HBEGF
11,HLA-C
12,ADM
13,JAML
14,ANXA1
15,HFE
16,PTGFRN
17,FTL
18,PRL
19,TMEM219
20,RNASET2
21,EFNA3
22,TGFA
23,OPRK1
24,BTN3A1
25,BSG
26,LRRC15
27,CD55
28,TNFRSF10D
29,PLAUR
30,IL7R
31,ERBB3
32,CCL3L1
33,PVR
34,TGFB1
35,WNT7A
36,DLL1
37,VLDLR
38,IGFBP3
39,CNTNAP1
40,ACKR2
