"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF354B_E"	"ZNF354B_E"	384	-6.58452774073549	4.56333524059215e-11	1.03610152593773e-09
"ZBTB25_E"	"ZBTB25_E"	372	-6.57031647120502	5.02084342737843e-11	1.12159163659986e-09
"ZNF160_E"	"ZNF160_E"	198	-6.45824342796606	1.05925260355023e-10	2.32867437447154e-09
"L3MBTL1_E"	"L3MBTL1_E"	656	-6.4352945179069	1.23234141163011e-10	2.66686383610578e-09
"ZNF141_E"	"ZNF141_E"	303	-6.41066030528019	1.44890711992157e-10	3.08728670937134e-09
"ZBED4_E"	"ZBED4_E"	807	6.36894105242933	1.90337738394058e-10	3.99420860114803e-09
"ZNF414_E"	"ZNF414_E"	726	6.33679198135398	2.34598382339632e-10	4.84953372448343e-09
"POGZ_E"	"POGZ_E"	761	-6.31398808630167	2.71934882084179e-10	5.53867370127335e-09
"ZNF84_E"	"ZNF84_E"	343	-6.29271010497747	3.11970636628527e-10	6.26201930044218e-09
"ZNF407_E"	"ZNF407_E"	431	-6.28236034842943	3.33470785157435e-10	6.59795767775783e-09
"ZNF91_E"	"ZNF91_E"	444	6.27345814484006	3.53115884410984e-10	6.88824647759456e-09
"ZNF345_E"	"ZNF345_E"	299	-6.1929529891024	5.90473448594378e-10	1.13584128653224e-08
"ZNF529_E"	"ZNF529_E"	434	-6.15902444902004	7.31944272158237e-10	1.38868879032761e-08
"ZNF736_E"	"ZNF736_E"	352	-6.11737240973344	9.51308723811518e-10	1.78048997632291e-08
"ZNF397_E"	"ZNF397_E"	424	6.10586540133858	1.02245147831942e-09	1.88812706329653e-08
"ZNF182_E"	"ZNF182_E"	373	-6.09618087190989	1.08632494769695e-09	1.97968427968457e-08
"ZNF662_E"	"ZNF662_E"	333	-6.08027430828424	1.19977117043662e-09	2.15802996240873e-08
"ZNF510_E"	"ZNF510_E"	272	-6.05385726177274	1.41417930270596e-09	2.51107478749711e-08
"ZNF621_E"	"ZNF621_E"	305	-6.04637045182267	1.48145247945931e-09	2.59722997981158e-08
"ZNF524_E"	"ZNF524_E"	826	5.99484239855012	2.03682879301823e-09	3.52625984791282e-08
"KAT6B_E"	"KAT6B_E"	468	-5.96728170373691	2.41238711739272e-09	4.1248841451715e-08
"STAT2_B"	"STAT2_B"	42	5.96315222128274	2.47417729647525e-09	4.17894579953442e-08
"ZNF514_E"	"ZNF514_E"	143	-5.93553605627705	2.92886945672428e-09	4.8873303585098e-08
"HMG20A_E"	"HMG20A_E"	540	-5.85997263042716	4.62943465065257e-09	7.63305594184977e-08
"IRX4_E"	"IRX4_E"	146	-5.83512003000435	5.37518576683084e-09	8.75839092595378e-08
"ZNF791_E"	"ZNF791_E"	388	-5.80839917912175	6.30729925150961e-09	1.01576854224893e-07
"ZNF841_E"	"ZNF841_E"	432	-5.78785501732985	7.12909009025881e-09	1.1349183649435e-07
"TFE3_E"	"TFE3_E"	1347	5.75404501523043	8.71329382335769e-09	1.37135363015346e-07
"ZNF33B_E"	"ZNF33B_E"	474	-5.69599813685092	1.22652216293899e-08	1.90868898389944e-07
"RFX3_E"	"RFX3_E"	687	5.63808274009905	1.71953888867018e-08	2.64617928978689e-07
"THAP3_E"	"THAP3_E"	482	5.63616459701215	1.73879194961198e-08	2.64640313210175e-07
"ETV7_E"	"ETV7_E"	359	-5.63129845375334	1.78857905158655e-08	2.69258911570366e-07
"ZNF518A_E"	"ZNF518A_E"	411	-5.61736016905452	1.93896975441417e-08	2.88760549447701e-07
"ZNF678_E"	"ZNF678_E"	350	-5.58054039857499	2.39772451590294e-08	3.53281750481443e-07
"ZFP62_E"	"ZFP62_E"	393	-5.52833112264715	3.23291424517315e-08	4.7132486626998e-07
"ZNF224_E"	"ZNF224_E"	488	5.5217309935443	3.35676138920356e-08	4.84282762921555e-07
"ZNF133_E"	"ZNF133_E"	449	-5.47605590110761	4.34910348298262e-08	6.14918952739119e-07
"PRDM10_E"	"PRDM10_E"	221	-5.4759766329938	4.35105107353312e-08	6.14918952739119e-07
"ZBED5_E"	"ZBED5_E"	390	-5.45353512751911	4.9378186168582e-08	6.9079583680289e-07
"ZNF585A_E"	"ZNF585A_E"	240	-5.43270408372632	5.55064138421993e-08	7.6876383171446e-07
"PRDM2_E"	"PRDM2_E"	335	-5.42564143237876	5.77467826434951e-08	7.9041578849522e-07
"BARX2_E"	"BARX2_E"	407	-5.42421087994421	5.82111266617418e-08	7.9041578849522e-07
"ZNF674_E"	"ZNF674_E"	159	-5.4040810179539	6.51414979313045e-08	8.75931792571425e-07
"ZNF532_E"	"ZNF532_E"	335	-5.38872169313674	7.09605919283801e-08	9.45004036738523e-07
"FOXJ3_E"	"FOXJ3_E"	1265	-5.37634761143497	7.60119751582113e-08	1.00263414851545e-06
"ZNF507_E"	"ZNF507_E"	467	-5.36571692931438	8.06283090812902e-08	1.05349252903384e-06
"ZNF655_E"	"ZNF655_E"	639	-5.30202692951708	1.14523942276884e-07	1.48238934629424e-06
"ZNF548_E"	"ZNF548_E"	202	-5.2484492525828	1.53384879447242e-07	1.96701905587435e-06
"ZNF506_E"	"ZNF506_E"	329	-5.24132281021868	1.59429524115152e-07	2.02577881559161e-06
"ZFP91_E"	"ZFP91_E"	1031	5.14029914510052	2.74301404894771e-07	3.45370405253871e-06
"ZNF793_E"	"ZNF793_E"	288	-5.1364273078796	2.80010587588096e-07	3.4938258000857e-06
"ZBTB40_E"	"ZBTB40_E"	358	-5.07933242274229	3.78763454162152e-07	4.68381592870161e-06
"ZNF451_E"	"ZNF451_E"	565	-5.06716052856743	4.03793740513515e-07	4.92427408766777e-06
"FOXN3_E"	"FOXN3_E"	721	-5.06644240428754	4.05319311187095e-07	4.92427408766777e-06
"ZNF48_E"	"ZNF48_E"	477	5.06350413953948	4.11619440359197e-07	4.95732978171729e-06
"ZBTB1_E"	"ZBTB1_E"	255	5.05911269330376	4.21211888664987e-07	5.02912470518109e-06
"ZBTB26_E"	"ZBTB26_E"	195	-5.05588266692945	4.28404676253742e-07	5.07128612488403e-06
"LHX4_E"	"LHX4_E"	331	-5.02690867649616	4.98449574592123e-07	5.81841571693967e-06
"ZSCAN30_E"	"ZSCAN30_E"	304	-5.02634290793064	4.99921639217199e-07	5.81841571693967e-06
"ZNF664_E"	"ZNF664_E"	692	5.01100461716594	5.41466153562304e-07	6.24942185569826e-06
"ZNF721_E"	"ZNF721_E"	313	-4.99805387898259	5.79118057719847e-07	6.62874801604949e-06
"ZNF493_E"	"ZNF493_E"	172	-4.98143376521648	6.31148874046455e-07	7.16509172585525e-06
"CNOT4_E"	"CNOT4_E"	359	-4.97142298215495	6.6463266855083e-07	7.46968264239655e-06
"ZFP14_E"	"ZFP14_E"	398	-4.96984008617938	6.70081432700032e-07	7.46968264239655e-06
"ELF4_E"	"ELF4_E"	940	4.96866359980874	6.74159083248786e-07	7.46968264239655e-06
"ZHX1_D"	"ZHX1_D"	475	4.95197398874547	7.34644258982373e-07	8.07525633881418e-06
"ZSCAN25_E"	"ZSCAN25_E"	374	-4.91284939905551	8.97622249768362e-07	9.78903004668647e-06
"ZNF226_E"	"ZNF226_E"	297	-4.90407919855911	9.3866614030537e-07	1.01566609712729e-05
"GRHL3_E"	"GRHL3_E"	313	-4.81030829300061	1.50697678817493e-06	1.617955698932e-05
"ZNF780B_E"	"ZNF780B_E"	361	-4.80702206737575	1.53195086680697e-06	1.63211688502127e-05
"KMT2A_C"	"KMT2A_C"	53	-4.79877143728309	1.59641846618455e-06	1.68781646997374e-05
"ZNF628_E"	"ZNF628_E"	281	4.75864895134814	1.94893047391453e-06	2.04490053513002e-05
"ELK3_E"	"ELK3_E"	1210	-4.75320070154054	2.0022141429416e-06	2.08501247216099e-05
"THAP6_E"	"THAP6_E"	487	-4.74626948531144	2.07202614423559e-06	2.12804243990703e-05
"ZNF606_E"	"ZNF606_E"	254	4.74605091538833	2.0742651941332e-06	2.12804243990703e-05
"ZNF195_E"	"ZNF195_E"	672	4.70238750227526	2.57136900836705e-06	2.59651615677456e-05
"ZNF283_E"	"ZNF283_E"	219	-4.70132025675357	2.58484738008066e-06	2.59651615677456e-05
"DMAP1_E"	"DMAP1_E"	918	-4.70113906054301	2.58714245223747e-06	2.59651615677456e-05
"IRF5_E"	"IRF5_E"	1107	4.64943792178269	3.32840841249353e-06	3.30269667017685e-05
"ZNF540_E"	"ZNF540_E"	225	4.64881554379581	3.33846594819321e-06	3.30269667017685e-05
"ZNF594_E"	"ZNF594_E"	201	-4.63397037396612	3.587183538174e-06	3.52358099317091e-05
"ZNF431_E"	"ZNF431_E"	320	4.60666875592686	4.09171013925566e-06	3.99085812878105e-05
"HMGXB3_E"	"HMGXB3_E"	856	4.60480245366795	4.12857581714496e-06	3.99865559912292e-05
"ZNF26_E"	"ZNF26_E"	514	-4.59366816293286	4.3552174803943e-06	4.18887236829591e-05
"ZNF280C_E"	"ZNF280C_E"	353	-4.58984628949721	4.43572535067752e-06	4.23688249012991e-05
"GRHL1_E"	"GRHL1_E"	545	-4.58379111625304	4.56620403835474e-06	4.33163876241186e-05
"ZXDA_E"	"ZXDA_E"	157	-4.56530708593264	4.98763680217636e-06	4.69923603470358e-05
"ZNF808_E"	"ZNF808_E"	186	-4.55524585102465	5.23243443421198e-06	4.89656871039432e-05
"ZNF623_E"	"ZNF623_E"	378	-4.54430518767294	5.5116754457687e-06	5.12326878683869e-05
"ZBTB7B_E"	"ZBTB7B_E"	1031	-4.50853770754123	6.52759687650477e-06	6.0230554032513e-05
"PURA_E"	"PURA_E"	440	-4.50644706306459	6.59221218149227e-06	6.0230554032513e-05
"ZFP69B_E"	"ZFP69B_E"	392	4.50587047076002	6.61014022595089e-06	6.0230554032513e-05
"ZNF347_E"	"ZNF347_E"	153	-4.4971486280491	6.88708460442258e-06	6.23438704387273e-05
"CSRNP1_E"	"CSRNP1_E"	150	-4.48690905045452	7.22639041940631e-06	6.49905891615437e-05
"ZNF142_E"	"ZNF142_E"	530	-4.47816410519836	7.52877172000034e-06	6.72732182722611e-05
"ATF6_A"	"ATF6_A"	11	-4.46192478405291	8.12267390085663e-06	7.21147650813233e-05
"ZNF611_E"	"ZNF611_E"	216	-4.45432333122578	8.41581937409518e-06	7.42414639052345e-05
"ZNF337_E"	"ZNF337_E"	152	-4.42824525949122	9.50028368932666e-06	8.32778032260596e-05
"ZNF581_E"	"ZNF581_E"	501	-4.42606201056727	9.59689466404826e-06	8.35955918849486e-05
"ZNF776_E"	"ZNF776_E"	208	-4.42321459766791	9.72430644964604e-06	8.41760277047486e-05
"ZNF546_E"	"ZNF546_E"	301	-4.38483457149682	1.16073954763266e-05	9.98524393460394e-05
"ZFPM1_E"	"ZFPM1_E"	273	4.36280199653213	1.28407151419034e-05	0.000109780188095902
"IRX5_E"	"IRX5_E"	89	-4.35719369809829	1.31740673314115e-05	0.000111939161067514
"ZNF836_E"	"ZNF836_E"	114	-4.34592357822018	1.38690853703053e-05	0.000117126117304103
"ZFP28_E"	"ZFP28_E"	593	-4.3397386983968	1.4265223950172e-05	0.000119741425278716
"ZNF266_E"	"ZNF266_E"	107	-4.3198602059244	1.56128072302613e-05	0.000130263482011518
"ELMSAN1_E"	"ELMSAN1_E"	197	-4.31389490957363	1.60403217126699e-05	0.000133029015401484
"SMARCE1_E"	"SMARCE1_E"	1042	4.30079493849998	1.70186493174137e-05	0.000139960539091917
"ZNF699_E"	"ZNF699_E"	251	-4.30002067729663	1.70782174054396e-05	0.000139960539091917
"ZNF410_E"	"ZNF410_E"	472	-4.2929171076404	1.76340854124365e-05	0.000143665931154262
"ETV2_E"	"ETV2_E"	944	4.28366865130111	1.83836630695807e-05	0.000148896920183446
"SSRP1_C"	"SSRP1_C"	27	-4.28110313888209	1.85969136088771e-05	0.000149748403187761
"ZNF496_E"	"ZNF496_E"	406	-4.27903651257382	1.87704072426424e-05	0.00015027175740497
"ZNF169_E"	"ZNF169_E"	270	-4.26064847016055	2.03834621002897e-05	0.00016224767246495
"ZNF782_E"	"ZNF782_E"	126	-4.24483067477283	2.18758548436854e-05	0.000172410081640502
"MYCL_E"	"MYCL_E"	372	-4.24448961665368	2.19091511687569e-05	0.000172410081640502
"ZNF587_E"	"ZNF587_E"	287	-4.2407451711882	2.22778947474283e-05	0.000174321379803323
"ZNF408_E"	"ZNF408_E"	451	4.23708611482278	2.26439305125663e-05	0.000176190133482608
"SALL2_E"	"SALL2_E"	600	-4.21526343512355	2.49486791643359e-05	0.000193038662807851
"KDM5C_E"	"KDM5C_E"	340	-4.19403881751493	2.74031056862333e-05	0.000210851674307962
"ZNF717_E"	"ZNF717_E"	218	-4.19067767028516	2.78122531092004e-05	0.000212817516885318
"KAT5_E"	"KAT5_E"	747	-4.18647727036013	2.83317290494179e-05	0.000215601344689251
"FOXN1_E"	"FOXN1_E"	207	-4.15828363540379	3.20647739345591e-05	0.000242676021308002
"RFX7_E"	"RFX7_E"	408	-4.14719779667472	3.36569280471838e-05	0.000253341550789943
"ZNF605_E"	"ZNF605_E"	196	-4.09877414028673	4.15344091905934e-05	0.000310946793129578
