"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"PURB_E"	"PURB_E"	448	-8.60756044324165	7.46318020125462e-18	1.12353310638453e-16
"ZFP30_E"	"ZFP30_E"	177	-8.58683952128788	8.93943627279713e-18	1.33130314385205e-16
"ZNF343_E"	"ZNF343_E"	360	-8.58329072595595	9.21969552800116e-18	1.35843386237038e-16
"ZNF678_E"	"ZNF678_E"	350	-8.52828666166979	1.48531108595591e-17	2.16542721478835e-16
"ZNF595_E"	"ZNF595_E"	85	-8.51596294689934	1.65211655693814e-17	2.36935332142655e-16
"ZNF787_E"	"ZNF787_E"	660	8.51545304762687	1.65940268720848e-17	2.36935332142655e-16
"ZNF131_E"	"ZNF131_E"	658	-8.50759807833789	1.7757350808347e-17	2.50958478260822e-16
"ZNF616_E"	"ZNF616_E"	258	-8.50569567426925	1.80509891645335e-17	2.52531515079585e-16
"NFKBIE_E"	"NFKBIE_E"	649	8.45520014407956	2.78609045791515e-17	3.85873528421249e-16
"RC3H2_E"	"RC3H2_E"	886	-8.44773470114941	2.9700935817002e-17	4.0728510996582e-16
"ZNF345_E"	"ZNF345_E"	299	-8.42853613956975	3.50016078190901e-17	4.7526692970039e-16
"ZNF606_E"	"ZNF606_E"	254	8.42134986374637	3.72171040236269e-17	5.00443583230322e-16
"ZNF420_E"	"ZNF420_E"	180	-8.40075809639955	4.43605391739264e-17	5.90762949575847e-16
"ZNF558_E"	"ZNF558_E"	320	-8.28829966954415	1.14878848728371e-16	1.51530671894089e-15
"CSRNP1_E"	"CSRNP1_E"	150	-8.27282548708994	1.30821113643206e-16	1.70931360750792e-15
"ZNF35_E"	"ZNF35_E"	569	8.25470545463304	1.52277313455658e-16	1.97106616015033e-15
"ZNF283_E"	"ZNF283_E"	220	-8.25278052083925	1.54751100829755e-16	1.98453958008529e-15
"ZNF580_E"	"ZNF580_E"	464	8.23650317246115	1.77316984119428e-16	2.25306443124227e-15
"GLIS2_E"	"GLIS2_E"	1004	8.21034180441122	2.20559722727981e-16	2.77704741798412e-15
"ZNF675_E"	"ZNF675_E"	361	-8.20506090932219	2.30474011077968e-16	2.87573428236924e-15
"NFXL1_E"	"NFXL1_E"	465	-8.194834481617	2.50938228665812e-16	3.10312005984062e-15
"ZNF567_E"	"ZNF567_E"	131	-8.17791832861082	2.88789390608314e-16	3.53958677869482e-15
"ZNF568_E"	"ZNF568_E"	169	8.17080172864202	3.06346747797574e-16	3.72184426052316e-15
"LYAR_E"	"LYAR_E"	1032	8.09644461360716	5.65887240667444e-16	6.81525068108183e-15
"ZNF571_E"	"ZNF571_E"	136	-8.08316964902441	6.31047409928006e-16	7.53448847198524e-15
"ZFP69B_E"	"ZFP69B_E"	392	8.0783955408732	6.56244527675136e-16	7.76836470794927e-15
"ZSCAN12_E"	"ZSCAN12_E"	205	-8.02143206907473	1.04519378765824e-15	1.22677406432768e-14
"ZNF160_E"	"ZNF160_E"	198	-8.0167047877658	1.08619759886245e-15	1.26418796170126e-14
"PRDM10_E"	"PRDM10_E"	221	-7.98163432416237	1.44408311823781e-15	1.66671259896614e-14
"ZNF891_E"	"ZNF891_E"	243	-7.96641095378868	1.6334909536931e-15	1.86973964534292e-14
"ZBTB34_E"	"ZBTB34_E"	246	-7.96004695551209	1.71974004416544e-15	1.95232783702388e-14
"ZNF423_E"	"ZNF423_E"	941	7.94207928782759	1.98819774327322e-15	2.23874298734423e-14
"ZNF260_E"	"ZNF260_E"	641	-7.940235671834	2.01797460467421e-15	2.25394744151112e-14
"MIER3_E"	"MIER3_E"	477	-7.92921791518004	2.20530277118267e-15	2.4434754704704e-14
"HMG20B_E"	"HMG20B_E"	808	7.89337237641004	2.9412832824984e-15	3.23307725893674e-14
"ZNF836_E"	"ZNF836_E"	114	-7.84538049939401	4.31642706146662e-15	4.70728463002462e-14
"ZNF226_E"	"ZNF226_E"	297	-7.83753153693294	4.59489569215569e-15	4.96393900322633e-14
"ZNF140_E"	"ZNF140_E"	675	-7.83675328166887	4.62345221239131e-15	4.96393900322633e-14
"ZNF354C_E"	"ZNF354C_E"	352	7.8309464557239	4.84210873035801e-15	5.15870814734296e-14
"ZNF736_E"	"ZNF736_E"	352	-7.80346555917964	6.02298481425082e-15	6.36781218911251e-14
"BNC2_E"	"BNC2_E"	615	7.78152658156214	7.1654570479091e-15	7.51830152375311e-14
"ZBTB43_E"	"ZBTB43_E"	360	-7.76860038741058	7.93580986659247e-15	8.26398245506058e-14
"ZNF430_E"	"ZNF430_E"	282	-7.75731218447465	8.67482079769201e-15	8.96613940656972e-14
"ZNF317_E"	"ZNF317_E"	708	-7.74454002015921	9.59284795271799e-15	9.84155141815883e-14
"ZNF333_E"	"ZNF333_E"	437	-7.71268984277181	1.23193226201987e-14	1.25457807565994e-13
"ZNF808_E"	"ZNF808_E"	187	-7.69828018714177	1.37909716972556e-14	1.39419677377365e-13
"ZNF347_E"	"ZNF347_E"	154	-7.69650225008545	1.39841339769938e-14	1.40348011290844e-13
"ZNF623_E"	"ZNF623_E"	379	-7.66845161148895	1.74085010664527e-14	1.73458805590194e-13
"ZNF133_E"	"ZNF133_E"	450	-7.55638030070048	4.14440940720674e-14	4.10000502070095e-13
"ZNF546_E"	"ZNF546_E"	303	-7.5511297237283	4.3149877911171e-14	4.23848091538808e-13
"ZNF518A_E"	"ZNF518A_E"	412	-7.54915893260233	4.38078019397499e-14	4.27280321736293e-13
"FIZ1_E"	"FIZ1_E"	721	-7.54745888144553	4.43832600563699e-14	4.298658404061e-13
"ZSCAN25_E"	"ZSCAN25_E"	374	-7.54189904887568	4.63176257002216e-14	4.4548549718616e-13
"ZNF493_E"	"ZNF493_E"	172	-7.51783111377534	5.56923775624676e-14	5.3195822706219e-13
"ZNF776_E"	"ZNF776_E"	208	-7.51215829748476	5.8160399830766e-14	5.51727080586376e-13
