"","pval.Factor1","pval.Factor2","pval.Factor3","pval.Factor4","pval.Factor5","pval.Factor6","pval.Factor7","pval.Factor8","pval.Factor9","pval.Factor10","adj.pval.Factor1","adj.pval.Factor2","adj.pval.Factor3","adj.pval.Factor4","adj.pval.Factor5","adj.pval.Factor6","adj.pval.Factor7","adj.pval.Factor8","adj.pval.Factor9","adj.pval.Factor10","setstats.Factor1","setstats.Factor2","setstats.Factor3","setstats.Factor4","setstats.Factor5","setstats.Factor6","setstats.Factor7","setstats.Factor8","setstats.Factor9","setstats.Factor10"
"SHOX",0.574088303676737,1,1,0.258136724720285,0.00572263550972639,0.0344194976802528,0.242205673202477,1,0.551519246911133,1,0.601652146071812,1,1,0.417904211631561,0.0385364710389022,0.313559801492997,0.319408731535767,1,0.68954753756555,1,0.562058060232103,0,0,1.13086662922909,2.76382548630831,2.11539473741894,1.16955655428413,0,0.595504070803909,0
"ALX3",0.198154008997188,1,1,0.220977627410002,0.0112570576679145,0.75325411414322,0.0360057730567381,0.773674010928136,1,0.328505211998606,0.228889576086168,1,1,0.385341151929838,0.0625062938928939,0.950947305136128,0.063842169033376,0.889536790683703,1,0.550585033255132,1.28690900152613,0,0,1.22400452672745,2.53505852775247,0.314359582860835,2.09712820395349,0.287579800059675,0,0.977174052361266
"BARHL2",1,1,1,0.885878152228581,0.1446934061439,0.170400818444592,8.35532828488278e-07,0.209093941525893,1,0.469597648199881,1,1,1,0.942455244303683,0.352272792650341,0.669556235753374,3.50259788366278e-06,0.420962011738648,1,0.694521755398422,0,0,0,0.143525170620516,1.45864121774177,1.3710098148564,4.92980729278134,1.2561368539133,0,0.723159741975567
"BHLHE41",1,1,1,1,0.284470892133616,1,0.000230084207122708,0.388080378570991,0.0195903993365277,0.823986497882763,1,1,1,1,0.554061768371012,1,0.000656050914903938,0.623489542221922,0.0578847673152752,0.907225931612823,0,0,0,0,1.07038375711731,0,3.68472719644644,0.863139231957234,2.33445540590943,0.222426058784793
"CENPB",1,1,1,1,0.401498898460476,1,1.5763123173011e-05,0.0071737995154547,0.000245691016462683,1.64111591522669e-07,1,1,1,1,0.651663596732004,1,5.45249014673004e-05,0.0388120948143831,0.00176730015250998,5.19413187169249e-06,0,0,0,0,0.838980866741172,0,4.3197392012648,2.68918679756131,3.66795523469331,5.23947867131532
"CREB3",1,1,1,1,0.00242831221849138,1,2.14738842984333e-09,0.127740953115028,0.00341937346286951,0.0156747534186979,1,1,1,1,0.0208661906591393,1,1.23572443280985e-08,0.311285108688665,0.0141468196208915,0.0679597185892862,0,0,0,0,3.03286073971651,0,5.99143235806355,1.52318979425693,2.92794163286283,2.41679023175822
"DBP",3.54846769158221e-06,1,0.0048141508946315,0.0955859714918478,0.433425943120306,0.442108446447651,1,1,1,0.417219011265163,6.89012284899246e-06,1,0.0113707370011259,0.222448235126249,0.681828407366909,0.892276959214112,1,1,1,0.653355509569118,4.63866706595744,0,2.81980629341898,1.66678816859864,0.783372324015404,0.76866638939422,0,0,0,0.811287023277883
"ELF4",1,1,1,1,0.31673726403417,1,2.56082308274258e-16,0.00412273347378406,0.187753654728914,0.00297169941696937,1,1,1,1,0.578337427689174,1,2.94727456613827e-15,0.0247895287214127,0.311568253191684,0.0168645671933401,0,0,0,0,1.00123234880936,0,8.20552508275824,2.86923724757333,1.31733821025797,2.9713363456684
"ELF5",1,0.497013722128911,1,1,0.64599765378601,0.466834906920287,5.8897727715629e-10,0.00045332300681775,0.0109217428693191,0.0498040584366223,1,0.831294128522143,1,1,0.843126834735143,0.892276959214112,3.84353212824672e-09,0.00415874584515414,0.0361961425983193,0.167691324416925,0,0.679219261211964,0,0,0.459342450823919,0.727664653770517,6.19908567306039,3.50801771701835,2.54564012307685,1.96186655263763
"EN1",0.58684727621343,1,1,1,0.027390976681032,0.394985901823159,0.446572507089427,1,0.422333963607704,1,0.610977509610364,1,1,1,0.116231752687577,0.859506727321982,0.522514597019606,1,0.564002951400162,1,0.543426928169391,0,0,0,2.20620449925165,0.850644690062037,0.761169831656949,0,0.802409640032879,0
"EN2",1,1,1,1,0.0662108212922569,0.0968949191526728,5.01148297495755e-06,0.62878085320818,0.0196307201109006,0.0145165511746893,1,1,1,1,0.213833927948972,0.565705396165538,1.87708208470304e-05,0.799304714521783,0.0578847673152752,0.0633722544384711,0,0,0,0,1.83718259892475,1.6602436495874,4.56664939291936,0.483457537443014,2.33368556580793,2.444621168998
"ESX1",1,1,1,0.96995013587861,0.000896023046740558,0.302775246701191,0.0145850586639665,0.769528544111692,0.737165967524039,1,1,1,1,0.98143536259078,0.0135136821851654,0.80890815303033,0.0289686230819923,0.889536790683703,0.824612956621906,1,0,0,0,0.037671713911006,3.32222953215211,1.03055016206458,2.44292146528426,0.292999113608745,0.335617468882388,0
