"","motif","view","factor","padj"
"513","LMX1B","ATAC_all","Factor1",1
"514","NEUROG1","ATAC_all","Factor1",1
"515","NRL","ATAC_all","Factor1",0.684410909298278
"516","PITX1","ATAC_all","Factor1",1
"517","PRRX2","ATAC_all","Factor1",1
"518","SOX4","ATAC_all","Factor1",0.851617567976202
"519","SOX8","ATAC_all","Factor1",0.307407871018261
"520","SP1","ATAC_all","Factor1",4.52467376193007e-05
"521","SP2","ATAC_all","Factor1",2.35124677030266e-07
"522","SP3","ATAC_all","Factor1",3.46921475563644e-08
"523","TCFL5","ATAC_all","Factor1",0.0747269575781735
"524","TFEC","ATAC_all","Factor1",1
"525","ZNF740","ATAC_all","Factor1",0.113530966388096
"526","ASCL1(var.2)","ATAC_all","Factor1",0.0640777409878046
"527","ATF2","ATAC_all","Factor1",1
"528","BACH1","ATAC_all","Factor1",1
"529","BATF","ATAC_all","Factor1",1
"530","BHLHE22(var.2)","ATAC_all","Factor1",0.596736267533339
"531","CEBPG(var.2)","ATAC_all","Factor1",1
"532","EBF3","ATAC_all","Factor1",0.0186109864329694
"533","HAND2","ATAC_all","Factor1",2.23318165305496e-05
"534","MEIS1(var.2)","ATAC_all","Factor1",1
"535","MEIS2(var.2)","ATAC_all","Factor1",1
"536","MYF5","ATAC_all","Factor1",1
"537","NEUROG2(var.2)","ATAC_all","Factor1",0.00529915951309818
"538","NFIB","ATAC_all","Factor1",0.453592047985278
"539","NFYC","ATAC_all","Factor1",4.8797235381986e-07
"540","NKX2-2","ATAC_all","Factor1",0.254991938120145
"541","OSR2","ATAC_all","Factor1",0.00194099740007507
"542","PRDM4","ATAC_all","Factor1",1
"543","TCF12(var.2)","ATAC_all","Factor1",0.00224561400408507
"544","ZBTB12","ATAC_all","Factor1",0.822612048575227
"545","ZBTB14","ATAC_all","Factor1",0.00322344442418471
"546","ZFP42","ATAC_all","Factor1",0.0124710448705451
"547","ZKSCAN5","ATAC_all","Factor1",2.977405737231e-05
"548","ZNF148","ATAC_all","Factor1",2.85021229737875e-12
"549","ZNF16","ATAC_all","Factor1",0.319962663983952
"550","ZNF341","ATAC_all","Factor1",1
"551","ZNF449","ATAC_all","Factor1",0.00741824449917913
"552","ZNF652","ATAC_all","Factor1",0.363998383072207
"553","FOXA3","ATAC_all","Factor1",1
"554","ATF4","ATAC_all","Factor1",1
"555","BATF3","ATAC_all","Factor1",1
"556","CDX2","ATAC_all","Factor1",0.229549855877333
"557","CEBPA","ATAC_all","Factor1",1
"558","CEBPD","ATAC_all","Factor1",1
"559","CREB1","ATAC_all","Factor1",0.36590772480775
"560","CTCFL","ATAC_all","Factor1",1.09019753333647e-07
"561","E2F6","ATAC_all","Factor1",3.31769201565431e-06
"562","EBF1","ATAC_all","Factor1",0.0113862651898748
"563","EGR1","ATAC_all","Factor1",0.000179158124295638
"564","EHF","ATAC_all","Factor1",0.0140552697454554
"565","ELF1","ATAC_all","Factor1",0.00698945732982338
"566","ELF3","ATAC_all","Factor1",0.340099373574173
"567","ESRRA","ATAC_all","Factor1",0.924026702456839
"568","ETV1","ATAC_all","Factor1",0.110187043294817
"569","ETV4","ATAC_all","Factor1",0.0150194718987244
"570","ETV5","ATAC_all","Factor1",0.00679838031759534
"571","FOSL1","ATAC_all","Factor1",1
"572","FOXA1","ATAC_all","Factor1",1
"573","FOXA2","ATAC_all","Factor1",1
"574","FOXK2","ATAC_all","Factor1",1
"575","FOXP1","ATAC_all","Factor1",1
"576","GABPA","ATAC_all","Factor1",0.0612615105001707
"577","GATA1","ATAC_all","Factor1",1
"578","GATA4","ATAC_all","Factor1",1
"579","GATA6","ATAC_all","Factor1",1
"580","GRHL2","ATAC_all","Factor1",1
"581","HLF","ATAC_all","Factor1",1
"582","HNF4A","ATAC_all","Factor1",0.0229469395020481
"583","HNF4G","ATAC_all","Factor1",0.063910514223641
"584","HOXB13","ATAC_all","Factor1",1
"585","JUNB","ATAC_all","Factor1",1
"586","JUND","ATAC_all","Factor1",1
"587","KLF4","ATAC_all","Factor1",5.95030021778377e-10
"588","KLF9","ATAC_all","Factor1",0.00395869274086753
"589","LHX2","ATAC_all","Factor1",1
"590","MAFF","ATAC_all","Factor1",1
"591","MAFG","ATAC_all","Factor1",1
"592","MAFK","ATAC_all","Factor1",1
"593","MEF2A","ATAC_all","Factor1",1
"594","MITF","ATAC_all","Factor1",1
"595","MXI1","ATAC_all","Factor1",0.411842359118874
"596","MYOD1","ATAC_all","Factor1",0.0194731505012066
"597","MYOG","ATAC_all","Factor1",1
"598","MZF1","ATAC_all","Factor1",0.744853297273907
"599","NFE2L1","ATAC_all","Factor1",1
"600","NFIL3","ATAC_all","Factor1",1
"601","NFYB","ATAC_all","Factor1",1.03969013470311e-06
"602","NKX2-5","ATAC_all","Factor1",1
"603","NR4A1","ATAC_all","Factor1",1
"604","ONECUT1","ATAC_all","Factor1",1
"605","OTX2","ATAC_all","Factor1",1
"606","PBX2","ATAC_all","Factor1",1
"607","PHOX2B","ATAC_all","Factor1",1
"608","PKNOX1","ATAC_all","Factor1",0.0863037059504645
"609","POU2F3","ATAC_all","Factor1",1
"610","PRDM1","ATAC_all","Factor1",1
"611","RFX1","ATAC_all","Factor1",0.970036920354683
"612","RFX3","ATAC_all","Factor1",1
"613","RUNX3","ATAC_all","Factor1",1
"614","SCRT1","ATAC_all","Factor1",0.895324229922235
"615","SCRT2","ATAC_all","Factor1",0.0519376073586941
"616","SNAI2","ATAC_all","Factor1",0.0439160848598104
"617","SOX2","ATAC_all","Factor1",0.904245792302589
"618","SPI1","ATAC_all","Factor1",0.373853757058774
"619","SPIB","ATAC_all","Factor1",0.0154967251045117
"620","SREBF1(var.2)","ATAC_all","Factor1",1
"621","TCF3","ATAC_all","Factor1",0.000969893985243272
"622","TCF4","ATAC_all","Factor1",0.0252065803131964
"623","TCF7","ATAC_all","Factor1",0.82736012033742
"624","TEAD1","ATAC_all","Factor1",1
"625","TEAD4","ATAC_all","Factor1",1
"626","TFAP2A","ATAC_all","Factor1",0.621364424270554
"627","TFAP2C(var.2)","ATAC_all","Factor1",0.0114178055991056
"628","TWIST1","ATAC_all","Factor1",0.000120195843424497
"629","USF1","ATAC_all","Factor1",1
"630","USF2","ATAC_all","Factor1",1
"631","YY2","ATAC_all","Factor1",0.00169397048126748
"632","ZNF263","ATAC_all","Factor1",0.0374784846400273
"633","CREM","ATAC_all","Factor1",0.305084805623575
"634","FOXF2","ATAC_all","Factor2",0.296050716474274
"635","FOXD1","ATAC_all","Factor2",0.000383126368016955
"636","IRF2","ATAC_all","Factor2",1.23417627907522e-09
"637","MZF1(var.2)","ATAC_all","Factor2",4.9261460970006e-24
"638","MAX::MYC","ATAC_all","Factor2",0.000174904761201279
"639","PPARG","ATAC_all","Factor2",0.00163680411241417
"640","PAX6","ATAC_all","Factor2",0.186688653699015
"641","PBX1","ATAC_all","Factor2",0.00735360839284668
"642","RORA","ATAC_all","Factor2",0.612676373105273
"643","RORA(var.2)","ATAC_all","Factor2",0.998396337912614
"644","RREB1","ATAC_all","Factor2",7.76121926190874e-40
"645","RXRA::VDR","ATAC_all","Factor2",1.40185808061046e-05
"646","SOX9","ATAC_all","Factor2",0.0198792495281578
"647","SRY","ATAC_all","Factor2",0.12876870219644
"648","TAL1::TCF3","ATAC_all","Factor2",0.223411753855971
"649","REL","ATAC_all","Factor2",7.69864190511227e-10
"650","RELA","ATAC_all","Factor2",3.46695033341082e-06
"651","NR1H2::RXRA","ATAC_all","Factor2",1.45336303709117e-05
"652","NFIC::TLX1","ATAC_all","Factor2",0.00346487958435034
"653","ZNF354C","ATAC_all","Factor2",6.32480043924388e-33
"654","CTCF","ATAC_all","Factor2",3.19688981024006e-13
"655","EWSR1-FLI1","ATAC_all","Factor2",2.41433720834642e-28
"656","REST","ATAC_all","Factor2",6.46222268436992e-11
"657","NFATC2","ATAC_all","Factor2",0.177407984899051
"658","INSM1","ATAC_all","Factor2",5.39358489969793e-23
"659","RARA::RXRA","ATAC_all","Factor2",1.44880105976916e-12
"660","NR4A2","ATAC_all","Factor2",0.000682407074970681
"661","PLAG1","ATAC_all","Factor2",1.29860595664329e-18
"662","ARNT::HIF1A","ATAC_all","Factor2",0.00357799557166285
"663","DUX4","ATAC_all","Factor2",1
"664","FOS","ATAC_all","Factor2",1
"665","FOSL2","ATAC_all","Factor2",1
"666","FOXH1","ATAC_all","Factor2",9.39199822053779e-05
"667","JUN","ATAC_all","Factor2",5.56366178474949e-05
"668","JUN(var.2)","ATAC_all","Factor2",0.603426366984472
"669","JUND(var.2)","ATAC_all","Factor2",2.9645282024578e-08
"670","MEF2C","ATAC_all","Factor2",1
"671","MAF::NFE2","ATAC_all","Factor2",0.508281923440851
"672","NR2C2","ATAC_all","Factor2",1.72430112105292e-31
"673","NRF1","ATAC_all","Factor2",1.19930390842154e-44
"674","POU2F2","ATAC_all","Factor2",1
"675","SMAD2::SMAD3::SMAD4","ATAC_all","Factor2",0.00972096639023848
"676","STAT1::STAT2","ATAC_all","Factor2",0.00111310508963781
"677","TCF7L2","ATAC_all","Factor2",0.194727890950384
"678","ZBTB33","ATAC_all","Factor2",2.48781529566445e-24
"679","ELK4","ATAC_all","Factor2",1.05978638211561e-22
"680","ESR2","ATAC_all","Factor2",1.3188771483407e-05
"681","IRF1","ATAC_all","Factor2",0.00362589641220609
"682","STAT1","ATAC_all","Factor2",0.00239767624934651
"683","STAT3","ATAC_all","Factor2",0.000896732677139546
"684","GATA1::TAL1","ATAC_all","Factor2",0.0710579672796081
"685","YY1","ATAC_all","Factor2",2.46615424922288e-17
"686","FOXP2","ATAC_all","Factor2",0.115967596723855
"687","SREBF1","ATAC_all","Factor2",0.000652990185186295
"688","SREBF2","ATAC_all","Factor2",4.83606871195973e-05
"689","THAP1","ATAC_all","Factor2",2.8551248072909e-12
"690","KLF5","ATAC_all","Factor2",9.5336115944934e-94
"691","DMRT3","ATAC_all","Factor2",1
"692","FOXG1","ATAC_all","Factor2",0.0136109556525917
"693","LBX1","ATAC_all","Factor2",0.214169386334459
"694","NFATC3","ATAC_all","Factor2",0.000134683005696153
"695","POU6F1","ATAC_all","Factor2",0.453653696673075
"696","SHOX","ATAC_all","Factor2",1
"697","ALX3","ATAC_all","Factor2",0.876648860227786
"698","BARHL2","ATAC_all","Factor2",0.000610545074751974
"699","BHLHE41","ATAC_all","Factor2",6.53808503058934e-10
"700","CENPB","ATAC_all","Factor2",1.66308282810743e-06
"701","CREB3","ATAC_all","Factor2",1.73183692925125e-10
"702","DBP","ATAC_all","Factor2",0.213011806513573
"703","ELF4","ATAC_all","Factor2",3.78723488233627e-18
"704","ELF5","ATAC_all","Factor2",5.22735125105213e-14
"705","EN1","ATAC_all","Factor2",1
"706","EN2","ATAC_all","Factor2",0.00769062280018354
"707","ESX1","ATAC_all","Factor2",0.433113478808242
"708","ETV6","ATAC_all","Factor2",1.68461878204869e-15
"709","FLI1","ATAC_all","Factor2",9.20843754410097e-14
"710","FOXI1","ATAC_all","Factor2",0.000610545074751974
"711","FOXL1","ATAC_all","Factor2",0.000610545074751974
"712","FOXO3","ATAC_all","Factor2",0.00166976049230351
"713","GCM1","ATAC_all","Factor2",2.84988475653836e-08
"714","GRHL1","ATAC_all","Factor2",0.989516890639468
"715","GSC","ATAC_all","Factor2",4.30183358268441e-05
"716","HEY2","ATAC_all","Factor2",7.15274927576807e-07
"717","HINFP","ATAC_all","Factor2",7.22711292607439e-08
"718","HNF1A","ATAC_all","Factor2",1
"719","HNF1B","ATAC_all","Factor2",1
"720","HOXC11","ATAC_all","Factor2",0.334779768497591
"721","HSF1","ATAC_all","Factor2",0.00478951679419681
"722","IRF8","ATAC_all","Factor2",9.29699282875571e-08
"723","IRF9","ATAC_all","Factor2",5.96059481643364e-09
"724","ISX","ATAC_all","Factor2",1
"725","JDP2","ATAC_all","Factor2",1
"726","JDP2(var.2)","ATAC_all","Factor2",3.73018074899006e-12
"727","KLF13","ATAC_all","Factor2",5.99616055617264e-27
"728","LHX6","ATAC_all","Factor2",0.103537524483968
"729","MEF2B","ATAC_all","Factor2",1
"730","MEOX1","ATAC_all","Factor2",0.146908555337057
"731","MIXL1","ATAC_all","Factor2",1
"732","MLX","ATAC_all","Factor2",3.01241749729217e-11
"733","MLXIPL","ATAC_all","Factor2",2.09855646321635e-10
"734","MSC","ATAC_all","Factor2",0.00152545389015384
"735","MSX1","ATAC_all","Factor2",1
"736","MYF6","ATAC_all","Factor2",0.177732295138496
"737","NEUROD2","ATAC_all","Factor2",0.838170648241491
"738","NEUROG2","ATAC_all","Factor2",0.173632677702099
"739","NFIA","ATAC_all","Factor2",0.497500402360973
"740","NFIX","ATAC_all","Factor2",0.213464464629418
"741","NHLH1","ATAC_all","Factor2",6.16287510595767e-12
"742","NKX2-3","ATAC_all","Factor2",0.000682407074970681
"743","NKX2-8","ATAC_all","Factor2",3.87216426700329e-06
"744","NKX6-1","ATAC_all","Factor2",0.672965152300697
"745","NKX6-2","ATAC_all","Factor2",0.672965152300697
"746","OLIG2","ATAC_all","Factor2",1
"747","PAX4","ATAC_all","Factor2",0.110666835317055
"748","PAX7","ATAC_all","Factor2",1
"749","POU4F2","ATAC_all","Factor2",1
"750","SP4","ATAC_all","Factor2",1.19298545397994e-74
"751","SPDEF","ATAC_all","Factor2",4.85696597461437e-10
"752","SPIC","ATAC_all","Factor2",3.50164209914252e-07
"753","SRF","ATAC_all","Factor2",0.0147527380212704
"754","TBXT","ATAC_all","Factor2",0.128125657840179
"755","TBX2","ATAC_all","Factor2",0.00256216722301478
"756","TBX20","ATAC_all","Factor2",2.89551333812166e-05
"757","TBX21","ATAC_all","Factor2",0.00336649012499251
"758","TFAP4","ATAC_all","Factor2",0.00485586865353333
"759","TFCP2","ATAC_all","Factor2",0.206963237595384
"760","TFEB","ATAC_all","Factor2",1.5724328840418e-11
"761","ZBTB7B","ATAC_all","Factor2",1.94961735857469e-10
"762","ZBTB7C","ATAC_all","Factor2",1.02648714295166e-17
"763","ZIC1","ATAC_all","Factor2",5.08886835363089e-12
"764","ZIC3","ATAC_all","Factor2",2.95211810816307e-14
"765","ZBTB18","ATAC_all","Factor2",0.0994809485392432
"766","LBX2","ATAC_all","Factor2",1
"767","MEOX2","ATAC_all","Factor2",1
"768","MNX1","ATAC_all","Factor2",1
"769","MSX2","ATAC_all","Factor2",1
"770","NOTO","ATAC_all","Factor2",0.0146371849896822
"771","OTX1","ATAC_all","Factor2",6.50713647949587e-05
"772","PDX1","ATAC_all","Factor2",0.439181136029212
"773","PHOX2A","ATAC_all","Factor2",1
"774","PITX3","ATAC_all","Factor2",0.000116306259736269
"775","PROP1","ATAC_all","Factor2",1
"776","PRRX1","ATAC_all","Factor2",0.520947455584526
"777","RAX2","ATAC_all","Factor2",1
"778","RAX","ATAC_all","Factor2",1
"779","RHOXF1","ATAC_all","Factor2",0.405454571173409
"780","UNCX","ATAC_all","Factor2",0.934550268902076
"781","VAX1","ATAC_all","Factor2",1
"782","VAX2","ATAC_all","Factor2",1
"783","VENTX","ATAC_all","Factor2",0.266387894784331
"784","VSX1","ATAC_all","Factor2",0.904710568305251
"785","VSX2","ATAC_all","Factor2",0.352742501566039
"786","ESR1","ATAC_all","Factor2",0.0432163952944097
"787","ESRRB","ATAC_all","Factor2",0.00217585830083615
"788","NR2F1","ATAC_all","Factor2",0.000802727497988515
"789","NR3C1","ATAC_all","Factor2",0.0897304671699072
"790","NR3C2","ATAC_all","Factor2",0.00255366233988673
"791","RARA","ATAC_all","Factor2",0.0419853253501389
"792","RARA(var.2)","ATAC_all","Factor2",5.48284848002049e-09
"793","BCL6B","ATAC_all","Factor2",0.177123381822078
"794","EGR2","ATAC_all","Factor2",2.50798916048661e-22
"795","EGR3","ATAC_all","Factor2",3.46190096798047e-45
"796","EGR4","ATAC_all","Factor2",1.38834576091081e-38
"797","GLIS1","ATAC_all","Factor2",1.04759823561276e-06
"798","GLIS2","ATAC_all","Factor2",3.42872098625519e-11
"799","GLIS3","ATAC_all","Factor2",8.37840238668568e-05
"800","HIC2","ATAC_all","Factor2",1.40017903537411e-05
"801","KLF14","ATAC_all","Factor2",1.81880678237295e-63
"802","KLF16","ATAC_all","Factor2",3.49116118429938e-73
"803","SP8","ATAC_all","Factor2",5.73479633640388e-70
"804","ZBED1","ATAC_all","Factor2",4.95671157111665e-05
"805","ZIC4","ATAC_all","Factor2",8.542641115275e-14
"806","ZNF143","ATAC_all","Factor2",1.10423448867099e-11
"807","ZNF410","ATAC_all","Factor2",0.000504393862274506
"808","CUX1","ATAC_all","Factor2",0.592294381938391
"809","CUX2","ATAC_all","Factor2",0.379804251629016
"810","ONECUT2","ATAC_all","Factor2",0.434081488366571
"811","ONECUT3","ATAC_all","Factor2",0.0866609659834489
"812","E2F7","ATAC_all","Factor2",3.73150382406907e-10
"813","ELK3","ATAC_all","Factor2",3.41194320702793e-15
"814","ERF","ATAC_all","Factor2",1.09177632065879e-11
"815","ERG","ATAC_all","Factor2",1.776689580544e-11
"816","ETS1","ATAC_all","Factor2",2.91447613255548e-11
"817","ETV2","ATAC_all","Factor2",1.32708062254937e-07
"818","ETV3","ATAC_all","Factor2",5.27195212714809e-14
"819","FEV","ATAC_all","Factor2",1.01400939014989e-15
"820","GCM2","ATAC_all","Factor2",5.37907330252523e-07
"821","LEF1","ATAC_all","Factor2",0.093196391676032
"822","HSF2","ATAC_all","Factor2",0.00322551938437177
"823","HSF4","ATAC_all","Factor2",0.0460996960953147
"824","IRF7","ATAC_all","Factor2",0.00115408871953408
"825","MEF2D","ATAC_all","Factor2",1
"826","MEIS1","ATAC_all","Factor2",6.82835911703882e-07
"827","MEIS2","ATAC_all","Factor2",0.0332239143613798
"828","MEIS3","ATAC_all","Factor2",0.0511691026209788
"829","MYBL1","ATAC_all","Factor2",0.120020228506653
"830","MYBL2","ATAC_all","Factor2",4.12427193313868e-05
"831","NFKB1","ATAC_all","Factor2",0.00327976443241699
"832","NFKB2","ATAC_all","Factor2",0.000214911168882132
"833","PAX1","ATAC_all","Factor2",0.00476926752529157
"834","PAX3","ATAC_all","Factor2",0.616047636058643
"835","PAX9","ATAC_all","Factor2",0.022126606185265
"836","PKNOX2","ATAC_all","Factor2",0.0534646801491705
"837","POU1F1","ATAC_all","Factor2",1
"838","POU2F1","ATAC_all","Factor2",1
"839","POU3F1","ATAC_all","Factor2",1
"840","POU3F2","ATAC_all","Factor2",1
"841","POU3F3","ATAC_all","Factor2",1
"842","POU3F4","ATAC_all","Factor2",1
"843","POU4F1","ATAC_all","Factor2",1
"844","POU4F3","ATAC_all","Factor2",1
"845","POU5F1B","ATAC_all","Factor2",1
"846","POU6F2","ATAC_all","Factor2",0.266387894784331
"847","PROX1","ATAC_all","Factor2",1.73071710024846e-06
"848","RFX2","ATAC_all","Factor2",4.34062541630543e-13
"849","SMAD3","ATAC_all","Factor2",0.000647675117467889
"850","TGIF1","ATAC_all","Factor2",0.229141107203234
"851","TGIF2","ATAC_all","Factor2",0.0162772123816488
"852","RFX4","ATAC_all","Factor2",1.788448856703e-14
"853","RFX5","ATAC_all","Factor2",3.73877666726583e-12
"854","RUNX2","ATAC_all","Factor2",0.00157791290595451
"855","EOMES","ATAC_all","Factor2",0.0250550546067559
"856","MGA","ATAC_all","Factor2",0.12975486861294
"857","TBR1","ATAC_all","Factor2",0.0104420597614936
"858","TBX15","ATAC_all","Factor2",0.12975486861294
"859","TBX19","ATAC_all","Factor2",0.376754764082705
"860","TBX1","ATAC_all","Factor2",0.0192597351149293
"861","TBX4","ATAC_all","Factor2",0.329271053299695
"862","TBX5","ATAC_all","Factor2",0.329271053299695
"863","TEAD3","ATAC_all","Factor2",0.720900342831939
"864","TFAP2A(var.2)","ATAC_all","Factor2",6.50930676904173e-23
"865","TFAP2B","ATAC_all","Factor2",4.93858615725359e-14
"866","TFAP2B(var.2)","ATAC_all","Factor2",7.07928721068908e-17
"867","TFAP2B(var.3)","ATAC_all","Factor2",3.27736363228235e-17
"868","TFAP2C","ATAC_all","Factor2",3.88171774022931e-14
"869","TFAP2C(var.3)","ATAC_all","Factor2",1.35622383013647e-15
"870","BHLHE40","ATAC_all","Factor2",1.41440567614903e-09
"871","BHLHE23","ATAC_all","Factor2",1
"872","BHLHE22","ATAC_all","Factor2",1
"873","CLOCK","ATAC_all","Factor2",0.0132007023823651
"874","FIGLA","ATAC_all","Factor2",0.00760743663936396
"875","HES5","ATAC_all","Factor2",0.00276786214913159
"876","HES7","ATAC_all","Factor2",0.019021421013785
"877","HEY1","ATAC_all","Factor2",3.4408309143812e-05
"878","MAX","ATAC_all","Factor2",3.88732886174339e-05
"879","MNT","ATAC_all","Factor2",9.25016090775148e-05
"880","OLIG1","ATAC_all","Factor2",1
"881","OLIG3","ATAC_all","Factor2",1
"882","SREBF2(var.2)","ATAC_all","Factor2",3.22261456859942e-07
"883","ATF7","ATAC_all","Factor2",3.81853090958316e-17
"884","CEBPB","ATAC_all","Factor2",0.603029469373604
"885","CEBPE","ATAC_all","Factor2",0.579285726917467
"886","CEBPG","ATAC_all","Factor2",0.587343295436025
"887","CREB3L1","ATAC_all","Factor2",5.41183445920516e-10
"888","NFE2","ATAC_all","Factor2",1
"889","TEF","ATAC_all","Factor2",0.946780594541126
"890","XBP1","ATAC_all","Factor2",7.05133101781912e-08
"891","FOXB1","ATAC_all","Factor2",1
"892","FOXC1","ATAC_all","Factor2",1
"893","FOXC2","ATAC_all","Factor2",0.817412863817867
"894","FOXO4","ATAC_all","Factor2",0.000610545074751974
"895","FOXO6","ATAC_all","Factor2",0.000610545074751974
"896","FOXP3","ATAC_all","Factor2",0.000610545074751974
"897","RXRB","ATAC_all","Factor2",8.78721632119058e-07
"898","RXRG","ATAC_all","Factor2",4.86399599191348e-07
"899","TP63","ATAC_all","Factor2",0.289187925428091
"900","TP53","ATAC_all","Factor2",0.0296603484199495
"901","TP73","ATAC_all","Factor2",0.0392676218938885
"902","GMEB2","ATAC_all","Factor2",0.000822411819159961
"903","MTF1","ATAC_all","Factor2",2.24183228054661e-07
"904","E2F1","ATAC_all","Factor2",0.00129785082603941
"905","E2F8","ATAC_all","Factor2",2.66830145331399e-07
"906","SOX21","ATAC_all","Factor2",1
"907","TFAP2A(var.3)","ATAC_all","Factor2",2.9183292694342e-18
"908","ELK1","ATAC_all","Factor2",5.86438135690138e-16
"909","HOXD12","ATAC_all","Factor2",0.0542358873231315
"910","BARX1","ATAC_all","Factor2",0.163410562642048
"911","BSX","ATAC_all","Factor2",0.00136333156961163
"912","DLX6","ATAC_all","Factor2",0.393734528995423
"913","DUXA","ATAC_all","Factor2",0.107250669443159
"914","EMX2","ATAC_all","Factor2",0.159975292941713
"915","EVX1","ATAC_all","Factor2",0.254022742497208
"916","EVX2","ATAC_all","Factor2",0.0840262278437078
"917","GBX1","ATAC_all","Factor2",0.433113478808242
"918","GBX2","ATAC_all","Factor2",1
"919","GSC2","ATAC_all","Factor2",0.000492786122916356
"920","GSX1","ATAC_all","Factor2",0.000325586049455591
"921","HESX1","ATAC_all","Factor2",1
"922","HMBOX1","ATAC_all","Factor2",0.0114532474378661
