,pval.Factor1,pval.Factor2,pval.Factor3,pval.Factor4,pval.Factor5,pval.Factor6,pval.Factor7,pval.Factor8,pval.Factor9,pval.Factor10,adj.pval.Factor1,adj.pval.Factor2,adj.pval.Factor3,adj.pval.Factor4,adj.pval.Factor5,adj.pval.Factor6,adj.pval.Factor7,adj.pval.Factor8,adj.pval.Factor9,adj.pval.Factor10,setstats.Factor1,setstats.Factor2,setstats.Factor3,setstats.Factor4,setstats.Factor5,setstats.Factor6,setstats.Factor7,setstats.Factor8,setstats.Factor9,setstats.Factor10
SOX9,0.00026169372697213214,0.005200802845902876,0.4728992357280517,0.829669543368813,0.9060193091808624,0.05008900995429775,0.01758362675518711,0.36939714613291796,0.8551470115271753,0.3095533431076781,0.0010687234140216752,0.009044253300704727,0.6184818516856544,0.9654059208684902,0.9786863868796687,0.14955822311825695,0.030662357399541155,0.8416437625418662,0.8830474034203947,0.8562307280803054,3.6517653342410044,2.794904486372897,-0.717795361639586,-0.2151306996100666,-0.11806383289304692,1.959425869057952,-2.3746416590933688,0.8976412656107086,0.18255966787316955,-1.0162082425154737
SRY,4.793797883208248e-06,0.05097517998514679,0.03937753722963214,0.06000824614004574,0.7886922915145439,0.11598602207176038,0.8998981844064486,0.321097439445549,0.14023520807269918,0.644025496942898,3.096402102113083e-05,0.07760397104631814,0.10132512628600465,0.6329385372242768,0.9356898972270651,0.27091937996835547,0.9202512935852698,0.8381064035702214,0.22473135875954073,0.9181714855064289,4.575972121819554,1.9519092561547078,2.060473705738588,1.8809335721063967,-0.2680158802603196,-1.5719752872869666,-0.1257929692715979,-0.9922514687618054,-1.4750257744620117,-0.46209102353528136
TAL1::TCF3,0.00039563194115776334,0.08759486625775507,0.08707725503377345,0.1345332011322716,0.22016203820903196,0.6872956950670326,0.003852067195442969,0.7235058154612932,0.4946851260080276,0.46059502648464434,0.0014818640162891372,0.12746563296818153,0.17678592800897222,0.7782718471215636,0.6529035619112779,0.8130305205205299,0.008100858919320265,0.9555125366308683,0.5946094771377449,0.910274229473742,3.5441092639612313,1.7083808735187993,1.7111788417971192,-1.4965763237698688,-1.2261694977438975,0.4025387085148628,-2.890663961111546,0.3537866163654079,-0.6828996502167962,-0.7378941894935085
REL,0.44731064033249013,2.471941959087157e-11,0.002058037250643707,0.06453065144921655,0.42254417769941344,5.997203556142296e-05,3.794011797899317e-05,0.18789563024724001,3.773552226649554e-05,0.09914210296304451,0.5790340190807081,9.779620375638565e-11,0.010177637341073959,0.6329385372242768,0.8042454671171045,0.0007932050869053291,0.00011772595431717,0.7122031972844487,0.00018957607614834664,0.7331241401346211,-0.7599343967757425,6.682175308200319,-3.082487055453885,1.848687695035503,0.8020461518947456,4.0145343609954045,-4.121419228174585,-1.3169145671990365,4.122666524657897,-1.6491711493326353
RELA,0.08360639144807178,1.0855314013275564e-07,0.07017838779899568,0.31580097444299327,0.12234672133211241,0.00235264940392056,0.0002921887006930091,0.4378525994987431,0.0019198545321735426,0.10227969691324704,0.15565542878420421,3.0952314281096543e-07,0.15265608067616585,0.8607108257074801,0.5525058493510725,0.01752693810921726,0.0007904078954644221,0.9045428190715025,0.005986541472245578,0.7331241401346211,-1.7302960768808229,5.315439971535468,-1.8109396644246338,1.0031714260398998,1.5451210940653195,3.0424090270494504,-3.6233309525719952,-0.7758537354369521,3.103133063258103,-1.6340416456073357
NR1H2::RXRA,0.1313551906094044,4.2962003022009056e-07,0.17230891541650814,0.46548138312745035,0.018989387701695216,0.5184831830848236,0.0023866704166492,0.2213002657474443,0.0033150301126757026,0.15816068032303682,0.22357471420909342,1.162177261236399e-06,0.29320307381357436,0.9129073761065063,0.3248724977073803,0.6909470629319859,0.005300920609610328,0.7342962270216926,0.00936791991662375,0.7549234576100254,1.5088954887810204,5.058498791926381,-1.364914103172873,-0.7298770986535685,2.346097746347643,0.6457067999668855,-3.0380814633808284,1.2231496690589714,2.937571937141488,-1.4113839434979714
NFIC::TLX1,0.2061049040477806,0.0004533225067205846,0.7803463100129695,0.41469654988644544,0.10954915111586419,0.40634704549131195,0.13176360066598003,0.050986967339063965,0.29081159217864966,0.3102440647228132,0.3196814928317164,0.0008995396449972729,0.8510301421149078,0.9049148928348707,0.5334200973564771,0.6150564192675974,0.18743002072261877,0.4239319306950161,0.39334132019035306,0.8562307280803054,1.2644258969808884,3.5080180108416243,-0.27887482487218046,0.8156885536450008,-1.6003567831177097,-0.8303721424834468,-1.5072994967355475,1.9518100144691173,-1.0563954081704445,1.014758446119444
ZNF354C,0.5790340428791197,3.355278178912552e-39,0.2988973143550253,0.5165114982568701,0.785792550112701,0.008589015246198624,1.6039464924918173e-26,0.7184552179410144,3.838953384732664e-06,0.54879311859235,0.6889634382377496,8.16881187404479e-38,0.4334411286947992,0.9132189279599874,0.9356898972270651,0.0445643168101945,4.061192518989281e-25,0.9555125366308683,2.248295257016322e-05,0.9120122017398714,0.5548132863199429,13.151871490931391,-1.0388517196860252,0.6487538460023927,0.2717850825977793,2.6284818955224196,-10.686536945218114,-0.3605337000706125,4.6223430388312865,-0.5995887465393398
CTCF,1.1852511970943903e-05,5.734798564787429e-14,4.487328432869665e-05,0.8847003469951662,0.8703004006780877,0.0134342360725844,5.588364416832611e-10,0.24746749643340304,2.3093262789900455e-09,0.18834641061040566,6.946888960747676e-05,3.0505273037902876e-13,0.0005164507087284542,0.9803626146303498,0.9705704209180438,0.06346172711899944,4.0660168687989e-09,0.7567484311224354,2.2148538403040892e-08,0.7843611870889525,-4.382362180222918,7.5241572892765864,-4.082533368894956,-0.14501680990543755,0.1632808652107371,2.4724588262891154,-6.207379076337144,1.1565860488061461,5.97955985099792,1.3155710402709802
EWSR1-FLI1,0.00013587846411225772,1.449711063920092e-31,0.01747073518218836,0.325948366957183,0.5348114199538698,0.0014788626799847279,3.045025985387134e-22,0.01786997747183007,9.573240971062696e-08,0.5469408439255765,0.0005972990818267995,2.414913430161627e-30,0.054634686737702234,0.8607108257074801,0.8535380623298388,0.012317369426714905,6.217746608871148e-21,0.29705991007752486,7.301037993593598e-07,0.9120122017398714,-3.8169482263319408,11.72697781909493,-2.3770197280315957,-0.9823528902364479,0.620698338940955,3.179629424404226,-9.720698948566602,2.3686691579651713,5.33833893112511,0.6023698045851612
REST,0.0024392380498434473,2.2461861739360256e-13,0.11119786808889882,0.3644746191436391,0.9912901190571403,0.1449097210907542,2.97744661024355e-09,0.10960825605677373,8.343329484176412e-05,0.972568228920424,0.007681779530103991,1.093719883155003e-12,0.2159148788351931,0.8607108257074801,0.9996717115147264,0.31413648441934044,1.9430141281280072e-08,0.6033219659472849,0.00037723768310597635,0.9881792759335931,-3.0315045201929594,7.342711533994263,-1.5929644868694002,0.9069105960493059,0.010916690308994347,1.4578561354506188,-5.937887561059392,1.6000902620482191,3.93584204746268,-0.03438821154180287
NFATC2,0.0030957686593513518,0.053399620056030196,0.3157892807331432,0.06531040829428314,0.5434799702849932,0.6634257624250368,0.134054454607148,0.02897478533379451,0.1477919174491823,0.528209619994486,0.009466770827871524,0.08086593180733759,0.454305942509272,0.6329385372242768,0.8536546431523591,0.7954843593034595,0.19026114297382216,0.3502598909470053,0.2337857490375037,0.9120122017398714,2.9587429106081196,1.9318899064051678,1.003195667830891,-1.8433179024698327,0.6075785945144142,0.4352004532978045,-1.4984176139168295,2.184125531888015,-1.4474803007762331,-0.6307621277610628
