,pval.Factor1,pval.Factor2,pval.Factor3,pval.Factor4,pval.Factor5,pval.Factor6,pval.Factor7,pval.Factor8,pval.Factor9,pval.Factor10,adj.pval.Factor1,adj.pval.Factor2,adj.pval.Factor3,adj.pval.Factor4,adj.pval.Factor5,adj.pval.Factor6,adj.pval.Factor7,adj.pval.Factor8,adj.pval.Factor9,adj.pval.Factor10,setstats.Factor1,setstats.Factor2,setstats.Factor3,setstats.Factor4,setstats.Factor5,setstats.Factor6,setstats.Factor7,setstats.Factor8,setstats.Factor9,setstats.Factor10
FOXF2,0.0017768153094963476,0.6017673257361678,0.6612330127802469,0.23076128101076168,0.6774832257977862,0.9806254812500663,0.18346251951996362,0.6359400922907128,0.01527083805215283,0.5859432355833547,0.002567564822450533,0.7041011408336306,0.8244608135314182,0.31549004509678646,0.7147448032166643,0.9873630975692576,0.3963541803963719,0.7538390981648336,0.0516921951177152,0.6818052722872491,3.1259953818251627,-0.5218763005047461,0.43822372108770286,1.198468746385164,-0.41591140152827466,0.024285316075993015,1.3302558059902312,0.4733964271753368,2.426283998562805,0.5447407750735852
FOXD1,4.703977816050097e-06,0.7964794689675241,0.4179130605098992,0.0016254307685620545,0.5651885886134631,0.4268220718706426,0.34456369224475514,0.370585419077036,0.030010764807401072,0.5178444809370002,8.88841181361108e-06,0.8562507721362561,0.6610898264639623,0.0048079330677559835,0.6158148203883322,0.5970235021184226,0.5978712987962639,0.5133054054174262,0.08794821353280036,0.6138493566163317,4.5799375365416335,0.2579124450017443,-0.8100787085472814,3.1521139420384086,-0.5751698606345951,0.7946719656947452,0.9452285156670597,-0.8954152352626654,2.1702394255960944,-0.6466931939448916
IRF2,3.4227504381663644e-08,0.044952152209297935,0.47530544480284576,0.09099921283758104,2.3755120378992536e-23,0.05692725428248236,0.062018329476801894,0.009323867829686468,0.40103313583819933,3.2193664961760436e-06,7.437501577937147e-08,0.08948022751096098,0.7062637243197215,0.14436717224608722,6.509519999957695e-23,0.1416850870512427,0.1953114555164955,0.028650525903842403,0.5503809449486301,1.0450558933740696e-05,-5.522391502344931,2.0053385168829,-0.7138987627435858,-1.6903034500861986,9.979418586159401,-1.9040758889393374,-1.866361284910023,2.600419293322846,-0.8398111818383072,-4.658786957206792
MZF1(var.2),9.340203934934742e-29,0.0004106553926772735,0.0006094045668667535,1.1357042978953547e-06,2.416890130941943e-103,0.0002455731928647704,0.004192303640075895,0.0002809151936991559,0.0009960337000317885,5.921019654883709e-18,4.8862389180278445e-28,0.0015947537642007,0.005143374544355399,7.0480472604682305e-06,2.353679158286538e-102,0.0013400675093396522,0.0279339810965057,0.0013400122598893377,0.005784305799267175,7.07170838026677e-17,-11.15904191990847,3.5342595468948192,3.4284208231690654,-4.869361782959654,21.82535782730722,-3.6680780648659703,-2.863936503780332,3.633503751384176,-3.2925604076226693,-8.649415341129131
MAX::MYC,1.3479182704027257e-07,0.03056743770895416,0.010725976520650037,0.486573756509007,4.813139161136699e-24,3.1077648502223195e-05,0.09362901827922197,0.652279173017804,0.019293855200145617,0.00010606088386541305,2.825272401208362e-07,0.06407015917141716,0.053043305762277136,0.5811343167362292,1.336279424999794e-23,0.00021617748903194817,0.26458557397655136,0.7660347245274025,0.0613719112647848,0.0002632805470070842,-5.275778442247681,2.1629472968794277,2.551952214827254,-0.6957928673202279,10.138101933264059,-4.167219542336112,-1.6767077899187384,0.4506109274297843,-2.3401602124239496,-3.877751226601968
PPARG,0.9868492432497559,0.0004902234585788563,0.10975916935617314,0.7452261981239288,2.6977208032326696e-08,0.8952480665199218,0.1419921949723437,0.5617304610862917,0.6359022451495198,1.623523316309494e-05,0.9868492432497559,0.0018693460800025064,0.30878912978870043,0.7954944071036204,4.7967900799052803e-08,0.9429151848704002,0.3456963823749752,0.695842234574604,0.749583093444406,4.5074134176487265e-05,0.016483163132217617,3.487120121320648,1.5994102658884235,-0.32494881849948826,5.56417431540676,-0.13166966991021123,-1.4685214744406991,0.5802913343771393,-0.47344948828716793,-4.313210623422919
PAX6,0.18788907852204104,0.18358461495738485,0.3280832781785873,0.33343435544614275,0.05548204757075528,0.4796640588172937,0.9468194827014624,0.6299887823866781,0.4613202745921364,0.012008058663867895,0.206482268584118,0.28979815777562246,0.6090226248886972,0.42467594969297456,0.0695448239847289,0.640564027914234,0.9802760962899714,0.7495919158849008,0.6033382930099636,0.021655558786975435,1.3169341117973272,1.3298851882332796,0.97802686349878,0.9672634178793611,1.915292083850166,-0.7068678961797378,0.06670289545340044,0.4817565875136269,0.7367012791422773,-2.512338990141922
PBX1,0.03950783733048136,0.3399720348536165,0.0479514242087149,0.6827610032979842,0.06129432052643962,0.14159559139752304,0.32222663058733836,0.42747247083830664,0.5730585694649333,0.0020313435061435894,0.047635163867037526,0.46850879739043944,0.17444397427653177,0.7529402701874982,0.07622653220675103,0.2827445090051485,0.5745618511599583,0.575723561788613,0.7126641934603197,0.004121283459579782,2.0591115767631596,-0.9542633553291056,1.9780269836348874,-0.4087096157724527,1.8715643557935413,-1.4699842572362722,-0.989938632426572,-0.7935546000507868,0.563570173270063,-3.0863741450385582
RORA,0.0001542794479953505,0.07975963679523584,0.6468618654735374,0.05310246540696825,0.003825232433455321,0.3402638272268488,0.028804854982489192,0.3158935303561654,0.05754146050771338,0.9543476862443536,0.0002530023072048106,0.14741730469486908,0.8157174473903654,0.09109447317780732,0.005368896076224431,0.5140501256195591,0.12488680276654561,0.4606092075078903,0.14228025195852567,0.9664844124296885,3.785440735654714,-1.7522500095770113,-0.4581391027061208,1.9343022273633401,-2.8928621932620633,0.953686890153904,2.186443916546784,-1.0029795726454775,1.8993807118765265,-0.057249294695570094
RORA(var.2),0.0005400800186247345,0.8501657645647428,0.4614288720265425,0.11299597377237601,0.0063613713239324115,0.7501948338714415,0.2448808127863021,0.8096903777554797,0.16173517965933737,0.41419077441767427,0.0008318020724804306,0.892462568771944,0.693787353902141,0.1727692062751546,0.008811264875381218,0.8434695023812121,0.475936297512875,0.8852055425202395,0.292471587888656,0.504197615781515,3.4611026267624903,-0.1889115246731738,-0.7365227450013657,1.5850003706274016,-2.7290902275438826,-0.3183907108363535,1.1629378311911938,-0.24083147147013148,1.3993567744325877,0.8165730012720368
RREB1,2.496664863898744e-47,1.5903780786448987e-14,4.01770683241185e-08,4.961533133706696e-10,4.1185528482005503e-184,7.000626296777813e-07,0.008779465306820859,1.1106099699495213e-11,1.997424163011469e-07,6.381491473012115e-30,1.8592810104093e-46,3.247449431555551e-13,1.3385307499561586e-06,5.323136395993795e-09,8.409819202938543e-183,6.42231368965269e-06,0.05184187480402034,1.4347267570980552e-10,2.940394174851767e-06,1.4961052231172845e-28,-14.521825768516216,7.690879973020791,5.494092017207657,-6.22612333892666,29.516342069355535,-4.964334412753251,-2.62100895211234,6.798914461970669,-5.203004868543628,-11.39796919289641
RXRA::VDR,0.0021290885549874318,0.1150652594696997,0.42649495811923344,0.7479050635021833,9.306887472362004e-17,0.8530412457114673,0.8127228512664921,0.06090550996294093,0.4198967772457799,8.85592151622505e-07,0.003041298491072171,0.2000223799050144,0.6668383547793518,0.7970099414088924,2.1040213464304102e-16,0.9183250145159163,0.9153978022272056,0.12558041630795314,0.5631242796537684,3.114332399872476e-06,-3.072361782578451,1.575957821739553,0.7952343123002327,-0.3214112628969262,8.327026762891153,0.18524392992946645,-0.23692072768640848,1.874379570946107,-0.8066316303709475,-4.918401374006912
