,0
0,LRP6
1,FZD6
2,WNT6
3,FZD2
4,FZD5
5,FZD3
6,ITGAV
7,FZD7
8,LRP5
9,ITGB6
10,ACVR2B
11,ITGB2
12,ITGA11
13,ITGB1
14,RAMP2
15,ACVR1
16,TGFB1
17,ITGAM
18,TGFBR2
19,KDR
20,ITGA8
21,CALCRL
22,FLT1
23,ACVR1B
24,KLRD1
25,GDF11
26,LRP4
27,CYSLTR2
28,KLRC1
29,BMPR1A
30,ADM2
31,BMPR2
32,COL21A1
33,FZD4
34,KREMEN1
35,MUSK
36,ACVR2A
37,ITGA2
38,HLA-E
39,COL5A2
40,TREM2
41,SEMA3A
42,COL1A2
43,TYROBP
44,COL1A1
45,KLRC2
