,0
0,CXCR4
1,REN
2,JAM2
3,EFNB1
4,BST2
5,ESR1
6,DLK1
7,CYP19A1
8,XCL2
9,ADORA2B
10,PILRA
11,FLT1
12,PSAP
13,FGFR1
14,HLA-G
15,HLA-E
16,CD2
17,WNT2
18,SEMA4C
19,CSF1
20,CLEC2D
21,LDLR
22,SEMA3A
23,TNFSF10
24,WNT2B
25,TAC3
26,PGR
27,GP6
28,CD200
29,DKK1
30,HSD3B1
31,PDCD1LG2
32,KLRC2
