,0
0,DPP4
1,LRPAP1
2,NGF
3,SLC3A2
4,CXCL2
5,CD47
6,PDGFA
7,WNT6
8,BST1
9,TMED2
10,NOTCH1
11,CD24
12,TNFRSF12A
13,PLAU
