,0
0,NECTIN2
1,TMEM219
2,PTGFRN
3,RBP4
4,ACKR2
5,VSIR
6,NOTCH4
7,OPRK1
8,BTN3A1
9,LRRC15
10,HBEGF
11,IGFBP3
12,WNT7A
13,RNASET2
14,CD55
15,DLL1
16,CCL3L1
17,IL7R
18,TNFRSF10D
19,EFNA3
20,FTH1
21,JAML
22,EFNA4
23,PLAUR
24,PRL
25,PVR
26,IGFLR1
27,ANXA1
28,FTL
29,TEK
30,DLL4
31,TGFA
32,HFE
33,BSG
34,ERBB3
35,ADM
36,VLDLR
37,CNTNAP1
38,TGFB1
39,HLA-C
