,0
0,FZD2
1,FZD5
2,FZD7
3,LRP5
4,FZD6
5,ITGB6
6,ITGAV
7,FZD3
8,LRP6
9,WNT6
10,TGFB1
11,ACVR1B
12,KDR
13,ITGA11
14,ITGB2
15,ITGB1
16,ACVR1
17,ACVR2B
18,FLT1
19,ITGAM
20,TGFBR2
21,ITGA8
22,BMPR1A
23,KREMEN1
24,MUSK
25,GDF11
26,BMPR2
27,ADM2
28,KLRD1
29,FZD4
30,KLRC1
31,CYSLTR2
32,COL21A1
33,ITGA2
34,ACVR2A
35,LRP4
36,COL1A2
37,TYROBP
38,HLA-E
39,SEMA3A
40,KLRC2
41,COL5A2
42,COL1A1
43,TREM2
