,PROCR,APOE,HSD17B1,PTGES2,WNT4,APLP2,PLXNA4,PODXL,SELL,SLAMF6,CEACAM4,CSF1,LRP6,VEGFC,CXCL14,LEP,NECTIN1,NRG4,PTGES3,COL6A2,EPHA7,TNFRSF1B,COL11A1,SFRP1,CALCRL,RNASET2,KDR,CHAT,ITGA2,AGRN,SEMA4D,FGFR3,SORT1,CYP19A1,TNFRSF1A,FZD7,CXCL11,PTPRF,SFRP4,UNC5D,ABCA1,BTN3A1,HLA-F,ITGA5,ERBB4,ANGPT4,PDGFRB,SEMA4A,LGALS3,CD209,NT5E,BST1,SELE,STRA6,NECTIN3,COL15A1,LEPR,COL9A3,REN,IL1RAP,CCL3L1,FGF1,PTGER3,P4HB,PDGFRA,EPHA2,ADM,ROBO2,EPHB3,FGF2,PTPRS,SIRPB1,GP6,CD55,BMPR2,KLRG1,EFNB2,CD46,NECTIN4,COL19A1,CDH1,FTH1,EPHA4,TIGIT,TNFRSF10B,FZD2,COL1A1,IL7R,FLT4,SELP,PDCD1LG2,BST2,CCR3,PLAUR,EPHB1,CXCL9,EPHB2,PRLR,MC1R,IL7,ADM2,UNC5B,COL26A1,ENTPD1,CD47,VEGFB,SEMA4B,FLT1,CNTNAP1,COL4A1,WNT3,VEGFA,TNFRSF25,ERBB2,ALOX5,COL6A1,ADGRE2,TNF,CCL5,BSG,BDNF,ADORA2B,GPR37,ITGA11,TGFB1,PRL,TNFSF10,ITGA1,SEMA7A,OPRK1,COL1A2,NCAM1,PROC,PVR,CXCL16,TREM2,POMC,RAMP2,ADORA1,COL5A1,ITGB5,SIRPG,KLRD1,PLXNA1,PGR,CD200R1,ACVR2B,HSD3B1,OPRM1,TGFA,NOTCH4,EPHB6,ICAM3,TYROBP,SEMA6D,PPIA,GHR,CD74,ITGA9,EPHB4,TNFSF12,CXCR4,LTA,CYSLTR2,ITGAD,XCL1,CCR1,DSG2,LAMC1,ERBB3,LAIR1,COL4A2,CD33,JAG1,CD200,VASN,TAC3,FZD5,APP,ADORA3,COL27A1,ITGB6,EGFR,SEMA3F,F11R,DLL1,M6PR,COL3A1,EFNA3,LRPAP1,CXCL2,CD80,EPO,LTBR,NTN4,EFNB1,TEK,ITGA6,IGFLR1,EPHA1,ACKR3,EFNA4,DSCAM,WNT2B,PDGFA,ANXA1,WNT9A,SORL1,PILRA,WNT5B,ITGAV,ALOX5AP,CXCL12,CCL26,LDLR,JAM2,NOTCH1,LTB,DSC2,FZD1,CD22,ITGB7,CD93,NGF,DPP4,FZD4,CCL4,HBEGF,TGFBR3,ITGA4,XCR1,PTGES,DSC3,LTC4S,TNFRSF10D,CHRM5,FZD6,ADGRE5,NTRK3,TGFB2,ACVR1,NRP1,NTN1,NTF3,ANGPT1,PLAU,ACKR2,APOA1,PTPRC,KIR2DL3,TLR8,ROR1,HLA-C,DLK1,CD276,ITGB2,XCL2,WNT7A,ITGAL,MCAM,ESR2,PGF,CDH2,BMPR1B,PTGFRN,TGFBR1,HFE,EFNA5,SPP1,WNT11,TACR3,MPZL1,GH2,LILRB2,COL5A2,SCARA5,CCL13,KIT,LILRB1,TREML2,ESR1,PSAP,ITGA8,CD96,AREG,ACVR2A,TMEM219,RARRES2,BTC,LIFR,FBN1,BMP4,ESAM,LILRA4,NRP2,TYRO3,GAS6,CLEC4M,GPR1,FTL,WNT2,CD58,EPHA3,FGFR1,TNFRSF12A,WNT5A,ITGAE,FAM19A5,WNT6,CD226,ITGA3,CD274,FRZB,TNFRSF10A,TGFBR2,ITGAM,TMED2,NOTCH2,CCL2,NOTCH3,CXCR6,COL17A1,ACVR1B,JAM3,CCL8,CCL14,NTRK2,CCL7,CSF1R,WNT3A,IL2RG,ATP6AP2,SEMA4C,FGFR2,PLXNC1,PDGFB,HLA-E,VSIR,NECTIN2,EREG,CD24,MERTK,CXCL10,COL21A1,SLIT2,CDH5,BMPR1A,CCL3,CLU,FN1,LRP5,KLRC2,PDCD1,EPOR,CEACAM1,NGFR,CPM,ITGB1,IGSF8,IFNGR1,S1PR2,JAG2,IGF1,KIR2DL1,CD2,TNFRSF21,GDF11,IGF1R,PLXNB2,RBP4,LGALS9,CD99,IGFBP3,HLA-G,PIGR,FZD3,NRG3,KLRC1,ITGA7,EFNA1,DLL4,RAMP3,FPR3,PLXNB1
dNK1,-0.3877101,-0.4670003,-0.34773147,0.018608415,-0.29124957,-0.5938625,-0.08467767,-0.2218267,-0.08660271,0.23415992,-0.053472072,1.5241778,-0.3098258,-0.22762418,-0.035023432,-0.17248261,0.3007188,-0.07526907,-0.12104399,-0.7041303,-0.08107338,-0.18698299,-0.07623864,-0.16428138,-0.27190307,-0.004698819,-0.21921705,-0.05039419,-0.08458061,-0.12509952,1.6742126,-0.10058769,0.026233941,-0.297288,-0.45433864,-0.092811845,-0.06895706,-0.371711,-0.2140697,-0.06582022,-0.42331466,0.32664105,0.46492562,-0.31020653,-0.088813595,-0.079870895,-0.4513589,-0.09657513,-0.700513,-0.06943298,-0.24290216,-0.22299811,-0.071402475,-0.37746,-0.26261482,-0.4496077,-0.23242421,-0.0682437,-0.21106039,-0.266436,0.11657964,-0.110802345,-0.26017642,-0.20275372,-0.45612243,-0.15307733,-0.42027643,-0.12152699,-0.07391238,-0.28620565,-0.23086163,-0.072650105,0.2501847,-0.1294932,-0.47744253,-0.0750392,-0.21098375,-0.3547417,-0.2355242,-0.01472972,-0.23101588,-0.15202698,-0.09140446,0.05885091,-0.10081547,-0.13483107,-0.6919528,-0.1434564,-0.15222423,-0.07933332,-0.14547919,0.7077509,-0.06298425,-0.29754424,-0.14074731,-0.08920922,-0.16940497,-0.6467378,-0.15201995,-0.22302963,-0.028132446,-0.13831356,-0.111835845,0.53190994,0.46746066,-0.21311037,-0.28239217,-0.39994767,-0.14352822,-0.7012216,-0.09466407,-0.40070397,-0.15822545,-0.2996115,-0.2057158,-0.5982878,-0.12112498,0.22259149,0.53934234,-0.33935603,-0.08954269,-0.19414274,-0.09968214,-0.19185288,0.5937732,-0.25839835,0.19954559,0.38031167,-0.23887984,-0.05365551,-0.684372,1.8668668,-0.032603182,-0.16613951,-0.15549186,-0.10989868,0.17045088,-0.26770383,-0.12209335,-0.52996075,-0.28088263,-0.030462872,1.0383153,-0.211379,-0.4502409,0.04043842,-0.18058355,-0.31118038,0.24611296,-0.076850735,-0.116360635,-0.09643585,0.86586565,1.3449901,-0.22881953,0.024835667,-0.29676265,0.10197992,-0.2234439,-0.31884956,-0.062137622,-0.003830635,0.029723056,0.048052862,2.316411,1.1220124,0.20631282,-0.23805714,-0.6239522,-0.26943216,-0.06567733,-0.7419656,-0.121298954,-0.17800269,-0.2541821,-0.36523864,-0.11214649,-0.11183786,-0.7526219,-0.06580826,-0.3126404,-0.107772365,-0.63450825,-0.15212785,-0.11797962,-0.13687879,-0.04342179,-0.6816215,-0.04444208,-0.36222732,-0.18604301,-0.07159499,-0.058230285,-0.33687186,-0.1574718,-0.19278795,-0.18451396,-0.31339684,0.29951733,0.118699186,-0.15697439,-0.09626225,-0.117233515,-0.20354667,-0.17098868,-0.45931062,-0.16872087,0.86733216,-0.36409202,-0.2869419,-0.46880487,0.2947824,-0.3076273,-0.08560572,-0.3320833,-0.20670351,0.09975469,-0.06433377,-0.26058915,-0.14001077,-0.09217547,0.9679199,-0.15347318,-0.110678315,-0.2615869,-0.1350845,1.4367058,-0.105102606,-0.5318262,0.11408785,-0.050811306,-0.26790285,-0.20120722,0.28677264,-0.13406447,0.042690787,-0.16064808,0.91072667,-0.095180154,-0.17982216,-0.22065507,-0.5049837,-0.14458697,-0.074207455,-0.17663275,-0.07030439,-0.18087313,-0.2466449,1.3962287,2.1171584,-0.08331671,-0.297974,0.5441314,-0.15216602,-0.29154855,0.07152927,1.4447362,-0.24483605,0.83047307,-0.2633795,-0.17454325,-0.35960606,-0.1380321,-0.11859197,-0.14966367,0.23948023,-0.11671632,0.47850108,0.22770129,-0.015989345,-0.06751126,-0.28802723,-0.17708513,-0.116999686,-0.5223639,-0.40326756,-0.073887624,0.18095776,0.6706957,-0.09915843,-0.43753454,-0.53536546,-0.111347504,1.7003065,1.4551226,-0.26250654,0.013769736,-0.3664547,-0.0569179,-0.39040712,-0.67320263,-0.23457158,-0.21288195,-0.033717975,-0.37410393,-0.13934985,-0.35304838,-0.106549524,-0.14218469,-0.002433892,-0.2447102,0.5451215,-0.18163282,-0.34431574,-0.25865054,-0.34465352,0.1604737,-0.21631905,-0.19862811,-0.10407772,-0.19155644,-0.16410191,-0.20401104,0.04991498,-0.35741505,0.46106693,-0.025792954,-0.020812059,-0.11815667,-0.26758704,-0.100161195,-0.07853589,-0.08330422,-0.29434392,-0.17788607,-0.06227535,-0.081539534,-0.03349221,-0.23580803,-0.062524535,1.3262918,-0.20823787,-0.25361216,-0.21572298,-0.083224095,-0.14128593,0.5652103,-0.35518995,-0.56066453,-0.07062124,-0.25724816,-0.20706178,-0.10329263,-0.3107728,-0.26764315,-0.17803816,-0.30906954,1.0361403,-0.23890637,-0.43902177,-0.24785227,1.9535127,-0.041747134,-0.18451835,-0.12834178,-0.0997751,-0.2911661,-0.0025449265,-0.084268786,-0.36444113,-0.22926973,0.3351522,-0.4388386,1.825945,0.887211,-0.3698207,-0.060448654,-0.53676116,-0.21695775,0.0028031082,0.12664732,0.20170425,-0.52601415,-0.2255624,0.030492099,-0.19879021,-0.0993477,2.7924736,-0.14958246,-0.25014892,-0.08145077,-0.1836426,-0.1559582,-0.18129702
dNK2,-0.41223708,-0.4707043,-0.37802455,0.0003387214,-0.29467866,-0.65893734,0.027058491,-0.22891615,0.30740553,0.268089,-0.053590037,0.5689229,-0.31461966,-0.230771,-0.069257356,-0.22303635,0.055531453,-0.094772145,-0.19519857,-0.72365254,-0.0893513,-0.13100266,-0.10214803,-0.19073465,-0.30237782,0.017419737,-0.22888899,-0.054557398,-0.09883977,-0.15923387,1.1763514,-0.09905738,-0.14028469,-0.36264363,-0.47348642,-0.09837618,-0.070837535,-0.43258247,-0.22047758,-0.086811736,-0.46418855,0.4789601,0.61471915,-0.3769312,-0.09190732,-0.08836591,-0.4619827,-0.07588221,-0.69980973,-0.062171727,-0.24188259,-0.22541793,-0.070770845,-0.39713544,-0.31907088,-0.49118373,-0.26121664,-0.04147455,-0.2221807,-0.29828814,0.08454385,-0.12030896,-0.26887605,-0.34441498,-0.46940592,-0.15011215,-0.4367884,-0.12584978,-0.0358648,-0.29595172,-0.24781007,-0.076616734,0.15582184,-0.17439623,-0.49742147,-0.07081824,-0.21135943,-0.3807683,-0.25354892,-0.08880973,-0.2531882,-0.04391801,0.02335551,0.03580209,-0.17046076,-0.12895335,-0.7172763,-0.089122824,-0.15236977,-0.07929299,-0.1455358,1.0185032,-0.0772987,-0.31503022,-0.15034169,-0.09146958,-0.18007863,-0.67348075,-0.16244155,-0.23084928,-0.033089988,-0.13919504,-0.10791592,-0.17626159,0.33808762,-0.26726818,-0.29296815,-0.5142216,-0.1419972,-0.7699152,-0.1002483,-0.42073062,-0.16352567,-0.32217032,-0.20372649,-0.5948357,-0.10461956,0.24446702,1.1531194,-0.33290178,-0.090339325,-0.2032744,-0.10116496,-0.19918488,0.8035137,-0.26757088,0.23829038,0.2201302,-0.2603325,-0.04833247,-0.7164814,1.58917,-0.03211287,-0.20079298,-0.15276454,-0.110472724,0.22656094,-0.27153465,-0.12299898,-0.5482264,-0.37378487,0.0007635895,1.4835231,-0.22161809,-0.4690641,-0.06275147,-0.191348,-0.3545991,0.18584739,-0.07922751,-0.11256434,-0.13073419,1.049889,1.4869051,-0.24916683,-0.0017742085,-0.31283575,0.2265731,-0.22747928,-0.32392827,-0.010558006,0.26261446,0.04477648,0.036455132,1.7694442,2.886669,0.28734097,-0.26332018,-0.666797,-0.27852422,-0.034375284,-0.79296505,-0.11973137,-0.14602818,-0.27658293,-0.37420863,-0.12147656,-0.10920063,-0.77120095,-0.07690415,-0.32686335,-0.12892106,-0.67266387,-0.16199467,-0.12159883,-0.105169766,-0.06414537,-0.72068304,-0.0536986,-0.38706848,-0.16762489,-0.06661423,-0.058230285,-0.3493798,-0.17230739,-0.19967732,-0.18899047,-0.33410278,0.46778905,0.30802867,-0.16589488,-0.11045685,-0.12862921,-0.21271077,-0.18013017,-0.06603857,-0.18141955,0.7017315,-0.37814748,-0.3045788,-0.5311042,0.45890155,-0.31074953,-0.09188759,-0.34842783,-0.2190576,0.11429256,0.037773445,-0.27251205,-0.13289249,-0.08039162,1.0533345,-0.1585039,-0.11195896,-0.26740286,-0.13970678,1.8897679,-0.10722172,-0.5825152,0.3413275,-0.051838916,-0.29381528,-0.20107308,0.20850751,-0.13382313,-0.0033350408,-0.17112301,1.1240878,-0.094979525,-0.21637031,-0.25632712,-0.5226557,-0.1601262,-0.074582905,-0.18879971,-0.11008668,-0.17907867,-0.24932225,1.5920048,1.3913673,-0.08534952,-0.30871513,0.7825751,-0.16103761,-0.31488022,0.76372945,2.7104795,-0.2509074,0.8564914,-0.3191435,-0.19655183,-0.40238073,-0.14288652,-0.121262126,-0.1794972,-0.062464923,-0.119796365,-0.00035877156,0.20916268,-0.060970724,-0.06807501,-0.35867172,-0.19794379,-0.12141848,-0.5432546,-0.41789228,-0.06616997,-0.009223411,0.09035695,-0.11386983,-0.44739577,-0.5143527,-0.11337794,1.6981256,2.154357,-0.23345703,-0.018310683,-0.3772685,-0.05799767,-0.4534288,-0.7068295,-0.24487963,-0.23011214,-0.031349275,-0.38275063,-0.14059895,-0.35005,-0.106053166,-0.1573775,0.06971557,-0.24767107,0.46747953,-0.18435904,-0.37025702,-0.29540443,-0.35317978,0.095499404,-0.22012573,-0.20066988,-0.030683735,-0.21217212,-0.17588736,-0.21048826,0.1649284,-0.33696333,0.6144736,-0.113141455,-0.045579474,-0.14018658,-0.26558524,-0.10214735,-0.08291551,-0.074812636,-0.3025613,-0.17355931,-0.06392169,-0.08177424,-0.033899426,-0.23398978,-0.059718784,1.3666006,-0.21990567,-0.26054382,-0.2362403,0.03025592,-0.14239837,0.82361054,-0.17317197,-0.5738783,-0.018245086,-0.28020072,-0.21756339,-0.102497995,-0.33982858,-0.27840716,-0.18064767,-0.34512562,1.0307761,-0.19456086,-0.6449159,-0.25968328,1.6037829,-0.039073057,-0.16091622,-0.1323341,-0.09732284,-0.34674004,-0.07645958,-0.055961676,-0.37964007,-0.21801701,0.18939385,-0.44475678,1.325501,1.4778666,-0.36744034,-0.08416202,-0.5439936,-0.2789538,-0.008598063,0.0088798255,0.1758622,-0.56071496,-0.28216428,-0.03181553,-0.20180777,-0.10807229,2.6784267,-0.14616573,-0.24558258,-0.089556456,-0.19341281,-0.1472273,-0.19931841
dNK3,-0.41475257,-0.48609847,-0.39527395,-0.07817178,-0.29399192,-0.61604625,-0.06913254,-0.25324416,-0.018602824,0.86946464,-0.04991247,0.09701154,-0.32483083,-0.23704778,-0.09362292,-0.22224246,-0.09821454,-0.12245515,0.055612348,-0.71741766,-0.08215995,0.017439224,-0.10206972,-0.1963546,-0.29575443,0.07470471,-0.2298332,-0.056168057,-0.123818755,-0.20172772,0.6524075,-0.106546864,-0.26120895,-0.3920514,-0.22591262,-0.09206479,-0.066061996,-0.41430333,-0.21974991,-0.110011876,-0.4631373,0.5110361,0.85704136,-0.39018252,-0.09260234,-0.093845576,-0.4581035,-0.108391635,-0.66410816,-0.07977563,-0.24864271,-0.23468444,-0.067899056,-0.391871,-0.36233282,-0.5027348,-0.27942836,-0.06546818,-0.22098663,-0.3206296,0.5825937,-0.11715893,-0.27831015,-0.43871352,-0.4738571,-0.1514279,-0.43922427,-0.12928173,-0.13242511,-0.30178067,-0.2622051,-0.065380976,0.09138958,-0.30287966,-0.51208425,0.21962649,-0.20186262,-0.412695,-0.25065622,-0.114190966,-0.27173766,0.06914131,0.13512084,1.7539574,-0.1690597,-0.13716576,-0.7313822,-0.08478778,-0.15598674,-0.07792762,-0.14788632,1.0878804,-0.08316433,-0.33435723,-0.15941271,-0.081783034,-0.19876425,-0.6772891,-0.151357,-0.23041321,-0.013499443,-0.1598765,-0.12228193,-0.36985204,0.19484241,-0.22508405,-0.30382547,-0.5177441,-0.14419545,-0.7819652,-0.08770053,-0.41277447,-0.08456372,-0.31996414,-0.22033158,-0.64897543,-0.1205292,0.4812129,3.4791243,-0.28599378,-0.09732192,-0.2111076,-0.09871353,-0.20001523,0.9125701,-0.265895,0.30948636,-0.041537493,-0.24893473,-0.052173667,-0.7066501,0.7980869,-0.034523666,-0.18328036,-0.17977026,-0.12165328,0.37773913,-0.2780311,-0.13053828,-0.5460453,-0.49226648,0.13801205,1.7292851,-0.22257653,-0.46802709,0.07748136,-0.19419555,-0.35857382,0.3454456,0.17327242,-0.097248964,-0.11987707,1.1091359,1.5045205,-0.26824665,0.26247874,-0.3125098,0.52931774,-0.23270518,-0.3266143,0.28571844,2.2055311,0.45831943,-0.029291019,0.34129983,2.327798,0.18875702,-0.2819584,-0.66821796,-0.26943552,-0.075874895,-0.81580234,-0.12642999,-0.1745844,-0.28681007,-0.37471253,-0.12983993,-0.12082705,-0.7615254,-0.07258355,-0.34417856,-0.1348968,-0.6886465,-0.15375605,-0.14991724,-0.009289791,0.063546635,-0.71755874,-0.07694829,-0.36622897,-0.16637324,-0.078594096,-0.054823026,-0.36619437,-0.17991398,-0.20522383,-0.18677467,-0.2555114,0.6891101,0.33991286,-0.14815722,-0.086795405,-0.13913123,-0.21757859,-0.16533944,-0.2922059,-0.18597065,0.25859457,-0.39326084,-0.30338258,-0.55742854,2.1359863,-0.31635818,-0.08505028,-0.3664224,-0.2175577,0.17905821,0.507859,-0.28220224,-0.14118558,-0.080393925,0.77622616,-0.17859234,-0.11355407,-0.223094,-0.13717984,2.1778507,-0.10246004,-0.50395304,0.9022552,-0.040252976,-0.29729572,-0.1974094,-0.062154014,-0.14715146,-0.089155585,-0.17952402,1.0548154,-0.102499284,-0.21715939,-0.3193883,-0.55339295,-0.17081599,-0.08891809,-0.20059395,-0.22209433,-0.17689459,-0.24633548,1.5668399,0.4870519,-0.08283342,-0.30962124,0.9196453,-0.15830478,-0.32742897,1.1286894,2.4369376,-0.2585861,0.93270504,-0.31191623,-0.18536152,-0.40300918,-0.14335431,-0.13034537,-0.18189676,-0.21101864,-0.12126103,-0.29511312,0.15227129,-0.06407269,-0.06446383,-0.4536695,-0.18002628,-0.13171653,-0.5429919,-0.4159838,-0.07289908,-0.015737895,-0.11472432,-0.10900625,-0.4570273,-0.52625424,-0.119717576,1.7371207,1.5966463,-0.23343147,-0.08543585,-0.37755507,-0.061658327,-0.47720873,-0.7170619,-0.24180591,-0.22619887,-0.03617165,-0.39119068,-0.14835437,-0.37116873,-0.10770393,-0.16881745,0.16334708,-0.24183485,0.38121495,-0.1952171,-0.34532133,-0.27665576,-0.3462684,0.90352815,-0.21589568,-0.19477566,0.17724912,-0.21232162,-0.1466641,-0.22168908,0.23635362,-0.0727396,0.17104349,-0.11273303,-0.068417855,-0.16013423,-0.26683354,0.2860265,-0.085354865,0.0647538,-0.3067782,-0.18164659,-0.06701319,-0.09500587,-0.037114646,-0.2456942,-0.06104138,1.5867796,-0.16801229,-0.2472657,-0.23765461,0.24545997,-0.15066008,1.0780084,0.031236157,-0.5747788,-0.022475734,-0.30172563,-0.23013578,-0.099724874,-0.36352423,-0.28997576,-0.17997299,-0.3665701,1.6771795,-0.32614124,-0.6862745,-0.2698819,0.57171446,-0.030778319,-0.06589279,-0.15021746,-0.082215846,-0.35823414,-0.2668309,0.059420843,-0.24803455,-0.17362513,0.05849625,-0.4408351,0.43095046,0.84537464,-0.376739,-0.08243148,-0.5270215,-0.36298645,-0.037128013,0.032847453,0.314462,-0.55304015,-0.29399475,-0.03555365,-0.19381171,-0.12788177,1.5198531,-0.15394092,-0.28466338,-0.081805296,-0.19010322,-0.15622059,-0.2032498
dM1,-0.32548928,0.82257843,-0.35896233,0.039454658,-0.28683993,0.27159563,-0.25694218,-0.23935209,0.104732655,0.006042396,0.3731787,-0.11393429,-0.29823917,-0.21545969,-0.23030892,-0.16963077,-0.08477666,-0.094228566,0.11333114,-0.683307,-0.08173504,0.84912235,-0.08501725,-0.17000696,-0.24885097,1.3455211,-0.21776283,-0.054921694,-0.102107,-0.04981268,0.041523904,-0.09655832,0.04154208,-0.2942697,0.1707503,-0.073061146,0.7466533,-0.38474408,-0.21268986,-0.089589655,0.75501716,0.062964074,0.53253776,-0.15862544,-0.088073395,-0.084730566,-0.45195094,0.6111055,0.20153846,0.43501812,-0.24057682,0.31519347,-0.06712892,-0.38296103,-0.34091446,-0.46649426,-0.18704312,-0.12806295,-0.21940254,-0.05779937,1.519552,-0.11203644,-0.2408978,-0.2507856,-0.45024687,-0.13757639,-0.095349416,-0.11010162,-0.082531676,-0.27960417,-0.2335878,0.7440395,-0.02435239,-0.3694615,-0.25795048,-0.034452558,-0.2037535,-0.28499714,-0.21006069,-0.04360241,-0.29612854,0.91793275,-0.10776492,-0.09270521,0.13098748,0.14776741,-0.6652667,0.02275702,-0.14539938,-0.07663222,0.19130646,0.8806125,-0.06724438,1.6078849,-0.1293315,1.4359993,0.39186868,-0.60433316,-0.14553627,-0.06292627,-0.031046838,0.056390926,-0.10086973,0.128791,0.33773988,0.161289,-0.23972203,-0.4139853,-0.11857511,-0.71593773,-0.0981251,0.037093546,-0.05162147,-0.31632867,1.1036667,-0.60327154,1.0320507,0.8444982,0.009684078,-0.37103692,-0.092959344,-0.1516081,-0.09772976,-0.17880723,0.3118545,-0.26776388,0.43862268,-0.47724593,-0.22926174,-0.05058754,-0.64215016,-0.26440737,0.08337861,-0.13342533,2.0428262,1.7355518,0.10186771,-0.26123768,-0.105874516,-0.52488065,-0.09455626,-0.07242967,-0.3785607,0.08474481,-0.4370073,0.18837398,-0.120271824,-0.31463826,-0.055460647,0.25581765,-0.07214793,-0.021803005,-0.10408125,1.773029,-0.23219943,0.27070484,-0.29362956,2.2586112,0.21064904,-0.31410792,0.58979726,0.9921749,-0.053157818,-0.01638958,-0.15735571,-0.14232399,0.74027216,-0.26040494,-0.63845164,-0.275997,1.4600393,-0.72973627,0.84462416,-0.18845865,-0.2676741,-0.3547617,-0.09460288,0.011338802,-0.46962264,0.6971319,-0.29033798,-0.12171294,-0.6337218,-0.15176749,-0.031004747,-0.13351536,0.5735618,-0.63838804,-0.030954748,-0.09188988,1.18665,0.6141599,-0.056803484,0.123298526,-0.17097752,-0.118529625,-0.17677516,-0.16554904,0.4457378,-0.06883738,-0.054230962,-0.05002893,-0.118789956,-0.067810744,-0.114578836,0.16672881,-0.1781768,0.43266678,0.625073,-0.24573967,-0.13320751,0.8007097,-0.18910363,-0.08358039,-0.39843598,-0.2011087,0.12074078,-0.10312282,0.06670911,0.27143276,0.47501162,-0.062431697,0.5871151,-0.10671629,-0.2751005,-0.13335605,0.9516934,1.1020772,-0.5351342,0.40318307,-0.04266136,-0.2692271,-0.1925188,0.46386117,0.20560148,-0.1187584,-0.20326921,0.2375129,-0.07791835,-0.10095626,-0.09612118,0.22891954,-0.1438505,-0.08184559,-0.17827034,0.5930555,-0.1933627,-0.25167406,0.9405264,-0.1253487,0.93172735,-0.21409203,0.5382698,-0.12854867,-0.069481984,1.6267238,-0.14036804,-0.2439548,0.34451836,-0.2956736,-0.25408632,-0.35346907,-0.14462695,-0.11940129,-0.10612599,-0.030897278,0.10816763,-0.36229458,0.92260706,-0.070367396,-0.062862396,-0.25734988,-0.17726704,1.3838781,-0.5019585,-0.39983207,0.25596547,-0.0861365,1.0160779,-0.09759774,-0.23342888,1.2711539,-0.10520411,-0.2580851,0.040970214,-0.040346198,0.320281,-0.35963017,-0.0557145,-0.38895538,-0.6778067,-0.23890416,-0.22580208,0.0638413,0.4434754,-0.14071606,0.16362648,-0.09903855,-0.1545231,1.5264801,-0.24777047,0.50743616,-0.16403855,-0.26760906,-0.22689685,-0.31913763,-0.08668386,-0.21507928,-0.19289652,0.07779045,-0.21663627,0.14182176,-0.1933957,0.070712045,0.123743765,0.80227154,-0.1915204,0.1937475,0.62040657,-0.2623369,-0.11457814,-0.10204815,0.019052349,-0.29331657,0.07448537,-0.0619432,-0.105221204,0.08451361,1.3159072,-0.06007748,0.17998132,0.30028412,-0.23448226,-0.23688716,0.85600656,0.35717756,0.658662,0.24565533,-0.17325445,1.118181,-0.37410703,1.0023423,0.945434,-0.3067206,-0.25153932,-0.17335504,-0.29741696,1.5992278,-0.36228737,-0.14814869,-0.23826537,-0.14544322,-0.01589552,-0.124428704,-0.15104994,-0.093125746,0.41221714,-0.4516524,-0.11087297,0.5455539,-0.088870965,-0.081238955,-0.21017675,-0.11695338,-0.1913247,0.007323708,-0.14225607,-0.51199514,0.18846011,-0.08296097,0.8562403,-0.1895928,-0.52760893,-0.23851238,-0.056653857,-0.18301848,-0.114897355,-0.20573094,-0.122832365,-0.28202438,-0.0848494,-0.18630303,1.9855331,-0.21242015
