,id_cp_interaction,interacting_pair,partner_a,partner_b,gene_a,gene_b,secreted,receptor_a,receptor_b,annotation_strategy,is_integrin
196,CPI-CS0B031BE95,FZD10_LRP5_WNT5B,complex:FZD10_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
197,CPI-CS0B00A632D,FZD10_LRP6_WNT5B,complex:FZD10_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
198,CPI-CS07545410E,FZD1_LRP5_WNT5B,complex:FZD1_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
199,CPI-CS01D8707DF,FZD1_LRP6_WNT5B,complex:FZD1_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
200,CPI-CS0DF112C1C,FZD2_LRP5_WNT5B,complex:FZD2_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
201,CPI-CS0FCBFAE02,FZD2_LRP6_WNT5B,complex:FZD2_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
202,CPI-CS0DCC20D87,FZD3_LRP5_WNT5B,complex:FZD3_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
203,CPI-CS090834433,FZD3_LRP6_WNT5B,complex:FZD3_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
204,CPI-CS0B0D7EFFD,FZD4_LRP5_WNT5B,complex:FZD4_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
205,CPI-CS06CF549E0,FZD4_LRP6_WNT5B,complex:FZD4_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
206,CPI-CS026456D1C,FZD5_LRP5_WNT5B,complex:FZD5_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
207,CPI-CS016BAF864,FZD5_LRP6_WNT5B,complex:FZD5_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
208,CPI-CS0890B81F6,FZD6_LRP5_WNT5B,complex:FZD6_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
209,CPI-CS0382E5A36,FZD6_LRP6_WNT5B,complex:FZD6_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
210,CPI-CS04EF7616F,FZD7_LRP5_WNT5B,complex:FZD7_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
211,CPI-CS0613E3AB7,FZD7_LRP6_WNT5B,complex:FZD7_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
212,CPI-CS0DB2153A6,FZD8_LRP5_WNT5B,complex:FZD8_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
213,CPI-CS0AE8152FD,FZD8_LRP6_WNT5B,complex:FZD8_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
214,CPI-CS0782E09E8,FZD9_LRP5_WNT5B,complex:FZD9_LRP5,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
215,CPI-CS0F6EF74BE,FZD9_LRP6_WNT5B,complex:FZD9_LRP6,simple:Q9H1J7,,WNT5B,True,False,False,user_curated,False
216,CPI-SS071F7D46C,CER1_WNT5B,simple:O95813,simple:Q9H1J7,CER1,WNT5B,True,False,False,user_curated,False
217,CPI-SS0BBB4E185,SFRP5_WNT5B,simple:Q5T4F7,simple:Q9H1J7,SFRP5,WNT5B,True,False,False,user_curated,False
218,CPI-SS08696CC33,SFRP4_WNT5B,simple:Q6FHJ7,simple:Q9H1J7,SFRP4,WNT5B,True,False,False,user_curated,False
219,CPI-SS02E513EE6,SFRP1_WNT5B,simple:Q8N474,simple:Q9H1J7,SFRP1,WNT5B,True,False,False,user_curated,False
220,CPI-SS004A55455,FRZB_WNT5B,simple:Q92765,simple:Q9H1J7,FRZB,WNT5B,True,False,False,user_curated,False
221,CPI-SS098223056,SFRP2_WNT5B,simple:Q96HF1,simple:Q9H1J7,SFRP2,WNT5B,True,False,False,user_curated,False
222,CPI-CS078A03C00,FZD10_LRP5_WNT1,complex:FZD10_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
223,CPI-CS0E7296DCC,FZD10_LRP6_WNT1,complex:FZD10_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
224,CPI-CS0013B4F9C,FZD1_LRP5_WNT1,complex:FZD1_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
225,CPI-CS0D8D740D0,FZD1_LRP6_WNT1,complex:FZD1_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
226,CPI-CS016FA0A89,FZD2_LRP5_WNT1,complex:FZD2_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
227,CPI-CS024B9BE75,FZD2_LRP6_WNT1,complex:FZD2_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
228,CPI-CS0F22D52C8,FZD3_LRP5_WNT1,complex:FZD3_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
229,CPI-CS0BDA45927,FZD3_LRP6_WNT1,complex:FZD3_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
230,CPI-CS07DBC7D4F,FZD4_LRP5_WNT1,complex:FZD4_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
231,CPI-CS0A56528EB,FZD4_LRP6_WNT1,complex:FZD4_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
232,CPI-CS0B2E8C8EF,FZD5_LRP5_WNT1,complex:FZD5_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
233,CPI-CS07277CD50,FZD5_LRP6_WNT1,complex:FZD5_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
234,CPI-CS0657A12E9,FZD6_LRP5_WNT1,complex:FZD6_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
235,CPI-CS0C9174A37,FZD6_LRP6_WNT1,complex:FZD6_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
236,CPI-CS073E6987B,FZD7_LRP5_WNT1,complex:FZD7_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
237,CPI-CS00C4AD735,FZD7_LRP6_WNT1,complex:FZD7_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
238,CPI-CS0621C1CFD,FZD8_LRP5_WNT1,complex:FZD8_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
239,CPI-CS0A0235348,FZD8_LRP6_WNT1,complex:FZD8_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
240,CPI-CS05821E5C2,FZD9_LRP5_WNT1,complex:FZD9_LRP5,simple:P04628,,WNT1,True,False,False,user_curated,False
241,CPI-CS0E2A9E72A,FZD9_LRP6_WNT1,complex:FZD9_LRP6,simple:P04628,,WNT1,True,False,False,user_curated,False
242,CPI-SS01074696B,CER1_WNT1,simple:O95813,simple:P04628,CER1,WNT1,True,False,False,user_curated,False
243,CPI-CS00426FECA,FDZ8_RYK_WNT1,complex:FDZ8_RYK,simple:P04628,,WNT1,True,True,False,user_curated,False
244,CPI-CS0A527731D,FZD10_LRP5_WNT5A,complex:FZD10_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
245,CPI-CS0B3F661F1,FZD10_LRP6_WNT5A,complex:FZD10_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
246,CPI-CS00529A443,FZD2_LRP5_WNT5A,complex:FZD2_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
247,CPI-CS09FB07CB1,FZD2_LRP6_WNT5A,complex:FZD2_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
248,CPI-CS03025232D,FZD3_LRP5_WNT5A,complex:FZD3_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
249,CPI-CS0F06108D6,FZD3_LRP6_WNT5A,complex:FZD3_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
250,CPI-CS03524A330,FZD4_LRP5_WNT5A,complex:FZD4_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
251,CPI-CS01BA77CE7,FZD4_LRP6_WNT5A,complex:FZD4_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
252,CPI-CS05FB0A7F1,FZD5_LRP5_WNT5A,complex:FZD5_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
253,CPI-CS00DEA8C12,FZD5_LRP6_WNT5A,complex:FZD5_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
254,CPI-CS008DA70F3,FZD6_LRP5_WNT5A,complex:FZD6_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
255,CPI-CS01521EE2B,FZD6_LRP6_WNT5A,complex:FZD6_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
256,CPI-CS00D2EE99D,FZD7_LRP5_WNT5A,complex:FZD7_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
257,CPI-CS04EF3E555,FZD7_LRP6_WNT5A,complex:FZD7_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
258,CPI-CS0CF5A502A,FZD8_LRP5_WNT5A,complex:FZD8_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
259,CPI-CS0F983512F,FZD8_LRP6_WNT5A,complex:FZD8_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
260,CPI-CS008F67A0E,FZD9_LRP5_WNT5A,complex:FZD9_LRP5,simple:P41221,,WNT5A,True,False,False,user_curated,False
261,CPI-CS0D1C88065,FZD9_LRP6_WNT5A,complex:FZD9_LRP6,simple:P41221,,WNT5A,True,False,False,user_curated,False
262,CPI-SS069A70CE7,CER1_WNT5A,simple:O95813,simple:P41221,CER1,WNT5A,True,False,False,user_curated,False
263,CPI-CS04A96900E,FDZ8_RYK_WNT5A,complex:FDZ8_RYK,simple:P41221,,WNT5A,True,True,False,user_curated,False
264,CPI-SS082AD7B6A,FZD6_WNT5A,simple:O60353,simple:P41221,FZD6,WNT5A,True,True,False,curated,False
265,CPI-CS0D1E4E6C2,FZD10_LRP5_WNT3,complex:FZD10_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
266,CPI-CS0E310104C,FZD10_LRP6_WNT3,complex:FZD10_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
267,CPI-CS041DB789A,FZD1_LRP5_WNT3,complex:FZD1_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
268,CPI-CS0113A05E1,FZD1_LRP6_WNT3,complex:FZD1_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
269,CPI-CS09C6CE302,FZD2_LRP5_WNT3,complex:FZD2_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
270,CPI-CS09572EF0C,FZD2_LRP6_WNT3,complex:FZD2_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
271,CPI-CS0E6007E1E,FZD3_LRP5_WNT3,complex:FZD3_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
272,CPI-CS0BF2D6216,FZD3_LRP6_WNT3,complex:FZD3_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
273,CPI-CS08FF72B3A,FZD4_LRP5_WNT3,complex:FZD4_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
274,CPI-CS0349DDD33,FZD4_LRP6_WNT3,complex:FZD4_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
275,CPI-CS02B318AF4,FZD5_LRP5_WNT3,complex:FZD5_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
276,CPI-CS0444041A5,FZD5_LRP6_WNT3,complex:FZD5_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
277,CPI-CS044358A94,FZD6_LRP5_WNT3,complex:FZD6_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
278,CPI-CS0A2518705,FZD6_LRP6_WNT3,complex:FZD6_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
279,CPI-CS0F8EF2F56,FZD7_LRP5_WNT3,complex:FZD7_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
280,CPI-CS086CDC104,FZD7_LRP6_WNT3,complex:FZD7_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
281,CPI-CS08B0C4086,FZD8_LRP5_WNT3,complex:FZD8_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
282,CPI-CS04B8D01CF,FZD8_LRP6_WNT3,complex:FZD8_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
283,CPI-CS0F1D971DE,FZD9_LRP5_WNT3,complex:FZD9_LRP5,simple:P56703,,WNT3,True,False,False,user_curated,False
284,CPI-CS0CD275AB1,FZD9_LRP6_WNT3,complex:FZD9_LRP6,simple:P56703,,WNT3,True,False,False,user_curated,False
285,CPI-SS0C45A2762,CER1_WNT3,simple:O95813,simple:P56703,CER1,WNT3,True,False,False,user_curated,False
286,CPI-CS0DC43F5B8,FDZ8_RYK_WNT3,complex:FDZ8_RYK,simple:P56703,,WNT3,True,True,False,user_curated,False
287,CPI-SS070C51D94,FZD7_WNT3,simple:O75084,simple:P56703,FZD7,WNT3,True,True,False,curated,False
288,CPI-CS02B0C68A5,FZD10_LRP5_WNT3A,complex:FZD10_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
289,CPI-CS0C7005FD1,FZD10_LRP6_WNT3A,complex:FZD10_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
290,CPI-CS08C5D4CC5,FZD1_LRP5_WNT3A,complex:FZD1_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
291,CPI-CS03744A892,FZD1_LRP6_WNT3A,complex:FZD1_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
292,CPI-CS087B1A2AD,FZD2_LRP5_WNT3A,complex:FZD2_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
293,CPI-CS0A038267C,FZD2_LRP6_WNT3A,complex:FZD2_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
294,CPI-CS04185CD17,FZD3_LRP5_WNT3A,complex:FZD3_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
295,CPI-CS0C5CBB4DA,FZD3_LRP6_WNT3A,complex:FZD3_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
296,CPI-CS0B7C50AF8,FZD4_LRP5_WNT3A,complex:FZD4_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
297,CPI-CS07E36B000,FZD4_LRP6_WNT3A,complex:FZD4_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
298,CPI-CS0A15628EE,FZD5_LRP5_WNT3A,complex:FZD5_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
299,CPI-CS0557988CE,FZD5_LRP6_WNT3A,complex:FZD5_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
300,CPI-CS053132A17,FZD6_LRP5_WNT3A,complex:FZD6_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
301,CPI-CS00F608BF1,FZD6_LRP6_WNT3A,complex:FZD6_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
302,CPI-CS04DDE3B6A,FZD7_LRP5_WNT3A,complex:FZD7_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
303,CPI-CS0F6C6BD92,FZD7_LRP6_WNT3A,complex:FZD7_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
304,CPI-CS02A1759A7,FZD8_LRP5_WNT3A,complex:FZD8_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
305,CPI-CS0873A3572,FZD8_LRP6_WNT3A,complex:FZD8_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
306,CPI-CS041FF105F,FZD9_LRP5_WNT3A,complex:FZD9_LRP5,simple:P56704,,WNT3A,True,False,False,user_curated,False
307,CPI-CS073016411,FZD9_LRP6_WNT3A,complex:FZD9_LRP6,simple:P56704,,WNT3A,True,False,False,user_curated,False
308,CPI-SS0E61D926D,CER1_WNT3A,simple:O95813,simple:P56704,CER1,WNT3A,True,False,False,user_curated,False
309,CPI-CS0B440E124,FDZ8_RYK_WNT3A,complex:FDZ8_RYK,simple:P56704,,WNT3A,True,True,False,user_curated,False
310,CPI-CS0A63FEF59,FZD10_LRP5_WNT7A,complex:FZD10_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
311,CPI-CS05C98A8D6,FZD10_LRP6_WNT7A,complex:FZD10_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
312,CPI-CS0CD56A2CC,FZD1_LRP5_WNT7A,complex:FZD1_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
313,CPI-CS07B775F8D,FZD1_LRP6_WNT7A,complex:FZD1_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
314,CPI-CS0B5273C72,FZD2_LRP5_WNT7A,complex:FZD2_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
315,CPI-CS0DB31673B,FZD2_LRP6_WNT7A,complex:FZD2_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
316,CPI-CS0A94347F7,FZD3_LRP5_WNT7A,complex:FZD3_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
317,CPI-CS02B24ACED,FZD3_LRP6_WNT7A,complex:FZD3_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
318,CPI-CS0864EE3DE,FZD4_LRP5_WNT7A,complex:FZD4_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
319,CPI-CS0F73F8631,FZD4_LRP6_WNT7A,complex:FZD4_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
320,CPI-CS035E6950E,FZD5_LRP5_WNT7A,complex:FZD5_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
321,CPI-CS06703B08B,FZD5_LRP6_WNT7A,complex:FZD5_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
322,CPI-CS0C4B40F75,FZD6_LRP5_WNT7A,complex:FZD6_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
323,CPI-CS06F5B58EC,FZD6_LRP6_WNT7A,complex:FZD6_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
324,CPI-CS08F2F1471,FZD7_LRP5_WNT7A,complex:FZD7_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
325,CPI-CS0D35A8B40,FZD7_LRP6_WNT7A,complex:FZD7_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
326,CPI-CS09AF6EAE2,FZD8_LRP5_WNT7A,complex:FZD8_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
327,CPI-CS08643D43B,FZD8_LRP6_WNT7A,complex:FZD8_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
328,CPI-CS0244B7A6E,FZD9_LRP5_WNT7A,complex:FZD9_LRP5,simple:O00755,,WNT7A,True,False,False,user_curated,False
329,CPI-CS0DFEE920D,FZD9_LRP6_WNT7A,complex:FZD9_LRP6,simple:O00755,,WNT7A,True,False,False,user_curated,False
330,CPI-CS08CEA5F29,FZD10_LRP5_WNT9A,complex:FZD10_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
331,CPI-CS010FE7150,FZD10_LRP6_WNT9A,complex:FZD10_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
332,CPI-CS001CB9814,FZD1_LRP5_WNT9A,complex:FZD1_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
333,CPI-CS0C85FC57D,FZD1_LRP6_WNT9A,complex:FZD1_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
334,CPI-CS0969BC04B,FZD2_LRP5_WNT9A,complex:FZD2_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
335,CPI-CS0E53563BA,FZD2_LRP6_WNT9A,complex:FZD2_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
336,CPI-CS09A9BAC7F,FZD3_LRP5_WNT9A,complex:FZD3_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
337,CPI-CS05594052B,FZD3_LRP6_WNT9A,complex:FZD3_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
338,CPI-CS0BEEA9AA1,FZD4_LRP5_WNT9A,complex:FZD4_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
339,CPI-CS04D0A3F59,FZD4_LRP6_WNT9A,complex:FZD4_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
340,CPI-CS0C263D269,FZD5_LRP5_WNT9A,complex:FZD5_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
341,CPI-CS0725C2185,FZD5_LRP6_WNT9A,complex:FZD5_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
342,CPI-CS0C8354279,FZD6_LRP5_WNT9A,complex:FZD6_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
343,CPI-CS0EA6AE0F7,FZD6_LRP6_WNT9A,complex:FZD6_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
344,CPI-CS0AACBB208,FZD7_LRP5_WNT9A,complex:FZD7_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
345,CPI-CS0E1E8DC79,FZD7_LRP6_WNT9A,complex:FZD7_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
346,CPI-CS06879CDAE,FZD8_LRP5_WNT9A,complex:FZD8_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
347,CPI-CS0ACA88C98,FZD8_LRP6_WNT9A,complex:FZD8_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
348,CPI-CS09D520908,FZD9_LRP5_WNT9A,complex:FZD9_LRP5,simple:O14904,,WNT9A,True,False,False,user_curated,False
349,CPI-CS0CCD3D0A1,FZD9_LRP6_WNT9A,complex:FZD9_LRP6,simple:O14904,,WNT9A,True,False,False,user_curated,False
350,CPI-CS00E8E68AA,FZD10_LRP5_WNT9B,complex:FZD10_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
351,CPI-CS0EB060BA3,FZD10_LRP6_WNT9B,complex:FZD10_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
352,CPI-CS093B9AF93,FZD1_LRP5_WNT9B,complex:FZD1_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
353,CPI-CS0C050DC99,FZD1_LRP6_WNT9B,complex:FZD1_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
354,CPI-CS0483ECD06,FZD2_LRP5_WNT9B,complex:FZD2_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
355,CPI-CS0E9D2EC7B,FZD2_LRP6_WNT9B,complex:FZD2_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
356,CPI-CS0A7409D74,FZD3_LRP5_WNT9B,complex:FZD3_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
357,CPI-CS081ABF0EB,FZD3_LRP6_WNT9B,complex:FZD3_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
358,CPI-CS00EE75FE1,FZD4_LRP5_WNT9B,complex:FZD4_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
359,CPI-CS05EBA46D7,FZD4_LRP6_WNT9B,complex:FZD4_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
360,CPI-CS0CD3AB1EE,FZD5_LRP5_WNT9B,complex:FZD5_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
361,CPI-CS0FF5F9AAF,FZD5_LRP6_WNT9B,complex:FZD5_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
362,CPI-CS0C93912BC,FZD6_LRP5_WNT9B,complex:FZD6_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
363,CPI-CS07A47FD47,FZD6_LRP6_WNT9B,complex:FZD6_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
364,CPI-CS01C2D7CF3,FZD7_LRP5_WNT9B,complex:FZD7_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
365,CPI-CS05835BB8A,FZD7_LRP6_WNT9B,complex:FZD7_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
366,CPI-CS07C7FE1E6,FZD8_LRP5_WNT9B,complex:FZD8_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
367,CPI-CS0580F59AA,FZD8_LRP6_WNT9B,complex:FZD8_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
368,CPI-CS09B942EAA,FZD9_LRP5_WNT9B,complex:FZD9_LRP5,simple:O14905,,WNT9B,True,False,False,user_curated,False
369,CPI-CS05FC0F405,FZD9_LRP6_WNT9B,complex:FZD9_LRP6,simple:O14905,,WNT9B,True,False,False,user_curated,False
370,CPI-CS088ED962D,FZD10_LRP5_WNT2,complex:FZD10_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
371,CPI-CS01A368203,FZD10_LRP6_WNT2,complex:FZD10_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
372,CPI-CS0A8032B7C,FZD1_LRP5_WNT2,complex:FZD1_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
373,CPI-CS05CFD8AFA,FZD1_LRP6_WNT2,complex:FZD1_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
374,CPI-CS0E502BB1F,FZD2_LRP5_WNT2,complex:FZD2_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
375,CPI-CS01E56069F,FZD2_LRP6_WNT2,complex:FZD2_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
376,CPI-CS0CBE51948,FZD3_LRP5_WNT2,complex:FZD3_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
377,CPI-CS096783D6D,FZD3_LRP6_WNT2,complex:FZD3_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
378,CPI-CS070C94FC9,FZD4_LRP5_WNT2,complex:FZD4_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
379,CPI-CS0149222E6,FZD4_LRP6_WNT2,complex:FZD4_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
380,CPI-CS05A78F361,FZD5_LRP5_WNT2,complex:FZD5_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
381,CPI-CS092A988FB,FZD5_LRP6_WNT2,complex:FZD5_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
382,CPI-CS01903DA09,FZD6_LRP5_WNT2,complex:FZD6_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
383,CPI-CS0E9155EA2,FZD6_LRP6_WNT2,complex:FZD6_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
384,CPI-CS0ADD1BA62,FZD7_LRP5_WNT2,complex:FZD7_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
385,CPI-CS03C03A2E0,FZD7_LRP6_WNT2,complex:FZD7_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
386,CPI-CS03DB6EA2A,FZD8_LRP5_WNT2,complex:FZD8_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
387,CPI-CS0890C1FEE,FZD8_LRP6_WNT2,complex:FZD8_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
388,CPI-CS075091014,FZD9_LRP5_WNT2,complex:FZD9_LRP5,simple:P09544,,WNT2,True,False,False,user_curated,False
389,CPI-CS01757E3CC,FZD9_LRP6_WNT2,complex:FZD9_LRP6,simple:P09544,,WNT2,True,False,False,user_curated,False
390,CPI-SS0B7523B29,CER1_WNT2,simple:O95813,simple:P09544,CER1,WNT2,True,False,False,user_curated,False
391,CPI-SS09FF3A1EA,FZD9_WNT2,simple:O00144,simple:P09544,FZD9,WNT2,True,True,False,curated,False
392,CPI-CS06BD08CC7,FZD10_LRP5_WNT4,complex:FZD10_LRP5,simple:P56705,,WNT4,True,False,False,user_curated,False
