,POMC,P4HB,ITGA5,SEMA3E,SLAMF6,APLP2,PLXNB1,IFNGR1,COL27A1,UNC5B,WNT6,ESR1,OPRM1,CLEC4M,FGF2,WNT4,ITGB2,EPHA2,VLDLR,XCR1,VEGFA,FZD6,LRPAP1,RELN,CXCR4,TNFRSF12A,GPR1,EPHA7,KLRC2,SORL1,F11R,PLAU,CALCRL,CCL5,FGFR3,TNFRSF10D,PROCR,BST1,WNT11,BMP4,PTPRC,EPHB6,TNFSF14,COL21A1,KLRD1,PLXND1,HSD3B1,HLA-F,REN,LTC4S,NGFR,TREM2,ADORA1,COL5A2,FGF1,COL4A2,EPHB4,ITGA9,CD80,ITGB7,CDH5,AREG,CD96,NOTCH2,S1PR2,COL1A2,SFRP4,ERBB2,IGSF8,ITGAD,NTRK2,FAM19A5,VEGFB,EFNA1,CCL2,BMPR1B,CDCP1,WNT2,ACKR2,ACVR2A,LDLR,HLA-C,COL4A1,CCL13,IGF1,EPHB2,NT5E,ROR1,ITGA1,PLXNA1,SIRPG,FLT4,ROBO1,HBEGF,LILRB5,ALOX5AP,SCARA5,CLEC2D,FN1,CCR1,TNFRSF21,WNT7A,TYROBP,CD33,GH2,PROC,CSF1R,TACR3,SEMA4A,ABCA1,LRRC15,NOTCH4,HSD17B1,PIGR,LILRB2,CCL8,EGFR,NECTIN4,SEMA3F,PDGFA,FGFR2,NTRK3,NCAM1,CD58,ATP6AP2,FBN1,ITGA4,CEACAM1,CXCL2,SIRPA,PLXNA4,VEGFC,SORT1,PLXNC1,COL9A3,LAIR1,GFRA2,ESAM,TIGIT,TNFSF12,TNFRSF1B,VASN,TAC3,COL6A2,ITGA8,ACVR1B,TNFSF10,NOTCH3,ITGA6,TGFB1,PDCD1LG2,SEMA4C,APOA1,MUSK,CCL3L1,RAMP3,CCL26,ITGA2,FZD3,CCDC47,KREMEN1,PDGFB,IGFLR1,TNFRSF25,BST2,HLA-G,PLXNA3,LRP4,EFNA3,LAMC1,TMEM219,LRP6,CCR3,JAM3,SIRPB1,ITGA7,EPHB3,BDNF,TGFA,DSC2,COL6A1,KLRB1,TGFBR1,WNT3A,APP,CLU,BSG,ROBO2,XCL1,TGFBR3,GPR37,KIT,NGF,COL1A1,PDGFRA,NTN4,ADM2,FZD4,GHR,WNT5B,NTF3,PTPRS,CPM,EPO,CD274,NECTIN1,TNFRSF10A,ERBB3,TEK,NRG3,COL17A1,CYSLTR2,LEP,DSC3,OPRK1,CD320,FTH1,IL7R,KLRG1,NTN1,MERTK,RAMP2,LGALS3,HFE,CXCL16,CXCL10,NRP2,TNFRSF1A,LRP5,JAG1,SELL,NRP1,ADORA3,CHRM5,FPR3,CDH1,CXCL9,ITGB1,FZD5,WNT5A,PTGES,EFNA4,UNC5D,EFNA5,LEPR,COL3A1,EPHB1,JAG2,ERBB4,SEMA4B,ITGAL,PGR,EFNB1,SELP,ANGPT4,FGFR1,PDCD1,MCAM,KDR,WNT3,CCL14,MPZL1,COL15A1,IL7,IGFBP3,SEMA4D,BMPR1A,CEACAM4,STRA6,LTA,CD93,ICAM3,WNT2B,NECTIN3,ACVR1,M6PR,CXCR6,PILRA,CNTNAP1,IL1RAP,PLAUR,LTBR,FTL,RBP4,SPP1,PGF,ITGAM,CXCL14,ITGB5,CD46,KLRC1,ADORA2B,ITGAE,CDH2,CD99,PRL,BTN3A1,PRLR,BTC,CD55,CHAT,LGALS9,GLG1,DPP4,CD47,XCL2,SFRP1,COL26A1,SLIT2,TREML2,EPOR,CXCL11,LIFR,SELE,PTGES3,JAML,ENTPD1,CD2,ANXA1,SLC3A2,PTGFRN,NOTCH1,SEMA6D,JAM2,COL19A1,CD276,BMPR2,FLT1,CD200R1,WNT9A,SEMA3A,ANGPT1,KIR2DL3,PPIA,NECTIN2,HLA-E,TNF,PTGES2,FZD2,ACVR2B,TGFB2,PTPRF,TGFB3,CD226,LILRB1,DLL4,VSIR,EPHA1,ADGRE5,RNASET2,TNFRSF10B,EREG,APOE,IGF1R,ITGB6,DSCAM,ESR2,LILRA4,IL2RG,DLL1,ADGRE2,TLR8,NTS,PTGER3,INHA,PLXNA2,CD209,DLK1,EPHA4,SEMA7A,DKK1,FRZB,DSG2,COL5A1,ITGA3,PSAP,HEBP1,PODXL,CD24,PLXNB2,CD22,TGFBR2,ALOX5,EFNB2,RARRES2,TYRO3,ADM,EPHA3,CCL4,PDGFRB,AGRN,GAS6,CCL7,FZD1,NRG4,LTB,CD200,ACKR3,CYP19A1,ITGAV,CXCL12,CD74,KIR2DL1,GDF11,ITGA11,PVR,COL11A1,CCL3,TMED2,GP6,TMEM132A,FZD7,CSF1,MC1R
dNK1,0.07318148,0.83573085,0.16285384,0.007903205,0.06161394,0.31138012,0.019485356,0.10913065,0.035794064,0.0067715016,0.0032232006,0.045764707,0.07655254,0.001170436,0.009759031,0.007419181,0.2842702,0.0035824373,0.009248622,0.0017527159,0.09565934,0.030466031,0.34957963,0.006918449,0.20327015,0.06268245,0.010174543,0.0027938318,0.706804,0.5971349,0.06985063,0.11564607,0.034523427,0.61824167,0.0016454826,0.007991587,0.045859043,0.005910486,0.008027174,0.005355839,1.7171266,0.015026135,0.06130836,0.048244588,1.2728971,0.053554654,0.0735334,0.49783006,0.024824552,0.17550161,0.0018500405,0.038306195,0.0028479793,0.061519653,0.0043593263,0.17870654,0.012502897,0.015497093,0.0023137287,0.3207801,0.0082009705,1.0495704,1.1592692,0.18892087,0.016585685,0.18168838,0.007991789,0.04140694,0.056448806,1.4340591,0.012454314,0.0028034702,0.09319407,0.06519654,0.047880165,0.007315881,0.089551374,0.013544785,0.005024858,0.030700544,0.11437795,2.117775,0.26807067,0.004010236,0.061168816,0.017725324,0.030973764,0.021313295,0.822794,0.00725603,0.008363884,0.0064520338,0.03403075,0.018570878,0.011643078,0.2779812,0.024468418,0.086789414,0.78771996,0.13622692,0.019369556,0.0046605016,2.0667922,0.0056353146,0.016767245,0.00041917604,0.06353838,0.0017652792,0.02836217,0.11080456,0.00344383,0.003383641,0.05920761,0.035899762,0.010092354,0.005581045,0.115324534,0.013931076,0.006494933,0.011042612,0.029740907,0.0018659717,1.703931,0.3491077,0.38019124,0.11846691,0.11863006,0.020009898,0.0676973,0.019453675,0.0897036,0.008616322,0.14292863,0.06583702,0.013736731,0.06756497,0.0033065318,0.025616143,0.03531248,0.058919776,0.1335782,0.017502781,0.0060089463,0.10785889,0.003606775,0.04272081,0.25978196,0.007690643,0.03143507,0.7821443,0.006081411,0.03062048,0.024810627,0.013952558,0.18688427,0.0052726716,0.00082295213,0.012318457,0.0064807474,0.11208704,0.015120046,0.00868735,0.07691353,0.01069029,0.8328273,0.11667712,0.04062439,0.05439247,0.005421096,0.1458892,0.36341226,0.016368102,0.006039441,0.016790288,0.000919383,0.0050979923,0.019979715,0.0013945681,0.0066665877,0.02189287,0.10656848,0.7406471,0.5422431,0.00037527437,0.14813797,0.23621374,0.6224232,0.0107153775,0.89942,0.118651114,0.0016293412,0.052632503,0.001004131,0.21593766,0.023080954,0.017145988,0.0006953915,0.0033636438,0.019255573,0.016060373,0.0045396867,0.022853227,0.09185846,0.0,0.010455107,0.08457407,0.037080124,0.009855304,0.007475025,0.01318091,0.008303076,0.043218426,0.049915,0.0030652918,0.000237162,0.19460383,2.442379,0.009858801,0.013268932,0.010203333,0.03429452,0.015277555,0.33957726,0.0057348534,0.029998276,0.010465794,0.03981721,0.093204275,0.01090129,0.058046725,0.030640077,0.09165734,0.0032337538,0.05050361,0.014995085,0.07913987,0.0065916814,1.1191932,0.0058712475,0.019726092,0.021487845,0.013404854,0.012595271,0.6697236,0.05947013,0.28775242,0.010491926,0.0854208,0.007664026,0.04068666,0.4509772,0.0350314,0.020093556,0.0013103094,0.0046785707,0.041701067,0.0008976039,0.0627149,0.009867427,0.0019542095,0.0006851501,0.15340403,0.06579466,0.010129546,0.19055687,1.1340669,0.07784549,0.0004910237,0.01662774,0.012707149,0.03326759,0.45817795,0.012171508,0.12223052,0.068803616,0.2287172,0.007251499,0.051997118,0.002026516,0.07971035,0.079217725,0.03015614,2.1961043,0.08422041,1.2689275,0.062709115,0.26246372,0.6026433,0.21083961,0.3421093,2.247681,0.004781701,0.2229502,0.0028086044,1.0052683,0.044024803,0.19898254,0.08394119,0.002023142,0.66190815,0.0009559355,0.3090614,0.40187126,0.058247924,0.5829611,1.1673224,0.013043432,0.0031902543,0.035191465,0.00323747,0.020696415,0.0012897152,0.16348724,0.00035076242,0.630507,0.008505049,0.72113174,0.54430985,0.7232566,0.2532778,0.02067434,0.09960565,0.04623886,0.012221246,0.059198815,0.043599136,0.16845046,0.29365113,0.04123477,0.0044164695,0.018561825,0.008949498,0.6805696,1.2874465,0.05138429,1.5770776,0.14567694,0.1398855,0.0027399773,0.007414301,0.035681717,0.11866257,0.0077748573,0.011224821,0.20975876,0.0016089586,0.10339645,0.037305113,1.0539036,0.20891637,0.062198136,0.014517752,0.3046653,0.12262728,0.009871254,0.011706584,0.058639236,0.00020671744,0.7609597,0.017671982,0.009342766,0.0010773223,0.00046216263,0.022479935,0.008922084,0.01006968,0.0053359754,0.08247298,0.00868717,0.020098805,0.083355494,0.0114019,0.025405563,0.055508584,0.0267072,0.7310207,0.06206534,0.030960904,0.2277377,0.10484365,0.0061645377,0.14270994,0.017514333,0.007873005,0.017306944,0.0025505077,0.09477654,0.011107093,2.0553758,0.022082467,0.04332563,0.02944843,0.00044185188,0.0037425614,0.011747344,0.0881324,0.02093352,0.006712207,0.22973362,0.12749915,0.012821121,0.75624853,0.511584,0.030846631,0.0058919485,0.01886824,0.008262772,1.4209945,0.54861957,0.08196379,0.012749531,0.0015239253,0.64246655,0.0056027067
dNK2,0.0851345,0.70692253,0.11836961,0.0055102864,0.06829331,0.2532135,0.014166223,0.100892425,0.027729455,0.0066082445,0.0026839296,0.037950777,0.064712465,0.0012124722,0.006199457,0.0059708967,0.7327469,0.0042238254,0.0057542273,0.001564526,0.08117489,0.027262645,0.32949552,0.0047600064,0.37606293,0.04654191,0.00669292,0.0012857314,0.590868,0.5138432,0.06859087,0.09906127,0.018103724,1.0774078,0.002041747,0.008140327,0.033170268,0.0053613083,0.0030362736,0.002693503,1.8920985,0.008239404,0.1910088,0.030525511,1.6439357,0.06605091,0.03942478,0.5793823,0.019072875,0.149511,0.0018690645,0.038085096,0.002646319,0.044345275,0.002665617,0.12370945,0.010576149,0.013891889,0.0030717996,0.34449667,0.0074356305,1.4796647,1.1580248,0.17670126,0.019599289,0.14306259,0.0060886093,0.030883886,0.064560935,1.1304212,0.012270544,0.0018747237,0.06957807,0.06760051,0.03803905,0.006642323,0.06665901,0.012304648,0.0056247576,0.04291655,0.10499347,2.4250674,0.1906368,0.0055218316,0.056765854,0.014290051,0.03134397,0.015435821,0.68856174,0.0046051075,0.012975225,0.006290453,0.022904018,0.018046353,0.012979756,0.35739446,0.01530224,0.099313475,0.5031312,0.16126859,0.020541547,0.0029866982,2.2295554,0.00621385,0.009942598,0.00031974996,0.064502105,0.0017255651,0.033895686,0.0811095,0.0021823435,0.0042663706,0.038269397,0.022556592,0.009104933,0.006921038,0.0759166,0.007882684,0.004393127,0.008620014,0.021284575,0.0018602619,1.4938293,0.31763375,0.37199226,0.086674474,0.1979325,0.018915819,0.078465044,0.020288866,0.1386572,0.007543474,0.07738959,0.10675211,0.018091958,0.07888631,0.0033044913,0.019160904,0.031081598,0.073613636,0.16392137,0.013486392,0.0041051265,0.08653945,0.0032722037,0.04509577,0.27869394,0.008463294,0.021703392,0.9225924,0.0061282204,0.028056331,0.02337829,0.0068578133,0.1696085,0.0025651073,0.0,0.0092773475,0.005785636,0.094173715,0.011656183,0.008453878,0.10778903,0.009261004,1.0517148,0.078125976,0.032378573,0.038400196,0.0052744565,0.109467715,0.3449498,0.0143469935,0.003385644,0.013478241,0.00035410406,0.0059210933,0.02781448,0.0011558895,0.006626752,0.01762765,0.10973896,1.1615185,0.33419347,0.0007196353,0.13223344,0.26889285,0.62871176,0.009723991,2.0690844,0.07313146,0.0013198861,0.01914366,0.0008754385,0.18241714,0.0150334155,0.012856431,5.8268004e-05,0.002584395,0.011555046,0.008770913,0.0047262483,0.016461687,0.05883621,0.0,0.0077224835,0.041536886,0.05962214,0.0069946516,0.0061886352,0.0109559465,0.0076001845,0.04090779,0.024681386,0.003105048,0.0013256348,0.19369045,2.6127205,0.029326461,0.0144389365,0.0061461306,0.029491134,0.01365262,0.34041032,0.0049894326,0.030969592,0.010734243,0.034772053,0.08221436,0.006875114,0.07188241,0.15199542,0.07652237,0.0015112269,0.040129,0.01778986,0.06731876,0.005898474,1.0498713,0.006302448,0.0151182255,0.011768333,0.011129628,0.008508455,0.3274971,0.045447934,0.23641475,0.007999872,0.06018865,0.0072478345,0.03612805,0.46170357,0.021372734,0.01813448,0.0015279178,0.003169046,0.028616538,0.0018230822,0.033668477,0.0066565853,0.0014061534,0.00043087322,0.11406546,0.03632957,0.0076283156,0.15087396,0.85566604,0.056274198,0.000348713,0.007663926,0.015325788,0.03135442,0.5310395,0.0093781585,0.08045697,0.053463206,0.21852684,0.006922507,0.0438254,0.0023637675,0.061001424,0.06908372,0.025162827,2.3090897,0.08011972,1.243474,0.030511381,0.31943884,0.56448513,0.1484351,0.32217023,2.1651118,0.0027134933,0.19663386,0.0020463716,0.9828764,0.037850592,0.2500745,0.05725307,0.0018731706,0.6219568,0.0002734394,0.24566127,0.3889008,0.05543579,0.50795704,2.040202,0.005865585,0.004242344,0.028753199,0.00079734373,0.027445868,0.00092838536,0.09839978,0.00050261396,0.57353806,0.010698572,0.21153703,0.82626635,1.1517848,0.23539102,0.012984497,0.103960074,0.032919805,0.008381515,0.037391454,0.034086313,0.15246888,0.17669712,0.018821165,0.0016703628,0.0134090185,0.0057145776,0.46318778,1.2591455,0.043001324,1.8392153,0.15402211,0.13339093,0.0040083663,0.004989474,0.0206056,0.07354642,0.0067834756,0.027310755,0.065476775,0.00026466374,0.20662487,0.06769024,1.2098885,0.22083661,0.03704921,0.028348835,0.2998933,0.11610876,0.0050034346,0.008785471,0.04797301,0.00082318595,0.78009146,0.025279924,0.013300324,0.0006081597,0.00058681186,0.01755952,0.0065806904,0.0087706195,0.0065620546,0.07610309,0.03277922,0.013111365,0.07287664,0.008878456,0.016873052,0.040611304,0.019819122,0.7539449,0.062002655,0.028143117,0.20982163,0.07445845,0.008641991,0.15663938,0.018201001,0.007766037,0.011019348,0.0023398658,0.0826807,0.010137263,2.5608382,0.015599654,0.032863278,0.030903991,0.0005489431,0.0051344363,0.007890234,0.1444705,0.012216679,0.004496028,0.14340228,0.08407264,0.01148546,0.9120269,0.38051617,0.02587624,0.0036055539,0.009971784,0.0028822725,1.4156388,0.48536426,0.061854735,0.0067224926,0.0005801966,0.29703915,0.0035319976
dNK3,0.11644596,0.6211797,0.10953519,0.004203436,0.17782004,0.29155132,0.013005841,0.172226,0.017911477,0.0021118303,0.0042182147,0.030318858,0.103033796,0.000937902,0.004070549,0.0062609166,0.9692046,0.003924331,0.0073993835,0.0037597986,0.08692923,0.02469349,0.3463443,0.002861941,1.6360677,0.054775424,0.004229561,0.0026297462,0.2489476,0.29095992,0.05873389,0.052366532,0.021672377,2.81749,0.0006617518,0.004933155,0.03186889,0.0031796244,0.0026396585,0.0034873795,1.8696079,0.0101851355,0.28113097,0.016075203,1.8487549,0.057671137,0.036302317,0.71130997,0.019674944,0.059628516,0.0041604717,0.03377871,0.0015986382,0.044561278,0.0037432718,0.099082045,0.009557109,0.011813124,0.0015959588,0.26669037,0.007633513,1.1366206,1.1802757,0.16543339,0.031441916,0.15488905,0.006304734,0.031913012,0.09761666,0.33761472,0.009929601,0.0029080822,0.087972835,0.047026224,0.029128129,0.0045739245,0.016471952,0.014749103,0.0060148225,0.042927295,0.09466158,2.6017156,0.17705365,0.0038451531,0.059683446,0.008276167,0.028889416,0.014940019,0.46928394,0.0043569645,0.033342984,0.005492864,0.020004477,0.019224662,0.009689825,1.1688945,0.016498443,0.19081438,0.44596508,0.13080129,0.015963273,0.0008697621,2.2497587,0.004640934,0.015792996,0.0,0.058298457,0.0020825248,0.025181012,0.0818732,0.0013027625,0.0070033176,0.026346859,0.02240944,0.006631459,0.0044164113,0.05940932,0.008853371,0.0061709117,0.0125430245,0.020701673,0.0005322499,0.8953064,0.28266436,0.40845776,0.07700037,0.39368585,0.014474215,0.0791968,0.018185796,0.096514195,0.0054035257,0.029795729,0.18434368,0.014033798,0.063876726,0.005094488,0.02062699,0.3982352,0.15800774,0.24438183,0.013260767,0.0023983794,0.09334837,0.0019944874,0.084239565,0.31344596,0.007981475,0.05864098,0.99561954,0.005680875,0.032968145,0.024976168,0.0030591513,0.4386854,0.0034782283,0.0011427357,0.004337181,0.007583071,0.111600004,0.017183898,0.006513005,0.14650437,0.030563226,1.1005827,0.07006831,0.040626317,0.027474001,0.0019064718,0.10825978,0.30631894,0.010041895,0.0027079722,0.011778612,0.0016920933,0.004022757,0.008640107,0.0,0.0507093,0.014161133,0.06001602,2.0998302,0.23183532,0.0005834539,0.1405162,0.17192875,0.6744158,0.008797113,1.6986486,0.14368163,0.0018674406,0.017522024,0.0007091432,0.16374508,0.012336718,0.010657063,0.0026937437,0.003189697,0.011711227,0.00926533,0.0019909113,0.011033078,0.05200633,0.0004213177,0.014452114,0.0115450015,0.0724947,0.009854239,0.006824538,0.005893754,0.007149581,0.026185367,0.025077654,0.00397378,0.0005234248,0.15564568,2.790862,0.03087748,0.07846305,0.0033550954,0.0237406,0.01089699,0.38269994,0.0047099595,0.021351693,0.0116710765,0.029847484,0.22431019,0.0034044515,0.059525866,0.051569715,0.050197896,0.0023127042,0.021139853,0.014911091,0.05742916,0.008869145,0.87132907,0.004052361,0.018853366,0.010462832,0.014604384,0.0041381163,0.11684521,0.03657864,0.24052078,0.0055924994,0.033284932,0.007328478,0.0314482,0.49312353,0.022125233,0.016557269,0.0017482426,0.002520357,0.04119386,0.0027809227,0.037433024,0.0063431216,0.0039850203,0.0,0.061165713,0.02814331,0.0077678044,0.15965064,0.56268007,0.043444626,0.00081909285,0.010062321,0.07181519,0.023714833,0.5544974,0.007894381,0.04844611,0.026344392,0.2813166,0.07575229,0.035038657,0.0017232931,0.04787876,0.057882737,0.018450271,2.4557157,0.06985829,1.1653619,0.030038372,0.15474918,0.53732646,0.06884841,0.2977111,1.3263094,0.0010332654,0.5239075,0.00185625,1.1029723,0.03897866,0.26079476,0.053452577,0.0015900102,0.5076418,0.0,0.25856426,0.36867186,0.07686018,0.42491063,1.8515626,0.0043304455,0.0016614015,0.02183372,0.0015327058,0.054619554,0.0017138066,0.07384035,0.00082565914,0.7662228,0.029590592,0.07223089,0.5243389,0.905342,0.3440253,0.012404453,0.12335883,0.020430401,0.0088476995,0.029928483,0.028969891,0.14073984,0.17309198,0.04919084,0.00070474413,0.012063964,0.0026138998,0.19279876,1.5401928,0.042430036,2.097293,0.23991774,0.105481796,0.0022203154,0.0043003694,0.020280115,0.087094344,0.00992205,0.07320596,0.013699562,0.0015958713,0.3225515,0.07316791,1.1592445,0.251709,0.037555132,0.027501822,0.28006017,0.13140543,0.0036151628,0.0060934336,0.053396292,0.0,0.88459486,0.047815,0.009630031,0.0013260146,0.0,0.012223681,0.009633251,0.006221065,0.003288552,0.078065306,0.05571113,0.016823782,0.065551646,0.0045147594,0.010578068,0.042390086,0.019769179,0.74096066,0.07217836,0.018473614,0.19301994,0.03327276,0.008783851,0.33659887,0.012469329,0.01047016,0.010852716,0.0008382508,0.080896266,0.0062746033,2.8822408,0.017966812,0.019838696,0.020651909,0.0,0.0033919495,0.0030919753,0.4038424,0.008237013,0.00888681,0.10455618,0.06572297,0.009086096,1.2905473,0.14875767,0.02581646,0.0033466115,0.014437779,0.00297719,2.0610359,0.48566005,0.04915704,0.0054619815,0.0012027589,0.12639864,0.005765863
dM1,0.058705244,0.792057,0.2639105,0.0057520685,0.019897893,1.0849615,0.0102991555,0.6023712,0.048439853,0.04899827,0.0047052028,0.20749606,0.013149156,0.002172582,0.012170108,0.0092816185,1.2918812,0.006822405,0.008312659,0.002325799,0.41229984,0.017444326,0.5681484,0.0060544866,0.84919167,0.07662715,0.0073105483,0.0020710446,0.011283573,0.37851247,0.10012454,0.3922256,0.046943866,0.22200483,0.0019165212,0.088063546,0.07804835,0.13057059,0.001229224,0.0042368327,1.3098496,0.030213065,0.032046072,0.05071573,0.09206522,0.51381445,0.07081698,0.53464025,0.02049675,0.23431405,0.0021499908,0.7491166,0.005091954,0.07829506,0.0038652963,0.19189446,0.014301796,0.18817103,0.09791668,0.03252623,0.009574473,0.17973502,0.041799203,0.294779,0.054069936,0.23247907,0.008401607,0.03360885,0.048826568,0.060795825,0.0072553665,0.0031178482,0.2564543,0.04841554,0.37875363,0.007096417,0.17606905,0.012263014,0.002768369,0.12412415,0.07628047,2.110221,0.2514821,0.067178465,0.23128715,0.1983687,0.031818096,0.06721286,0.10415986,0.083955914,0.0020736784,0.007940708,0.04403591,0.32409367,0.20682532,0.522787,0.026621638,0.15947513,1.1897676,0.3013492,0.20505953,0.0049034534,2.5577135,0.18841302,0.016693933,0.010700778,0.8859855,0.0023812405,0.21810997,0.9668682,0.0026889413,0.010992067,0.051444978,0.017306468,0.3621709,0.08494459,0.11613686,0.022475658,0.0066035595,0.026060315,0.021017978,0.0047077374,0.09143768,0.3338311,0.73753023,0.11411402,0.21951893,0.014274919,0.87026125,0.44768482,0.014231477,0.012763578,0.14895366,0.40447736,0.0032365555,0.6193865,0.027701385,0.020775659,0.0041799955,0.24457943,0.6951817,0.022193966,0.009439593,0.13059925,0.0047847056,0.07142181,0.3764796,0.009717104,0.10092286,0.59336376,0.07743718,0.037696972,0.022120133,0.010733232,0.945858,0.0045561166,0.000997379,0.008606001,0.010019153,0.22671546,0.025370462,0.12350549,0.10181734,0.039473105,0.9545876,0.10785698,0.07035999,0.04596893,0.0065511125,0.1335635,0.5398111,0.021253094,0.004503841,0.017204378,0.08610921,0.0116179995,0.018024454,0.0006573807,0.06575619,0.13897859,0.10199137,0.04855254,0.3559446,0.00049935735,0.3903974,0.14529198,0.5915554,0.01357325,0.06138238,0.11568044,0.0015914097,0.0040506017,0.0016427987,0.25126213,0.026640551,0.01324095,0.0002032465,0.0035098789,0.020756625,0.033089533,0.0029231794,0.021825152,0.5098119,0.00012278941,0.08047981,0.013326455,0.040131632,0.007789792,0.009694284,0.009212924,0.003592585,0.02901188,0.05133847,0.005165739,0.00074322574,0.033995997,4.1282573,0.06942711,0.02207687,0.010395623,0.5874687,0.018020336,1.4080865,0.0438701,0.8129158,0.40425837,0.5168562,0.4519762,0.0141637735,0.05352231,0.08956141,0.7201998,0.105057664,0.013879347,0.7006078,0.044425204,0.5292457,0.6979917,0.024001596,0.033515707,0.02099113,0.02051524,0.007723137,0.06883265,0.081571184,0.34457317,0.013522645,0.007934513,0.007715512,0.05907894,0.25063634,0.044634115,0.041242648,0.0017252743,0.0034931437,0.080391146,0.0040389914,0.045893498,0.010350192,0.0016163522,0.0006031746,0.17048678,0.053827077,0.061342638,0.18873307,0.22107784,0.08481689,0.03834652,0.014121552,0.0013971038,0.31491187,0.07414045,0.05357457,0.064294234,0.12235817,0.5321054,0.004428192,0.6270875,0.00625951,0.2022569,1.1835095,0.2138613,4.5903673,0.05337345,2.223034,0.06732861,0.3891869,0.3849719,0.3359992,0.39554065,0.076994166,0.013912187,0.12284467,0.0015485975,0.6662121,0.03772068,0.110557124,0.12625891,0.0017417958,0.44840226,0.00019752534,0.7018379,0.4080274,0.051713787,0.5077554,0.074205704,0.011493863,0.0046794564,0.044823624,0.0032364314,0.037880145,0.17160109,0.16498654,0.0010552527,0.810565,0.26845318,0.43105045,0.02945829,1.4054192,0.49051845,0.031884585,0.105906695,0.04402643,0.013960161,0.05068398,0.13414049,0.34402674,0.27928424,0.07270624,0.0024203716,0.033292525,0.008482733,0.010106483,1.5489419,0.29716194,1.6718808,0.369203,0.14729597,0.047931165,0.021128891,0.06821391,0.10900281,0.008702116,0.050060682,0.29550862,0.0010611367,0.44415563,0.0069051227,0.561728,0.9365857,0.14590222,0.35489175,1.9660985,0.14494862,0.0066306037,0.011343912,0.02008954,0.00960259,0.21688741,0.018538056,0.27766618,0.11517325,0.0008912054,0.033383727,0.009059901,0.035099704,0.088434525,0.09943045,0.005334719,0.02323245,0.09906979,0.015537505,0.017857669,0.05965188,0.018327571,2.7018654,0.18855894,0.023995208,0.13652116,0.30354518,0.11625718,0.47042122,0.46948484,0.009931748,0.021275027,0.002061043,0.33280233,0.017366089,1.5142671,0.021721214,0.06640143,0.2802678,0.01752029,0.073504284,0.0076578315,0.06673036,0.015683392,0.03242299,0.23372059,0.36143136,0.06352471,3.4526765,0.007080575,0.01276706,0.0099600665,0.027167229,0.0060997307,1.9832057,0.4286045,0.02360374,0.010587536,0.0038548226,0.050126098,0.0068715927
