,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
18,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dNK2,eEVT,False,NA,NA,"[0.2226315367982702, 0.1053095219027789, 0.0105709938335869]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
26,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,T_cells,EVT_1,False,NA,NA,"[0.4967074317968015, 0.0484477892756349, 0.0178739416745061]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
34,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,VCT_CCC,eEVT,False,NA,NA,"[0.0180847909872517, 0.0880521790690779, 0.0266824785057812]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
38,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Plasma,EVT_1,False,NA,NA,"[0.8, 0.0156862745098039, 0.0352941176470588]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
58,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dM1,EVT_1,False,NA,NA,"[0.3305198950280161, 0.1832044825874175, 0.3809490034754237]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
66,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dT_regs,eEVT,False,NA,NA,"[0.2771213748657358, 0.0230934479054779, 0.005907626208378]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
72,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dDC,EVT_1,False,NA,NA,"[0.0590778097982708, 0.0734870317002881, 0.0821325648414985]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
82,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dS1,eEVT,False,NA,NA,"[0.0206875498990278, 0.0316535950781947, 0.0259240125862959]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
87,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,DC,EVT_1,False,NA,NA,"[0.4074605451936872, 0.2467718794835007, 0.4748923959827834]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
89,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,NK,EVT_1,False,NA,NA,"[0.3932909196067091, 0.0215924426450742, 0.0071332176595334]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
90,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dM2,EVT_1,False,NA,NA,"[0.1997614141633228, 0.2375013556013447, 0.2131005313957271]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
93,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,EVT_2,EVT_1,False,NA,NA,"[0.0156912637828668, 0.0195080576759966, 0.0224766751484308]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
98,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dEpi_secretory,EVT_1,False,NA,NA,"[0.0191873589164785, 0.0587501485089699, 0.0866104312700487]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
128,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Granulocytes,eEVT,False,NA,NA,"[0.4974358974358974, 0.7076923076923077, 0.5025641025641026]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
129,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dNK2,EVT_1,False,NA,NA,"[0.2226315367982702, 0.1053095219027789, 0.0105709938335869]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
130,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,MO,eEVT,False,NA,NA,"[0.22, 0.0590163934426229, 0.2793442622950819]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
137,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,uSMC,eEVT,False,NA,NA,"[0.0158422812885055, 0.0301003344481605, 0.0271665786539928]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
141,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,GC,eEVT,False,NA,NA,"[0.0526315789473684, 0.0, 0.0]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
147,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,VCT_CCC,EVT_1,False,NA,NA,"[0.0180847909872517, 0.0880521790690779, 0.0266824785057812]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
162,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,ILC3,eEVT,False,NA,NA,"[0.2166467542811629, 0.070489844683393, 0.0151334129828753]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
186,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,PV,EVT_1,False,NA,NA,"[0.009318637274549, 0.0170340681362725, 0.0098196392785571]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
188,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dT_regs,EVT_1,False,NA,NA,"[0.2771213748657358, 0.0230934479054779, 0.005907626208378]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
192,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Endo_L,EVT_1,False,NA,NA,"[0.0176036342986939, 0.1118682566723452, 0.0391822827938671]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
212,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dS1,EVT_1,False,NA,NA,"[0.0206875498990278, 0.0316535950781947, 0.0259240125862959]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
214,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dEpi_lumenal,eEVT,False,NA,NA,"[0.1037037037037037, 0.037037037037037, 0.0592592592592592]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
216,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dT_cells,eEVT,False,NA,NA,"[0.2839835728952772, 0.0290554414784394, 0.0184804928131416]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
233,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dNK1,EVT_1,False,NA,NA,"[0.1855502392344497, 0.1343540669856459, 0.0108133971291866]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
236,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,iEVT,eEVT,False,NA,NA,"[0.0255712731229597, 0.0424374319912948, 0.0272034820457018]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
245,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dS2,eEVT,False,NA,NA,"[0.0098713229702187, 0.0167006357801235, 0.012228880844462]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
255,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Endo_M,eEVT,False,NA,NA,"[0.0110513305220299, 0.2012505452959139, 0.0258833793805438]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
259,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,eEVT,EVT_1,False,NA,NA,"[0.0, 0.0, 0.0357142857142857]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
277,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Granulocytes,EVT_1,False,NA,NA,"[0.4974358974358974, 0.7076923076923077, 0.5025641025641026]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
278,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,MO,EVT_1,False,NA,NA,"[0.22, 0.0590163934426229, 0.2793442622950819]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
286,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,uSMC,EVT_1,False,NA,NA,"[0.0158422812885055, 0.0301003344481605, 0.0271665786539928]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
295,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,GC,EVT_1,False,NA,NA,"[0.0526315789473684, 0.0, 0.0]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
305,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,T_cells,eEVT,False,NA,NA,"[0.4967074317968015, 0.0484477892756349, 0.0178739416745061]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
310,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dNK3,EVT_1,False,NA,NA,"[0.5579268292682927, 0.0396341463414634, 0.0067750677506775]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
317,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,ILC3,EVT_1,False,NA,NA,"[0.2166467542811629, 0.070489844683393, 0.0151334129828753]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
349,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dS3,EVT_1,False,NA,NA,"[0.0154580586496931, 0.0121997423656891, 0.0055315602030764]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
356,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dEpi_lumenal,EVT_1,False,NA,NA,"[0.1037037037037037, 0.037037037037037, 0.0592592592592592]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
357,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dDC,eEVT,False,NA,NA,"[0.0590778097982708, 0.0734870317002881, 0.0821325648414985]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
359,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dT_cells,EVT_1,False,NA,NA,"[0.2839835728952772, 0.0290554414784394, 0.0184804928131416]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
380,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,DC,eEVT,False,NA,NA,"[0.4074605451936872, 0.2467718794835007, 0.4748923959827834]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
384,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,NK,eEVT,False,NA,NA,"[0.3932909196067091, 0.0215924426450742, 0.0071332176595334]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
385,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,iEVT,EVT_1,False,NA,NA,"[0.0255712731229597, 0.0424374319912948, 0.0272034820457018]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
386,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dM2,eEVT,False,NA,NA,"[0.1997614141633228, 0.2375013556013447, 0.2131005313957271]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
393,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dS2,EVT_1,False,NA,NA,"[0.0098713229702187, 0.0167006357801235, 0.012228880844462]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
402,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,dEpi_secretory,eEVT,False,NA,NA,"[0.0191873589164785, 0.0587501485089699, 0.0866104312700487]",True,0.478508871649511,5.36680844990792e-18,0.4285714285714285
403,LeukotrieneC4_byLTC4S_CYSLTR2,"['ALOX5AP', 'LTC4S', 'ALOX5']",CYSLTR2,Endo_M,EVT_1,False,NA,NA,"[0.0110513305220299, 0.2012505452959139, 0.0258833793805438]",True,0.0330826663201553,1.48630025052737e-17,0.0535072792588391
451,CCL3_CCR1,CCL3,CCR1,T_cells,EVT_1,False,NA,NA,0.1251175917215428,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
463,CCL3_CCR1,CCL3,CCR1,Plasma,EVT_1,False,NA,NA,0.0823529411764705,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
483,CCL3_CCR1,CCL3,CCR1,dM1,EVT_1,False,NA,NA,0.6950847577842401,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
497,CCL3_CCR1,CCL3,CCR1,dDC,EVT_1,False,NA,NA,0.2694524495677233,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
512,CCL3_CCR1,CCL3,CCR1,DC,EVT_1,False,NA,NA,0.3974175035868005,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
514,CCL3_CCR1,CCL3,CCR1,NK,EVT_1,False,NA,NA,0.3236938500096394,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
515,CCL3_CCR1,CCL3,CCR1,dM2,EVT_1,False,NA,NA,0.5506994902938944,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
518,CCL3_CCR1,CCL3,CCR1,EVT_2,EVT_1,True,0.0112945843494458,0.0438422239370173,0.061492790500424,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
521,CCL3_CCR1,CCL3,CCR1,T_cells,VCT_CCC,False,NA,NA,0.1251175917215428,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
523,CCL3_CCR1,CCL3,CCR1,dEpi_secretory,EVT_1,False,NA,NA,0.0863728169181418,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
554,CCL3_CCR1,CCL3,CCR1,dNK2,EVT_1,False,NA,NA,0.5462480980219429,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
563,CCL3_CCR1,CCL3,CCR1,dS1,VCT_CCC,False,NA,NA,0.0609590006105292,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
572,CCL3_CCR1,CCL3,CCR1,VCT_CCC,EVT_1,False,NA,NA,0.0933886747702342,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
589,CCL3_CCR1,CCL3,CCR1,DC,VCT_CCC,False,NA,NA,0.3974175035868005,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
594,CCL3_CCR1,CCL3,CCR1,NK,VCT_CCC,False,NA,NA,0.3236938500096394,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
607,CCL3_CCR1,CCL3,CCR1,EVT_2,B_cells,True,0.0112945843494458,0.0438422239370173,0.061492790500424,False,NA,NA,0.0271317829457364
611,CCL3_CCR1,CCL3,CCR1,PV,EVT_1,False,NA,NA,0.0430861723446893,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
613,CCL3_CCR1,CCL3,CCR1,dT_regs,EVT_1,False,NA,NA,0.169172932330827,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
617,CCL3_CCR1,CCL3,CCR1,Endo_L,EVT_1,False,NA,NA,0.0380465644520159,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
637,CCL3_CCR1,CCL3,CCR1,dS1,EVT_1,False,NA,NA,0.0609590006105292,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
655,CCL3_CCR1,CCL3,CCR1,EVT_2,dNK1,True,0.0112945843494458,0.0438422239370173,0.061492790500424,False,NA,NA,0.1086124401913875
658,CCL3_CCR1,CCL3,CCR1,dNK1,EVT_1,False,NA,NA,0.5741626794258373,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
684,CCL3_CCR1,CCL3,CCR1,eEVT,EVT_1,False,NA,NA,0.0714285714285714,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
702,CCL3_CCR1,CCL3,CCR1,Granulocytes,EVT_1,False,NA,NA,0.1897435897435897,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
703,CCL3_CCR1,CCL3,CCR1,MO,EVT_1,False,NA,NA,0.5704918032786885,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
711,CCL3_CCR1,CCL3,CCR1,uSMC,EVT_1,False,NA,NA,0.0310391363022942,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
714,CCL3_CCR1,CCL3,CCR1,dEpi_lumenal,VCT_CCC,False,NA,NA,0.0814814814814814,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
718,CCL3_CCR1,CCL3,CCR1,dT_cells,VCT_CCC,False,NA,NA,0.1378850102669404,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
720,CCL3_CCR1,CCL3,CCR1,GC,EVT_1,False,NA,NA,0.0,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
732,CCL3_CCR1,CCL3,CCR1,EVT_2,dM1,True,0.0112945843494458,0.0438422239370173,0.061492790500424,False,NA,NA,0.2576069224767714
735,CCL3_CCR1,CCL3,CCR1,dNK3,EVT_1,False,NA,NA,0.6781842818428184,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
742,CCL3_CCR1,CCL3,CCR1,ILC3,EVT_1,False,NA,NA,0.4460374352847471,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
749,CCL3_CCR1,CCL3,CCR1,dS2,VCT_CCC,False,NA,NA,0.0469077966720408,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
774,CCL3_CCR1,CCL3,CCR1,dS3,EVT_1,False,NA,NA,0.0448586800030309,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
781,CCL3_CCR1,CCL3,CCR1,dEpi_lumenal,EVT_1,False,NA,NA,0.0814814814814814,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
784,CCL3_CCR1,CCL3,CCR1,dT_cells,EVT_1,False,NA,NA,0.1378850102669404,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
798,CCL3_CCR1,CCL3,CCR1,MO,VCT_CCC,False,NA,NA,0.5704918032786885,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
800,CCL3_CCR1,CCL3,CCR1,EVT_2,Plasma,True,0.0112945843494458,0.0438422239370173,0.061492790500424,False,NA,NA,0.0235294117647058
807,CCL3_CCR1,CCL3,CCR1,uSMC,VCT_CCC,False,NA,NA,0.0310391363022942,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
810,CCL3_CCR1,CCL3,CCR1,iEVT,EVT_1,False,NA,NA,0.045157780195865,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
815,CCL3_CCR1,CCL3,CCR1,GC,VCT_CCC,False,NA,NA,0.0,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
818,CCL3_CCR1,CCL3,CCR1,dS2,EVT_1,False,NA,NA,0.0469077966720408,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
828,CCL3_CCR1,CCL3,CCR1,Endo_M,EVT_1,False,NA,NA,0.0488585138868692,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
865,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dNK2,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.1166813486025466
873,CCL5_CCR1,CCL5,CCR1,VCT_CCC,Plasma,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0235294117647058
876,CCL5_CCR1,CCL5,CCR1,T_cells,EVT_1,False,NA,NA,0.6966133584195673,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
884,CCL5_CCR1,CCL5,CCR1,VCT_CCC,eEVT,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.3571428571428571
888,CCL5_CCR1,CCL5,CCR1,Plasma,EVT_1,False,NA,NA,0.1176470588235294,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
892,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dS3,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0154580586496931
893,CCL5_CCR1,CCL5,CCR1,VCT_CCC,iEVT,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.2249727965179543
901,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dNK1,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.1086124401913875
908,CCL5_CCR1,CCL5,CCR1,dM1,EVT_1,False,NA,NA,0.1619973047733882,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
910,CCL5_CCR1,CCL5,CCR1,VCT_CCC,PV,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.008817635270541
922,CCL5_CCR1,CCL5,CCR1,dDC,EVT_1,False,NA,NA,0.1080691642651296,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
928,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dNK3,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0934959349593495
933,CCL5_CCR1,CCL5,CCR1,VCT_CCC,Endo_M,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0152682855896466
937,CCL5_CCR1,CCL5,CCR1,DC,EVT_1,False,NA,NA,0.1678622668579627,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
939,CCL5_CCR1,CCL5,CCR1,NK,EVT_1,False,NA,NA,0.7119722382880278,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
940,CCL5_CCR1,CCL5,CCR1,dM2,EVT_1,False,NA,NA,0.0825290098687777,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
943,CCL5_CCR1,CCL5,CCR1,EVT_2,EVT_1,True,0.0087311761603538,0.0107454830136724,0.0148430873621713,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
946,CCL5_CCR1,CCL5,CCR1,T_cells,VCT_CCC,False,NA,NA,0.6966133584195673,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
948,CCL5_CCR1,CCL5,CCR1,dEpi_secretory,EVT_1,False,NA,NA,0.0627301889034097,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
955,CCL5_CCR1,CCL5,CCR1,VCT_CCC,Granulocytes,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0051282051282051
979,CCL5_CCR1,CCL5,CCR1,dNK2,EVT_1,False,NA,NA,0.4387763273804757,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
988,CCL5_CCR1,CCL5,CCR1,dS1,VCT_CCC,False,NA,NA,0.0288122857277039,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
997,CCL5_CCR1,CCL5,CCR1,VCT_CCC,EVT_1,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1014,CCL5_CCR1,CCL5,CCR1,DC,VCT_CCC,False,NA,NA,0.1678622668579627,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1019,CCL5_CCR1,CCL5,CCR1,NK,VCT_CCC,False,NA,NA,0.7119722382880278,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
1032,CCL5_CCR1,CCL5,CCR1,EVT_2,B_cells,True,0.0087311761603538,0.0107454830136724,0.0148430873621713,False,NA,NA,0.0271317829457364
1036,CCL5_CCR1,CCL5,CCR1,PV,EVT_1,False,NA,NA,0.0161322645290581,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1038,CCL5_CCR1,CCL5,CCR1,dT_regs,EVT_1,False,NA,NA,0.3356605800214823,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1042,CCL5_CCR1,CCL5,CCR1,Endo_L,EVT_1,False,NA,NA,0.036342986939239,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1056,CCL5_CCR1,CCL5,CCR1,VCT_CCC,Endo_L,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0255536626916524
1061,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dEpi_secretory,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0150885113460853
1062,CCL5_CCR1,CCL5,CCR1,dS1,EVT_1,False,NA,NA,0.0288122857277039,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1080,CCL5_CCR1,CCL5,CCR1,EVT_2,dNK1,True,0.0087311761603538,0.0107454830136724,0.0148430873621713,False,NA,NA,0.1086124401913875
1083,CCL5_CCR1,CCL5,CCR1,dNK1,EVT_1,False,NA,NA,0.3176076555023923,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1093,CCL5_CCR1,CCL5,CCR1,VCT_CCC,ILC3,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.041816009557945
1101,CCL5_CCR1,CCL5,CCR1,VCT_CCC,B_cells,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0271317829457364
1109,CCL5_CCR1,CCL5,CCR1,eEVT,EVT_1,False,NA,NA,0.0714285714285714,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1127,CCL5_CCR1,CCL5,CCR1,Granulocytes,EVT_1,False,NA,NA,0.0461538461538461,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1128,CCL5_CCR1,CCL5,CCR1,MO,EVT_1,False,NA,NA,0.0734426229508196,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1130,CCL5_CCR1,CCL5,CCR1,VCT_CCC,dDC,True,0.0132188415073213,0.0026471312314794,0.0272754224725763,False,NA,NA,0.0374639769452449
1136,CCL5_CCR1,CCL5,CCR1,uSMC,EVT_1,False,NA,NA,0.0154902305932054,True,0.26407851175807,2.97527207433448e-292,0.5500094535829079
1139,CCL5_CCR1,CCL5,CCR1,dEpi_lumenal,VCT_CCC,False,NA,NA,0.0444444444444444,True,0.0560895823534361,2.3778781435510097e-36,0.1105840498072932
