,interaction,partner_A_genes,partner_B_genes,celltype_A,celltype_B,is_partner_A_DE,logFC_gene_A,adj_pval_gene_A,percent_expr_gene_A,is_partner_B_DE,logFC_gene_B,adj_pval_gene_B,percent_expr_gene_B
156634,PTPRC_CD22,PTPRC,CD22,dDC,EVT_2,False,NA,NA,0.7564841498559077,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156658,PTPRC_CD22,PTPRC,CD22,dS2,iEVT,False,NA,NA,0.0615854956955556,True,0.160226886010246,1.18162545219978e-54,0.2592491838955386
156659,PTPRC_CD22,PTPRC,CD22,eEVT,EVT_1,False,NA,NA,0.2857142857142857,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156660,PTPRC_CD22,PTPRC,CD22,DC,EVT_2,False,NA,NA,0.8393113342898135,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156661,PTPRC_CD22,PTPRC,CD22,NK,EVT_2,False,NA,NA,0.7264314632735686,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156666,PTPRC_CD22,PTPRC,CD22,dM2,EVT_2,False,NA,NA,0.563062574558074,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156677,PTPRC_CD22,PTPRC,CD22,Granulocytes,EVT_1,False,NA,NA,0.3948717948717948,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156678,PTPRC_CD22,PTPRC,CD22,MO,EVT_1,False,NA,NA,0.6678688524590164,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156681,PTPRC_CD22,PTPRC,CD22,eEVT,EVT_2,False,NA,NA,0.2857142857142857,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156686,PTPRC_CD22,PTPRC,CD22,uSMC,EVT_1,False,NA,NA,0.2253124449920788,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156695,PTPRC_CD22,PTPRC,CD22,GC,EVT_1,False,NA,NA,0.0,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156710,PTPRC_CD22,PTPRC,CD22,dNK3,EVT_1,False,NA,NA,0.8116531165311653,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156714,PTPRC_CD22,PTPRC,CD22,T_cells,iEVT,False,NA,NA,0.7497648165569144,True,0.160226886010246,1.18162545219978e-54,0.2592491838955386
156717,PTPRC_CD22,PTPRC,CD22,ILC3,EVT_1,False,NA,NA,0.7200318598168061,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156723,PTPRC_CD22,PTPRC,CD22,dNK2,EVT_2,False,NA,NA,0.8057980299511492,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156728,PTPRC_CD22,PTPRC,CD22,dNK3,EVT_2,False,NA,NA,0.8116531165311653,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156734,PTPRC_CD22,PTPRC,CD22,ILC3,EVT_2,False,NA,NA,0.7200318598168061,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156735,PTPRC_CD22,PTPRC,CD22,VCT_CCC,EVT_2,False,NA,NA,0.0435813815594426,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156749,PTPRC_CD22,PTPRC,CD22,dS3,EVT_1,False,NA,NA,0.0260665302720315,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156756,PTPRC_CD22,PTPRC,CD22,dEpi_lumenal,EVT_1,False,NA,NA,0.074074074074074,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156759,PTPRC_CD22,PTPRC,CD22,dT_cells,EVT_1,False,NA,NA,0.6651950718685832,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156769,PTPRC_CD22,PTPRC,CD22,dDC,iEVT,False,NA,NA,0.7564841498559077,True,0.160226886010246,1.18162545219978e-54,0.2592491838955386
156774,PTPRC_CD22,PTPRC,CD22,dT_regs,EVT_2,False,NA,NA,0.7653061224489796,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156776,PTPRC_CD22,PTPRC,CD22,dT_cells,EVT_2,False,NA,NA,0.6651950718685832,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156785,PTPRC_CD22,PTPRC,CD22,iEVT,EVT_1,False,NA,NA,0.0720892274211099,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156793,PTPRC_CD22,PTPRC,CD22,dS2,EVT_1,False,NA,NA,0.0615854956955556,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156796,PTPRC_CD22,PTPRC,CD22,DC,iEVT,False,NA,NA,0.8393113342898135,True,0.160226886010246,1.18162545219978e-54,0.2592491838955386
156800,PTPRC_CD22,PTPRC,CD22,NK,iEVT,False,NA,NA,0.7264314632735686,True,0.160226886010246,1.18162545219978e-54,0.2592491838955386
156803,PTPRC_CD22,PTPRC,CD22,Endo_M,EVT_1,False,NA,NA,0.1254907663225243,True,0.0124884558628368,1.53896913468873e-05,0.0281716770656078
156815,PTPRC_CD22,PTPRC,CD22,dS2,EVT_2,False,NA,NA,0.0615854956955556,True,0.0144146300343315,0.0039681279997823,0.0402883799830364
156864,SEMA3E_PLXND1,SEMA3E,PLXND1,Granulocytes,EVT_2,False,NA,NA,0.0051282051282051,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156866,SEMA3E_PLXND1,SEMA3E,PLXND1,MO,EVT_2,False,NA,NA,0.001639344262295,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156869,SEMA3E_PLXND1,SEMA3E,PLXND1,uSMC,EVT_2,False,NA,NA,0.0138473273484715,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156872,SEMA3E_PLXND1,SEMA3E,PLXND1,GC,EVT_2,False,NA,NA,0.1052631578947368,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156920,SEMA3E_PLXND1,SEMA3E,PLXND1,dS3,EVT_2,False,NA,NA,0.0057588845949837,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156921,SEMA3E_PLXND1,SEMA3E,PLXND1,T_cells,VCT_CCC,False,NA,NA,0.0037629350893697,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
156922,SEMA3E_PLXND1,SEMA3E,PLXND1,dEpi_lumenal,EVT_2,False,NA,NA,0.1259259259259259,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156934,SEMA3E_PLXND1,SEMA3E,PLXND1,dEpi_secretory,EVT_2,False,NA,NA,0.1314601401924676,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156938,SEMA3E_PLXND1,SEMA3E,PLXND1,iEVT,EVT_2,False,NA,NA,0.0342763873775843,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156958,SEMA3E_PLXND1,SEMA3E,PLXND1,Endo_M,EVT_2,False,NA,NA,0.0180311182201541,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
156963,SEMA3E_PLXND1,SEMA3E,PLXND1,dS1,VCT_CCC,False,NA,NA,0.007655097919504,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
156989,SEMA3E_PLXND1,SEMA3E,PLXND1,DC,VCT_CCC,False,NA,NA,0.0043041606886657,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
156994,SEMA3E_PLXND1,SEMA3E,PLXND1,NK,VCT_CCC,False,NA,NA,0.0021206863312126,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157003,SEMA3E_PLXND1,SEMA3E,PLXND1,T_cells,EVT_2,False,NA,NA,0.0037629350893697,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157033,SEMA3E_PLXND1,SEMA3E,PLXND1,PV,EVT_2,False,NA,NA,0.0069138276553106,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157040,SEMA3E_PLXND1,SEMA3E,PLXND1,Endo_L,EVT_2,False,NA,NA,0.013060760931289,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157052,SEMA3E_PLXND1,SEMA3E,PLXND1,dS1,EVT_2,False,NA,NA,0.007655097919504,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157059,SEMA3E_PLXND1,SEMA3E,PLXND1,dDC,EVT_2,False,NA,NA,0.0057636887608069,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157085,SEMA3E_PLXND1,SEMA3E,PLXND1,DC,EVT_2,False,NA,NA,0.0043041606886657,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157086,SEMA3E_PLXND1,SEMA3E,PLXND1,NK,EVT_2,False,NA,NA,0.0021206863312126,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157091,SEMA3E_PLXND1,SEMA3E,PLXND1,dM2,EVT_2,False,NA,NA,0.0041210280880598,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157106,SEMA3E_PLXND1,SEMA3E,PLXND1,eEVT,EVT_2,False,NA,NA,0.0714285714285714,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157114,SEMA3E_PLXND1,SEMA3E,PLXND1,dEpi_lumenal,VCT_CCC,False,NA,NA,0.1259259259259259,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157118,SEMA3E_PLXND1,SEMA3E,PLXND1,dT_cells,VCT_CCC,False,NA,NA,0.0016427104722792,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157148,SEMA3E_PLXND1,SEMA3E,PLXND1,dNK2,EVT_2,False,NA,NA,0.0031232481781052,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157149,SEMA3E_PLXND1,SEMA3E,PLXND1,dS2,VCT_CCC,False,NA,NA,0.0125787120128981,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157153,SEMA3E_PLXND1,SEMA3E,PLXND1,dNK3,EVT_2,False,NA,NA,0.0020325203252032,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157159,SEMA3E_PLXND1,SEMA3E,PLXND1,ILC3,EVT_2,False,NA,NA,0.003584229390681,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157160,SEMA3E_PLXND1,SEMA3E,PLXND1,VCT_CCC,EVT_2,False,NA,NA,0.0127482952860954,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157198,SEMA3E_PLXND1,SEMA3E,PLXND1,MO,VCT_CCC,False,NA,NA,0.001639344262295,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157199,SEMA3E_PLXND1,SEMA3E,PLXND1,dT_regs,EVT_2,False,NA,NA,0.0016111707841031,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157201,SEMA3E_PLXND1,SEMA3E,PLXND1,dT_cells,EVT_2,False,NA,NA,0.0016427104722792,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157207,SEMA3E_PLXND1,SEMA3E,PLXND1,uSMC,VCT_CCC,False,NA,NA,0.0138473273484715,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157215,SEMA3E_PLXND1,SEMA3E,PLXND1,GC,VCT_CCC,False,NA,NA,0.1052631578947368,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157240,SEMA3E_PLXND1,SEMA3E,PLXND1,dS2,EVT_2,False,NA,NA,0.0125787120128981,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157289,SEMA4A_PLXND1,SEMA4A,PLXND1,Granulocytes,EVT_2,False,NA,NA,0.0615384615384615,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157291,SEMA4A_PLXND1,SEMA4A,PLXND1,MO,EVT_2,False,NA,NA,0.1186885245901639,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157294,SEMA4A_PLXND1,SEMA4A,PLXND1,uSMC,EVT_2,False,NA,NA,0.0316258874611277,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157297,SEMA4A_PLXND1,SEMA4A,PLXND1,GC,EVT_2,False,NA,NA,0.0,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157345,SEMA4A_PLXND1,SEMA4A,PLXND1,dS3,EVT_2,False,NA,NA,0.0261423050693339,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157346,SEMA4A_PLXND1,SEMA4A,PLXND1,T_cells,VCT_CCC,False,NA,NA,0.0183443085606773,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157347,SEMA4A_PLXND1,SEMA4A,PLXND1,dEpi_lumenal,EVT_2,False,NA,NA,0.0518518518518518,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157359,SEMA4A_PLXND1,SEMA4A,PLXND1,dEpi_secretory,EVT_2,False,NA,NA,0.1157181893786384,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157363,SEMA4A_PLXND1,SEMA4A,PLXND1,iEVT,EVT_2,False,NA,NA,0.0106093579978237,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157383,SEMA4A_PLXND1,SEMA4A,PLXND1,Endo_M,EVT_2,False,NA,NA,0.0846299258397557,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157388,SEMA4A_PLXND1,SEMA4A,PLXND1,dS1,VCT_CCC,False,NA,NA,0.0440520358803362,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157414,SEMA4A_PLXND1,SEMA4A,PLXND1,DC,VCT_CCC,False,NA,NA,0.3041606886657101,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157419,SEMA4A_PLXND1,SEMA4A,PLXND1,NK,VCT_CCC,False,NA,NA,0.0100250626566416,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157428,SEMA4A_PLXND1,SEMA4A,PLXND1,T_cells,EVT_2,False,NA,NA,0.0183443085606773,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157458,SEMA4A_PLXND1,SEMA4A,PLXND1,PV,EVT_2,False,NA,NA,0.0355711422845691,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157465,SEMA4A_PLXND1,SEMA4A,PLXND1,Endo_L,EVT_2,False,NA,NA,0.0249858035207268,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157477,SEMA4A_PLXND1,SEMA4A,PLXND1,dS1,EVT_2,False,NA,NA,0.0440520358803362,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157484,SEMA4A_PLXND1,SEMA4A,PLXND1,dDC,EVT_2,False,NA,NA,0.2420749279538905,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157510,SEMA4A_PLXND1,SEMA4A,PLXND1,DC,EVT_2,False,NA,NA,0.3041606886657101,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157511,SEMA4A_PLXND1,SEMA4A,PLXND1,NK,EVT_2,False,NA,NA,0.0100250626566416,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157516,SEMA4A_PLXND1,SEMA4A,PLXND1,dM2,EVT_2,False,NA,NA,0.0643097277952499,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157531,SEMA4A_PLXND1,SEMA4A,PLXND1,eEVT,EVT_2,False,NA,NA,0.0,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157539,SEMA4A_PLXND1,SEMA4A,PLXND1,dEpi_lumenal,VCT_CCC,False,NA,NA,0.0518518518518518,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157543,SEMA4A_PLXND1,SEMA4A,PLXND1,dT_cells,VCT_CCC,False,NA,NA,0.0121149897330595,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157573,SEMA4A_PLXND1,SEMA4A,PLXND1,dNK2,EVT_2,False,NA,NA,0.0237847361255705,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157574,SEMA4A_PLXND1,SEMA4A,PLXND1,dS2,VCT_CCC,False,NA,NA,0.0660876707328202,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157578,SEMA4A_PLXND1,SEMA4A,PLXND1,dNK3,EVT_2,False,NA,NA,0.0165989159891598,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157584,SEMA4A_PLXND1,SEMA4A,PLXND1,ILC3,EVT_2,False,NA,NA,0.0171246515332536,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157585,SEMA4A_PLXND1,SEMA4A,PLXND1,VCT_CCC,EVT_2,False,NA,NA,0.0115624073525051,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157623,SEMA4A_PLXND1,SEMA4A,PLXND1,MO,VCT_CCC,False,NA,NA,0.1186885245901639,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157624,SEMA4A_PLXND1,SEMA4A,PLXND1,dT_regs,EVT_2,False,NA,NA,0.0193340494092373,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157626,SEMA4A_PLXND1,SEMA4A,PLXND1,dT_cells,EVT_2,False,NA,NA,0.0121149897330595,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157632,SEMA4A_PLXND1,SEMA4A,PLXND1,uSMC,VCT_CCC,False,NA,NA,0.0316258874611277,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157640,SEMA4A_PLXND1,SEMA4A,PLXND1,GC,VCT_CCC,False,NA,NA,0.0,True,0.067941847029213,3.4823850074841907e-15,0.2472576341535725
157665,SEMA4A_PLXND1,SEMA4A,PLXND1,dS2,EVT_2,False,NA,NA,0.0660876707328202,True,0.072343857722569,2.7203023690643e-13,0.236217133163698
157701,SEMA4A_SEM4B,SEMA4A,SEMA4B,T_cells,EVT_1,False,NA,NA,0.0183443085606773,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157713,SEMA4A_SEM4B,SEMA4A,SEMA4B,Plasma,EVT_1,False,NA,NA,0.0941176470588235,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157714,SEMA4A_SEM4B,SEMA4A,SEMA4B,Granulocytes,EVT_2,False,NA,NA,0.0615384615384615,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157716,SEMA4A_SEM4B,SEMA4A,SEMA4B,MO,EVT_2,False,NA,NA,0.1186885245901639,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157719,SEMA4A_SEM4B,SEMA4A,SEMA4B,uSMC,EVT_2,False,NA,NA,0.0316258874611277,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157722,SEMA4A_SEM4B,SEMA4A,SEMA4B,GC,EVT_2,False,NA,NA,0.0,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157733,SEMA4A_SEM4B,SEMA4A,SEMA4B,dM1,EVT_1,False,NA,NA,0.2079580112064685,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157747,SEMA4A_SEM4B,SEMA4A,SEMA4B,dDC,EVT_1,False,NA,NA,0.2420749279538905,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157762,SEMA4A_SEM4B,SEMA4A,SEMA4B,DC,EVT_1,False,NA,NA,0.3041606886657101,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157764,SEMA4A_SEM4B,SEMA4A,SEMA4B,NK,EVT_1,False,NA,NA,0.0100250626566416,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157765,SEMA4A_SEM4B,SEMA4A,SEMA4B,dM2,EVT_1,False,NA,NA,0.0643097277952499,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157768,SEMA4A_SEM4B,SEMA4A,SEMA4B,EVT_2,EVT_1,False,NA,NA,0.0059372349448685,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157770,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS3,EVT_2,False,NA,NA,0.0261423050693339,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157771,SEMA4A_SEM4B,SEMA4A,SEMA4B,T_cells,VCT_CCC,False,NA,NA,0.0183443085606773,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157772,SEMA4A_SEM4B,SEMA4A,SEMA4B,dEpi_lumenal,EVT_2,False,NA,NA,0.0518518518518518,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157773,SEMA4A_SEM4B,SEMA4A,SEMA4B,dEpi_secretory,EVT_1,False,NA,NA,0.1157181893786384,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157784,SEMA4A_SEM4B,SEMA4A,SEMA4B,dEpi_secretory,EVT_2,False,NA,NA,0.1157181893786384,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157788,SEMA4A_SEM4B,SEMA4A,SEMA4B,iEVT,EVT_2,False,NA,NA,0.0106093579978237,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157804,SEMA4A_SEM4B,SEMA4A,SEMA4B,dNK2,EVT_1,False,NA,NA,0.0237847361255705,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157808,SEMA4A_SEM4B,SEMA4A,SEMA4B,Endo_M,EVT_2,False,NA,NA,0.0846299258397557,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157813,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS1,VCT_CCC,False,NA,NA,0.0440520358803362,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157822,SEMA4A_SEM4B,SEMA4A,SEMA4B,VCT_CCC,EVT_1,False,NA,NA,0.0115624073525051,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157839,SEMA4A_SEM4B,SEMA4A,SEMA4B,DC,VCT_CCC,False,NA,NA,0.3041606886657101,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157844,SEMA4A_SEM4B,SEMA4A,SEMA4B,NK,VCT_CCC,False,NA,NA,0.0100250626566416,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157853,SEMA4A_SEM4B,SEMA4A,SEMA4B,T_cells,EVT_2,False,NA,NA,0.0183443085606773,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157861,SEMA4A_SEM4B,SEMA4A,SEMA4B,PV,EVT_1,False,NA,NA,0.0355711422845691,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157863,SEMA4A_SEM4B,SEMA4A,SEMA4B,dT_regs,EVT_1,False,NA,NA,0.0193340494092373,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157867,SEMA4A_SEM4B,SEMA4A,SEMA4B,Endo_L,EVT_1,False,NA,NA,0.0249858035207268,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157883,SEMA4A_SEM4B,SEMA4A,SEMA4B,PV,EVT_2,False,NA,NA,0.0355711422845691,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157887,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS1,EVT_1,False,NA,NA,0.0440520358803362,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157890,SEMA4A_SEM4B,SEMA4A,SEMA4B,Endo_L,EVT_2,False,NA,NA,0.0249858035207268,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157902,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS1,EVT_2,False,NA,NA,0.0440520358803362,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157908,SEMA4A_SEM4B,SEMA4A,SEMA4B,dNK1,EVT_1,False,NA,NA,0.0228708133971291,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157909,SEMA4A_SEM4B,SEMA4A,SEMA4B,dDC,EVT_2,False,NA,NA,0.2420749279538905,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157934,SEMA4A_SEM4B,SEMA4A,SEMA4B,eEVT,EVT_1,False,NA,NA,0.0,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157935,SEMA4A_SEM4B,SEMA4A,SEMA4B,DC,EVT_2,False,NA,NA,0.3041606886657101,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157936,SEMA4A_SEM4B,SEMA4A,SEMA4B,NK,EVT_2,False,NA,NA,0.0100250626566416,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157941,SEMA4A_SEM4B,SEMA4A,SEMA4B,dM2,EVT_2,False,NA,NA,0.0643097277952499,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157952,SEMA4A_SEM4B,SEMA4A,SEMA4B,Granulocytes,EVT_1,False,NA,NA,0.0615384615384615,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157953,SEMA4A_SEM4B,SEMA4A,SEMA4B,MO,EVT_1,False,NA,NA,0.1186885245901639,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157956,SEMA4A_SEM4B,SEMA4A,SEMA4B,eEVT,EVT_2,False,NA,NA,0.0,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157961,SEMA4A_SEM4B,SEMA4A,SEMA4B,uSMC,EVT_1,False,NA,NA,0.0316258874611277,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157964,SEMA4A_SEM4B,SEMA4A,SEMA4B,dEpi_lumenal,VCT_CCC,False,NA,NA,0.0518518518518518,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157968,SEMA4A_SEM4B,SEMA4A,SEMA4B,dT_cells,VCT_CCC,False,NA,NA,0.0121149897330595,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
157970,SEMA4A_SEM4B,SEMA4A,SEMA4B,GC,EVT_1,False,NA,NA,0.0,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157985,SEMA4A_SEM4B,SEMA4A,SEMA4B,dNK3,EVT_1,False,NA,NA,0.0165989159891598,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157992,SEMA4A_SEM4B,SEMA4A,SEMA4B,ILC3,EVT_1,False,NA,NA,0.0171246515332536,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
157998,SEMA4A_SEM4B,SEMA4A,SEMA4B,dNK2,EVT_2,False,NA,NA,0.0237847361255705,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
157999,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS2,VCT_CCC,False,NA,NA,0.0660876707328202,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
158003,SEMA4A_SEM4B,SEMA4A,SEMA4B,dNK3,EVT_2,False,NA,NA,0.0165989159891598,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
158009,SEMA4A_SEM4B,SEMA4A,SEMA4B,ILC3,EVT_2,False,NA,NA,0.0171246515332536,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
158010,SEMA4A_SEM4B,SEMA4A,SEMA4B,VCT_CCC,EVT_2,False,NA,NA,0.0115624073525051,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
158024,SEMA4A_SEM4B,SEMA4A,SEMA4B,dS3,EVT_1,False,NA,NA,0.0261423050693339,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
158031,SEMA4A_SEM4B,SEMA4A,SEMA4B,dEpi_lumenal,EVT_1,False,NA,NA,0.0518518518518518,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
158034,SEMA4A_SEM4B,SEMA4A,SEMA4B,dT_cells,EVT_1,False,NA,NA,0.0121149897330595,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
158048,SEMA4A_SEM4B,SEMA4A,SEMA4B,MO,VCT_CCC,False,NA,NA,0.1186885245901639,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
158049,SEMA4A_SEM4B,SEMA4A,SEMA4B,dT_regs,EVT_2,False,NA,NA,0.0193340494092373,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
158051,SEMA4A_SEM4B,SEMA4A,SEMA4B,dT_cells,EVT_2,False,NA,NA,0.0121149897330595,True,0.0468612721372073,0.0048370866419004,0.4609838846480067
158057,SEMA4A_SEM4B,SEMA4A,SEMA4B,uSMC,VCT_CCC,False,NA,NA,0.0316258874611277,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
158060,SEMA4A_SEM4B,SEMA4A,SEMA4B,iEVT,EVT_1,False,NA,NA,0.0106093579978237,True,0.245721229082576,3.38198562139202e-123,0.5772357723577236
158065,SEMA4A_SEM4B,SEMA4A,SEMA4B,GC,VCT_CCC,False,NA,NA,0.0,True,0.0471420484849064,9.60667213704988e-06,0.2757189445597391
