,0
0,DSG2
1,TNFRSF1B
2,FGFR3
3,NTRK3
4,NGFR
5,TYRO3
6,UNC5B
7,ACKR3
8,OPRM1
9,NCAM1
10,WNT3A
11,DSC2
12,XCL1
13,LEP
14,CCL3
15,EPHA1
16,CSF1R
17,LILRB2
18,LILRB1
19,PLXND1
20,SEMA3F
21,KLRC1
22,ADORA1
23,SFRP4
24,ADGRE2
25,ANGPT4
26,CXCL12
27,KIT
28,CD93
29,FGF1
30,CD226
31,FLT4
32,ROBO2
33,ERBB4
34,GH2
35,CCR1
36,JAG1
37,TGFB3
