gene_name,uniprot,hgnc_symbol,ensembl
KRTAP4-7,Q9BYR0,KRTAP4-7,ENSG00000240871
KRTAP4-8,Q9BYQ9,KRTAP4-8,ENSG00000204880
KRTAP4-8,Q9BYQ9,,ENSG00000261968
KRTAP5-8,O75690,KRTAP5-8,ENSG00000241233
KRBOX1,C9JBD0,KRBOX1,ENSG00000240747
KRBOX4,Q5JUW0,KRBOX4,ENSG00000147121
KRT222,Q8N1A0,KRT222,ENSG00000213424
KRTCAP2,Q8N6L1,KRTCAP2,ENSG00000163463
KSR1,Q8IVT5,KSR1,ENSG00000141068
KSR2,Q6VAB6,KSR2,ENSG00000171435
KTI12,Q96EK9,KTI12,ENSG00000198841
IGKV1-8,A0A0C4DH67,IGKV1-8,ENSG00000240671
IGKV1-8,A0A0C4DH67,IGKV1-8,ENSG00000283113
IGKV1-9,A0A0C4DH69,IGKV1-9,ENSG00000241755
IGKV1-9,A0A0C4DH69,IGKV1-9,ENSG00000282758
IGKV1-12,A0A0C4DH73,IGKV1-12,ENSG00000243290
IGKV1-12,A0A0C4DH73,IGKV1-12,ENSG00000282694
IGKV2-24,A0A0C4DH68,IGKV2-24,ENSG00000241294
IGKV2-24,A0A0C4DH68,IGKV2-24,ENSG00000282671
IGKV2-28,A0A075B6P5,IGKV2-28,ENSG00000244116
IGKV2-28,A0A075B6P5,IGKV2-28,ENSG00000282025
IGKV1-27,A0A075B6S5,IGKV1-27,ENSG00000244575
IGKV1-27,A0A075B6S5,IGKV1-27,ENSG00000282666
IGKV2-40,A0A087WW87,IGKV2-40,ENSG00000273962
IGKV2-40,A0A087WW87,IGKV2-40,ENSG00000282182
IGKV3-11,P04433,IGKV3-11,ENSG00000241351
IGKV3-11,P04433,IGKV3-11,ENSG00000282823
IGKV3-15,P01624,IGKV3-15,ENSG00000244437
IGKV3-15,P01624,IGKV3-15,ENSG00000282447
LAD1,O00515,LAD1,ENSG00000159166
LAPTM5,Q13571,LAPTM5,ENSG00000162511
LARP1,Q6PKG0,LARP1,ENSG00000155506
SLC43A2,Q8N370,SLC43A2,ENSG00000278550
SLC43A2,Q8N370,SLC43A2,ENSG00000167703
LAT,O43561,LAT,ENSG00000213658
LCA5L,O95447,LCA5L,ENSG00000157578
LBP,P18428,LBP,ENSG00000129988
LNPEP,Q9UIQ6,LNPEP,ENSG00000113441
LARP7,Q4G0J3,LARP7,ENSG00000174720
LCE2B,O14633,LCE2B,ENSG00000159455
LCE3E,Q5T5B0,LCE3E,ENSG00000185966
LCE6A,A0A183,LCE6A,ENSG00000235942
LCLAT1,Q6UWP7,LCLAT1,ENSG00000172954
LCMT1,Q9UIC8,LCMT1,ENSG00000205629
LCP2,Q13094,LCP2,ENSG00000043462
LCN10,Q6JVE6,LCN10,ENSG00000187922
LCN12,Q6JVE5,LCN12,ENSG00000184925
LCN9,Q8WX39,LCN9,ENSG00000148386
LCORL,Q8N3X6,LCORL,ENSG00000178177
LCOR,Q96JN0,LCOR,ENSG00000196233
KIF26B,Q2KJY2,KIF26B,ENSG00000281216
KIF26B,Q2KJY2,KIF26B,ENSG00000162849
KEAP1,Q14145,KEAP1,ENSG00000079999
KIR2DS2,P43631,KIR2DS2,ENSG00000274518
KIR2DS2,P43631,KIR2DS2,ENSG00000277885
KIR2DS2,P43631,KIR2DS2,ENSG00000276425
KIR2DS2,P43631,KIR2DS2,ENSG00000276139
KIR2DS2,P43631,KIR2DS2,ENSG00000275452
KIR2DS2,P43631,KIR2DS2,ENSG00000274438
KIR2DS2,P43631,KIR2DS2,ENSG00000275253
KIR2DS2,P43631,KIR2DS2,ENSG00000278300
KIR2DS2,P43631,KIR2DS2,ENSG00000276258
KIR2DS2,P43631,KIR2DS2,ENSG00000275735
KIR2DS2,P43631,KIR2DS2,ENSG00000278152
KIR2DS2,P43631,KIR2DS2,ENSG00000275737
KLLN,B2CW77,KLLN,ENSG00000227268
KLLN,B2CW77,KLLN,ENSG00000283059
KIF18A,Q8NI77,KIF18A,ENSG00000121621
TK1,P04183,TK1,ENSG00000167900
MAP1LC3B2,A6NCE7,MAP1LC3B2,ENSG00000258102
KLF10,Q13118,KLF10,ENSG00000155090
KLHL28,Q9NXS3,KLHL28,ENSG00000179454
KLHL30,Q0D2K2,KLHL30,ENSG00000168427
KLHL5,Q96PQ7,KLHL5,ENSG00000109790
KLF18,A0A0U1RQI7,KLF18,ENSG00000283039
KLHL17,Q6TDP4,KLHL17,ENSG00000187961
KLK12,Q9UKR0,KLK12,ENSG00000186474
KLHL21,Q9UJP4,KLHL21,ENSG00000162413
KLKB1,P03952,KLKB1,ENSG00000164344
DNAAF2,Q9NVR5,DNAAF2,ENSG00000165506
PQLC2,Q6ZP29,PQLC2,ENSG00000040487
LACTB2,Q53H82,LACTB2,ENSG00000147592
LACRT,Q9GZZ8,LACRT,ENSG00000135413
LAIR2,Q6ISS4,LAIR2,ENSG00000274084
LAIR2,Q6ISS4,LAIR2,ENSG00000275819
LAIR2,Q6ISS4,LAIR2,ENSG00000277335
LAIR2,Q6ISS4,LAIR2,ENSG00000167618
LANCL2,Q9NS86,LANCL2,ENSG00000132434
LAMP3,Q9UQV4,LAMP3,ENSG00000078081
SLC43A1,O75387,SLC43A1,ENSG00000149150
LEMD1,Q68G75,LEMD1,ENSG00000186007
LENG9,Q96B70,LENG9,ENSG00000278312
LENG9,Q96B70,LENG9,ENSG00000274495
LENG9,Q96B70,LENG9,ENSG00000273574
LENG9,Q96B70,LENG9,ENSG00000275183
LETM1,O95202,LETM1,ENSG00000168924
LETM2,Q2VYF4,LETM2,ENSG00000165046
MSANTD1,Q6ZTZ1,MSANTD1,ENSG00000188981
MT2A,P02795,MT2A,ENSG00000125148
LGMN,Q99538,LGMN,ENSG00000100600
KDSR,Q06136,KDSR,ENSG00000119537
KIF3A,Q9Y496,KIF3A,ENSG00000131437
KIF1B,O60333,KIF1B,ENSG00000054523
KIF16B,Q96L93,KIF16B,ENSG00000089177
KIF6,Q6ZMV9,KIF6,ENSG00000164627
KIF2A,O00139,KIF2A,ENSG00000068796
KIF9,Q9HAQ2,KIF9,ENSG00000088727
LANCL3,Q6ZV70,LANCL3,ENSG00000147036
LARP4B,Q92615,LARP4B,ENSG00000107929
LAPTM4A,Q15012,LAPTM4A,ENSG00000068697
LRRC37A2,A6NM11,LRRC37A2,ENSG00000238083
LRRC37A2,A6NM11,LRRC37A2,ENSG00000277221
LRRC37A2,A6NM11,LRRC37A2,ENSG00000274332
LUC7L3,O95232,LUC7L3,ENSG00000108848
LCA5,Q86VQ0,LCA5,ENSG00000135338
LCE1B,Q5T7P3,LCE1B,ENSG00000196734
LCE1D,Q5T752,LCE1D,ENSG00000172155
LCE1E,Q5T753,LCE1E,ENSG00000186226
LCE1F,Q5T754,LCE1F,ENSG00000240386
LCN15,Q6UWW0,LCN15,ENSG00000177984
LCN1,P31025,LCN1,ENSG00000160349
LCNL1,Q6ZST4,LCNL1,ENSG00000214402
LDHAL6B,Q9BYZ2,LDHAL6B,ENSG00000171989
LDHD,Q86WU2,LDHD,ENSG00000166816
LGALS1,P09382,LGALS1,ENSG00000100097
CDC42BPG,Q6DT37,CDC42BPG,ENSG00000171219
MRGPRD,Q8TDS7,MRGPRD,ENSG00000172938
MFAP2,P55001,MFAP2,ENSG00000117122
MFAP3,P55082,MFAP3,ENSG00000037749
MFAP5,Q13361,MFAP5,ENSG00000197614
MFNG,O00587,MFNG,ENSG00000100060
MFSD8,Q8NHS3,MFSD8,ENSG00000164073
MGLL,Q99685,MGLL,ENSG00000074416
MGME1,Q9BQP7,MGME1,ENSG00000125871
NOX3,Q9HBY0,NOX3,ENSG00000074771
NOX4,Q9NPH5,NOX4,ENSG00000086991
URB1,O60287,URB1,ENSG00000142207
MGAT4A,Q9UM21,MGAT4A,ENSG00000071073
MGAT4C,Q9UBM8,MGAT4C,ENSG00000182050
MGAT4C,Q9UBM8,MGAT4C,ENSG00000283530
MGAT4C,Q9UBM8,MGAT4C,ENSG00000285137
MMP21,Q8N119,MMP21,ENSG00000154485
MMS19,Q96T76,MMS19,ENSG00000155229
NREP,Q16612,NREP,ENSG00000134986
MMP28,Q9H239,MMP28,ENSG00000278843
MMP28,Q9H239,MMP28,ENSG00000271447
MMP7,P09237,MMP7,ENSG00000137673
MMP8,P22894,MMP8,ENSG00000118113
MMP9,P14780,MMP9,ENSG00000100985
NRIP3,Q9NQ35,NRIP3,ENSG00000175352
NRM,Q8IXM6,NRM,ENSG00000235773
NRM,Q8IXM6,NRM,ENSG00000137404
NRM,Q8IXM6,NRM,ENSG00000236843
NRM,Q8IXM6,NRM,ENSG00000228854
NRM,Q8IXM6,NRM,ENSG00000228867
NRM,Q8IXM6,NRM,ENSG00000234809
NRM,Q8IXM6,NRM,ENSG00000206484
NRN1,Q9NPD7,NRN1,ENSG00000124785
NRXN1,Q9ULB1,NRXN1,ENSG00000179915
NRXN1,P58400,NRXN1,ENSG00000179915
MOB3A,Q96BX8,MOB3A,ENSG00000172081
MOGAT3,Q86VF5,MOGAT3,ENSG00000106384
MORN4,Q8NDC4,MORN4,ENSG00000171160
SLC16A10,Q8TF71,SLC16A10,ENSG00000112394
MAP2K1,Q02750,MAP2K1,ENSG00000169032
SLC16A2,P36021,SLC16A2,ENSG00000147100
MAP2K3,P46734,MAP2K3,ENSG00000034152
MAP2K5,Q13163,MAP2K5,ENSG00000137764
MOSMO,Q8NHV5,MOSMO,ENSG00000185716
MOSMO,Q8NHV5,MOSMO,ENSG00000284487
MOS,P00540,MOS,ENSG00000172680
MRM1,Q6IN84,MRM1,ENSG00000278619
MRM1,Q6IN84,MRM1,ENSG00000274853
MSL3,Q8N5Y2,MSL3,ENSG00000005302
MS4A3,Q96HJ5,MS4A3,ENSG00000149516
MS4A5,Q9H3V2,MS4A5,ENSG00000166930
MS4A7,Q9GZW8,MS4A7,ENSG00000166927
MOG,Q16653,MOG,ENSG00000237834
MOG,Q16653,MOG,ENSG00000234096
MOG,Q16653,MOG,ENSG00000236561
MOG,Q16653,MOG,ENSG00000230885
MOG,Q16653,MOG,ENSG00000234623
MOG,Q16653,MOG,ENSG00000204655
MOG,Q16653,MOG,ENSG00000137345
MOG,Q16653,MOG,ENSG00000232641
SLC16A11,Q8NCK7,SLC16A11,ENSG00000174326
SLC16A8,O95907,SLC16A8,ENSG00000100156
MRS2,Q9HD23,MRS2,ENSG00000124532
ABCC3,O15438,ABCC3,ENSG00000108846
MRVI1,Q9Y6F6,MRVI1,ENSG00000072952
MSMO1,Q15800,MSMO1,ENSG00000052802
METTL21A,Q8WXB1,METTL21A,ENSG00000144401
MSS51,Q4VC12,MSS51,ENSG00000166343
MTFP1,Q9UDX5,MTFP1,ENSG00000242114
MTHFD2L,Q9H903,MTHFD2L,ENSG00000163738
MTMR3,Q13615,MTMR3,ENSG00000100330
MTMR12,Q9C0I1,MTMR12,ENSG00000150712
MTO1,Q9Y2Z2,MTO1,ENSG00000135297
MTRR,Q9UBK8,MTRR,ENSG00000124275
MTREX,P42285,MTREX,ENSG00000039123
MSRB2,Q9Y3D2,MSRB2,ENSG00000148450
MTG2,Q9H4K7,MTG2,ENSG00000101181
CBFA2T2,O43439,CBFA2T2,ENSG00000078699
MTMR2,Q13614,MTMR2,ENSG00000087053
MTOR,P42345,MTOR,ENSG00000198793
MTPN,P58546,MTPN,ENSG00000105887
GPR50,Q13585,GPR50,ENSG00000102195
MTSS1,O43312,MTSS1,ENSG00000170873
MTURN,Q8N3F0,MTURN,ENSG00000180354
SLC16A12,Q6ZSM3,SLC16A12,ENSG00000152779
SLC16A14,Q7RTX9,SLC16A14,ENSG00000163053
SLC16A1,P53985,SLC16A1,ENSG00000155380
SLC16A1,P53985,SLC16A1,ENSG00000281917
MAP2K2,P36507,MAP2K2,ENSG00000126934
MROH5,Q6ZUA9,MROH5,ENSG00000226807
MROH5,Q6ZUA9,MROH5,ENSG00000282181
MROH6,A6NGR9,MROH6,ENSG00000277781
MROH6,A6NGR9,MROH6,ENSG00000204839
MOSPD1,Q9UJG1,MOSPD1,ENSG00000101928
MSL2,Q9HCI7,MSL2,ENSG00000174579
MSTO1,Q9BUK6,MSTO1,ENSG00000125459
VCPKMT,Q9H867,VCPKMT,ENSG00000100483
CBFA2T3,O75081,CBFA2T3,ENSG00000129993
MTM1,Q13496,MTM1,ENSG00000171100
MTMR8,Q96EF0,MTMR8,ENSG00000102043
NSD2,O96028,NSD2,ENSG00000109685
NSD3,Q9BZ95,NSD3,ENSG00000147548
NSMCE1,Q8WV22,NSMCE1,ENSG00000169189
NSMCE3,Q96MG7,NSMCE3,ENSG00000282130
NSMCE3,Q96MG7,NSMCE3,ENSG00000185115
NSF,P46459,NSF,ENSG00000276262
NSF,P46459,NSF,ENSG00000073969
NSF,P46459,NSF,ENSG00000278174
NSL1,Q96IY1,NSL1,ENSG00000117697
SMPD3,Q9NY59,SMPD3,ENSG00000103056
NSMF,Q6X4W1,NSMF,ENSG00000165802
NSUN2,Q08J23,NSUN2,ENSG00000037474
NSUN4,Q96CB9,NSUN4,ENSG00000117481
NSUN5,Q96P11,NSUN5,ENSG00000130305
NSUN7,Q8NE18,NSUN7,ENSG00000179299
NT5C,Q8TCD5,NT5C,ENSG00000125458
NT5DC2,Q9H857,NT5DC2,ENSG00000168268
NT5DC4,Q86YG4,NT5DC4,ENSG00000144130
NT5M,Q9NPB1,NT5M,ENSG00000205309
NTAN1,Q96AB6,NTAN1,ENSG00000275779
NTAN1,Q96AB6,NTAN1,ENSG00000157045
SLC10A1,Q14973,SLC10A1,ENSG00000100652
MNT,Q99583,MNT,ENSG00000070444
CD200R1L,Q6Q8B3,CD200R1L,ENSG00000206531
METTL11B,Q5VVY1,METTL11B,ENSG00000203740
MOB3C,Q70IA8,MOB3C,ENSG00000142961
MOAP1,Q96BY2,MOAP1,ENSG00000278268
MOAP1,Q96BY2,MOAP1,ENSG00000165943
MOB1A,Q9H8S9,MOB1A,ENSG00000114978
MOGAT1,Q96PD6,MOGAT1,ENSG00000124003
MSN,P26038,MSN,ENSG00000147065
MRFAP1,Q9Y605,MRFAP1,ENSG00000179010
SLC16A7,O60669,SLC16A7,ENSG00000118596
MOGS,Q13724,MOGS,ENSG00000115275
SLC16A5,O15375,SLC16A5,ENSG00000170190
SLC16A9,Q7RTY1,SLC16A9,ENSG00000165449
MROH7,Q68CQ1,MROH7,ENSG00000184313
ABCC1,P33527,ABCC1,ENSG00000278183
ABCC1,P33527,ABCC1,ENSG00000103222
ABCC2,Q92887,ABCC2,ENSG00000023839
ABCC6,O95255,ABCC6,ENSG00000275331
ABCC6,O95255,ABCC6,ENSG00000091262
MOSPD3,O75425,MOSPD3,ENSG00000106330
MSMB,P08118,MSMB,ENSG00000263639
MSRB3,Q8IXL7,MSRB3,ENSG00000174099
MSX2,P35548,MSX2,ENSG00000120149
MRO,Q9BYG7,MRO,ENSG00000134042
MTERF2,Q49AM1,MTERF2,ENSG00000120832
MTERF3,Q96E29,MTERF3,ENSG00000156469
MTF2,Q9Y483,MTF2,ENSG00000143033
MTMR6,Q9Y217,MTMR6,ENSG00000139505
MTMR10,Q9NXD2,MTMR10,ENSG00000166912
MTMR10,Q9NXD2,MTMR10,ENSG00000277086
MTX2,O75431,MTX2,ENSG00000128654
TRMU,O75648,TRMU,ENSG00000100416
MUC13,Q9H3R2,MUC13,ENSG00000173702
MUC16,Q8WXI7,MUC16,ENSG00000181143
EMCN,Q9ULC0,EMCN,ENSG00000164035
MUC3A,Q02505,MUC3A,ENSG00000169894
MUC4,Q99102,MUC4,ENSG00000276613
MUC4,Q99102,MUC4,ENSG00000273822
MUC4,Q99102,MUC4,ENSG00000277585
MUC4,Q99102,MUC4,ENSG00000278303
MUC4,Q99102,MUC4,ENSG00000273984
MUC4,Q99102,MUC4,ENSG00000278468
MUC4,Q99102,MUC4,ENSG00000145113
MUC5AC,P98088,MUC5AC,ENSG00000215182
MUC5AC,P98088,MUC5AC,ENSG00000283158
MUC7,Q8TAX7,MUC7,ENSG00000171195
MUL1,Q969V5,MUL1,ENSG00000090432
MPV17L,Q2QL34,MPV17L,ENSG00000275543
MPV17L,Q2QL34,MPV17L,ENSG00000156968
MOK,Q9UQ07,MOK,ENSG00000080823
SLC16A6,O15403,SLC16A6,ENSG00000108932
TRIT1,Q9H3H1,TRIT1,ENSG00000043514
MAP2K4,P45985,MAP2K4,ENSG00000065559
MRNIP,Q6NTE8,MRNIP,ENSG00000161010
MRNIP,Q6NTE8,MRNIP,ENSG00000283918
MROH2A,A6NES4,MROH2A,ENSG00000185038
MROH2B,Q7Z745,MROH2B,ENSG00000171495
MROH8,Q9H579,MROH8,ENSG00000101353
MROH9,Q5TGP6,MROH9,ENSG00000117501
MRM2,Q9UI43,MRM2,ENSG00000122687
MSI2,Q96DH6,MSI2,ENSG00000153944
MAP2,P11137,MAP2,ENSG00000078018
MTMR4,Q9NYA4,MTMR4,ENSG00000108389
MTMR7,Q9Y216,MTMR7,ENSG00000003987
ADI1,Q9BV57,ADI1,ENSG00000280830
ADI1,Q9BV57,ADI1,ENSG00000182551
MTTP,P55157,MTTP,ENSG00000138823
MTNR1A,P48039,MTNR1A,ENSG00000168412
MTX1,Q13505,MTX1,ENSG00000173171
MTX3,Q5HYI7,MTX3,ENSG00000177034
MTUS1,Q9ULD2,MTUS1,ENSG00000129422
MUC12,Q9UKN1,MUC12,ENSG00000205277
MUC19,Q7Z5P9,MUC19,ENSG00000205592
MUC1,P15941,MUC1,ENSG00000185499
MUC20,Q8N307,MUC20,ENSG00000274843
MUC20,Q8N307,MUC20,ENSG00000276583
MUC20,Q8N307,MUC20,ENSG00000275430
MUC20,Q8N307,MUC20,ENSG00000277753
MUC20,Q8N307,MUC20,ENSG00000275501
MUC20,Q8N307,MUC20,ENSG00000281630
MUC20,Q8N307,MUC20,ENSG00000176945
MUC20,Q8N307,MUC20,ENSG00000278114
MUC21,Q5SSG8,,ENSG00000223590
MUC21,Q5SSG8,MUC21,ENSG00000231350
MUC21,Q5SSG8,MUC21,ENSG00000237962
MUC21,Q5SSG8,MUC21,ENSG00000234137
MUC21,Q5SSG8,MUC21,ENSG00000227506
MUC21,Q5SSG8,,ENSG00000206463
MUC21,Q5SSG8,MUC21,ENSG00000204544
MUC22,E2RYF6,MUC22,ENSG00000261272
MUC2,Q02817,MUC2,ENSG00000278466
MUC2,Q02817,MUC2,ENSG00000198788
MUC2,Q02817,,ENSG00000284971
MUC5B,Q9HC84,MUC5B,ENSG00000117983
MUC6,Q6W4X9,MUC6,ENSG00000277518
MUC6,Q6W4X9,MUC6,ENSG00000277281
MUC6,Q6W4X9,MUC6,ENSG00000184956
MUC6,Q6W4X9,MUC6,ENSG00000283350
MOB1B,Q7L9L4,MOB1B,ENSG00000173542
MOCS1,Q9NZB8,MOCS1,ENSG00000124615
MT-ND3,P03897,MT-ND3,ENSG00000198840
RANGRF,Q9HD47,RANGRF,ENSG00000108961
SLC16A4,O15374,SLC16A4,ENSG00000168679
MRM3,Q9HC36,MRM3,ENSG00000171861
MIS18A,Q9NYP9,MIS18A,ENSG00000159055
OIP5,O43482,OIP5,ENSG00000104147
MSH3,P20585,MSH3,ENSG00000113318
MSH6,P52701,MSH6,ENSG00000116062
METTL21C,Q5VZV1,METTL21C,ENSG00000139780
MT1G,P13640,MT1G,ENSG00000125144
MTERF1,Q99551,MTERF1,ENSG00000127989
MTBP,Q96DY7,MTBP,ENSG00000172167
MTAP,Q13126,MTAP,ENSG00000099810
MTHFD2,P13995,MTHFD2,ENSG00000065911
NUTM2A,Q8IVF1,NUTM2A,ENSG00000184923
MOCOS,Q96EN8,MOCOS,ENSG00000075643
MOGAT2,Q3SYC2,MOGAT2,ENSG00000166391
MSH4,O15457,MSH4,ENSG00000057468
MSL1,Q68DK7,MSL1,ENSG00000188895
MSANTD4,Q8NCY6,MSANTD4,ENSG00000170903
MSGN1,A6NI15,MSGN1,ENSG00000151379
MSH2,P43246,MSH2,ENSG00000095002
MT1A,P04731,MT1A,ENSG00000205362
MT1B,P07438,MT1B,ENSG00000169688
MT1X,P80297,MT1X,ENSG00000187193
MT3,P25713,MT3,ENSG00000087250
MT4,P47944,MT4,ENSG00000102891
MTFR2,Q6P444,MTFR2,ENSG00000146410
MTERF4,Q7Z6M4,MTERF4,ENSG00000122085
MTHFR,P42898,MTHFR,ENSG00000177000
LIME1,Q9H400,LIME1,ENSG00000203896
LIMK1,P53667,LIMK1,ENSG00000106683
LILRA6,Q6PI73,LILRA6,ENSG00000275539
LILRA6,Q6PI73,LILRA6,ENSG00000274148
LILRA6,Q6PI73,LILRA6,ENSG00000277177
LILRA6,Q6PI73,LILRA6,ENSG00000244482
LILRA6,Q6PI73,LILRA6,ENSG00000275584
LITAF,Q99732,LITAF,ENSG00000189067
LNP1,A1A4G5,LNP1,ENSG00000206535
LPXN,O60711,LPXN,ENSG00000110031
LRRC45,Q96CN5,LRRC45,ENSG00000169683
LRRC63,Q05C16,LRRC63,ENSG00000173988
LRFN5,Q96NI6,LRFN5,ENSG00000165379
LRRC53,A6NM62,LRRC53,ENSG00000162621
LRRC3C,A6NJW4,LRRC3C,ENSG00000204913
LRRTM3,Q86VH5,LRRTM3,ENSG00000198739
LRRC2,Q9BYS8,LRRC2,ENSG00000163827
LRP4,O75096,LRP4,ENSG00000134569
LSM8,O95777,LSM8,ENSG00000128534
LSM11,P83369,LSM11,ENSG00000155858
MCMBP,Q9BTE3,MCMBP,ENSG00000197771
JAK1,P23458,JAK1,ENSG00000162434
JAZF1,Q86VZ6,JAZF1,ENSG00000153814
MAPK8IP1,Q9UQF2,MAPK8IP1,ENSG00000121653
MAPK8IP2,Q13387,MAPK8IP2,ENSG00000008735
JAKMIP2,Q96AA8,JAKMIP2,ENSG00000176049
JMJD8,Q96S16,JMJD8,ENSG00000161999
JOSD2,Q8TAC2,JOSD2,ENSG00000161677
JMJD4,Q9H9V9,JMJD4,ENSG00000081692
JPH3,Q8WXH2,JPH3,ENSG00000154118
JSRP1,Q96MG2,JSRP1,ENSG00000167476
JTB,O76095,JTB,ENSG00000143543
JUND,P17535,JUND,ENSG00000130522
IZUMO1R,A6ND01,IZUMO1R,ENSG00000183560
JPT1,Q9UK76,JPT1,ENSG00000189159
KIAA0319L,Q8IZA0,KIAA0319L,ENSG00000142687
MECR,Q9BV79,MECR,ENSG00000116353
KRT74,Q7RTS7,KRT74,ENSG00000170484
KRT75,O95678,KRT75,ENSG00000170454
KIAA0895L,Q68EN5,KIAA0895L,ENSG00000196123
KRT80,Q6KB66,KRT80,ENSG00000167767
KRT8,P05787,KRT8,ENSG00000170421
MED11,Q9P086,MED11,ENSG00000161920
MED12,Q93074,MED12,ENSG00000184634
MED13,Q9UHV7,MED13,ENSG00000108510
MED21,Q13503,MED21,ENSG00000152944
MED22,Q15528,MED22,ENSG00000148297
MED22,Q15528,MED22,ENSG00000281022
MED23,Q9ULK4,MED23,ENSG00000112282
MED24,O75448,MED24,ENSG00000008838
MED25,Q71SY5,MED25,ENSG00000104973
MED26,O95402,MED26,ENSG00000105085
MED27,Q6P2C8,MED27,ENSG00000160563
MED28,Q9H204,MED28,ENSG00000118579
MED29,Q9NX70,MED29,ENSG00000063322
MED30,Q96HR3,MED30,ENSG00000164758
MED31,Q9Y3C7,MED31,ENSG00000108590
MED4,Q9NPJ6,MED4,ENSG00000136146
MED6,O75586,MED6,ENSG00000133997
MED7,O43513,MED7,ENSG00000155868
MED8,Q96G25,MED8,ENSG00000159479
MED9,Q9NWA0,MED9,ENSG00000141026
MEDAG,Q5VYS4,MEDAG,ENSG00000102802
MEF2A,Q02078,MEF2A,ENSG00000068305
MEF2B,Q02080,MEF2B,ENSG00000213999
MEF2C,Q06413,MEF2C,ENSG00000081189
MEF2D,Q14814,MEF2D,ENSG00000116604
MEFV,O15553,MEFV,ENSG00000103313
MEGF10,Q96KG7,MEGF10,ENSG00000145794
MEGF11,A6BM72,MEGF11,ENSG00000277848
MEGF11,A6BM72,MEGF11,ENSG00000157890
MEGF6,O75095,MEGF6,ENSG00000162591
MEGF8,Q7Z7M0,MEGF8,ENSG00000105429
MEGF9,Q9H1U4,MEGF9,ENSG00000106780
MEI1,Q5TIA1,MEI1,ENSG00000167077
MEI4,A8MW99,MEI4,ENSG00000269964
SERPINA4,P29622,SERPINA4,ENSG00000100665
KANSL1L,A0AUZ9,KANSL1L,ENSG00000144445
KALRN,O60229,KALRN,ENSG00000160145
PRKACB,P22694,PRKACB,ENSG00000142875
PRKACG,P22612,PRKACG,ENSG00000165059
MCU,Q8NE86,MCU,ENSG00000156026
ISY1,Q9ULR0,ISY1,ENSG00000240682
ITGB1BP1,O14713,ITGB1BP1,ENSG00000119185
ITIH2,P19823,ITIH2,ENSG00000151655
ITIH3,Q06033,ITIH3,ENSG00000162267
ITFG2,Q969R8,ITFG2,ENSG00000111203
ITK,Q08881,ITK,ENSG00000113263
MDFIC,Q9P1T7,MDFIC,ENSG00000135272
IVD,P26440,IVD,ENSG00000128928
IYD,Q6PHW0,IYD,ENSG00000009765
IZUMO2,Q6UXV1,IZUMO2,ENSG00000161652
IZUMO3,Q5VZ72,IZUMO3,ENSG00000205442
IZUMO4,Q1ZYL8,IZUMO4,ENSG00000099840
JAGN1,Q8N5M9,JAGN1,ENSG00000171135
JARID2,Q92833,JARID2,ENSG00000008083
ANOS1,P23352,ANOS1,ENSG00000011201
KANK2,Q63ZY3,KANK2,ENSG00000197256
KERA,O60938,KERA,ENSG00000139330
KHDRBS1,Q07666,KHDRBS1,ENSG00000121774
HSPH1,Q92598,HSPH1,ENSG00000120694
HSPA6,P17066,HSPA6,ENSG00000173110
IGHV3-74,A0A0B4J1X5,IGHV3-74,ENSG00000282305
IGHV3-74,A0A0B4J1X5,IGHV3-74,ENSG00000224650
LZTR1,Q8N653,LZTR1,ENSG00000099949
LZTS3,O60299,LZTS3,ENSG00000088899
MXD1,Q05195,MXD1,ENSG00000059728
MALT1,Q9UDY8,MALT1,ENSG00000172175
IMPDH1,P20839,IMPDH1,ENSG00000106348
LEMD3,Q9Y2U8,LEMD3,ENSG00000174106
IMPDH2,P12268,IMPDH2,ENSG00000178035
MANBA,O00462,MANBA,ENSG00000109323
MANBAL,Q9NQG1,MANBAL,ENSG00000101363
MATK,P42679,MATK,ENSG00000007264
MATN1,P21941,MATN1,ENSG00000162510
MATN2,O00339,MATN2,ENSG00000132561
MATN3,O15232,MATN3,ENSG00000132031
MATN4,O95460,MATN4,ENSG00000124159
MATR3,P43243,,ENSG00000280987
MATR3,P43243,MATR3,ENSG00000015479
MBLAC2,Q68D91,MBLAC2,ENSG00000176055
MBNL1,Q9NR56,MBNL1,ENSG00000152601
MBNL2,Q5VZF2,MBNL2,ENSG00000139793
MBNL3,Q9NUK0,MBNL3,ENSG00000076770
MBOAT1,Q6ZNC8,MBOAT1,ENSG00000172197
MBOAT2,Q6ZWT7,MBOAT2,ENSG00000143797
MBOAT4,Q96T53,MBOAT4,ENSG00000177669
LPCAT3,Q6P1A2,LPCAT3,ENSG00000111684
MBOAT7,Q96N66,MBOAT7,ENSG00000273592
MBOAT7,Q96N66,MBOAT7,ENSG00000275118
MBOAT7,Q96N66,MBOAT7,ENSG00000125505
MBOAT7,Q96N66,MBOAT7,ENSG00000276935
MBOAT7,Q96N66,MBOAT7,ENSG00000274194
MBOAT7,Q96N66,MBOAT7,ENSG00000278519
MBOAT7,Q96N66,MBOAT7,ENSG00000278322
MBOAT7,Q96N66,MBOAT7,ENSG00000277025
MBOAT7,Q96N66,MBOAT7,ENSG00000277733
MBOAT7,Q96N66,MBOAT7,ENSG00000277923
MYBPHL,A2RUH7,MYBPHL,ENSG00000221986
MCM7,P33993,MCM7,ENSG00000166508
