gene_name,uniprot,hgnc_symbol,ensembl
TADA2B,Q86TJ2,TADA2B,ENSG00000173011
TAGLN3,Q9UI15,TAGLN3,ENSG00000144834
TAMM41,Q96BW9,TAMM41,ENSG00000279643
TAMM41,Q96BW9,TAMM41,ENSG00000144559
CCDC59,Q9P031,CCDC59,ENSG00000133773
TATDN1,Q6P1N9,TATDN1,ENSG00000147687
TATDN2,Q93075,TATDN2,ENSG00000157014
TATDN3,Q17R31,TATDN3,ENSG00000203705
TUBB3,Q13509,TUBB3,ENSG00000258947
TBKBP1,A7MCY6,TBKBP1,ENSG00000198933
TBC1D1,Q86TI0,TBC1D1,ENSG00000065882
TBRG1,Q3YBR2,TBRG1,ENSG00000154144
TBC1D20,Q96BZ9,TBC1D20,ENSG00000125875
TBX2,Q13207,TBX2,ENSG00000121068
TBC1D7,Q9P0N9,TBC1D7,ENSG00000145979
TCEAL4,Q96EI5,TCEAL4,ENSG00000133142
TBC1D25,Q3MII6,TBC1D25,ENSG00000068354
TCEAL6,Q6IPX3,TCEAL6,ENSG00000204071
TCEAL8,Q8IYN2,TCEAL8,ENSG00000180964
TBL2,Q9Y4P3,TBL2,ENSG00000106638
TBX1,O43435,TBX1,ENSG00000184058
TBX6,O95947,TBX6,ENSG00000149922
TBC1D3I,A0A087WXS9,TBC1D3I,ENSG00000274933
TBC1D3I,A0A087WXS9,TBC1D3I,ENSG00000275861
TBC1D3I,A0A087WXS9,TBC1D3I,ENSG00000282144
TBC1D3K,A0A087X1G2,TBC1D3K,ENSG00000273513
TBC1D3K,A0A087X1G2,TBC1D3K,ENSG00000275153
TCOF1,Q13428,TCOF1,ENSG00000070814
TPT1,P13693,TPT1,ENSG00000133112
TECPR1,Q7Z6L1,TECPR1,ENSG00000205356
TERF2IP,Q9NYB0,TERF2IP,ENSG00000166848
TRAV29DV5,P04437,TRAV29DV5,ENSG00000211810
TRAV39,A0A0B4J263,TRAV39,ENSG00000211818
TRBV13,A0A0A6YYD4,TRBV13,ENSG00000282407
TRBV13,A0A0A6YYD4,TRBV13,ENSG00000276405
TRBV5-5,A0A597,TRBV5-5,ENSG00000282577
TRBV5-5,A0A597,TRBV5-5,ENSG00000211725
TWIST2,Q8WVJ9,TWIST2,ENSG00000233608
TEX13C,A0A0J9YWL9,TEX13C,ENSG00000282815
TEX13D,A0A0J9YY54,TEX13D,ENSG00000282419
SYT2,Q8N9I0,SYT2,ENSG00000143858
SYT4,Q9H2B2,SYT4,ENSG00000132872
SYT8,Q8NBV8,SYT8,ENSG00000149043
SYT9,Q86SS6,SYT9,ENSG00000170743
WARS2,Q9UGM6,WARS2,ENSG00000116874
ULK3,Q6PHR2,ULK3,ENSG00000140474
TMEM191B,P0C7N4,TMEM191B,ENSG00000278558
TAS2R39,P59534,TAS2R39,ENSG00000236398
TMEM178A,Q8NBL3,TMEM178A,ENSG00000152154
TMEM132C,Q8N3T6,TMEM132C,ENSG00000181234
TMEM132D,Q14C87,TMEM132D,ENSG00000151952
TAS2R1,Q9NYW7,TAS2R1,ENSG00000169777
TAAR2,Q9P1P5,TAAR2,ENSG00000146378
TAF2,Q6P1X5,TAF2,ENSG00000064313
TAF8,Q7Z7C8,TAF8,ENSG00000137413
TADA2A,O75478,TADA2A,ENSG00000276234
TADA2A,O75478,TADA2A,ENSG00000277104
TAF9,Q16594,TAF9,ENSG00000276463
TAF9,Q16594,TAF9,ENSG00000273841
TAF6,P49848,TAF6,ENSG00000106290
TAZ,Q16635,TAZ,ENSG00000102125
TUBB,P07437,TUBB,ENSG00000227739
TUBB,P07437,TUBB,ENSG00000196230
TUBB,P07437,TUBB,ENSG00000235067
TUBB,P07437,TUBB,ENSG00000224156
TUBB,P07437,TUBB,ENSG00000232575
TUBB,P07437,TUBB,ENSG00000229684
TUBB,P07437,TUBB,ENSG00000232421
TUBB,P07437,TUBB,ENSG00000183311
TUBAL3,A6NHL2,TUBAL3,ENSG00000178462
TUBB8,Q3ZCM7,TUBB8,ENSG00000261456
TUBA1B,P68363,TUBA1B,ENSG00000123416
TBC1D28,Q2M2D7,TBC1D28,ENSG00000189375
TBCC,Q15814,TBCC,ENSG00000124659
TBC1D14,Q9P2M4,TBC1D14,ENSG00000132405
TBC1D3D,A0A087WVF3,TBC1D3D,ENSG00000274419
TRAV6,A0A075B6T7,TRAV6,ENSG00000211780
TRAV8-2,A0A0B4J237,TRAV8-2,ENSG00000211786
TRAV8-4,P01737,TRAV8-4,ENSG00000211790
TRAV13-1,A0A0B4J241,TRAV13-1,ENSG00000211788
TRBV16,A0A087WV62,TRBV16,ENSG00000282415
TRBV16,A0A087WV62,TRBV16,ENSG00000275243
TRBV4-2,A0A539,TRBV4-2,ENSG00000282285
TRBV4-2,A0A539,TRBV4-2,ENSG00000211745
TRBV5-1,A0A578,TRBV5-1,ENSG00000282803
TRBV5-1,A0A578,TRBV5-1,ENSG00000211734
TRBV5-6,A0A599,TRBV5-6,ENSG00000282098
TRBV5-6,A0A599,TRBV5-6,ENSG00000211728
TRBV6-2,A0A0J9YXY3,TRBV6-2,ENSG00000282719
TRBV6-2,A0A0J9YXY3,TRBV6-2,ENSG00000283063
TRBV11-3,A0A5A6,TRBV11-3,ENSG00000282242
TRBV11-3,A0A5A6,TRBV11-3,ENSG00000276597
TRBV24-1,A0A075B6N3,TRBV24-1,ENSG00000282730
TRBV24-1,A0A075B6N3,TRBV24-1,ENSG00000211750
TRBV25-1,A0A075B6N4,TRBV25-1,ENSG00000281963
TRBV25-1,A0A075B6N4,TRBV25-1,ENSG00000282499
TWF1,Q12792,TWF1,ENSG00000151239
TWIST1,Q15672,TWIST1,ENSG00000122691
KARS,Q15046,KARS,ENSG00000065427
SYTL3,Q4VX76,SYTL3,ENSG00000164674
SYT6,Q5T7P8,SYT6,ENSG00000134207
SYT10,Q6XYQ8,SYT10,ENSG00000110975
TCP11L1,Q9NUJ3,TCP11L1,ENSG00000176148
TCP11L2,Q8N4U5,TCP11L2,ENSG00000166046
TCP11X1,B4DZS4,TCP11X1,ENSG00000268235
TCP11X2,Q5H9J9,TCP11X2,ENSG00000215029
TMEM151A,Q8N4L1,TMEM151A,ENSG00000179292
TMEM183A,Q8IXX5,TMEM183A,ENSG00000163444
TMEM151B,Q8IW70,TMEM151B,ENSG00000178233
TMEM126A,Q9H061,TMEM126A,ENSG00000171202
TMEM184B,Q9Y519,TMEM184B,ENSG00000198792
SZT2,Q5T011,SZT2,ENSG00000198198
TMEM176B,Q3YBM2,TMEM176B,ENSG00000106565
TMEM106C,Q9BVX2,TMEM106C,ENSG00000134291
TAS2R40,P59535,TAS2R40,ENSG00000221937
TSGA10IP,Q3SY00,TSGA10IP,ENSG00000175513
TP53INP2,Q8IXH6,TP53INP2,ENSG00000078804
TAS2R42,Q7RTR8,TAS2R42,ENSG00000273505
TAS2R42,Q7RTR8,TAS2R42,ENSG00000186136
TAS2R30,P59541,TAS2R30,ENSG00000262111
TAS2R30,P59541,TAS2R30,ENSG00000274699
TAS2R30,P59541,TAS2R30,ENSG00000256188
TAS2R38,P59533,TAS2R38,ENSG00000257138
TAGLN2,P37802,TAGLN2,ENSG00000158710
TAF7L,Q5H9L4,TAF7L,ENSG00000102387
KIAA0586,Q9BVV6,KIAA0586,ENSG00000100578
TANC1,Q9C0D5,TANC1,ENSG00000115183
TUBA3E,Q6PEY2,TUBA3E,ENSG00000152086
TUBE1,Q9UJT0,TUBE1,ENSG00000074935
TBC1D15,Q8TC07,TBC1D15,ENSG00000121749
TBC1D24,Q9ULP9,TBC1D24,ENSG00000162065
TBX10,O75333,TBX10,ENSG00000167800
TBX18,O95935,TBX18,ENSG00000112837
TICAM1,Q8IUC6,TICAM1,ENSG00000127666
TBX20,Q9UMR3,TBX20,ENSG00000164532
TCN2,P20062,TCN2,ENSG00000185339
CCT8,P50990,CCT8,ENSG00000156261
UHRF1BP1L,A0JNW5,UHRF1BP1L,ENSG00000111647
UHMK1,Q8TAS1,UHMK1,ENSG00000152332
UHRF1,Q96T88,UHRF1,ENSG00000276043
UIMC1,Q96RL1,UIMC1,ENSG00000087206
VARS,P26640,VARS,ENSG00000096171
VARS,P26640,VARS,ENSG00000226589
VARS,P26640,VARS,ENSG00000224264
VARS,P26640,VARS,ENSG00000231116
VARS,P26640,VARS,ENSG00000204394
VARS,P26640,VARS,ENSG00000227686
VARS,P26640,VARS,ENSG00000231945
ULK1,O75385,ULK1,ENSG00000177169
TMEM120A,Q9BXJ8,TMEM120A,ENSG00000189077
TMEM150B,A6NC51,TMEM150B,ENSG00000180061
SZRD1,Q7Z422,SZRD1,ENSG00000055070
TMEM161B,Q8NDZ6,TMEM161B,ENSG00000164180
TMEM126B,Q8IUX1,TMEM126B,ENSG00000171204
TMEM170B,Q5T4T1,TMEM170B,ENSG00000205269
GTF2F1,P35269,GTF2F1,ENSG00000125651
TIMM10B,Q9Y5J6,TIMM10B,ENSG00000132286
TP53TG3,Q9ULZ0,TP53TG3,ENSG00000183632
TAS2R19,P59542,TAS2R19,ENSG00000263028
TAS2R19,P59542,TAS2R19,ENSG00000278307
TAS2R19,P59542,TAS2R19,ENSG00000212124
TAS2R20,P59543,TAS2R20,ENSG00000273092
TAS2R20,P59543,TAS2R20,ENSG00000282612
TAS2R20,P59543,TAS2R20,ENSG00000255837
TAS2R43,P59537,TAS2R43,ENSG00000262612
TAS2R43,P59537,TAS2R43,ENSG00000282537
TAS2R43,P59537,TAS2R43,ENSG00000255374
L3HYPDH,Q96EM0,L3HYPDH,ENSG00000126790
TAS2R31,P59538,TAS2R31,ENSG00000263097
TAS2R31,P59538,TAS2R31,ENSG00000282256
TAS2R31,P59538,TAS2R31,ENSG00000256436
TM4SF18,Q96CE8,TM4SF18,ENSG00000163762
TM4SF19,Q96DZ7,TM4SF19,ENSG00000145107
TAAR6,Q96RI8,TAAR6,ENSG00000146383
TAAR8,Q969N4,TAAR8,ENSG00000146385
TAAR9,Q96RI9,TAAR9,ENSG00000237110
TAB1,Q15750,TAB1,ENSG00000100324
TAF3,Q5VWG9,TAF3,ENSG00000165632
TAF5L,O75529,TAF5L,ENSG00000135801
TAF6L,Q9Y6J9,TAF6L,ENSG00000162227
TAGLN,Q01995,TAGLN,ENSG00000149591
TAF12,Q16514,TAF12,ENSG00000120656
TAL1,P17542,TAL1,ENSG00000162367
TAOK1,Q7L7X3,TAOK1,ENSG00000160551
TAP2,Q03519,TAP2,ENSG00000225967
TAP2,Q03519,TAP2,ENSG00000204267
TAP2,Q03519,TAP2,ENSG00000206235
TAP2,Q03519,TAP2,ENSG00000223481
TAP2,Q03519,TAP2,ENSG00000228582
TAP2,Q03519,TAP2,ENSG00000237599
TAP2,Q03519,TAP2,ENSG00000206299
TAP2,Q03519,TAP2,ENSG00000232326
TASP1,Q9H6P5,TASP1,ENSG00000089123
TUBB4B,P68371,TUBB4B,ENSG00000188229
TBC1D10B,Q4KMP7,TBC1D10B,ENSG00000169221
TUBB1,Q9H4B7,TUBB1,ENSG00000101162
TRAV34,A0A0B4J273,TRAV34,ENSG00000211813
TRAV36DV7,A0A075B6V5,TRAV36DV7,ENSG00000211815
TRAV12-2,A0A075B6T6,TRAV12-2,ENSG00000211789
TRBV4-1,A0A577,TRBV4-1,ENSG00000282014
TRBV4-1,A0A577,TRBV4-1,ENSG00000211710
TRBV6-5,A0A0K0K1A5,TRBV6-5,ENSG00000277110
TRBV6-5,A0A0K0K1A5,TRBV6-5,ENSG00000211721
TRBV7-2,A0A1B0GXF2,TRBV7-2,ENSG00000282506
TRBV7-2,A0A1B0GXF2,TRBV7-2,ENSG00000282939
TRBV7-4,A0A1B0GX95,TRBV7-4,ENSG00000282756
TRBV7-4,A0A1B0GX95,TRBV7-4,ENSG00000253409
TRBV7-6,A0A1B0GX31,TRBV7-6,ENSG00000282704
TRBV7-6,A0A1B0GX31,TRBV7-6,ENSG00000211727
TRBV12-5,A0A1B0GX78,TRBV12-5,ENSG00000282605
TRBV12-5,A0A1B0GX78,TRBV12-5,ENSG00000275158
UBA6,A0AVT1,UBA6,ENSG00000033178
SARS2,Q9NP81,SARS2,ENSG00000104835
SARS2,Q9NP81,SARS2,ENSG00000283104
UBE2I,P63279,UBE2I,ENSG00000103275
UBE2K,P61086,UBE2K,ENSG00000078140
SYTL2,Q9HCH5,SYTL2,ENSG00000137501
SYT15,Q9BQS2,SYT15,ENSG00000204176
SNCG,O76070,SNCG,ENSG00000173267
TMEM176A,Q96HP8,TMEM176A,ENSG00000002933
TMEM106A,Q96A25,TMEM106A,ENSG00000184988
TAS2R60,P59551,TAS2R60,ENSG00000185899
TAS2R60,P59551,TAS2R60,ENSG00000285341
TAS2R16,Q9NYV7,TAS2R16,ENSG00000128519
TAS2R41,P59536,TAS2R41,ENSG00000221855
TAS2R41,P59536,TAS2R41,ENSG00000284982
TAOK2,Q9UL54,TAOK2,ENSG00000149930
TRAV41,A0A0B4J266,TRAV41,ENSG00000211820
TRAV9-1,A0A075B6T8,TRAV9-1,ENSG00000211783
TRBV6-1,A0A0K0K1D8,TRBV6-1,ENSG00000281970
TRBV6-1,A0A0K0K1D8,TRBV6-1,ENSG00000211706
TRBV11-1,A0A0K0K1C0,TRBV11-1,ENSG00000282711
TRBV11-1,A0A0K0K1C0,TRBV11-1,ENSG00000211720
SYNJ2BP,P57105,SYNJ2BP,ENSG00000213463
SYTL1,Q8IYJ3,SYTL1,ENSG00000142765
SYT3,Q9BQG1,SYT3,ENSG00000213023
SYTL5,Q8TDW5,SYTL5,ENSG00000147041
SYT14,Q8NB59,SYT14,ENSG00000143469
TARSL2,A2RTX5,TARSL2,ENSG00000185418
SYT17,Q9BSW7,SYT17,ENSG00000103528
UHRF2,Q96PU4,UHRF2,ENSG00000147854
USP17L12,C9JPN9,USP17L12,ENSG00000227551
TMEM178B,H3BS89,TMEM178B,ENSG00000261115
TMEM150C,B9EJG8,TMEM150C,ENSG00000249242
TMEM161A,Q9NX61,TMEM161A,ENSG00000064545
TMEM170A,Q8WVE7,TMEM170A,ENSG00000166822
TMEM131L,A2VDJ0,TMEM131L,ENSG00000121210
TP53TG5,Q9Y2B4,TP53TG5,ENSG00000124251
GTF2A2,P52657,GTF2A2,ENSG00000140307
TM4SF1,P30408,TM4SF1,ENSG00000169908
TDO2,P48775,TDO2,ENSG00000262635
TDO2,P48775,TDO2,ENSG00000151790
TAS2R3,Q9NYW6,TAS2R3,ENSG00000127362
GTF2E1,P29083,GTF2E1,ENSG00000153767
TAS2R7,Q9NYW3,TAS2R7,ENSG00000273326
TAS2R7,Q9NYW3,TAS2R7,ENSG00000274327
TAS2R7,Q9NYW3,TAS2R7,ENSG00000121377
TAAR1,Q96RJ0,TAAR1,ENSG00000146399
GTF2E2,P29084,GTF2E2,ENSG00000197265
TAF1A,Q15573,TAF1A,ENSG00000143498
TAF4,O00268,TAF4,ENSG00000280529
TAF4,O00268,TAF4,ENSG00000130699
TAF1,P21675,TAF1,ENSG00000147133
TAL2,Q16559,TAL2,ENSG00000186051
TARS,P26639,TARS,ENSG00000113407
TMEM132B,Q14DG7,TMEM132B,ENSG00000139364
TRAF3IP3,Q9Y228,TRAF3IP3,ENSG00000009790
TM4SF5,O14894,TM4SF5,ENSG00000142484
TP53INP1,Q96A56,TP53INP1,ENSG00000164938
TAS2R8,Q9NYW2,TAS2R8,ENSG00000272712
TAS2R8,Q9NYW2,TAS2R8,ENSG00000277316
TAS2R8,Q9NYW2,TAS2R8,ENSG00000121314
TAF9B,Q9HBM6,TAF9B,ENSG00000187325
TAF1D,Q9H5J8,TAF1D,ENSG00000166012
TAF5,Q15542,TAF5,ENSG00000148835
TAF10,Q12962,TAF10,ENSG00000166337
TAF7,Q15545,TAF7,ENSG00000178913
TBC1D10C,Q8IV04,TBC1D10C,ENSG00000175463
TNKS1BP1,Q9C0C2,TNKS1BP1,ENSG00000149115
TBATA,Q96M53,TBATA,ENSG00000166220
TBC1D13,Q9NVG8,TBC1D13,ENSG00000107021
TCP11,Q8WWU5,TCP11,ENSG00000124678
TCEANC2,Q96MN5,TCEANC2,ENSG00000116205
TRBD1,P0DPI4,TRBD1,ENSG00000282253
TRBD1,P0DPI4,TRBD1,ENSG00000282431
DNTT,P04053,DNTT,ENSG00000107447
TEC,P42680,TEC,ENSG00000135605
TEN1,Q86WV5,TEN1,ENSG00000257949
TDRKH,Q9Y2W6,TDRKH,ENSG00000182134
TENM1,Q9UKZ4,TENM1,ENSG00000009694
TERB2,Q8NHR7,TERB2,ENSG00000167014
TCAP,O15273,TCAP,ENSG00000173991
TESPA1,A2RU30,TESPA1,ENSG00000135426
TEX10,Q9NXF1,TEX10,ENSG00000136891
TEPP,Q6URK8,TEPP,ENSG00000159648
SYT7,O43581,SYT7,ENSG00000011347
SYT16,Q17RD7,SYT16,ENSG00000139973
SYT1,P21579,SYT1,ENSG00000067715
SYVN1,Q86TM6,SYVN1,ENSG00000162298
TMEM179,Q6ZVK1,TMEM179,ENSG00000276342
TMEM179,Q6ZVK1,TMEM179,ENSG00000258986
TMEM179B,Q7Z7N9,TMEM179B,ENSG00000185475
TMEM121B,Q9BXQ6,TMEM121B,ENSG00000183307
TMEM184C,Q9NVA4,TMEM184C,ENSG00000164168
TMEM185B,Q9H7F4,TMEM185B,ENSG00000226479
TMEM191C,A6NGB0,TMEM191C,ENSG00000206140
TMEM132E,Q6IEE7,TMEM132E,ENSG00000181291
TMEM255B,Q8WV15,TMEM255B,ENSG00000282107
TMEM255B,Q8WV15,TMEM255B,ENSG00000184497
TAF11,Q15544,TAF11,ENSG00000064995
TRIOBP,Q9H2D6,TRIOBP,ENSG00000100106
TMSB15B,P0CG35,TMSB15B,ENSG00000158427
TMSB15B,P0CG35,,ENSG00000269226
TUBA3D,P0DPH8,TUBA3D,ENSG00000075886
TUBB6,Q9BUF5,TUBB6,ENSG00000176014
TBC1D31,Q96DN5,TBC1D31,ENSG00000156787
TBC1D3C,Q6IPX1,TBC1D3C,ENSG00000278299
TBC1D16,Q8TBP0,TBC1D16,ENSG00000167291
TCAF1,Q9Y4C2,TCAF1,ENSG00000198420
TBC1D5,Q92609,TBC1D5,ENSG00000131374
TBC1D23,Q9NUY8,TBC1D23,ENSG00000036054
TCTE3,Q8IZS6,TCTE3,ENSG00000275368
TCTE3,Q8IZS6,TCTE3,ENSG00000184786
TBC1D8,O95759,TBC1D8,ENSG00000204634
TRBV9,A0A0B4J1U6,TRBV9,ENSG00000282204
TRBV9,A0A0B4J1U6,TRBV9,ENSG00000211716
TRBV10-1,A0A0K0K1A3,TRBV10-1,ENSG00000282618
TRBV10-1,A0A0K0K1A3,TRBV10-1,ENSG00000211717
TRBV12-4,A0A0B4J2E0,TRBV12-4,ENSG00000282354
TRBV12-4,A0A0B4J2E0,TRBV12-4,ENSG00000276953
TWF2,Q6IBS0,TWF2,ENSG00000247596
TWSG1,Q9GZX9,TWSG1,ENSG00000128791
SYTL4,Q96C24,SYTL4,ENSG00000102362
SYT11,Q9BT88,SYT11,ENSG00000132718
TAS2R10,Q9NYW0,TAS2R10,ENSG00000272805
TAS2R10,Q9NYW0,TAS2R10,ENSG00000277238
TAS2R10,Q9NYW0,TAS2R10,ENSG00000121318
ABI3BP,Q7Z7G0,ABI3BP,ENSG00000154175
TAP1,Q03518,TAP1,ENSG00000227816
TAP1,Q03518,TAP1,ENSG00000168394
TAP1,Q03518,TAP1,ENSG00000226173
TAP1,Q03518,TAP1,ENSG00000224212
TAP1,Q03518,TAP1,ENSG00000232367
TAP1,Q03518,TAP1,ENSG00000230705
TAP1,Q03518,TAP1,ENSG00000206297
TAP1,Q03518,TAP1,ENSG00000224748
TUBB2B,Q9BVA1,TUBB2B,ENSG00000137285
TBC1D22B,Q9NU19,TBC1D22B,ENSG00000065491
TBXT,O15178,TBXT,ENSG00000164458
TBC1D3B,A6NDS4,TBC1D3B,ENSG00000274808
TBC1D3B,A6NDS4,TBC1D3B,ENSG00000278632
TBC1D3B,A6NDS4,TBC1D3B,ENSG00000274939
TBC1D17,Q9HA65,TBC1D17,ENSG00000104946
TBC1D3G,Q6DHY5,TBC1D3G,ENSG00000260287
TBC1D3G,Q6DHY5,TBC1D3G,ENSG00000275760
TBX15,Q96SF7,TBX15,ENSG00000092607
TCTA,P57738,TCTA,ENSG00000145022
TDRD7,Q8NHU6,TDRD7,ENSG00000196116
VPS26B,Q4G0F5,VPS26B,ENSG00000151502
TEAD3,Q99594,TEAD3,ENSG00000007866
TEF,Q10587,TEF,ENSG00000167074
TESK1,Q15569,TESK1,ENSG00000107140
TESK2,Q96S53,TESK2,ENSG00000070759
TEX52,A6NCN8,TEX52,ENSG00000283297
GTF3C2,Q8WUA4,GTF3C2,ENSG00000115207
GTF3C6,Q969F1,GTF3C6,ENSG00000155115
GTF2H5,Q6ZYL4,GTF2H5,ENSG00000272047
TFG,Q92734,TFG,ENSG00000114354
TCF7L2,Q9NQB0,TCF7L2,ENSG00000148737
TFIP11,Q9UBB9,TFIP11,ENSG00000100109
MIA3,Q5JRA6,MIA3,ENSG00000154305
TGS1,Q96RS0,TGS1,ENSG00000137574
TMEM255A,Q5JRV8,TMEM255A,ENSG00000125355
TM4SF20,Q53R12,TM4SF20,ENSG00000168955
TM4SF4,P48230,TM4SF4,ENSG00000169903
TAS2R4,Q9NYW5,TAS2R4,ENSG00000127364
TAS2R5,Q9NYW4,TAS2R5,ENSG00000127366
TAS2R9,Q9NYW1,TAS2R9,ENSG00000273086
TAS2R9,Q9NYW1,TAS2R9,ENSG00000273713
TAS2R9,Q9NYW1,TAS2R9,ENSG00000121381
TAAR5,O14804,TAAR5,ENSG00000135569
TAF4B,Q92750,TAF4B,ENSG00000141384
TAF1B,Q53T94,TAF1B,ENSG00000115750
TAF1C,Q15572,TAF1C,ENSG00000103168
TAF1L,Q8IZX4,TAF1L,ENSG00000122728
TADA1,Q96BN2,TADA1,ENSG00000152382
TADA3,O75528,TADA3,ENSG00000171148
TUBA8,Q9NY65,TUBA8,ENSG00000183785
MAPT,P10636,MAPT,ENSG00000186868
MAPT,P10636,MAPT,ENSG00000277956
MAPT,P10636,MAPT,ENSG00000276155
TUBB2A,Q13885,TUBB2A,ENSG00000137267
TAX1BP1,Q86VP1,TAX1BP1,ENSG00000106052
TUBA1C,Q9BQE3,TUBA1C,ENSG00000167553
TUBA4A,P68366,TUBA4A,ENSG00000127824
TBC1D26,Q86UD7,TBC1D26,ENSG00000214946
TBC1D30,Q9Y2I9,TBC1D30,ENSG00000111490
TBR1,Q16650,TBR1,ENSG00000136535
TBC1D3F,A6NER0,TBC1D3F,ENSG00000275954
TBC1D3F,A6NER0,TBC1D3F,ENSG00000282087
TBL1XR1,Q9BZK7,TBL1XR1,ENSG00000177565
TCEAL2,Q9H3H9,TCEAL2,ENSG00000184905
TBPL1,P62380,TBPL1,ENSG00000028839
TBPL2,Q6SJ96,TBPL2,ENSG00000182521
TBK1,Q9UHD2,TBK1,ENSG00000183735
TBX4,P57082,TBX4,ENSG00000121075
TBX5,Q99593,TBX5,ENSG00000089225
TBC1D2,Q9BYX2,TBC1D2,ENSG00000095383
TBC1D2B,Q9UPU7,TBC1D2B,ENSG00000167202
TBC1D3L,B9A6J9,TBC1D3L,ENSG00000274512
TBC1D3L,B9A6J9,TBC1D3L,ENSG00000276349
TUBD1,Q9UJT1,TUBD1,ENSG00000108423
TCP10L,Q8TDR4,TCP10L,ENSG00000242220
TMEFF2,Q9UIK5,TMEFF2,ENSG00000144339
DNTTIP2,Q5QJE6,DNTTIP2,ENSG00000067334
TENM4,Q6N022,TENM4,ENSG00000149256
TEX30,Q5JUR7,TEX30,ENSG00000151287
GTF2A1L,Q9UNN4,GTF2A1L,ENSG00000242441
TEX38,Q6PEX7,TEX38,ENSG00000186118
TEX44,Q53QW1,TEX44,ENSG00000177673
GTF3C3,Q9Y5Q9,GTF3C3,ENSG00000119041
GTF3C5,Q9Y5Q8,GTF3C5,ENSG00000148308
VANGL1,Q8TAA9,VANGL1,ENSG00000173218
ATP6AP1L,Q52LC2,ATP6AP1L,ENSG00000205464
ATP6V1C2,Q8NEY4,ATP6V1C2,ENSG00000143882
VAV1,P15498,VAV1,ENSG00000141968
VAX1,Q5SQQ9,VAX1,ENSG00000148704
ATP6V0B,Q99437,ATP6V0B,ENSG00000117410
VCX,Q9H320,VCX,ENSG00000182583
VCX2,Q9H322,VCX2,ENSG00000177504
VCX3B,Q9H321,VCX3B,ENSG00000205642
VCX3A,Q9NNX9,VCX3A,ENSG00000169059
VDAC3,Q9Y277,VDAC3,ENSG00000078668
YEATS4,O95619,YEATS4,ENSG00000127337
VEZT,Q9HBM0,VEZT,ENSG00000028203
VMA21,Q3ZAQ7,VMA21,ENSG00000160131
VN1R2,Q8NFZ6,VN1R2,ENSG00000196131
VTI1A,Q96AJ9,VTI1A,ENSG00000151532
WASF3,Q9UPY6,WASF3,ENSG00000132970
WASL,O00401,WASL,ENSG00000106299
WBP2,Q969T9,WBP2,ENSG00000132471
WDR17,Q8IZU2,WDR17,ENSG00000150627
WDR81,Q562E7,WDR81,ENSG00000276021
WDR81,Q562E7,WDR81,ENSG00000167716
WDR87,Q6ZQQ6,WDR87,ENSG00000171804
WDR26,Q9H7D7,WDR26,ENSG00000162923
WDR5B,Q86VZ2,WDR5B,ENSG00000196981
WNT10A,Q9GZT5,WNT10A,ENSG00000135925
WNT8A,Q9H1J5,WNT8A,ENSG00000061492
WNK2,Q9Y3S1,WNK2,ENSG00000165238
WNK3,Q9BYP7,WNK3,ENSG00000196632
XKR5,Q6UX68,XKR5,ENSG00000275591
XKR9,Q5GH70,XKR9,ENSG00000221947
XPO6,Q96QU8,XPO6,ENSG00000169180
XPC,Q01831,XPC,ENSG00000154767
ERCC4,Q92889,ERCC4,ENSG00000175595
VPREB3,Q9UKI3,VPREB3,ENSG00000128218
VRK2,Q86Y07,VRK2,ENSG00000028116
VRK3,Q8IV63,VRK3,ENSG00000105053
VTI1B,Q9UEU0,VTI1B,ENSG00000100568
WDCP,Q9H6R7,WDCP,ENSG00000163026
WBP1L,Q9NX94,WBP1L,ENSG00000166272
WBP1,Q96G27,WBP1,ENSG00000239779
WBP2NL,Q6ICG8,WBP2NL,ENSG00000183066
WDR19,Q8NEZ3,WDR19,ENSG00000157796
WWOX,Q9NZC7,WWOX,ENSG00000186153
WNT9B,O14905,WNT9B,ENSG00000276799
WNT9B,O14905,WNT9B,ENSG00000158955
XIAP,P98170,XIAP,ENSG00000101966
WNT10B,O00744,WNT10B,ENSG00000169884
WIPF1,O43516,WIPF1,ENSG00000115935
XIRP2,A4UGR9,XIRP2,ENSG00000163092
XPA,P23025,XPA,ENSG00000136936
XRCC3,O43542,XRCC3,ENSG00000126215
XRCC5,P13010,XRCC5,ENSG00000079246
XRN1,Q8IZH2,XRN1,ENSG00000114127
XYLT2,Q9H1B5,XYLT2,ENSG00000015532
VPS25,Q9BRG1,VPS25,ENSG00000131475
VPS8,Q8N3P4,VPS8,ENSG00000156931
VSX2,P58304,VSX2,ENSG00000119614
VTA1,Q9NP79,VTA1,ENSG00000009844
VWA1,Q6PCB0,VWA1,ENSG00000179403
WAPL,Q7Z5K2,WAPL,ENSG00000062650
WBP4,O75554,WBP4,ENSG00000120688
WDR18,Q9BV38,WDR18,ENSG00000065268
WDR82,Q6UXN9,WDR82,ENSG00000164091
WDR83,Q9BRX9,WDR83,ENSG00000123154
WDR86,Q86TI4,WDR86,ENSG00000187260
WAC,Q9BTA9,WAC,ENSG00000095787
WDR97,A6NE52,WDR97,ENSG00000179698
WDR31,Q8NA23,WDR31,ENSG00000148225
WDTC1,Q8N5D0,WDTC1,ENSG00000142784
WFDC10A,Q9H1F0,WFDC10A,ENSG00000180305
WFDC10B,Q8IUB3,WFDC10B,ENSG00000182931
