,EVT_1,EVT_2,GC,VCT_CCC,eEVT,iEVT
ZNF502,-0.041367475,-0.011430198,-0.13587618,0.027183766,0.29405186,0.0061865486
ZNF236,-0.12597471,-0.01719879,-0.13760808,0.01789432,0.512418,0.17267239
NFATC4,-0.05891873,-0.035826024,-0.07980863,-0.024707904,-0.079808645,0.062444992
ZNF316,-0.102827206,0.08819083,0.3050523,-0.03231412,0.17115545,0.11488503
ZNF641,-0.07246251,-0.010402372,0.39302576,-0.060812872,0.6698968,0.13199563
KLF10,0.036490306,0.05206326,-0.033976253,-0.13862886,-0.27541092,0.043577217
ZNF254,-0.11810561,0.07406414,-0.45558724,-0.1650591,0.94276184,0.26904804
MAFK,-0.2515271,0.103955254,0.20018677,-0.0077546677,0.38757488,0.2983408
ZNF594,-0.025708232,-0.052705072,-0.123601146,0.03666421,0.055794187,0.00060507574
STAT1,-0.034000978,0.044763166,0.37546438,-0.31421337,-0.17511079,0.3079136
PBX4,-0.25021094,-0.025987078,0.44156867,-0.29422346,0.26181364,0.64236647
KAT8,-0.019991085,-0.087734915,-0.14246595,0.16495521,-0.23621838,-0.06450109
HIC2,-0.15181817,0.08360234,-0.3399189,0.12915722,0.73342913,0.042466775
ZBED2,-0.032642305,-0.034539554,-0.034539558,0.01827389,-0.034539558,-0.026350318
ZNF500,-0.061604224,-0.0055330754,0.07803968,0.0008952969,-0.12327465,0.086473696
ZNF239,-0.021210475,-0.036751907,0.42817894,0.009048348,0.010716076,-0.01760671
ZNF580,-0.0046178596,-0.14192928,-0.32182026,0.1759952,-0.21630831,-0.07009356
ZNF22,0.16047382,-0.21200798,-0.29494327,0.22909057,-0.44882038,-0.30015847
ELF1,-0.1702378,0.03560273,0.29880753,-0.062290944,1.0267472,0.26989052
ZNF766,-0.033069827,-0.06221141,-0.32351398,0.017257845,0.07595683,0.07274485
TEAD3,-0.06841276,0.1163689,0.26257557,-0.13866282,0.6309118,0.1448564
ZNF726,0.018956237,-0.009459977,-0.2610111,0.0928921,-0.21178137,-0.10530097
LHX4,-0.09006577,-0.065554634,1.1191096,-0.018871222,0.1268849,0.16164915
ZNF419,0.0014552396,-0.019682745,-0.12602589,0.052901268,0.07500764,-0.07915825
ZNF443,-0.021109244,-0.042999674,-0.09402121,0.09150032,0.09423153,-0.07748332
BACH2,-0.09011592,-0.023461087,0.04068569,0.14852944,-0.14064506,-0.01416571
ZBTB45,0.016633661,-0.049344715,0.29054594,0.061468635,-0.11651347,-0.07379984
CNOT4,-0.15104264,0.020680098,0.67443734,-0.057369646,0.6014248,0.24862741
VEZF1,-0.044937093,-0.038886223,-0.19722341,0.015618288,0.0059586507,0.07588762
CREBL2,-0.0019704127,-0.048557516,-0.107631795,-0.03703946,0.079704665,0.06775125
CREB3,0.17279102,-0.18350525,-0.55914015,0.006214928,-0.16519216,-0.13245374
TCF7L1,-0.22582272,-0.054464992,0.4796256,-0.06863655,1.7847391,0.40675464
ZNF799,-0.057736155,-0.09841341,-0.1548238,0.24126233,0.16337264,-0.10358943
ZNF333,-0.07949843,-0.008848377,-0.06276177,-0.04202523,-0.057001863,0.15712307
ZNF674,-0.059560977,-0.03802762,0.3544286,-0.03869688,0.7119388,0.11989991
KLF7,-0.090111606,0.00788187,0.30671635,-0.056515258,-0.11559935,0.17155431
ZNF426,-0.0068616197,-0.07715476,0.103727914,0.08419898,0.41275325,-0.025921835
ZNF416,-0.0153186945,-0.0425802,-0.0760505,0.007271705,0.13069423,-0.018460117
TBX5,-0.025494572,-0.029204627,-0.04090225,-0.012648229,0.31770143,-0.014971047
ZNF562,-0.10256011,0.110636756,0.098291114,-0.17907766,2.2279522,0.22343233
YBX1,0.28703016,-0.2827057,-0.5833815,0.12134596,-0.56940275,-0.33562428
GATA2,0.1364017,-0.076241426,0.22620226,-0.06489274,-0.053450644,-0.08856608
GMEB1,-0.05239454,0.021446086,-0.06929298,0.039148316,0.27203512,0.023992673
HES2,-0.17810693,-0.05775599,-0.24128166,0.10320694,-0.20786703,0.2007655
ETV7,-0.09765131,-0.17304292,-0.22759536,0.40344328,0.18690093,-0.13031432
NR4A3,-0.07245033,-0.0012285849,-0.12602419,0.11940136,0.23137423,-0.045546845
ZNF879,0.018328853,-0.03325705,0.4086666,0.0013865526,0.44736767,-0.05656846
HMGA2,-0.035826612,-0.02657972,-0.0615575,-0.016047725,3.0809426,-0.021392293
POU4F1,-0.02095536,-0.030715017,-0.034970734,0.0050467597,-0.034970734,-0.024259266
EGR2,-0.025117429,-0.0140768085,-0.07965169,0.022048276,-0.079651676,-0.0402864
ARID3B,-0.18764889,0.006322911,0.29220822,0.028149746,1.0584548,0.23052981
TSHZ1,-0.04559686,0.015483779,0.2990838,-0.024344798,0.046758346,0.06480846
ZNF774,-0.027203808,-0.03017573,-0.108756155,0.03062684,-0.10875613,-0.017798929
KMT2A,-0.21031491,0.022713749,-0.27294928,-0.03995624,0.18917939,0.32466203
IRX4,-0.09272501,-0.13406195,-0.1783876,0.3950358,0.06768226,-0.16813037
ZNF784,-0.032759305,-0.029049542,-0.13818738,0.060842216,0.078737564,-0.03265169
ZNF350,0.027057054,-0.04427296,0.52518076,-0.034872524,-0.061216135,0.017312521
NR3C2,-0.02440805,0.04898871,0.2371203,-0.040971816,0.7447519,0.03402664
ZNF841,-0.0026065179,0.060371082,-0.17961863,-0.07955568,0.061112184,0.014627165
ZNF678,-0.053494412,0.040618766,-0.07359444,0.0051709153,0.14296834,0.045458864
ZNF516,-0.055884637,0.077976465,-0.13660505,-0.046291467,0.12779866,0.050081927
BATF3,0.2726827,-0.04250735,-0.2697161,-0.14558196,-0.4057036,-0.22719753
ZNF493,-0.03938115,0.10549909,-0.29373685,0.015661163,0.1796275,-0.029709438
CIC,-0.08812401,0.04777506,-0.23324324,0.024753977,0.17968181,0.068038136
TFDP1,0.017963665,-0.15480389,-0.15208082,0.2617485,-0.20066026,-0.1644047
NFATC2,-0.10049437,-0.009442298,-0.14788957,0.09988619,-0.14788957,0.042372677
ZNF652,-0.14956644,0.015109618,0.77557546,-0.111808635,0.3136318,0.3016979
STAT6,-0.16684413,0.18687595,0.294214,-0.25911784,0.9246577,0.3493769
PBX1,-0.22565232,-0.06397907,0.6857824,0.4180543,0.13052073,-0.02242763
ATF5,-0.013042356,-0.152732,0.043973655,0.31415644,0.03192201,-0.17393008
ZNF749,0.011664051,-0.065290466,-0.09263757,-0.031471506,-0.092637576,-0.0021595212
ZC3H8,-0.0103173535,-0.063722715,-0.17517771,0.11419906,-0.06381081,-0.04767454
ZBED5,-0.07153961,-0.054608706,0.29685447,0.10151844,0.11632472,0.04042289
EGR4,-0.024974044,-0.019935653,-0.03696189,0.009832623,-0.03696189,-0.027029675
ZNF16,-0.045387976,0.0104331905,0.0735958,0.030846337,-0.025574088,0.017359417
ZNF613,-0.0057219015,-0.041669358,-0.13272354,-0.00094963063,0.26352128,-0.0032878437
SP2,-0.0239442,-0.01615253,0.43182272,0.05933653,0.5160885,-0.019980462
SOX5,-0.11029652,0.12009512,0.57052183,-0.054740984,0.5794277,0.124524444
ZNF253,-0.05214917,-0.024017114,-0.2500873,-0.016206779,0.6412738,0.101080604
MAX,-0.015080149,-0.09031066,-0.26389483,-0.05132185,0.67080164,0.12297377
TRPS1,-0.09231809,0.10709147,-0.21537873,-0.015403469,0.40539536,0.0761251
MLX,0.14947493,-0.14869432,-0.5240663,-0.011221584,0.27993938,-0.108809195
ZNF100,-0.04397135,0.024851726,0.45418468,-0.08768537,0.38022932,0.122538485
TEAD4,-0.14021803,-0.24471608,-0.33309612,0.63359165,-0.24840792,-0.21911797
JARID2,-0.22732718,0.08252833,0.21566848,-0.30246463,0.5045192,0.546714
ZNF701,-0.07887424,-0.016836517,0.0063052303,0.049904775,0.29194942,0.07623575
IRX3,-0.070052505,0.03812757,-0.107281424,-0.02983371,0.55767864,0.057750415
HMGXB4,0.0055163535,-0.06602566,0.06337224,0.051776562,0.00881298,-0.013487771
PURB,-0.15657295,0.0065064724,-0.1275732,0.06923893,0.12942882,0.15724404
ZNF84,-0.08509778,-0.028344965,0.17273805,0.029436054,0.17249122,0.1105354
HOPX,-0.14816894,0.09674943,0.020176342,0.007887921,0.2761769,0.14167784
ZNF763,-0.039330713,-0.029113963,0.40840787,0.044524048,-0.12445836,-0.016114283
ZNF222,0.024035534,-0.038061928,-0.08852054,0.014758739,-0.08852054,-0.06909094
ZNF880,0.10857314,-0.031686746,-0.3148099,0.011300891,-0.20221567,-0.1474392
ZNF770,-0.035396427,-0.049699914,0.18453759,0.106177494,-0.21470287,-0.016167978
ZSCAN21,-0.028860737,-0.059900407,-0.2302083,0.08424735,1.873848,-0.019777486
DMTF1,-0.15970504,0.061305996,-0.2677874,-0.012625013,0.8148393,0.197219
ATF3,0.051237393,-0.04130196,-0.8843162,0.2667023,-0.7150318,-0.28192827
SOX13,-0.16349766,-0.08447561,-0.29536927,0.25911066,0.11704886,0.05173254
ID2,0.19678095,-0.10540198,-0.5825874,0.24306604,-0.003922335,-0.43550563
ZNF615,-0.012471292,-0.035655003,0.11143763,-0.011295485,0.59491444,0.026054949
SALL2,-0.027830135,-0.028856013,-0.036713462,0.0048707873,-0.03671346,-0.020331446
ESR2,-0.11131297,-0.05865243,0.27211377,-0.06545454,0.7410535,0.25078773
TCF12,-0.27888504,0.092402875,0.73837227,-0.2041161,0.5657256,0.5211508
SP140L,-0.046469495,0.02636354,0.50605017,-0.12791227,0.17980076,0.16333261
MECOM,-0.11475921,0.05916491,1.0336752,-0.0048184386,0.07570232,0.12566487
ZNF10,-0.023004876,-0.008953897,-0.13910034,0.017256923,0.615131,-0.016349062
ZBTB21,-0.12447192,0.015131032,0.45780143,0.034329724,0.19284105,0.13366224
ELF2,-0.16608241,0.015455303,0.4481893,-0.049630757,0.4968241,0.26848322
ZNF33B,-0.063231215,-0.059010178,0.008673679,0.015099036,0.28745332,0.112740286
FOXC1,-0.09667282,-0.063440114,-0.11568378,0.1624029,0.44382015,-0.015386255
ZNF487,-0.04254222,0.05552991,-0.2348619,-0.07484764,-0.13126788,0.09620942
DEAF1,-0.10411041,-0.02417576,0.15544713,0.11184936,0.42196986,0.05850626
ATF4,0.092966944,0.03791963,-0.20729856,0.086360745,-0.5449868,-0.23210365
MAFF,-0.08087552,0.077469386,-0.05080216,0.076451756,0.05882636,-0.0036658037
ZNF91,-0.2162039,0.106822886,0.41069803,-0.12288099,0.94265753,0.34599954
ZNF354A,-0.044216175,-0.061033197,0.41427544,-0.101306364,0.08528214,0.19293334
TFAP4,0.008344868,-0.11139188,-0.26414642,0.19597116,-0.2641464,-0.124242626
ARNTL,-0.07635346,-0.027709065,-0.17872721,0.102623194,0.7914948,0.013944729
NFAT5,-0.39991805,0.007407566,1.0618356,-0.06256757,0.949763,0.61533517
ZNF384,-0.105359584,0.09395573,-0.058436166,-0.038649585,0.16667172,0.12581821
ZNF358,-0.07846491,0.023772325,-0.20446388,0.037255887,-0.20446388,0.047282547
ZNF551,-0.04586652,-0.021673055,-0.15764363,0.077912554,0.24722622,-0.02658673
IKZF5,-0.057962187,0.0013601127,-0.23971738,0.012017816,0.1129872,0.06789385
ZNF335,-0.09749319,0.028355697,-0.10463794,0.004374192,0.19748528,0.117106505
ZNF572,-0.029667443,-0.02486621,0.47148344,-0.0050698803,-0.057878647,-0.014990469
ZNF761,-0.12419252,0.019662974,0.6719014,-0.011909953,0.43673342,0.17020313
THRB,-0.21055996,-0.013864894,0.6482276,-0.102387555,0.7928938,0.39640406
ZNF628,-0.029448023,-0.05913102,-0.14264539,0.03277204,-0.14264539,0.007883582
HIF1A,-0.08052313,0.074871905,-0.33186036,-0.106564134,0.7323793,0.16174595
GLI4,-0.06882053,-0.019414278,-0.18363841,-0.021266753,0.21310738,0.11457364
TRERF1,-0.10727437,-0.07005101,-0.19342278,0.32018727,0.13552904,-0.09611171
HIVEP1,-0.23823088,-0.02930455,0.02503663,0.06795462,0.06054912,0.29861853
RUNX2,-0.063066624,-0.050106328,-0.20256825,-0.07132879,0.78644407,0.18293099
GLI3,-0.22599584,0.020476466,-0.050171927,0.045894675,-0.17410527,0.27149987
ZNF496,-0.065464936,0.028755175,0.3999818,0.056760885,0.035381947,0.019840416
ZNF195,-0.066626,-0.0076649594,-0.22884908,0.03521486,0.06357173,0.068846576
LRRFIP2,-0.1306749,0.034185693,0.4918778,-0.18959147,1.2299478,0.32813856
POU2F1,-0.16611949,0.06764404,0.4402495,0.024603808,0.30455607,0.16844948
ZNF263,-0.021950401,-0.027321402,0.66048664,0.050186057,-0.26690117,-0.007351922
ZNF777,-0.09954685,0.006520887,-0.23502523,-0.029831965,0.07548714,0.16258961
NCOA3,-0.31019607,0.012774984,0.92419285,0.05202879,0.21988823,0.38392112
ZBTB48,-0.031435736,0.048065484,0.43744048,-0.056531876,-0.025548603,0.059856586
JDP2,-0.020509163,0.03189215,-0.026924683,0.057017908,-0.007991536,-0.044257842
FOSB,-0.22414921,0.33140013,-0.1547977,0.16231047,-0.60596246,-0.0335914
ZNF32,0.053247616,-0.1404684,-0.33171082,-0.013349979,-0.28471723,0.026681254
ZNF740,-0.042417374,-0.025318902,-0.1399436,-0.028493322,-0.03575478,0.06632763
OSR2,0.30486155,0.01789161,-0.5158515,-0.18005355,-0.48039174,-0.2785715
NR6A1,0.16365933,-0.0034226214,-0.27807894,-0.17829844,1.0357751,-0.07612658
ZNF525,-0.06767382,-0.0073140915,-0.10342186,0.07886897,0.0048684007,0.028069712
ZBTB37,-0.06937056,0.033228848,0.16439672,0.0032351527,0.36741605,0.07148872
THAP8,0.018826904,-0.08665076,-0.18892407,0.05778757,0.2112955,-0.04496476
ZNF518B,-0.07392364,-0.029892812,0.44486412,0.06283729,-0.12914911,0.06570986
MEF2D,-0.11119195,0.06812494,0.35957417,-0.009539512,0.9227751,0.114800304
TCF7,0.032372706,0.09357307,-0.38918632,-0.0068291416,0.22418435,-0.10022196
ARID4B,-0.19234544,0.08217035,0.4157374,-0.13551693,0.69313246,0.3409546
FOXD1,-0.023090465,-0.028646305,-0.032574844,0.008761653,0.6840377,-0.02711642
MAZ,-0.043074563,0.038221337,-0.14090605,0.03809469,-0.094108954,0.003948307
ZNF480,0.02864359,-0.021910574,-0.12232866,-0.025711168,0.04311779,-0.0035360008
TFE3,-0.09975129,0.010842671,-0.058040474,0.12885608,0.6245362,0.009820571
ZNF585A,-0.00603903,-0.011205364,-0.14877275,-0.0034671403,-0.14877275,-0.02005798
KLF6,-0.1763181,0.2103197,-0.2248229,-0.12804854,0.5826877,0.23299155
BHLHE40,-0.04331668,-0.00031409293,-0.06552357,0.3039289,-0.5168162,-0.21207653
ZIK1,1.9893188e-05,-0.0445459,-0.080202796,0.026476573,-0.080202796,-0.057719883
ZKSCAN2,-0.054534074,-0.029462097,-0.1416778,0.036158565,-0.14167778,0.02974115
GABPA,-0.1090249,-0.036900513,0.5141368,0.044230804,0.14103338,0.13621706
ZNF524,0.045698978,-0.14192425,0.054743014,0.1382571,-0.23054154,-0.10475339
SMARCC1,-0.16132787,0.058097728,0.46092775,-0.1187267,0.81257343,0.2952188
TONSL,-0.015119273,-0.057975095,0.038424812,0.18505791,-0.07103818,-0.1211041
KAT5,0.09057683,-0.09420412,-0.10386294,0.09108604,0.090899006,-0.15362678
JUN,-0.30861938,-0.17166366,-0.498222,0.7928598,-0.39362624,-0.1677795
ZNF573,-0.06589105,-0.04769355,-0.2644738,-0.09798992,0.6135456,0.21169245
FOXJ3,-0.2774195,0.1531152,0.8984122,-0.38837698,1.1849797,0.6436269
MYCL,-0.06405444,-0.015418117,0.24936324,-0.043182254,0.17067586,0.13685691
MIER1,-0.08804275,-0.0221474,0.31447765,0.0076379715,0.17044728,0.13094963
NFE2L1,-0.11678166,0.048546117,-0.41731313,0.008511897,0.36794257,0.12823065
ZNF281,-0.0063269404,0.086394414,0.06338364,-0.079210944,-0.32077885,0.028445143
ID3,0.40262237,-0.0009144661,-0.2507247,-0.22026421,0.27748808,-0.37741253
HMGXB3,-0.15319827,0.07818018,0.6125449,-0.058127277,0.21906424,0.21877262
NFE2L2,-0.15690662,-0.106578246,-0.39893016,0.21727312,0.39449626,0.09381444
ZNF57,-0.028815826,-0.024471868,-0.17383571,0.04510504,-0.10089533,-0.007804551
RFX2,-0.19124399,0.21053955,0.20501211,-0.21926425,-0.056937117,0.34067315
MIER2,-0.120632134,0.032493643,0.13821907,-0.032695655,0.029391835,0.18170594
ZNF234,-0.038513437,-0.036269713,0.1587473,0.010421013,0.12007797,0.048665684
ZNF75A,-0.06581133,0.04489781,-0.13142636,0.03846901,0.16055705,0.029738137
ZNF146,-0.020198941,-0.06401363,-0.0111136185,0.095908515,-0.14282303,-0.016733635
TEF,-0.051225483,-0.042522714,-0.083394274,0.052157726,-0.083394274,-0.008817235
SOX12,-0.042320315,-0.037612416,-0.0682678,0.015191217,0.29131317,-0.0047385087
ZNF134,-0.045327414,-0.0076024667,-0.19165292,0.044771474,0.49460357,0.008801081
BNC2,-0.1083577,0.06048698,0.6770853,0.10672821,-0.027959188,0.015886532
DNAJC1,-0.03106086,0.13597228,0.5139398,-0.42627135,1.0331833,0.3380787
TGIF1,0.18169236,-0.16510904,-0.39886844,0.050658237,-0.56866056,-0.19559656
ZBTB42,-0.039802592,-0.03834732,-0.12577346,0.024915863,0.33767614,0.014264572
NFKBID,-0.030587548,-0.018024083,-0.15998308,-0.0036014079,0.44471422,0.033302862
GRHL1,-0.19783644,0.15579577,-0.10599971,-0.18552288,1.5027283,0.34404153
PURA,-0.118517295,0.035493135,0.4356828,-0.012501845,-0.16210616,0.15820856
ZBTB18,-0.06824573,-0.011475116,-0.16234781,0.014916481,0.06459036,0.06755609
LYAR,0.1468213,-0.23313074,-0.11081121,0.28769928,-0.27369237,-0.3230294
ETV6,-0.20373267,-0.005020517,0.0118040815,-0.067692384,0.16730702,0.3571268
ZNF430,-0.075526476,0.032255217,0.23911075,0.023538511,0.2546157,0.06320292
ZNF585B,-0.029397853,-0.032376222,-0.16191389,0.008271304,0.63366336,0.02419882
ZNF708,-0.058876332,-0.004375338,0.3386973,-0.047475986,1.0188519,0.12156897
ZNF529,-0.08772053,0.017468978,0.15873192,-0.00026655153,-0.14578423,0.114533685
TAF1,-0.177924,0.05864404,0.8578146,-0.09163707,0.4320515,0.294737
ZNF34,-0.00802858,-0.08106643,0.86484236,-0.03791534,0.6315742,0.061434813
NR2C2,-0.14659403,0.054097183,-0.053680055,-0.017333152,0.32027942,0.1899596
ZNF626,0.066653736,-0.12006402,-0.42335927,0.16308074,-0.23383138,-0.16540198
MYC,0.15913641,-0.13711569,-0.33400872,0.117547095,-0.34857517,-0.24448687
TGIF2,-0.07326214,-0.09253592,-0.12048819,0.23837884,-0.12048819,-0.09312005
ZBTB7C,-0.1191726,-0.075101875,-0.17376474,0.30978075,-0.1228378,-0.06783821
SRF,-0.05043786,0.1597318,-0.39106902,0.023461519,0.33407333,-0.051942553
DNAJC2,0.117959455,-0.11630296,-0.49995834,0.100587085,-0.39758095,-0.18179932
PBRM1,-0.2002067,0.06651194,-0.09620999,-0.099466786,0.5064703,0.33329877
ZNF431,-0.097765535,0.041528724,-0.041250788,-0.009045281,0.78321785,0.1165725
ZNF582,-0.015068599,-0.042065658,0.44110465,-0.0053584124,0.4771196,-0.015756428
ZNF79,-0.048308056,-0.042018387,-0.13397841,0.015582562,0.3210008,0.0525118
KLF16,-0.09878766,0.0097711515,0.9147031,0.03659329,0.004085064,0.07749735
ARID1B,-0.29298526,0.1054232,0.5479972,-0.027458493,0.70777667,0.37089196
POU3F1,-0.023101019,-0.025973424,-0.034484435,0.007164762,-0.03448444,-0.031754714
HIVEP2,-0.16044691,0.025023546,0.6879935,0.074983254,0.26086137,0.14045267
MLXIP,-0.19258231,0.0054209987,0.2987795,-0.15202226,-0.1628308,0.412028
ZNF793,-0.033402327,0.00941752,-0.24778043,-0.062844254,1.0272324,0.091834195
ZNF439,-0.072216436,0.017097324,0.60017204,-0.14617532,0.5226132,0.219981
ZSCAN26,0.035111208,-0.077994056,-0.14739959,0.038929164,-0.018801402,-0.06506611
ZNF414,0.0052831993,-0.007835643,-0.3222656,0.07582824,0.24692163,-0.07934292
NFYA,-0.0500191,0.0355565,0.07148622,0.00067665696,-0.048197694,0.048478886
UBP1,-0.12894398,0.0041895406,0.5027002,-0.05730292,0.828451,0.22650738
TFAM,0.13733755,-0.24680991,-0.330301,0.34540567,-0.3579288,-0.35178345
SP4,-0.083823256,-0.0012987702,0.14302574,-0.02711571,-0.016206447,0.14201577
ZHX3,-0.14619099,0.13236818,0.17851238,-0.2850074,0.34491777,0.38339505
EGR3,-0.050107338,-0.017479023,-0.09800689,0.08942247,-0.098006904,-0.054485716
SP100,-0.011073008,-0.022448603,0.15479928,-0.27893466,0.47416645,0.28186285
ZBTB8B,0.010927843,-0.066585615,-0.10045615,0.060489174,-0.10045617,-0.0744367
ZSCAN32,-0.03482173,-0.01488353,-0.17357032,0.010739887,0.6998926,0.021386158
SCX,-0.08328162,0.0149672255,0.5476579,-0.01873263,0.018893793,0.095741026
NFKBIL1,0.11802999,-0.12134588,0.08411818,0.11382874,0.059737813,-0.20054021
ZNF407,-0.17351802,0.040811863,0.34967795,-0.10750383,0.70437634,0.3149473
E2F2,0.00790115,-0.07198473,-0.1830341,0.16567218,-0.18303408,-0.1340671
PEG3,-0.28176525,-0.27868298,-0.45085028,0.93866444,-0.35083976,-0.272126
ZNF354B,-0.085538685,-0.03697782,-0.09346764,0.1310965,0.53349304,0.02272758
SOX7,-0.104593486,-0.09038522,0.41480485,0.2822382,-0.117705986,-0.09269084
ZNF404,0.00066332385,-0.022599341,-0.08414688,-0.005215172,-0.084146895,-0.043270744
ZNF546,-0.028918486,-0.020297894,0.44421577,-0.004204925,-0.086661056,-0.0014436222
KLF11,-0.07561,0.017118333,-0.19388887,0.053599596,0.03497053,0.032474887
HES4,-0.110162295,-0.0019241055,0.48318774,-0.29241133,2.9091375,0.40338758
TCFL5,-0.05278656,-0.04084847,-0.15448423,-0.014822667,0.0883523,0.09716543
TP63,-0.17705178,-0.1320614,-0.25656834,0.54331493,-0.17560591,-0.15662155
ZNF226,0.03728299,0.0013120811,-0.24804966,0.023440849,-0.19880722,-0.080633245
ZNF90,-0.011164771,-0.011032894,0.28017512,0.14611,-0.33475402,-0.10982397
ZBTB24,0.009829176,-0.08373908,-0.074463256,0.047566265,-0.049562424,-0.0076565216
FOXN1,-0.015711062,-0.015711062,-0.015711064,-0.0008641726,-0.015711064,-0.015711065
DBP,-0.0153618865,-0.06646837,-0.110425256,0.07705347,-0.110425256,-0.056796268
KDM5D,-0.051514745,0.028681485,-0.1397964,-0.0001964982,0.19441883,0.019375995
ZNF317,-0.059599403,-0.0076695993,0.25965896,0.049966455,0.49386165,0.031745866
ZNF446,-0.03367554,-0.010889582,-0.18131171,-0.016443767,-0.024400158,0.049740557
YY2,-0.01168949,-0.06763579,-0.11083376,0.071483634,-0.11083374,-0.050034434
HOXA7,0.095833436,-0.110879965,-0.15597486,0.044638943,-0.15597486,-0.13599318
KMT2B,-0.14415646,0.1021302,-0.15572253,-0.0014416999,0.6654039,0.13895825
IRF6,-0.08468875,-0.16424721,-0.40959036,0.49932766,-0.09723336,-0.22827275
ZNF682,0.022664873,0.009898935,0.13880843,-0.045460496,0.16285746,0.00072788494
ZNF311,-0.0029527368,-0.03452326,-0.05857868,-0.028971016,0.30065632,-0.02861789
ZNF141,-0.092173055,-0.031115668,0.37305322,0.044937745,0.4127737,0.10627124
ZNF558,-0.037946686,0.0008677381,-0.18679675,0.047025174,0.13452992,-0.0026314992
ZNF362,-0.06856523,-0.03532876,-0.23359708,0.15009806,0.13431048,-0.02221685
ZNF611,-0.09414873,0.014288193,-0.1873307,-0.01910091,1.6351005,0.1323355
NFKB1,-0.2160362,0.11001866,0.58690923,-0.16634937,0.39996916,0.3868165
ZNF512,-0.095860995,-0.0035181928,-0.2611707,-0.12877713,0.7709685,0.2537575
CEBPA,-0.16038936,0.034821358,0.0064956513,0.22412305,-0.2139797,0.004377554
ZNF121,-0.10875343,0.05002829,-0.11554757,0.06652596,2.2432082,0.046850793
SREBF2,-0.18999603,0.011369493,0.4167656,-0.027637182,0.91675216,0.2822941
ZBTB1,-0.09406207,0.044774193,-0.05723183,-0.15602693,0.7100493,0.2446687
HAND2,-0.07343494,0.081536,0.5353375,-0.04417699,-0.13815372,0.07007076
ZNF599,0.02363155,-0.06765588,-0.18262711,0.071464516,-0.06874419,-0.07705951
ZBTB38,-0.17442255,-0.017306916,0.73066527,-0.1050297,0.54862934,0.35047656
ZNF559,0.04886098,-0.04255621,-0.18933229,0.058213424,-0.18933234,-0.11170627
ZNF616,0.00891324,-0.031875256,0.1532307,-0.03300446,0.13155708,0.021681014
TCF3,-0.15056163,-0.003395307,-0.20734636,-0.0887088,0.51644295,0.2973397
ELF3,-0.08041958,-0.06984803,-0.5768242,0.394794,-0.47613811,-0.19513288
IRF1,-0.0871068,0.09984233,0.024529457,0.08867552,-0.36966833,-0.017393459
SOX4,0.13544671,0.19152084,0.06387747,-0.48656842,0.3854106,0.1254642
ETV3,-0.06306477,0.09755264,-0.26300535,-0.046892714,0.38877937,0.06788814
NCOR1,-0.0850524,-0.07591879,-0.0817394,0.05115793,0.5552351,0.120323546
E2F1,-0.013592628,-0.10976005,0.32979736,0.28157145,-0.20743616,-0.18079218
ZNF267,-0.016267693,0.025890676,0.08270289,0.0006942455,-0.041703273,0.0060511935
ZNF816,0.030467244,-0.10571559,-0.15193368,0.065102085,-0.15193368,-0.06509054
CEBPB,0.070864,0.06663889,-0.2881791,-0.14505945,0.027959144,-0.010325385
ZNF595,-0.042233974,-0.03443735,0.9456291,0.082363494,-0.07808429,0.002988564
PHTF2,-0.07041634,-0.028500507,0.045046326,0.1847893,0.4277989,-0.053452693
ZNF25,-0.048124358,0.004012023,-0.1042211,-0.032976486,2.767515,0.023820525
ADNP,-0.18184818,0.016748132,0.09746512,0.017923998,0.5096443,0.2300661
ZFHX3,-0.32150295,-0.033319876,0.7424735,0.0060528307,0.34866744,0.47190183
ZNF408,0.0072247004,0.017548196,-0.21843162,-0.0029701304,-0.2184316,-0.033910133
ZNF440,-0.15132932,0.07517215,0.027433446,-0.05084701,0.64268416,0.21113047
NFX1,-0.15214737,0.014608188,0.27136526,0.019307485,0.07140652,0.18987529
ID4,-0.0096594,0.073617816,-0.19622043,-0.02910665,0.2701314,-0.020375017
ZNF415,0.011134747,-0.054308627,-0.1598308,0.0072284085,-0.15983078,-0.020294908
MEF2C,-0.077863775,0.08913723,-0.18580773,-0.018281568,0.039564677,0.07059979
ZNF268,-0.031871215,0.020723108,-0.2567529,0.04589914,0.016983027,-0.015320671
SMAD4,-0.1290762,0.015364986,-0.27101237,-0.024225067,0.3572207,0.196766
ZNF773,-0.045788538,-0.00032157023,-0.09861943,0.03586128,0.040863473,-0.023854796
USF2,-0.015912266,-0.06164068,-0.064500466,0.018052768,-0.10804851,0.04702603
ZNF107,-0.08288855,0.010057477,0.16463673,-0.028242024,0.23092826,0.13611214
ZNF319,-0.05926815,-0.049271964,-0.11438204,-0.032034207,-0.11438204,0.095366366
STAT2,-0.16883466,0.19277793,0.69128853,-0.3423463,0.7712638,0.42393914
MYBL1,-0.06107238,-0.004324042,0.42025712,0.10620911,0.10863253,-0.025493635
TOX,-0.047787793,0.045580152,-0.13258052,-0.0055333986,0.2448034,0.02416577
STAT3,-0.21011463,0.21396117,0.7929099,-0.2357416,0.28106877,0.37513515
ZBTB41,-0.1014369,0.036598433,-0.1453269,-0.10266616,0.48630184,0.2136806
NFE2L3,-0.21332596,-0.25120243,-0.27464864,0.71978486,-0.24129622,-0.18913028
