,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
IRX3,0.094328,no,yes,no,no,no,eEVT,eEVT_IRX3
ZNF791,0.17646,no,yes,no,no,no,eEVT,eEVT_ZNF791
ZC3H6,0.198836,no,yes,no,no,no,eEVT,eEVT_ZC3H6
ZNF90,0.066411,no,yes,no,no,no,eEVT,eEVT_ZNF90
DNAJC2,0.10965,no,yes,no,no,no,eEVT,eEVT_DNAJC2
ZNF627,0.076845,no,yes,no,no,no,eEVT,eEVT_ZNF627
ZBTB21,0.11832,no,yes,no,no,no,eEVT,eEVT_ZBTB21
IRF5,0.0,no,yes,no,no,no,eEVT,eEVT_IRF5
ZNF782,0.091179,no,yes,no,no,no,eEVT,eEVT_ZNF782
ZBTB42,0.038756,no,yes,no,no,no,eEVT,eEVT_ZBTB42
ZNF562,1.325516,yes,yes,no,no,yes,eEVT,eEVT_ZNF562
ZNF507,0.162538,no,yes,no,no,no,eEVT,eEVT_ZNF507
ZNF524,0.017861,no,yes,no,no,no,eEVT,eEVT_ZNF524
THAP8,0.05594,no,yes,no,no,no,eEVT,eEVT_THAP8
ZNF75D,0.223249,no,yes,no,no,no,eEVT,eEVT_ZNF75D
ZBTB24,0.040957,no,yes,no,no,no,eEVT,eEVT_ZBTB24
ZNF549,0.018758,no,yes,no,no,no,eEVT,eEVT_ZNF549
ZNF737,0.0,no,yes,no,no,no,eEVT,eEVT_ZNF737
AEBP2,0.841901,no,yes,no,no,no,eEVT,eEVT_AEBP2
ZNF335,0.169039,no,yes,no,no,no,eEVT,eEVT_ZNF335
GLI4,0.058709,no,yes,no,no,no,eEVT,eEVT_GLI4
ZSCAN31,0.008723,no,yes,no,no,no,eEVT,eEVT_ZSCAN31
GATAD2A,1.408144,yes,no,no,no,no,eEVT,eEVT_GATAD2A
ELF4,0.507402,no,yes,no,no,no,eEVT,eEVT_ELF4
KLF14,0.0,no,yes,no,no,no,eEVT,eEVT_KLF14
ZNF846,0.518781,yes,yes,no,no,yes,eEVT,eEVT_ZNF846
ZNF700,0.031618,no,yes,no,no,no,eEVT,eEVT_ZNF700
ZNF429,0.115461,no,yes,no,no,no,eEVT,eEVT_ZNF429
SATB2,0.048809,no,yes,no,no,no,eEVT,eEVT_SATB2
ZNF644,0.592381,no,yes,no,no,no,eEVT,eEVT_ZNF644
TCF7L1,0.958454,yes,no,no,no,no,eEVT,eEVT_TCF7L1
ZNF678,0.139534,no,yes,no,no,no,eEVT,eEVT_ZNF678
TFAP2E,0.0,no,yes,no,no,no,eEVT,eEVT_TFAP2E
ZNF302,0.172482,no,yes,no,no,no,eEVT,eEVT_ZNF302
ZNF160,0.362571,no,yes,no,no,no,eEVT,eEVT_ZNF160
PPP1R13L,0.552532,no,yes,no,no,no,eEVT,eEVT_PPP1R13L
NHLH1,0.0,no,yes,no,no,no,eEVT,eEVT_NHLH1
GRHL1,1.825121,yes,yes,no,no,yes,eEVT,eEVT_GRHL1
ZNF239,0.008723,no,yes,no,no,no,eEVT,eEVT_ZNF239
NOBOX,0.0,no,yes,no,no,no,eEVT,eEVT_NOBOX
ZNF182,0.046714,no,yes,no,no,no,eEVT,eEVT_ZNF182
ZNF213,0.054345,no,yes,no,no,no,eEVT,eEVT_ZNF213
ZNF331,0.501943,no,yes,no,no,no,eEVT,eEVT_ZNF331
NCOR2,1.351729,yes,no,no,no,no,eEVT,eEVT_NCOR2
