,EVT_1,EVT_2,GC,VCT_CCC,eEVT,iEVT
TCF12,-0.2415453,0.039029628,0.6811428,-0.19054669,0.67716116,0.48865974
ZNF581,0.2090596,-0.29480228,-0.48676968,0.21074787,-0.48676968,-0.29884306
MTF1,0.1434594,-0.1072173,0.13999648,-0.101501055,0.2597036,-0.04719996
ARNTL2,-0.11064589,-0.0892083,0.014498692,0.09706875,-0.008981577,0.12734568
GRHL2,-0.2727168,-0.00794772,0.58231705,-0.25559014,0.77379787,0.6231
ZNF431,-0.005797336,-0.08067001,-0.15634453,0.021869278,0.66501,0.035763558
NFKBID,0.012414307,-0.048810616,-0.2017724,-0.0007839627,0.3336518,0.012669103
TFAP4,0.092099346,-0.20086403,-0.33635655,0.23108517,-0.3363565,-0.21140313
ELK3,-0.04453585,-0.0326466,0.8961349,-0.25022453,1.3299321,0.29985675
ZNF333,-0.039588045,-0.07582173,-0.081172965,-0.06331957,-0.05867144,0.16456234
EBF2,-0.030345947,-0.01962435,0.48012793,-0.036837213,-0.048753906,-0.0050161327
NFKB1,-0.13616623,-0.0033350484,0.40345532,-0.14107625,0.444653,0.32202974
NFKBIB,0.15889485,-0.2607789,-0.507621,0.105954066,-0.35984156,-0.15319376
ZNF281,0.16380516,-0.08856983,-0.20938051,-0.0796247,-0.41433558,-0.10156811
MAZ,0.1222102,-0.14201035,-0.4739727,0.06536088,-0.28156117,-0.14012033
ZNF780A,0.10438976,-0.08685874,-0.12141623,-0.062242486,0.89087623,-0.043525152
ARID3A,0.206099,-0.06619307,-0.7944314,-0.25966388,0.1704756,-0.013005241
ELF2,-0.022188846,-0.13739055,0.11538157,-0.045619763,0.40464893,0.15823635
KMT2A,-0.16555674,-0.058811735,-0.35312685,-0.012437791,0.2110037,0.28755745
PBX4,-0.25367543,-0.048511256,0.45003548,-0.32855284,0.32103375,0.69280404
ZNF800,-0.071077086,-0.07704536,-0.18463044,-0.10746072,0.6575149,0.24623558
TCF4,-0.10654607,0.04448161,0.14030738,-0.053302962,0.4124218,0.16980742
ZNF282,-0.06174647,-0.08009456,0.15140577,0.098901086,0.13026695,0.04769397
TBX5,-0.031268228,-0.034977674,-0.04776109,-0.01201453,0.31108755,-0.01803773
KLF4,-0.03193679,-0.042648718,-0.6017065,0.23249397,-0.6017065,-0.13232927
KLF13,0.14861849,0.015802315,0.15025778,-0.06872773,0.4466284,-0.1650834
ZNF484,-0.040455043,-0.0031800985,0.045378756,-0.08230634,1.0122411,0.12782377
TADA2B,-0.04550567,-0.042229183,0.079402976,0.028099792,-0.23114549,0.06812815
KLF16,-0.08483778,-0.036615342,0.572694,0.07640145,0.019998798,0.07233488
TP53,0.19173834,-0.24123688,-0.51200783,0.15112743,-0.19819131,-0.2556429
