,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
MLX,0.194175124168396,0.8265718817710876,-0.3468279540538788,1.3399946689605713,-0.18986603617668152,-1.8240479230880737,6.0
ZNF407,-0.9777137637138367,-1.196033239364624,-0.4872102439403534,1.7073017358779907,0.4193986654281616,0.5342583656311035,5.0
HOXB3,0.4018692076206207,0.2461061179637909,0.993199348449707,-1.3526294231414795,1.0640841722488403,-1.3526294231414795,4.0
JUN,2.150695562362671,-0.43163302540779114,-0.11055155843496323,-0.6309245228767395,-0.10144539922475815,-0.876140832901001,2.0
ZNF416,0.3617231845855713,-0.2183159738779068,-0.5625408887863159,1.927268385887146,-0.18247100710868835,-1.3256632089614868,0.0
ZNF335,-0.18291309475898743,-1.1228169202804565,0.03835766389966011,1.598872423171997,0.8572385311126709,-1.1887398958206177,0.0
ZNF236,-0.23541228473186493,-0.8808608055114746,-0.3928525745868683,1.9832004308700562,0.4589787423610687,-0.9330523610115051,0.0
HOPX,-0.4433647096157074,-1.639142394065857,0.23753230273723602,1.6123861074447632,0.5817939043045044,-0.3492053151130676,5.0
ZNF626,1.4651471376419067,0.9631240963935852,-0.003934288397431374,-0.5987704396247864,-0.24164652824401855,-1.5839192867279053,7.0
ZNF107,-0.8896276950836182,-1.3757330179214478,-0.5489364862442017,1.4158073663711548,0.5723757147789001,0.8261145353317261,5.0
ELF5,2.1760623455047607,-0.5020213723182678,-0.49601835012435913,0.0431525781750679,-0.5126177072525024,-0.7085572481155396,2.0
ZNF846,-0.824772834777832,-0.6734259128570557,-0.5951647162437439,2.0981574058532715,-0.23665153980255127,0.23185747861862183,5.0
TOX4,1.5509870052337646,0.8477905988693237,-0.008494953624904156,-1.2827240228652954,0.0016006348887458444,-1.1091594696044922,7.0
HES4,-0.7917263507843018,-0.623478889465332,-0.5235562324523926,2.163858652114868,-0.14938318729400635,-0.07571388781070709,5.0
ZNF264,-0.7126867771148682,-1.0649149417877197,-0.46767592430114746,1.9442756175994873,-0.24560770392417908,0.5466101765632629,5.0
THRB,-0.9244621992111206,-1.206813931465149,-0.6934005618095398,1.412400484085083,0.3774830102920532,1.0347931385040283,5.0
BNC2,-0.053971271961927414,-0.888103187084198,-0.2333008497953415,-0.5763070583343506,-0.4062674939632416,2.157949686050415,1.0
ZNF573,-0.5483320951461792,-0.4356825351715088,-0.37157002091407776,1.9487684965133667,0.5394155979156494,-1.1325992345809937,0.0
HMGXB3,-0.856890857219696,-1.2429829835891724,-0.30333343148231506,0.26881009340286255,0.26762551069259644,1.8667720556259155,3.0
KLF6,-0.7341324687004089,-0.9021958112716675,0.44398894906044006,1.7404893636703491,0.5229273438453674,-1.071078896522522,0.0
RBAK,0.7767026424407959,-0.021770833060145378,0.9572290778160095,-1.3347889184951782,0.9574174880981445,-1.3347889184951782,4.0
ID3,-0.6733517646789551,1.5104169845581055,0.09566323459148407,1.0717107057571411,-1.224295735359192,-0.7801427245140076,0.0
NFAT5,-0.7781549692153931,-1.3964920043945312,-0.6498960852622986,1.0773675441741943,0.4643875062465668,1.2827876806259155,3.0
TSC22D1,-0.6608856320381165,-1.402509331703186,-0.7603023052215576,1.220451831817627,0.45273980498313904,1.1505053043365479,3.0
ZNF768,0.8462743163108826,-0.34717658162117004,0.4207862317562103,0.7613973617553711,0.38270503282546997,-2.063985824584961,6.0
KDM5A,-0.838592529296875,-1.063079833984375,-0.36747369170188904,1.9455809593200684,0.47319409251213074,-0.14962923526763916,5.0
ZNF250,-0.7158330082893372,-0.6781313419342041,-0.7404645085334778,0.28198662400245667,-0.2322574406862259,2.0846996307373047,3.0
ARID4B,-1.0721677541732788,-1.2533950805664062,-0.3779580891132355,1.5704145431518555,0.4473116099834442,0.6857950687408447,5.0
ZNF674,-0.762017011642456,-0.8537502884864807,-0.7466503381729126,1.9220281839370728,-0.1931997686624527,0.6335891485214233,5.0
ZNF37A,1.3265858888626099,0.1497686207294464,0.4006417691707611,0.20553994178771973,-0.08040961623191833,-2.002127170562744,6.0
MESP1,2.1977150440216064,-0.38920778036117554,-0.48624715209007263,-0.6230255961418152,-0.07620875537395477,-0.6230255961418152,2.0
ZBTB14,1.256721019744873,0.7479104995727539,0.4522125720977783,-1.3425188064575195,0.2281927913427353,-1.3425188064575195,7.0
ZNF566,0.8088750243186951,-0.851196825504303,-0.5557107329368591,1.8590155839920044,-0.4552876651287079,-0.8056953549385071,0.0
NFYA,-0.1934300810098648,-1.2827821969985962,0.5579800605773926,-1.243644118309021,0.8337465524673462,1.328129768371582,1.0
HES6,0.16987277567386627,-0.28823933005332947,-0.445461243391037,2.1129813194274902,-0.662778913974762,-0.886374294757843,0.0
ELF4,-1.423685073852539,-0.7339892983436584,0.38833558559417725,1.2728066444396973,1.1258383989334106,-0.6293065547943115,5.0
ZNF14,-0.0813244953751564,-0.6112063527107239,-0.41357824206352234,2.146474838256836,-0.13273502886295319,-0.9076308012008667,0.0
ZNF613,-0.05483752861618996,-0.18821996450424194,-0.37272632122039795,2.037968397140503,-0.1374981552362442,-1.28468656539917,0.0
UBP1,-0.8420683741569519,-1.0525813102722168,-0.6613764762878418,1.7606672048568726,-0.008108635433018208,0.803467333316803,5.0
SMAD3,-1.0213340520858765,-0.9423699378967285,-0.6551960706710815,1.8186570405960083,0.3232235610485077,0.47701895236968994,5.0
ZNF282,-0.12997017800807953,-1.0513921976089478,-0.7316736578941345,-0.04126228019595146,-0.12534482777118683,2.0796446800231934,1.0
NR2C2,-0.48120245337486267,-1.3092050552368164,-0.023643625900149345,1.6814333200454712,0.846646785736084,-0.71402907371521,0.0
RFX7,-0.663017749786377,-1.1396324634552002,-0.6964036822319031,1.0789834260940552,-0.18555431067943573,1.6056249141693115,3.0
ZNF439,-1.1755036115646362,-0.9170803427696228,-0.6050047874450684,1.1613430976867676,0.10390092432498932,1.4323445558547974,3.0
ZBED4,-0.9542169570922852,-1.1436203718185425,-0.23901814222335815,1.7911486625671387,0.7014332413673401,-0.15572604537010193,5.0
ZNF175,1.8706587553024292,-0.45056310296058655,0.17165519297122955,-0.8310659527778625,0.4222072958946228,-1.1828923225402832,2.0
ZNF708,-0.7272890210151672,-0.7573802471160889,-0.6135252118110657,2.0872771739959717,-0.28109583258628845,0.2920132875442505,5.0
