,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ATF1,0.173311,no,yes,no,no,no,eEVT,eEVT_ATF1
ZBTB1,0.49907,no,yes,no,no,no,eEVT,eEVT_ZBTB1
HES4,1.447726,no,yes,no,no,no,eEVT,eEVT_HES4
ETV3,0.144886,no,yes,no,yes,no,eEVT,eEVT_ETV3
ZHX3,0.337664,no,yes,no,no,no,eEVT,eEVT_ZHX3
GATAD2A,1.408144,no,yes,no,no,no,eEVT,eEVT_GATAD2A
FOXJ2,0.020035,no,yes,no,no,no,eEVT,eEVT_FOXJ2
DMBX1,0.0,no,yes,no,no,no,eEVT,eEVT_DMBX1
LHX2,0.010035,no,yes,no,no,no,eEVT,eEVT_LHX2
NR2C1,0.241671,no,yes,no,yes,no,eEVT,eEVT_NR2C1
IKZF4,0.020035,no,yes,no,no,no,eEVT,eEVT_IKZF4
GATAD2B,0.639729,no,yes,no,no,no,eEVT,eEVT_GATAD2B
ZFPM2,0.090547,no,yes,no,no,no,eEVT,eEVT_ZFPM2
FOXN3,1.065351,no,yes,no,no,no,eEVT,eEVT_FOXN3
KLF12,0.066035,no,yes,no,no,no,eEVT,eEVT_KLF12
SIX6,not_enough_cells_expr_limma,no,yes,no,no,no,eEVT,eEVT_SIX6
