,EVT_1,EVT_2,GC,VCT_CCC,eEVT,iEVT
DNAJC2,0.31601593,-0.29492888,-0.71661747,0.08457095,-0.55153066,-0.33519188
ZNF57,0.025461238,-0.081483215,-0.2206685,0.07329826,-0.11678494,-0.04959193
CREM,0.33969146,-0.31966022,-0.47945556,0.12803559,-0.16260774,-0.39746213
KDM5A,-0.011598109,-0.11657566,-0.17248826,-0.060346488,0.5762978,0.14333981
FOS,0.28275716,-0.14103992,-0.4714902,-0.069776505,-0.8209344,-0.24364245
MYBL1,-0.05863833,-0.03522163,0.43010756,0.15738612,0.15811189,-0.04087906
ZNF398,-0.0579358,-0.07073885,0.34632292,-0.054258328,0.41066918,0.17360148
ZNF784,0.010786293,-0.06476811,-0.17586073,0.098525904,0.12713759,-0.064764045
ZNF14,-0.068117045,-0.06291034,-0.20039107,0.090904444,0.8019441,0.049876444
ZNF655,0.2162154,-0.24902155,-0.6599558,0.022666274,-0.29397297,-0.16649996
ZBTB42,-0.006581743,-0.060110822,-0.15610589,0.037617736,0.24838826,0.009925139
RC3H2,-0.0972514,-0.09236977,-0.008773911,-0.038247764,0.59085315,0.2298158
ZNF44,-0.06891376,-0.07120401,0.026592694,0.19472703,0.34678572,-0.036628265
ZNF518A,-0.00819412,0.003500106,-0.31283948,-0.14482261,0.5891985,0.13955897
ZBTB21,-0.090443395,-0.05540549,0.24683395,0.05066848,0.21238212,0.11628395
ZNF343,0.047928814,-0.08461952,-0.12293533,0.06726132,-0.12293533,-0.083296664
HOPX,-0.13183914,0.055596713,0.029003406,-0.015910234,0.4633371,0.16494586
ZNF181,-0.0031175604,-0.040769834,-0.1279733,0.04699046,-0.1279733,-0.018265055
ARNTL,-0.074507184,-0.076183766,-0.22298416,0.18865995,0.7339517,-0.021478223
ZNF75A,0.00495472,-0.05387764,-0.2391448,0.062735654,0.1266935,-0.02986211
KLF11,-0.037770156,-0.04577209,-0.24221057,0.07546896,-0.00078882277,0.015713908
ZKSCAN1,-0.1631262,-0.09093846,-0.36639783,0.05055153,0.71917295,0.2430689
ZNF350,0.12972243,-0.13233228,0.2065771,-0.04452711,-0.15571955,-0.060782712
NFKBIB,0.158163,-0.2553394,-0.5056657,0.094332576,-0.36124435,-0.14496607
ZNF613,0.04323529,-0.06544586,-0.1690299,0.010934604,0.20286809,-0.031224856
LRRFIP2,0.07241142,-0.15231115,0.12969452,-0.19335517,0.96522236,0.16291156
SNAI1,0.45249045,-0.23692916,-0.21760078,-0.22486705,-0.3892081,-0.28863835
ARID3B,-0.091825694,-0.10814883,0.019994685,0.041257802,0.8912079,0.15674244
ZNF254,-0.06472457,-0.018227264,-0.5370166,-0.164303,1.0464224,0.25038242
RELB,-0.08932161,-0.080386505,0.08323232,0.082748145,0.17711088,0.102373086
ZNF548,0.030543124,-0.06643411,-0.17704813,0.07361569,-0.0017747496,-0.06794969
ZNF90,0.1388966,-0.1535129,0.010380293,0.16941139,-0.45662504,-0.25339425
ZNF337,-0.04507416,-0.059876066,-0.24272159,0.03275568,0.006737692,0.07440777
HES4,0.0057870653,-0.103095494,0.2365826,-0.3114952,1.9504536,0.32754546
HIVEP2,-0.17162098,-0.010553983,0.64301544,0.066028364,0.3392938,0.18720299
ZNF37A,0.039866302,-0.09201513,-0.2869401,0.09855735,-0.006101753,-0.08723948
YBX1,0.36707172,-0.3461016,-0.6742121,0.090019256,-0.5539967,-0.38102496
ZNF433,0.03490131,-0.08527506,-0.23227127,0.099035315,0.19338907,-0.08666004
ZNF626,0.19670717,-0.23361793,-0.51322734,0.12926881,-0.2921675,-0.24690033
SMARCC1,0.06462038,-0.15173896,0.106362216,-0.09525679,0.5978007,0.08666091
ZNF79,-0.037632614,-0.062016618,-0.1613252,0.034698926,0.3914085,0.059264954
ZNF766,0.05369545,-0.16900449,-0.4107023,0.046862893,-0.034515828,-0.009461659
ZNF770,0.059497748,-0.16514495,-0.09030149,0.1445522,-0.27110237,-0.10977701
ZNF524,0.14689481,-0.21034501,-0.21725038,0.117647864,-0.30413145,-0.18093477
ZFP64,0.06464045,-0.10060369,-0.2654683,-0.11958356,0.06759095,0.082112804
ZNF776,0.0150058055,-0.05130413,0.14056344,0.052881967,-0.18096057,-0.036552098
ZNF780A,0.1041914,-0.08358815,-0.117656134,-0.06781269,0.8930656,-0.040262673
ZNF331,0.053399898,-0.17114651,-0.3969599,0.3052166,0.42394668,-0.24828409
HIVEP1,-0.24795718,-0.061084542,0.04409207,0.04435088,0.1829088,0.35362577
NFE2L3,-0.11729206,-0.3229454,-0.39687425,0.7077405,-0.35756347,-0.26871416
TSHZ1,-0.026738133,-0.01850942,0.08637628,-0.022934591,0.10645835,0.0701305
ZNF142,-0.02294392,-0.010038141,0.09428573,0.04456082,0.9541145,-0.009192034
BBX,-0.048926793,-0.28857997,-0.23673128,0.26193836,0.13379559,0.0153643135
ZNF627,0.020984342,-0.059121363,-0.07314843,-0.034365755,0.18226586,0.03825452
ZNF311,0.014388567,-0.04670888,-0.074297234,-0.030433943,0.28549907,-0.033938188
SSRP1,0.31557527,-0.39509344,-0.77510196,0.29708582,-0.68200344,-0.46400836
TADA2A,0.013057439,-0.16160955,0.038473718,0.084304646,0.270429,0.0052644275
ZNF551,-0.012417816,-0.059145164,-0.19719458,0.11951488,0.12986118,-0.053827837
NCOA3,-0.26409543,-0.08826737,0.7362333,0.099702515,0.3400306,0.3387185
ZBTB40,-0.11806073,0.008279039,0.44218385,-0.14358442,0.9144215,0.28705287
ZNF525,-0.025169238,-0.07176853,-0.14865787,0.09819993,0.0008226569,-0.007093741
TSC22D1,-0.19387265,-0.23657933,0.6332123,0.12854245,0.625326,0.30471507
ZNF674,-0.044059657,-0.060787138,0.18904154,-0.048466347,0.905853,0.13885719
ARID1A,0.03328525,-0.08786264,-0.040743906,0.04399199,0.14866816,-0.03281791
ZNF585A,0.045504693,-0.04396515,-0.19033669,0.008761983,-0.19033669,-0.04303889
SOX4,0.34797952,-0.0391789,-0.21833567,-0.42728895,0.13255979,-0.08335063
NRL,-0.013071376,-0.05296902,-0.14670764,0.050055694,0.58026534,0.0008369359
NFKBID,0.01160814,-0.0471572,-0.2008061,-0.0024547859,0.34265208,0.014227948
EGR1,0.04996252,-0.11113199,-0.6020484,0.3331278,-0.5907939,-0.29865634
BNC1,-0.057687074,-0.040123794,0.4680919,-0.05288457,-0.061458506,0.06910004
ZNF45,0.010467939,-0.036326077,0.31429842,0.026150566,0.4847402,-0.02125585
TCF4,-0.10732811,0.046376962,0.1470591,-0.053880606,0.4078162,0.17024697
ZNF585B,0.019291934,-0.073950626,-0.19645745,0.0047897217,0.46784395,0.012736085
ZSCAN25,-0.008898052,-0.088285565,-0.25444993,0.034335155,-0.16451028,0.040497236
ZNF22,0.3094234,-0.32047635,-0.53048056,0.1750928,-0.58070666,-0.39311925
ZNF511,0.31302702,-0.32033047,-0.5916988,0.21741126,-0.4767591,-0.43770325
STAT1,0.18504965,-0.12123421,-0.03683929,-0.32767835,-0.3612415,0.11512958
KLF16,-0.08589345,-0.032396585,0.59331936,0.0694014,0.020975633,0.07745645
SP1,-0.016620526,-0.08630334,-0.1470038,0.09658864,0.21252191,-0.0102126505
MAFF,0.068083026,-0.088377304,-0.32458198,0.07107088,-0.009695552,-0.104728185
TFEB,-0.16790192,-0.25493193,-0.30682147,0.72045827,-0.20598128,-0.2528146
BNC2,-0.10246547,0.030071022,0.5798939,0.09485227,-0.039899714,0.038410094
HMGXB4,0.21226071,-0.24118814,-0.32207254,0.040877424,-0.10273446,-0.18574782
MXD4,0.044771876,-0.09474844,-0.011741833,-0.08324277,0.2882777,0.07060584
KMT2B,-0.10124606,0.0070649893,-0.2555558,0.010140458,0.77828795,0.1272283
FOXK2,-0.21330853,-0.03981488,0.26655477,0.043204423,0.2644181,0.28941125
KAT7,0.032399993,-0.13492337,-0.46623018,0.1522732,0.40469357,-0.10046385
ZNF672,0.076240316,-0.1770666,0.1060597,0.1370322,-0.24585402,-0.120525874
MYCN,0.28355336,0.08989142,0.035630427,-0.5434923,1.1264236,0.024294185
ZKSCAN2,-0.02655873,-0.05381014,-0.1795838,0.06678499,-0.17958383,0.01374538
YY1,0.13155743,-0.28695098,-0.15246645,0.15179461,-0.25942189,-0.14173521
ZNF16,0.008681949,-0.042403646,-0.0080311755,0.03810272,-0.022890475,-0.020037567
HMGXB3,-0.07738936,-0.054798376,0.30579883,-0.013114084,0.21272507,0.15533032
SMAD4,-0.023379797,-0.11880395,-0.47989583,-0.004394184,0.24306372,0.114507385
ZNF10,0.026729878,-0.0492704,-0.17446965,0.03536595,0.45869592,-0.04236025
NFATC2,-0.10927602,-0.033415046,-0.17179602,0.15885831,-0.17179598,0.035092346
ZNF239,0.021381447,-0.057765186,0.38519377,0.04061683,0.038550325,-0.035561673
VEZF1,0.083773606,-0.16873527,-0.36023906,0.025666028,-0.15402374,-0.032811407
CREBL2,0.1283135,-0.15767142,-0.32468653,-0.03884711,-0.05399103,-0.045742348
ERF,-0.011335717,-0.096161455,-0.22570334,0.21479607,-0.063573636,-0.117446996
SOX13,-0.15521978,-0.1546606,-0.3628626,0.33978173,0.16933492,0.011348346
ZNF558,0.016106404,-0.047731835,-0.2351975,0.053758085,0.06123077,-0.041133653
ZNF595,0.042821072,-0.16205706,0.46519572,0.12998702,-0.080900855,-0.07871867
EGR4,-0.03176988,-0.028024565,-0.045064528,0.005562817,-0.045064535,-0.034134105
ZNF415,0.07690593,-0.10030095,-0.20546092,0.021895422,-0.20546092,-0.063776545
ZNF222,0.05576677,-0.050993633,-0.10689952,0.022013804,-0.106899515,-0.08222298
ZC3H6,-0.05164596,-0.095370896,0.07574249,0.033120546,0.19670822,0.10320399
ZNF562,-0.00062323886,0.0012590054,-0.034902234,-0.17311642,1.6854674,0.14627826
ZBED5,-0.002602372,-0.16412307,-0.0040160855,0.15010697,0.06352823,-0.029175075
RFX7,-0.1652419,-0.034265,0.6708875,0.0069242604,0.754927,0.24415706
SP6,-0.18236002,-0.21073633,0.084515825,0.63450795,-0.0044131023,-0.1850542
NFYB,0.3718011,-0.2753413,-0.5954824,0.011773289,-0.26875165,-0.36400244
ZNF616,0.06921483,-0.06290281,0.0231291,-0.038572405,0.08191538,-0.0245867
ZNF771,0.009401782,-0.09107079,-0.20256849,0.14106569,-0.013353571,-0.08339867
ZNF517,-0.004046956,-0.05931948,0.9609698,0.014229943,-0.102445446,-1.4932423e-05
ZNF322,0.124126285,-0.16709328,-0.08047049,0.016315373,0.14443009,-0.08706332
NR2F2,-0.013042528,-0.27948934,-0.28220874,0.71133906,-0.09885719,-0.45244798
MXI1,7.1813534e-05,-0.10232768,-0.13382916,-0.10712992,-0.10902776,0.16535726
TEF,-0.044418033,-0.050497152,-0.100728914,0.09396201,-0.10072893,-0.014739905
ZBTB44,-0.036282383,-0.12060577,-0.351589,0.17827676,0.12116808,-0.033121392
ZNF333,-0.040286575,-0.07381326,-0.0837306,-0.066044755,-0.06253482,0.16682214
KAT6A,-0.18872282,0.016008656,0.29771394,-0.22467403,0.99230826,0.4583218
NFE2L2,-0.043393817,-0.27273887,-0.55520445,0.27965093,0.23908308,-0.018166395
KDM5C,-0.044864215,0.00042917448,0.20696813,-0.0020643224,0.26359436,0.06309169
ZXDC,-0.16648263,-0.0808754,-0.17201585,0.09199095,0.34497014,0.20526518
IRF6,0.043461323,-0.26557925,-0.5192176,0.46573976,-0.21302198,-0.3152179
ZNF362,-0.028844688,-0.11391513,-0.30114558,0.20093296,0.06608995,-0.06874435
ZNF823,0.06693752,-0.20643112,-0.12778182,0.15960853,0.2404717,-0.111516036
ELK4,-0.110866606,-0.079898104,0.468126,0.12629373,0.035241667,0.09219347
ZFX,-0.12545346,-0.14512296,0.1945762,0.19851416,0.28431946,0.088269025
ATOH8,-0.051982127,-0.005609739,-0.14981078,-0.11588063,1.347062,0.17133673
BATF2,-0.0024274515,-0.007003118,0.4383779,-0.07822174,-0.09282345,0.037849143
KAT5,0.26834622,-0.2564069,-0.38463995,0.074989006,-0.10877894,-0.28761134
ZNF844,0.02020289,-0.02100847,-0.19253564,0.06015398,0.5517448,-0.0739948
ZNF513,0.018625394,-0.017133523,-0.012708184,0.020997846,0.2576475,-0.03697147
ETV3,0.023236023,0.0076930374,-0.33908445,-0.060529683,0.25797772,0.01696144
MAZ,0.12022788,-0.13269714,-0.46790335,0.050627757,-0.28284913,-0.12974498
ESRRG,-0.15911284,-0.068877704,0.22368549,0.36617547,0.21787633,-0.065696225
NFKBIZ,-0.13176396,0.08573388,-0.43289867,-0.14725289,-0.07933087,0.2725434
ZNF860,0.054257702,-0.07059144,-0.017464891,-0.13346663,-0.10558156,0.0905759
ZNF502,-0.01901936,-0.03343723,-0.16637109,0.047783095,0.2594748,0.0035230576
HSF4,-0.07134557,-0.0040030587,0.21489342,-0.08933564,0.33652502,0.18242003
EMX2,-0.050887626,0.016506862,-0.0863602,-0.045182537,0.17179945,0.050817143
ZNF75D,-0.09647794,-0.036289413,-0.31268916,-0.07151038,0.7024611,0.2239715
CTCF,0.039701227,-0.14371385,-0.06306705,0.06910073,0.313512,-0.030402603
ZNF292,-0.14749832,-0.112939216,0.21935415,0.050907,0.35784927,0.2340947
ZNF25,-0.037382398,-0.001836471,-0.12922488,-0.017273413,3.0408223,0.041039675
CREBZF,-0.05045632,-0.09094769,0.3095906,0.05418713,0.2597082,0.07763638
JUN,-0.21830845,-0.25817934,-0.6314076,0.7571777,-0.47283742,-0.20818943
ATF5,0.08873347,-0.2525837,-0.21660204,0.32608834,-0.08193751,-0.26311347
ZNF124,-0.031902842,0.025343075,0.102777205,-0.14172858,1.2315786,0.14977925
E2F5,-0.07713579,-0.08860882,-0.15617824,0.24956441,-0.15617824,-0.060835697
DBP,0.022156257,-0.09476609,-0.14027147,0.11974906,-0.14027147,-0.08018981
MEF2D,-0.08562001,-0.006880625,0.11672645,-0.007001165,0.92392355,0.12638627
ZXDB,-0.006779645,-0.049480677,-0.14916305,0.07106613,-0.14916308,-0.022198798
ZNF790,0.0017211216,-0.08715795,-0.31842196,-0.051374998,0.5290321,0.09818836
REL,0.15094621,-0.0941653,-0.53531355,-0.112739205,0.09438975,-0.05128283
STAT6,-0.09813181,0.08456705,0.09819529,-0.304477,0.9644466,0.35847142
ZBTB43,-0.114150606,-0.0920519,0.20888093,0.13860148,0.5145732,0.09111009
TRPS1,-0.090929046,0.075741015,-0.23770717,-0.0331074,0.5917549,0.10934309
ZNF587,0.013148916,-0.07357524,-0.10294304,0.0140009085,0.28599605,0.013783593
TOX,-0.04849278,0.03801686,-0.14711161,-0.0009378523,0.30598608,0.044075266
SPI1,0.010239231,-0.0312919,-0.12299745,-0.020062488,0.19862655,0.012438455
ZNF574,0.08660076,-0.11960662,-0.25314057,0.09552297,-0.2531406,-0.13229069
ZNF789,-0.011995722,-0.09768348,-0.07912773,0.06799184,0.49304458,0.014185232
BACH1,-0.20267358,-0.031435564,0.094716646,-0.110906415,0.040690396,0.41273487
ZNF7,0.05853772,-0.1420791,-0.25845695,0.027514154,0.16537268,-0.01825571
THAP2,0.14097947,-0.115296625,-0.058729127,0.01046016,-0.2678238,-0.13613653
TCF25,0.35602328,-0.3027923,-0.8977426,-0.016766129,0.20215721,-0.2995306
ZNF763,-0.004525943,-0.056543313,0.27889487,0.084874965,-0.16089681,-0.03542695
BACH2,-0.093099914,-0.035028726,0.11518372,0.16389164,-0.16418734,0.0063650277
ZNF410,-0.005175984,-0.024166802,-0.13650437,0.0438328,-0.13650438,-0.020014387
SOX5,-0.117385276,0.0927877,0.627085,-0.07471878,0.7804493,0.16874787
YBX3,-0.10457257,-0.26421136,-0.35624886,0.5387335,0.012810061,-0.17264497
ZNF444,-0.048672855,-0.15653504,-0.08710668,0.1576212,-0.118764244,0.027166551
ZNF440,-0.05875944,-0.036364336,-0.09899782,-0.02849698,0.6511858,0.1295683
KLF4,-0.035733886,-0.034186807,-0.5974635,0.22399245,-0.5974635,-0.12454771
TEAD2,0.24840085,-0.1281067,-0.4482782,-0.26899275,-0.1013198,-0.025312789
DEAF1,-0.09083741,-0.09926918,-0.09780838,0.18731532,0.46506754,0.019460788
KLF12,-0.030906169,0.04966841,0.19815488,-0.028309721,0.33899742,0.032510046
RARA,0.030229032,-0.056401752,-0.054489776,-0.09700921,-0.10957603,0.08281555
PITX1,-0.0062205745,-0.07398924,-0.118829675,0.15613414,-0.11882968,-0.09480161
ZFP69,0.04901736,-0.064857945,0.39073762,0.008501089,-0.1431103,-0.039429322
TBPL1,0.44894642,-0.29313463,-0.45818228,-0.10467182,-0.3341653,-0.35694924
POU2F3,-0.07126304,-0.07443543,-0.10303092,0.18333654,-0.10303092,-0.043073628
SP100,0.21994017,-0.2092884,-0.19659461,-0.2829343,0.28866437,0.076231934
ELF4,0.049453963,-0.005080686,-0.3395127,-0.27622798,0.15009125,0.18617623
ZNF213,-0.017688898,-0.0605805,0.2494914,-0.06312909,0.040902216,0.12063494
IRX3,-0.07015686,0.041423786,-0.12219936,-0.032249242,0.6880306,0.08933551
ZNF195,0.012540856,-0.116469406,-0.30710152,0.05711903,0.045390107,0.005497282
NPAS2,-0.0671621,0.08301557,0.04723781,0.06960923,0.18090722,-0.02211239
PRDM15,-0.06958292,-0.023721335,0.997846,0.02815048,1.2282287,0.07498867
ZNF354B,-0.013136624,-0.10489352,-0.17629875,0.11854801,0.5680844,-0.026006665
SALL2,-0.034585994,-0.035562098,-0.044081256,0.0058978703,-0.044081245,-0.027687218
ZNF248,-0.09038169,-0.08577237,0.65647393,-0.07822979,0.26803002,0.2514067
FOXN3,-0.27210775,-0.05456227,0.18803528,-0.17356388,0.42944756,0.5815205
ZFP69B,0.05473433,-0.062848695,-0.112101205,0.021533536,-0.11210118,-0.06837668
ZNF480,0.14618178,-0.12807836,-0.30428043,-0.03450629,-0.12290897,-0.09399741
KLF5,0.040777005,-0.09387824,-0.2916963,-0.06602386,-0.090772174,0.06432992
ZNF431,-0.007661949,-0.07469562,-0.15341482,0.0149005335,0.66936976,0.04096018
ZNF714,0.10712441,-0.123462185,-0.3185949,0.002619816,0.28144294,-0.077834785
TP53,0.19269095,-0.23409297,-0.5099101,0.138017,-0.20038104,-0.24956013
NFATC4,-0.057715394,-0.046332575,-0.096119516,-0.019486433,-0.0961195,0.09607877
ETS2,0.041919567,0.062474143,-0.24827069,-0.17861952,-0.54631466,0.068952896
ZNF282,-0.06157748,-0.07700764,0.16498494,0.093115725,0.12924509,0.05071667
ZNF846,-0.027815593,-0.05142528,0.35165045,-0.16360556,1.497517,0.20990382
ZNF781,0.09404513,-0.1067107,-0.17648311,0.05064546,0.20834313,-0.11400679
ETS1,-0.0676494,0.02566567,0.22713573,0.00044626417,0.67021894,0.070401646
TSC22D2,-0.100928426,-0.11473275,0.364489,0.019609313,0.08184797,0.19831075
SOX7,-0.12170326,-0.11405165,0.32416642,0.39055678,-0.14219931,-0.11185817
KMT2A,-0.16756186,-0.05278087,-0.34912887,-0.02146961,0.21247602,0.29482943
ZNF263,0.06833573,-0.13304581,0.2514855,0.07648629,-0.35195512,-0.08177831
GATA3,0.2220385,-0.1987629,-0.016678289,-0.22172825,0.046385024,0.011215698
ZNF267,0.077129684,-0.08006141,-0.103155605,0.008495818,-0.018374214,-0.06673996
ELF2,-0.025166102,-0.12915808,0.12750284,-0.059171893,0.41530523,0.16953051
ZFHX3,-0.28649518,-0.12393434,0.5246202,0.06777312,0.45502347,0.42334136
CIC,-0.0416721,-0.036965195,-0.2955391,0.05525938,0.11397618,0.033624
ZNF575,0.036273576,-0.06323472,-0.10542246,-0.047283985,-0.10542246,0.012843729
SMAD3,-0.3441884,-0.07501882,0.98644316,-0.44654217,1.9976679,0.93275744
ZNF773,-0.022155669,-0.009261911,-0.12145684,0.065407135,0.06101129,-0.030632216
ZNF682,0.11214742,-0.076437294,0.012407935,-0.065562636,0.13336256,-0.053246975
ZSCAN16,0.040366516,-0.0626828,-0.121732615,0.03885397,0.048825353,-0.060308054
FOXC1,-0.10872068,-0.08651759,-0.14077482,0.24678133,0.34710366,-0.018384986
ELF3,0.13066089,-0.2638627,-0.7498518,0.3626494,-0.65177584,-0.34265417
ZNF532,-0.15910883,-0.06409305,0.39236656,-0.13405997,-0.17109014,0.39232266
ZNF32,0.16875903,-0.23456478,-0.41358382,0.020838367,-0.3542491,-0.1066303
ZSCAN12,-0.008882389,-0.06600475,0.2765027,0.09414382,-0.15249792,-0.031649552
ZNF687,0.004925603,-0.01937777,0.022397125,0.04583361,0.18249358,-0.03821836
ZNF516,-0.05204968,0.070873976,-0.1585556,-0.057730254,0.21712886,0.080859385
ZNF836,0.113534346,-0.06198027,0.06703279,-0.04810258,0.120998554,-0.080725096
CEBPA,-0.039185677,-0.10498837,-0.25428686,0.22350897,-0.3552789,-0.07733985
ATF3,0.25295737,-0.21219172,-1.0812259,0.19471979,-0.81371367,-0.39472413
EBF2,-0.03012771,-0.019482115,0.48047563,-0.03647066,-0.04838692,-0.004650733
SP110,0.17266065,-0.13050507,-0.5507207,-0.30482358,0.19110315,0.11637946
ZNF543,0.025676016,-0.08293718,-0.13900122,0.06845938,-0.13900122,-0.046007756
ZNF148,-0.083870634,-0.116780415,0.24044,-0.06380356,0.7265665,0.24734958
THAP1,0.28861788,-0.2634483,-0.45403978,0.041524265,-0.3009047,-0.27973276
ZNF569,0.041174524,-0.012150898,0.026892869,-0.08908665,1.0222622,0.022370864
LYAR,0.29670778,-0.33310297,-0.36231288,0.22008717,-0.40146136,-0.4102448
E2F4,0.25721186,-0.33502957,-0.691338,0.2253082,-0.407296,-0.3552282
IRF1,0.08690023,-0.11121952,-0.20297939,0.09578472,-0.4885736,-0.13680759
ZBTB24,0.102986574,-0.15639465,-0.18629287,0.070331395,-0.106262326,-0.11061755
MITF,-0.14727062,0.020292222,0.3454375,-0.057388417,0.56926745,0.2454117
MAFK,-0.24082597,0.02308726,0.13922529,-0.0079316115,0.38904172,0.33528388
RORA,-0.08200489,0.08980848,0.18726379,0.008460381,-0.00637158,0.051697165
ZNF317,-0.0045384355,-0.08324745,-0.027624007,0.07361247,0.4581251,-0.010962129
HIC2,-0.023917357,-0.06517761,-0.605174,0.15295993,0.45723438,-0.064486094
ZNF419,0.0457369,-0.038591094,-0.15552902,0.06880638,0.0072978223,-0.10458524
ADNP2,-0.07239441,-0.034287095,-0.26800177,0.09066622,0.15975775,0.043129887
NFIL3,0.016694406,-0.045541983,0.0054482785,-0.0812652,-0.3237071,0.08219793
MIER3,-0.04572548,-0.065709226,0.21195956,0.04302204,0.25126645,0.065454006
KDM5D,-0.012389162,-0.010632273,-0.17940326,0.027381953,0.22941364,-0.0012996391
GMEB1,0.06684796,-0.102148905,-0.22038937,0.050746407,0.15967175,-0.07729664
SP4,-0.08604779,-0.03288131,0.062969856,-0.014060497,0.0065525393,0.15742308
MIER1,0.070430666,-0.18097326,0.011411573,0.015080549,0.03480746,0.0005900245
ZBTB7A,-0.14617345,-0.07300487,-0.15405606,0.14453152,0.93699163,0.118183725
DNAJC1,0.15159358,-0.03311569,0.2304037,-0.47258574,0.8146927,0.22936662
ATF6,0.13216698,-0.16765034,-0.09950137,-0.09283941,0.40607956,-1.2029372e-05
TONSL,0.042242438,-0.119818754,-0.04557896,0.21146566,-0.1344589,-0.17669502
