,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
MTA3,0.44366,yes,no,no,no,no,EVT_2,EVT_2_MTA3
BACH1,0.639939,yes,no,no,no,no,EVT_2,EVT_2_BACH1
ZNF680,0.158569,no,yes,no,no,no,EVT_2,EVT_2_ZNF680
MXD1,0.106164,no,yes,no,no,no,EVT_2,EVT_2_MXD1
ZSCAN12,0.008869,yes,yes,no,no,yes,EVT_2,EVT_2_ZSCAN12
ZNF263,0.049384,no,yes,no,yes,no,EVT_2,EVT_2_ZNF263
ZNF334,0.04335,yes,no,no,no,no,EVT_2,EVT_2_ZNF334
TBX20,0.04698,yes,no,no,no,no,EVT_2,EVT_2_TBX20
ZNF557,0.03949,no,yes,no,no,no,EVT_2,EVT_2_ZNF557
ZNF682,0.073982,yes,yes,no,yes,yes,EVT_2,EVT_2_ZNF682
ISL1,0.020036,yes,no,no,no,no,EVT_2,EVT_2_ISL1
SP6,0.00431,yes,no,no,no,no,EVT_2,EVT_2_SP6
ZNF438,0.173273,yes,no,no,no,no,EVT_2,EVT_2_ZNF438
BARX2,0.010631,yes,no,no,no,no,EVT_2,EVT_2_BARX2
ZNF610,0.013136,no,yes,no,no,no,EVT_2,EVT_2_ZNF610
CREBL2,0.089712,no,yes,no,no,no,EVT_2,EVT_2_CREBL2
TCF12,1.024366,yes,no,no,no,no,EVT_2,EVT_2_TCF12
E2F4,0.18868,yes,yes,no,yes,yes,EVT_2,EVT_2_E2F4
TCF23,0.000232,no,yes,no,no,no,EVT_2,EVT_2_TCF23
ZNF287,0.004082,no,yes,no,no,no,EVT_2,EVT_2_ZNF287
MYT1L,0.003886,no,yes,no,no,no,EVT_2,EVT_2_MYT1L
ZNF718,0.111647,yes,no,no,no,no,EVT_2,EVT_2_ZNF718
ZNF280B,0.004661,no,yes,no,no,no,EVT_2,EVT_2_ZNF280B
ARNT,0.472651,yes,no,no,no,no,EVT_2,EVT_2_ARNT
ZNF736,0.163391,yes,no,no,no,no,EVT_2,EVT_2_ZNF736
ZNF627,0.046551,no,yes,no,no,no,EVT_2,EVT_2_ZNF627
HIVEP3,0.161626,yes,no,no,no,no,EVT_2,EVT_2_HIVEP3
NKX3-1,0.01102,no,yes,no,no,no,EVT_2,EVT_2_NKX3-1
HES4,0.195316,no,yes,no,no,no,EVT_2,EVT_2_HES4
ZBED5,0.059009,no,yes,no,no,no,EVT_2,EVT_2_ZBED5
CREB3,0.115117,yes,no,no,yes,yes,EVT_2,EVT_2_CREB3
SALL1,0.000782,no,yes,no,no,no,EVT_2,EVT_2_SALL1
ZNF713,0.004211,no,yes,no,no,no,EVT_2,EVT_2_ZNF713
CEBPG,0.152925,yes,no,no,no,no,EVT_2,EVT_2_CEBPG
IKZF4,0.017237,no,yes,no,no,no,EVT_2,EVT_2_IKZF4
ZFP1,0.025437,no,yes,no,no,no,EVT_2,EVT_2_ZFP1
ZNF672,0.056267,no,yes,no,no,no,EVT_2,EVT_2_ZNF672
KLF12,0.031245,no,yes,no,no,no,EVT_2,EVT_2_KLF12
ZNF232,0.011568,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF232
ZKSCAN5,0.0409,no,yes,no,yes,no,EVT_2,EVT_2_ZKSCAN5
THAP6,0.078531,yes,yes,no,no,yes,EVT_2,EVT_2_THAP6
ZNF181,0.007852,no,yes,no,no,no,EVT_2,EVT_2_ZNF181
ZNF540,0.026501,no,yes,no,no,no,EVT_2,EVT_2_ZNF540
DLX3,0.154483,yes,no,no,no,no,EVT_2,EVT_2_DLX3
ZNF239,0.006503,no,yes,no,no,no,EVT_2,EVT_2_ZNF239
NFKBIB,0.064253,yes,yes,no,no,yes,EVT_2,EVT_2_NFKBIB
ZBTB45,0.025911,no,yes,no,no,no,EVT_2,EVT_2_ZBTB45
ZBTB6,0.017798,no,yes,no,no,no,EVT_2,EVT_2_ZBTB6
ST18,0.00899,no,yes,no,no,no,EVT_2,EVT_2_ST18
ZNF569,0.061934,no,yes,no,no,no,EVT_2,EVT_2_ZNF569
ATF6,0.34068,yes,no,no,yes,yes,EVT_2,EVT_2_ATF6
ZNF311,0.002064,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF311
DLX5,0.369018,yes,no,no,no,no,EVT_2,EVT_2_DLX5
DLX6,0.136712,yes,no,no,no,no,EVT_2,EVT_2_DLX6
MYBL2,0.049949,yes,no,no,no,no,EVT_2,EVT_2_MYBL2
SOX17,0.004421,no,yes,no,no,no,EVT_2,EVT_2_SOX17
NFXL1,0.268164,no,yes,no,no,no,EVT_2,EVT_2_NFXL1
PHF5A,0.147696,yes,yes,no,no,yes,EVT_2,EVT_2_PHF5A
TRPS1,0.100392,no,yes,no,no,no,EVT_2,EVT_2_TRPS1
THAP3,0.034726,yes,yes,no,no,yes,EVT_2,EVT_2_THAP3
ZNF563,0.006098,yes,no,no,no,no,EVT_2,EVT_2_ZNF563
ZNF391,0.013496,no,yes,no,no,no,EVT_2,EVT_2_ZNF391
ZNF77,0.028138,no,yes,no,no,no,EVT_2,EVT_2_ZNF77
ZHX2,0.064264,yes,no,no,no,no,EVT_2,EVT_2_ZHX2
TFDP1,0.259364,yes,yes,yes,yes,yes,EVT_2,EVT_2_TFDP1
HOXA7,0.00418,yes,yes,no,no,yes,EVT_2,EVT_2_HOXA7
IKZF2,0.121768,yes,no,no,no,no,EVT_2,EVT_2_IKZF2
NFE2L2,0.236914,yes,no,no,no,no,EVT_2,EVT_2_NFE2L2
SP100,0.406896,yes,no,no,no,no,EVT_2,EVT_2_SP100
NFX1,0.263368,yes,yes,no,no,yes,EVT_2,EVT_2_NFX1
TSC22D1,1.36157,yes,yes,no,no,yes,EVT_2,EVT_2_TSC22D1
ZNF530,0.006444,no,yes,no,no,no,EVT_2,EVT_2_ZNF530
ZNF737,0.023891,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF737
ZNF565,0.108745,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF565
CSRNP3,0.0129,no,yes,no,no,no,EVT_2,EVT_2_CSRNP3
ZSCAN26,0.005328,no,yes,no,no,no,EVT_2,EVT_2_ZSCAN26
TFEB,0.010968,yes,no,no,no,no,EVT_2,EVT_2_TFEB
ZNF484,0.03522,no,yes,no,no,no,EVT_2,EVT_2_ZNF484
ZNF761,0.215743,no,yes,no,no,no,EVT_2,EVT_2_ZNF761
TONSL,0.027392,yes,yes,no,no,yes,EVT_2,EVT_2_TONSL
NR3C1,0.324124,yes,no,no,no,no,EVT_2,EVT_2_NR3C1
SNAI1,0.172469,yes,no,no,yes,yes,EVT_2,EVT_2_SNAI1
ZNF577,0.055399,yes,no,no,no,no,EVT_2,EVT_2_ZNF577
ZNF652,0.341861,yes,no,no,no,no,EVT_2,EVT_2_ZNF652
PPARD,0.486825,yes,no,no,yes,yes,EVT_2,EVT_2_PPARD
MLXIPL,0.0016,no,yes,no,no,no,EVT_2,EVT_2_MLXIPL
ZNF799,0.005754,no,yes,no,no,no,EVT_2,EVT_2_ZNF799
ZNF280D,0.090984,no,yes,no,no,no,EVT_2,EVT_2_ZNF280D
SCRT1,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_2,EVT_2_SCRT1
ATF7,0.057661,yes,no,no,no,no,EVT_2,EVT_2_ATF7
ZNF124,0.213545,yes,no,no,no,no,EVT_2,EVT_2_ZNF124
ELK3,0.152121,yes,no,no,yes,yes,EVT_2,EVT_2_ELK3
ZNF579,0.004176,no,yes,no,no,no,EVT_2,EVT_2_ZNF579
ZNF41,0.038361,no,yes,no,no,no,EVT_2,EVT_2_ZNF41
ZNF595,0.096913,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF595
ZNF24,0.162727,no,yes,no,no,no,EVT_2,EVT_2_ZNF24
ZNF611,0.195199,yes,no,no,no,no,EVT_2,EVT_2_ZNF611
ZNF561,0.047622,no,yes,no,no,no,EVT_2,EVT_2_ZNF561
ZBTB18,0.022269,no,yes,no,no,no,EVT_2,EVT_2_ZBTB18
ZNF619,0.004636,no,yes,no,no,no,EVT_2,EVT_2_ZNF619
ZNF408,0.034797,no,yes,no,no,no,EVT_2,EVT_2_ZNF408
HEY1,0.15247,yes,no,no,yes,yes,EVT_2,EVT_2_HEY1
ARNTL2,0.074955,no,yes,no,no,no,EVT_2,EVT_2_ARNTL2
ZNF253,0.052481,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF253
ZFP14,0.035518,no,yes,no,no,no,EVT_2,EVT_2_ZFP14
ZNF880,0.050641,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF880
THRB,0.752448,yes,no,no,yes,yes,EVT_2,EVT_2_THRB
RCOR3,0.216366,yes,no,no,no,no,EVT_2,EVT_2_RCOR3
MXI1,0.105471,no,yes,no,no,no,EVT_2,EVT_2_MXI1
ZBTB41,0.094792,no,yes,no,no,no,EVT_2,EVT_2_ZBTB41
PBRM1,0.507644,no,yes,no,no,no,EVT_2,EVT_2_PBRM1
TFCP2,0.279677,yes,no,no,no,no,EVT_2,EVT_2_TFCP2
ZNF286A,0.003187,no,yes,no,no,no,EVT_2,EVT_2_ZNF286A
ZNF215,0.055003,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF215
ZNF200,0.040549,no,yes,no,no,no,EVT_2,EVT_2_ZNF200
PPARG,1.178884,yes,no,no,yes,yes,EVT_2,EVT_2_PPARG
KAT7,0.096264,no,yes,no,no,no,EVT_2,EVT_2_KAT7
XBP1,0.647027,yes,no,no,yes,yes,EVT_2,EVT_2_XBP1
ZNF766,0.066702,yes,no,no,no,no,EVT_2,EVT_2_ZNF766
TET1,0.276469,yes,no,no,no,no,EVT_2,EVT_2_TET1
ZNF143,0.113712,yes,no,no,no,no,EVT_2,EVT_2_ZNF143
ZBTB7A,0.15665,no,yes,no,yes,no,EVT_2,EVT_2_ZBTB7A
LYAR,0.078291,yes,yes,no,no,yes,EVT_2,EVT_2_LYAR
ZNF615,0.023196,yes,no,no,no,no,EVT_2,EVT_2_ZNF615
ZNF281,0.17142,no,yes,no,no,no,EVT_2,EVT_2_ZNF281
ZNF28,0.065744,no,yes,no,no,no,EVT_2,EVT_2_ZNF28
NFAT5,0.684662,no,yes,no,no,no,EVT_2,EVT_2_NFAT5
FOXK1,0.136104,no,yes,no,no,no,EVT_2,EVT_2_FOXK1
ZNF155,0.012876,yes,no,no,no,no,EVT_2,EVT_2_ZNF155
ZNF696,0.013353,no,yes,no,no,no,EVT_2,EVT_2_ZNF696
ZNF572,0.003462,no,yes,no,no,no,EVT_2,EVT_2_ZNF572
ZNF501,0.006278,no,yes,no,no,no,EVT_2,EVT_2_ZNF501
ZNF184,0.010606,no,yes,no,no,no,EVT_2,EVT_2_ZNF184
ZFP82,0.050693,yes,no,no,no,no,EVT_2,EVT_2_ZFP82
MLX,0.109783,yes,yes,no,yes,yes,EVT_2,EVT_2_MLX
CNOT4,0.333253,no,yes,no,no,no,EVT_2,EVT_2_CNOT4
FOXP2,0.014836,no,yes,no,no,no,EVT_2,EVT_2_FOXP2
NR1H3,0.031618,yes,no,no,no,no,EVT_2,EVT_2_NR1H3
ZNF213,0.039464,yes,yes,no,no,yes,EVT_2,EVT_2_ZNF213
ATF1,0.286877,yes,no,no,no,no,EVT_2,EVT_2_ATF1
ZNF345,0.073506,yes,no,no,no,no,EVT_2,EVT_2_ZNF345
ZNF519,0.066311,yes,no,no,no,no,EVT_2,EVT_2_ZNF519
ZNF626,0.070958,no,yes,no,no,no,EVT_2,EVT_2_ZNF626
ZNF684,0.015083,yes,yes,no,yes,yes,EVT_2,EVT_2_ZNF684
MESP1,0.000184,no,yes,no,no,no,EVT_2,EVT_2_MESP1
ZFP3,0.00793,no,yes,no,no,no,EVT_2,EVT_2_ZFP3
ELF1,0.749878,yes,no,no,yes,yes,EVT_2,EVT_2_ELF1
LRRFIP2,0.472607,yes,yes,no,no,yes,EVT_2,EVT_2_LRRFIP2
NCOR1,0.55316,yes,yes,no,no,yes,EVT_2,EVT_2_NCOR1
