,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
ZNF497,0.005186,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF497
ZNF90,0.210825,yes,no,no,no,no,EVT_1,EVT_1_ZNF90
TEAD4,0.051486,yes,no,no,yes,yes,EVT_1,EVT_1_TEAD4
RBAK,0.010281,yes,yes,no,no,yes,EVT_1,EVT_1_RBAK
TCF4,0.041402,yes,no,no,no,no,EVT_1,EVT_1_TCF4
ZNF765,0.17211,no,yes,no,no,no,EVT_1,EVT_1_ZNF765
MTF1,0.146698,no,yes,no,no,no,EVT_1,EVT_1_MTF1
CDC5L,0.232818,yes,yes,no,no,yes,EVT_1,EVT_1_CDC5L
ZNF341,0.043181,no,yes,no,no,no,EVT_1,EVT_1_ZNF341
POU2F2,0.010504,yes,no,no,yes,yes,EVT_1,EVT_1_POU2F2
ARNTL,0.017962,yes,yes,no,no,yes,EVT_1,EVT_1_ARNTL
LHX4,0.007338,yes,yes,no,no,yes,EVT_1,EVT_1_LHX4
FOXM1,0.075946,yes,no,no,no,no,EVT_1,EVT_1_FOXM1
HOXC13,0.001142,no,yes,no,no,no,EVT_1,EVT_1_HOXC13
POU5F1B,9.1e-05,no,yes,no,yes,no,EVT_1,EVT_1_POU5F1B
PHTF2,0.094204,yes,no,no,no,no,EVT_1,EVT_1_PHTF2
ETV7,0.018347,yes,yes,no,no,yes,EVT_1,EVT_1_ETV7
CSRNP1,0.134439,yes,yes,no,no,yes,EVT_1,EVT_1_CSRNP1
ZFP90,0.019916,yes,no,no,no,no,EVT_1,EVT_1_ZFP90
NFKBIZ,0.159503,yes,yes,no,no,yes,EVT_1,EVT_1_NFKBIZ
ESR1,0.030708,no,yes,no,no,no,EVT_1,EVT_1_ESR1
PRDM10,0.053967,no,yes,no,no,no,EVT_1,EVT_1_PRDM10
ARID4A,0.17092,no,yes,no,no,no,EVT_1,EVT_1_ARID4A
ZNF141,0.072736,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF141
ZNF319,0.004526,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF319
ELK4,0.055849,yes,no,no,no,no,EVT_1,EVT_1_ELK4
IRX2,0.090785,yes,yes,no,no,yes,EVT_1,EVT_1_IRX2
MYBL1,0.017591,yes,yes,no,no,yes,EVT_1,EVT_1_MYBL1
ZNF823,0.086532,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF823
PBX2,0.105819,yes,no,no,yes,yes,EVT_1,EVT_1_PBX2
ZKSCAN1,0.123582,yes,no,no,no,no,EVT_1,EVT_1_ZKSCAN1
TFEC,0.004005,yes,no,no,no,no,EVT_1,EVT_1_TFEC
NR1D2,0.022714,yes,no,no,no,no,EVT_1,EVT_1_NR1D2
MIER2,0.094547,yes,yes,no,no,yes,EVT_1,EVT_1_MIER2
EHF,0.002048,no,yes,no,no,no,EVT_1,EVT_1_EHF
MEF2A,0.101848,yes,no,no,yes,yes,EVT_1,EVT_1_MEF2A
INSM1,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_1,EVT_1_INSM1
THAP4,0.101387,yes,yes,no,no,yes,EVT_1,EVT_1_THAP4
ESRRG,0.139907,yes,yes,yes,no,yes,EVT_1,EVT_1_ESRRG
MXD4,0.18278,no,yes,no,no,no,EVT_1,EVT_1_MXD4
PRDM15,0.019536,yes,yes,no,no,yes,EVT_1,EVT_1_PRDM15
ZNF600,0.065079,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF600
ZNF655,0.180717,no,yes,no,no,no,EVT_1,EVT_1_ZNF655
ZNF589,0.017932,no,yes,no,no,no,EVT_1,EVT_1_ZNF589
ZNF772,0.004897,no,yes,no,no,no,EVT_1,EVT_1_ZNF772
NR1D1,0.005062,yes,no,no,no,no,EVT_1,EVT_1_NR1D1
POGZ,0.133952,yes,yes,no,no,yes,EVT_1,EVT_1_POGZ
ZKSCAN8,0.024351,yes,yes,no,no,yes,EVT_1,EVT_1_ZKSCAN8
ZNF75D,0.051531,no,yes,no,no,no,EVT_1,EVT_1_ZNF75D
ZNF79,0.011779,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF79
ATRX,0.416462,yes,no,no,no,no,EVT_1,EVT_1_ATRX
ZNF276,0.041968,no,yes,no,no,no,EVT_1,EVT_1_ZNF276
ZNF444,0.027985,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF444
ZNF436,0.007461,yes,no,no,no,no,EVT_1,EVT_1_ZNF436
YBX2,0.001155,no,yes,no,no,no,EVT_1,EVT_1_YBX2
ZNF18,0.017058,no,yes,no,no,no,EVT_1,EVT_1_ZNF18
ZNF845,0.019855,no,yes,no,no,no,EVT_1,EVT_1_ZNF845
SMAD4,0.146846,yes,yes,no,no,yes,EVT_1,EVT_1_SMAD4
ZNF778,0.02206,no,yes,no,no,no,EVT_1,EVT_1_ZNF778
ZBTB43,0.071628,yes,yes,no,no,yes,EVT_1,EVT_1_ZBTB43
RCOR1,0.51528,yes,no,no,no,no,EVT_1,EVT_1_RCOR1
ZBTB44,0.136774,yes,yes,no,no,yes,EVT_1,EVT_1_ZBTB44
FOXP4,0.018957,yes,no,no,no,no,EVT_1,EVT_1_FOXP4
IKZF5,0.036783,yes,yes,no,no,yes,EVT_1,EVT_1_IKZF5
MGA,0.202339,yes,yes,no,yes,yes,EVT_1,EVT_1_MGA
DLX2,0.000733,yes,no,no,no,no,EVT_1,EVT_1_DLX2
DNMT1,0.249867,yes,no,no,no,no,EVT_1,EVT_1_DNMT1
E2F5,0.00619,yes,yes,no,no,yes,EVT_1,EVT_1_E2F5
ZNF443,0.004381,yes,no,no,no,no,EVT_1,EVT_1_ZNF443
SOX21,not_enough_cells_expr_limma,no,yes,no,yes,no,EVT_1,EVT_1_SOX21
KLF11,0.018048,yes,no,no,no,no,EVT_1,EVT_1_KLF11
BNC1,0.000135,no,yes,no,no,no,EVT_1,EVT_1_BNC1
POU3F1,0.000261,yes,yes,no,yes,yes,EVT_1,EVT_1_POU3F1
ZNF668,0.049946,no,yes,no,no,no,EVT_1,EVT_1_ZNF668
GMEB1,0.108647,yes,yes,no,no,yes,EVT_1,EVT_1_GMEB1
HES6,0.011897,yes,no,no,no,no,EVT_1,EVT_1_HES6
ARID5B,0.620582,yes,yes,no,no,yes,EVT_1,EVT_1_ARID5B
NR4A3,0.007779,yes,yes,no,no,yes,EVT_1,EVT_1_NR4A3
ZNF71,0.030448,no,yes,no,no,no,EVT_1,EVT_1_ZNF71
NR2F6,0.237323,yes,no,no,no,no,EVT_1,EVT_1_NR2F6
ZNF134,0.020223,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF134
ZNF83,0.286861,yes,no,no,no,no,EVT_1,EVT_1_ZNF83
ZNF439,0.197996,no,yes,no,no,no,EVT_1,EVT_1_ZNF439
ZNF324,0.01646,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF324
THAP2,0.033332,no,yes,no,no,no,EVT_1,EVT_1_THAP2
SP3,0.352372,no,yes,yes,no,no,EVT_1,EVT_1_SP3
DBP,0.00683,yes,yes,no,yes,yes,EVT_1,EVT_1_DBP
AEBP2,0.295862,yes,yes,no,no,yes,EVT_1,EVT_1_AEBP2
ZFX,0.181409,yes,yes,no,no,yes,EVT_1,EVT_1_ZFX
ZNF235,0.051861,no,yes,no,no,no,EVT_1,EVT_1_ZNF235
CSRNP2,0.056858,no,yes,no,no,no,EVT_1,EVT_1_CSRNP2
SP1,0.123416,yes,yes,yes,no,yes,EVT_1,EVT_1_SP1
IRF1,0.172222,yes,no,yes,no,yes,EVT_1,EVT_1_IRF1
ZSCAN1,0.000124,no,yes,no,no,no,EVT_1,EVT_1_ZSCAN1
ZNF160,0.094091,no,yes,no,no,no,EVT_1,EVT_1_ZNF160
ZBTB37,0.043876,yes,yes,no,no,yes,EVT_1,EVT_1_ZBTB37
ZNF506,0.041776,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF506
PATZ1,0.009072,yes,no,no,no,no,EVT_1,EVT_1_PATZ1
YY2,0.005271,yes,no,no,no,no,EVT_1,EVT_1_YY2
ZNF337,0.028096,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF337
ZNF236,0.122907,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF236
TFAP4,0.046414,yes,yes,no,yes,yes,EVT_1,EVT_1_TFAP4
ZNF614,0.049044,no,yes,no,no,no,EVT_1,EVT_1_ZNF614
ZNF524,0.069569,yes,no,no,no,no,EVT_1,EVT_1_ZNF524
SMAD5,0.086771,yes,no,no,no,no,EVT_1,EVT_1_SMAD5
VAX1,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_1,EVT_1_VAX1
RFX8,0.004087,yes,no,no,no,no,EVT_1,EVT_1_RFX8
FOXF1,0.000732,yes,no,no,no,no,EVT_1,EVT_1_FOXF1
ZNF620,0.008825,yes,no,no,no,no,EVT_1,EVT_1_ZNF620
ZNF146,0.230941,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF146
BHLHE41,0.010773,yes,no,no,no,no,EVT_1,EVT_1_BHLHE41
ZNF45,0.016558,no,yes,no,no,no,EVT_1,EVT_1_ZNF45
NFATC4,0.001968,yes,no,no,no,no,EVT_1,EVT_1_NFATC4
TGIF2,0.003142,yes,no,no,yes,yes,EVT_1,EVT_1_TGIF2
ZNF687,0.023973,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF687
ZNF573,0.05127,no,yes,no,no,no,EVT_1,EVT_1_ZNF573
ZBED2,5.9e-05,yes,yes,no,no,yes,EVT_1,EVT_1_ZBED2
ZNF234,0.020591,no,yes,no,no,no,EVT_1,EVT_1_ZNF234
ZNF219,0.002764,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF219
ZNF710,0.066135,no,yes,no,no,no,EVT_1,EVT_1_ZNF710
TBX19,0.014146,no,yes,no,no,no,EVT_1,EVT_1_TBX19
DMAP1,0.146814,yes,yes,no,no,yes,EVT_1,EVT_1_DMAP1
SALL2,0.000418,yes,yes,no,no,yes,EVT_1,EVT_1_SALL2
NR4A2,0.024807,yes,no,yes,no,yes,EVT_1,EVT_1_NR4A2
ZNF48,0.008375,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF48
ZNF628,0.011597,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF628
ZNF551,0.010985,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF551
ZNF775,0.004914,no,yes,no,no,no,EVT_1,EVT_1_ZNF775
STAT5B,0.134347,yes,no,no,no,no,EVT_1,EVT_1_STAT5B
RORC,0.001366,no,yes,no,no,no,EVT_1,EVT_1_RORC
RARG,0.006929,no,yes,no,no,no,EVT_1,EVT_1_RARG
ZNF714,0.156963,no,yes,no,no,no,EVT_1,EVT_1_ZNF714
ZNF251,0.074758,no,yes,no,no,no,EVT_1,EVT_1_ZNF251
ZGLP1,0.002917,no,yes,no,no,no,EVT_1,EVT_1_ZGLP1
NR2C2,0.16156,yes,no,no,no,no,EVT_1,EVT_1_NR2C2
TFDP2,0.60819,yes,yes,no,no,yes,EVT_1,EVT_1_TFDP2
EGR2,0.003988,yes,no,no,no,no,EVT_1,EVT_1_EGR2
ZBED3,0.001743,yes,yes,no,no,yes,EVT_1,EVT_1_ZBED3
CIC,0.027489,yes,yes,no,no,yes,EVT_1,EVT_1_CIC
GLI4,0.017052,yes,yes,no,no,yes,EVT_1,EVT_1_GLI4
PAX9,0.000908,no,yes,no,no,no,EVT_1,EVT_1_PAX9
ZNF331,0.208996,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF331
ZNF771,0.016164,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF771
ZNF500,0.034871,no,yes,no,no,no,EVT_1,EVT_1_ZNF500
EBF4,0.002911,no,yes,no,no,no,EVT_1,EVT_1_EBF4
ZNF394,0.084956,no,yes,no,no,no,EVT_1,EVT_1_ZNF394
ZNF121,0.103074,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF121
ZNF140,0.056905,no,yes,no,no,no,EVT_1,EVT_1_ZNF140
THAP9,0.019606,no,yes,no,no,no,EVT_1,EVT_1_THAP9
ZNF644,0.27947,no,yes,no,no,no,EVT_1,EVT_1_ZNF644
ZNF592,0.084003,no,yes,no,no,no,EVT_1,EVT_1_ZNF592
ZNF69,0.123962,no,yes,no,no,no,EVT_1,EVT_1_ZNF69
MYNN,0.086562,no,yes,no,no,no,EVT_1,EVT_1_MYNN
TRERF1,0.021025,yes,no,no,no,no,EVT_1,EVT_1_TRERF1
ZNF205,0.055754,no,yes,no,no,no,EVT_1,EVT_1_ZNF205
KMT2B,0.067749,yes,yes,no,no,yes,EVT_1,EVT_1_KMT2B
ZNF33B,0.168573,no,yes,no,no,no,EVT_1,EVT_1_ZNF33B
TADA2B,0.015374,yes,yes,no,no,yes,EVT_1,EVT_1_TADA2B
ZNF23,0.001395,no,yes,no,no,no,EVT_1,EVT_1_ZNF23
NHLH2,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_1,EVT_1_NHLH2
SMAD7,0.017226,yes,no,no,no,no,EVT_1,EVT_1_SMAD7
ELMSAN1,0.208605,no,yes,no,no,no,EVT_1,EVT_1_ELMSAN1
VAX2,0.003021,no,yes,no,no,no,EVT_1,EVT_1_VAX2
POU2F1,0.277972,yes,no,no,yes,yes,EVT_1,EVT_1_POU2F1
SOX15,0.005509,yes,yes,no,no,yes,EVT_1,EVT_1_SOX15
HMGXB4,0.260378,no,yes,no,no,no,EVT_1,EVT_1_HMGXB4
ESRRA,0.269284,yes,no,no,no,no,EVT_1,EVT_1_ESRRA
ZBTB39,0.007082,yes,yes,no,no,yes,EVT_1,EVT_1_ZBTB39
ZNF230,0.016381,no,yes,no,no,no,EVT_1,EVT_1_ZNF230
OSR1,0.000519,yes,no,no,no,no,EVT_1,EVT_1_OSR1
ZNF776,0.013549,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF776
ZFP42,0.218353,no,yes,no,no,no,EVT_1,EVT_1_ZFP42
ZNF784,0.009117,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF784
MBD1,0.119137,yes,no,no,no,no,EVT_1,EVT_1_MBD1
NFKBIA,0.365833,yes,no,no,no,no,EVT_1,EVT_1_NFKBIA
ZNF131,0.251925,no,yes,no,no,no,EVT_1,EVT_1_ZNF131
ID4,0.035724,no,yes,no,no,no,EVT_1,EVT_1_ID4
TSC22D2,0.287343,yes,yes,no,no,yes,EVT_1,EVT_1_TSC22D2
ZNF653,0.004397,yes,no,no,no,no,EVT_1,EVT_1_ZNF653
ZFAT,0.320227,yes,yes,no,no,yes,EVT_1,EVT_1_ZFAT
ZNF556,0.002248,no,yes,no,no,no,EVT_1,EVT_1_ZNF556
ZNF451,0.331121,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF451
GLIS2,0.004863,yes,no,no,no,no,EVT_1,EVT_1_GLIS2
MAZ,0.214464,yes,no,yes,no,yes,EVT_1,EVT_1_MAZ
ZNF416,0.003416,no,yes,no,no,no,EVT_1,EVT_1_ZNF416
MXD3,0.025616,yes,no,no,no,no,EVT_1,EVT_1_MXD3
ZSCAN32,0.01927,no,yes,no,no,no,EVT_1,EVT_1_ZSCAN32
ZBED4,0.093185,no,yes,no,no,no,EVT_1,EVT_1_ZBED4
ELF2,0.356433,no,yes,no,no,no,EVT_1,EVT_1_ELF2
ZNF212,0.057209,no,yes,no,no,no,EVT_1,EVT_1_ZNF212
ZNF552,0.052823,yes,yes,no,no,yes,EVT_1,EVT_1_ZNF552
MTA3,0.356715,yes,no,no,no,no,EVT_1,EVT_1_MTA3
BACH1,0.406577,no,yes,no,yes,no,EVT_1,EVT_1_BACH1
MXD1,0.042843,yes,no,no,no,no,EVT_1,EVT_1_MXD1
NPAS3,0.018724,yes,no,no,no,no,EVT_1,EVT_1_NPAS3
YY1,0.423545,yes,no,no,no,no,EVT_1,EVT_1_YY1
ETV5,0.082832,yes,no,no,no,no,EVT_1,EVT_1_ETV5
ZSCAN12,0.011506,yes,yes,no,no,yes,EVT_1,EVT_1_ZSCAN12
NHLH1,0.001071,no,yes,no,no,no,EVT_1,EVT_1_NHLH1
ZNF26,0.051525,no,yes,no,no,no,EVT_1,EVT_1_ZNF26
ZNF263,0.048639,yes,no,no,no,no,EVT_1,EVT_1_ZNF263
SMARCA5,0.303824,yes,no,no,no,no,EVT_1,EVT_1_SMARCA5
MYOG,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_1,EVT_1_MYOG
ZNF557,0.033435,no,yes,no,no,no,EVT_1,EVT_1_ZNF557
ZNF682,0.07718,no,yes,no,no,no,EVT_1,EVT_1_ZNF682
ISL1,0.037341,yes,no,no,no,no,EVT_1,EVT_1_ISL1
SP6,0.006486,yes,yes,no,no,yes,EVT_1,EVT_1_SP6
SMARCA1,0.122062,yes,no,no,no,no,EVT_1,EVT_1_SMARCA1
MAFB,0.008216,yes,no,no,no,no,EVT_1,EVT_1_MAFB
BARX2,0.018424,yes,yes,no,yes,yes,EVT_1,EVT_1_BARX2
ATF3,0.801738,yes,yes,no,no,yes,EVT_1,EVT_1_ATF3
ZNF438,0.131544,no,yes,no,no,no,EVT_1,EVT_1_ZNF438
ZNF785,0.028686,no,yes,no,no,no,EVT_1,EVT_1_ZNF785
ZNF226,0.050649,no,yes,no,no,no,EVT_1,EVT_1_ZNF226
ZNF283,0.022255,no,yes,no,no,no,EVT_1,EVT_1_ZNF283
POU4F1,0.00041,yes,no,no,yes,yes,EVT_1,EVT_1_POU4F1
PEG3,0.084181,yes,yes,no,no,yes,EVT_1,EVT_1_PEG3
NKX2-3,not_enough_cells_expr_limma,no,yes,no,no,no,EVT_1,EVT_1_NKX2-3
SIX5,0.066529,no,yes,no,no,no,EVT_1,EVT_1_SIX5
ZSCAN2,0.029436,no,yes,no,no,no,EVT_1,EVT_1_ZSCAN2
