,Avg_expr,is_DE_limma,is_DA_dorothea,is_DA_chromVar,is_DA_MEFISTO,is_DE_and_DA,cluster,ID
KDM2A,0.716358,yes,yes,no,no,yes,iEVT,iEVT_KDM2A
ZNF7,0.109321,yes,yes,no,no,yes,iEVT,iEVT_ZNF7
TEAD1,2.833754,yes,no,no,yes,yes,iEVT,iEVT_TEAD1
ZNF646,0.027392,no,yes,no,no,no,iEVT,iEVT_ZNF646
ZFY,0.041286,yes,no,no,no,no,iEVT,iEVT_ZFY
ZNF33A,0.42454,yes,yes,no,no,yes,iEVT,iEVT_ZNF33A
THAP10,0.00017,no,yes,no,no,no,iEVT,iEVT_THAP10
MYCL,0.109402,yes,no,no,no,no,iEVT,iEVT_MYCL
ZNF721,0.342656,no,yes,no,no,no,iEVT,iEVT_ZNF721
SMAD2,0.624167,yes,no,no,no,no,iEVT,iEVT_SMAD2
ZNF282,0.081034,yes,yes,no,no,yes,iEVT,iEVT_ZNF282
NKX2-8,not_enough_cells_expr_limma,no,yes,no,no,no,iEVT,iEVT_NKX2-8
ZNF594,0.016269,no,yes,no,no,no,iEVT,iEVT_ZNF594
KLF16,0.045058,yes,yes,no,no,yes,iEVT,iEVT_KLF16
FOXJ3,1.796082,yes,yes,no,no,yes,iEVT,iEVT_FOXJ3
CREBZF,0.208746,yes,yes,no,no,yes,iEVT,iEVT_CREBZF
YBX1,0.818839,yes,yes,no,no,yes,iEVT,iEVT_YBX1
ZNF208,0.264202,yes,no,no,no,no,iEVT,iEVT_ZNF208
HLF,0.006989,no,yes,no,yes,no,iEVT,iEVT_HLF
ZNF629,0.011666,no,yes,no,no,no,iEVT,iEVT_ZNF629
ZNF562,0.354753,no,yes,no,no,no,iEVT,iEVT_ZNF562
ZBTB38,0.441254,yes,yes,no,no,yes,iEVT,iEVT_ZBTB38
NCOR2,0.680396,yes,no,no,no,no,iEVT,iEVT_NCOR2
ZNF525,0.067213,no,yes,no,no,no,iEVT,iEVT_ZNF525
ZNF468,0.057738,yes,yes,no,no,yes,iEVT,iEVT_ZNF468
ZNF22,0.076016,no,yes,no,no,no,iEVT,iEVT_ZNF22
ZFP41,0.005891,no,yes,no,no,no,iEVT,iEVT_ZFP41
ZNF641,0.032849,yes,yes,no,no,yes,iEVT,iEVT_ZNF641
ZNF511,0.036285,no,yes,no,no,no,iEVT,iEVT_ZNF511
THAP8,0.021036,no,yes,no,no,no,iEVT,iEVT_THAP8
