,gene,cluster,geneFrequency,geneFrequencyOutsideCluster,geneFrequencySecondBest,geneFrequencyGlobal,secondBestClusterName,tfidf,idf,qval
2259,FAM83B,1,0.283665835,0.169150925,0.417280314,0.188018736,7,0.474066219,1.671213661,1.18E-115
2260,TPST2,1,0.343640898,0.23393841,0.586016677,0.252013313,2,0.473631097,1.378273365,6.22E-89
2261,FASN,1,0.648628429,0.448962023,0.74535809,0.481859643,11,0.473565175,0.730102404,4.60E-235
2262,BHLHE41,1,0.254862843,0.136511216,0.381270045,0.156011176,2,0.473491232,1.857827634,1.30E-139
2263,CPVL,1,0.702743142,0.471836875,0.743296985,0.509881667,2,0.473351341,0.673576607,4.35632501907602e-319
2264,MCC,1,0.181296758,0.052267808,0.167108753,0.073526995,11,0.473203151,2.610102664,2.40E-282
2265,RARRES3,1,0.336408978,0.227026761,0.914285714,0.245048895,15,0.47309111,1.406297518,7.33E-90
2266,VGLL4,1,0.550872818,0.398686541,0.713450292,0.423761196,14,0.472971248,0.858585198,3.50E-137
2267,VEGFB,1,0.390024938,0.279196183,0.50928382,0.297456652,11,0.472900078,1.212486772,4.17E-83
2268,GBE1,1,0.377680798,0.267906336,0.49734748,0.285993097,11,0.472776141,1.251787604,3.46E-83
2269,USP31,1,0.264214464,0.147924046,0.269893899,0.167084395,11,0.472747377,1.789256236,7.53E-129
2270,GBP2,1,0.299376559,0.187967336,0.771428571,0.206323445,15,0.472509082,1.578310221,2.40E-103
2271,PHGDH,1,0.59127182,0.421905746,0.769230769,0.449810995,11,0.472383492,0.798927795,1.10E-168
2272,APH1B,1,0.319950125,0.210547029,0.363279332,0.228572603,7,0.472214832,1.475901384,1.13E-93
2273,FBXO32,1,0.298628429,0.187401614,0.475739645,0.205727669,4,1,0.472191864,1.581201982
2274,PAGE4,1,0.734912718,0.485143644,0.917639513,0.526296327,2,0.471733761,0.641890866,0
2275,VOPP1,1,0.250498753,0.132747934,0.32748538,0.152148903,14,0.471663003,1.882895613,1.10E-140
2276,HPS1,1,0.345261845,0.237455726,0.538011696,0.255218177,14,0.471502179,1.365636502,2.23E-85
2277,PVT1,1,0.214837905,0.09113046,0.19047619,0.111512861,7,0.471271727,2.193615354,1.81E-192
2278,ESF1,1,0.450374065,0.331734553,0.614035088,0.351281946,14,0.471166085,1.046166113,2.37E-88
2279,MCM4,1,0.376558603,0.268472058,0.593970494,0.286280713,2,0.470992887,1.250782435,1.10E-80
2280,AK4,1,0.294139651,0.183613735,0.513009327,0.201824308,7,0.470728662,1.600357724,3.21E-103
2281,ARHGAP10,1,0.522693267,0.383756395,0.713450292,0.40664804,14,0.470323183,0.899807234,1.98E-115
2282,MTSS1L,1,0.371072319,0.264093861,0.488541667,0.281719944,8,0.470089928,1.266841807,9.62E-80
2283,SNHG7,1,0.421321696,0.309351633,0.633354715,0.327800148,2,0.469921643,1.115351161,4.12E-81
2284,SNHG15,1,0.327306733,0.220484061,0.470814625,0.238084477,2,0.469727621,1.435129723,2.61E-87
2285,CNN3,1,0.57244389,0.414256198,0.900064144,0.440319665,2,0.469549565,0.820254305,1.86E-147
2286,PFKP,1,0.537780549,0.394062377,0.779669381,0.417741803,0,0.469424195,0.872891734,8.92E-123
2287,ASCL2,1,0.794887781,0.506837859,0.980631631,0.554297806,0,0.469026063,0.590053181,0
2288,THSD7A,1,0.326309227,0.220238095,0.559763314,0.237714685,4,1,0.468803287,1.436684128
2289,BLCAP,1,0.597007481,0.429137151,0.744964721,0.456795957,2,0.467766389,0.783518472,1.21E-165
2290,RSRP1,1,0.48840399,0.363292011,0.565234124,0.383905826,2,0.467577467,0.957358001,2.96E-95
2291,CMTM4,1,0.37605985,0.271374459,0.545768566,0.28862273,0,0.467305086,1.242634877,1.59E-75
2292,SORT1,1,0.406483791,0.299193231,0.528928801,0.316870737,2,0.467156113,1.149261358,9.33E-76
2293,APEX1,1,0.628428928,0.44534632,0.81411161,0.475511546,2,0.467151514,0.743364116,3.25E-197
2294,PAICS,1,0.561970075,0.410837269,0.75596817,0.435738352,11,0.46683603,0.830713327,7.85E-135
2295,CD99,1,0.783541147,0.505288272,0.842175066,0.551134029,11,0.466815992,0.595777252,0
2296,IRF2BPL,1,0.331795511,0.22776466,0.555555556,0.244905087,14,0.466797977,1.406884545,1.32E-81
2297,TNRC6B,1,0.441147132,0.32870917,0.540218089,0.347234777,2,0.466625204,1.057754137,6.65E-80
2298,HILPDA,1,0.72319202,0.48538961,0.808051055,0.52457063,7,0.466585555,0.645175198,0
2299,MGMT,1,0.24563591,0.130976978,0.318965517,0.149868518,11,0.466216199,1.897996913,3.57E-135
2300,MDM4,1,0.499376559,0.372195986,0.857142857,0.393150629,15,0.466199209,0.933562462,9.48E-98
2301,SLC50A1,1,0.549750623,0.404368359,0.7566313,0.428321966,11,0.466122619,0.84788011,4.04E-125
2302,LHFPL6,1,0.509725686,0.37957497,0.935672515,0.401018983,14,0.465760069,0.913746514,8.40E-102
2303,PWWP2A,1,0.283790524,0.176062574,0.331860579,0.193812146,7,0.465662196,1.640865911,7.05E-101
2304,IGF1R,1,0.416458853,0.309597599,0.573883162,0.327204372,7,0.465255467,1.117170313,4.04E-74
2305,PIP5K1A,1,0.402244389,0.297348485,0.533136966,0.314631441,7,0.465136649,1.156353355,9.63E-73
2306,PPT1,1,0.476433915,0.357167454,0.597480106,0.376818144,11,0.464995968,0.975992583,3.42E-87
2307,CREBZF,1,0.356608479,0.25501771,0.410477454,0.271756102,11,0.464607464,1.3028503,1.54E-73
2308,MYL6B,1,0.354613466,0.253148367,0.466843501,0.269866053,11,0.464483194,1.309829543,1.22E-73
2309,NME3,1,0.458478803,0.344746163,0.684210526,0.363485085,14,0.463988349,1.012017014,2.23E-80
2310,SH3GL1,1,0.390773067,0.288198544,0.584795322,0.305099022,14,0.463894091,1.187118892,1.17E-70
2311,TP63,1,0.241521197,0.127779418,0.333033996,0.146519846,2,0.463864257,1.920594395,3.01E-135
2312,PHC2,1,0.342144638,0.241194412,0.520467836,0.257827266,14,0.463765229,1.35546543,8.91E-75
2313,FGFR2,1,0.183416459,0.059474616,0.184094256,0.079895636,7,0.463499635,2.52703404,1.63E-246
2314,RHOU,1,0.347880299,0.247392759,0.685714286,0.26394938,15,0.463375841,1.331997938,3.70E-73
2315,IPMK,1,0.366084788,0.265545061,0.491666667,0.28211028,8,0.463264638,1.26545722,1.14E-70
2316,EAPP,1,0.533042394,0.396915584,0.612527312,0.419344235,4,0,0.463247493,0.869063132
2317,DLX6,1,0.325685786,0.22449331,0.48938992,0.241166078,11,0.463212947,1.422269464,4.56E-78
2318,TFDP2,1,0.573815461,0.421315427,0.766516998,0.446441778,2,0.462751346,0.806446283,5.77E-137
2319,KMT2E,1,0.431296758,0.324552342,0.58664703,0.342139864,7,0.462581156,1.072535668,1.27E-72
2320,LARS,1,0.563715711,0.416199331,0.678381963,0.440504561,11,0.462153577,0.81983448,2.29E-128
2321,ZNF146,1,0.350124688,0.251008461,0.532163743,0.26733914,14,0.461897527,1.319237238,9.52E-71
2322,ARL6IP6,1,0.475311721,0.359307359,0.641246684,0.378420577,11,0.46188372,0.971749065,1.77E-82
2323,INTS6,1,0.440274314,0.332890594,0.685714286,0.35058345,15,0.46147639,1.048156513,8.69E-73
2324,CCNG2,1,0.420698254,0.316779811,0.590643275,0.333901717,14,0.461467528,1.096908588,1.30E-69
2325,CLNS1A,1,0.589027431,0.430785124,0.73806366,0.456857589,11,0.461434405,0.783383558,3.06E-147
2326,FABP5,1,0.184663342,0.062131051,0.366710875,0.082319829,11,0.46113082,2.497143264,4.41E-236
2327,NMI,1,0.431296758,0.326077332,0.714285714,0.343413592,15,0.460978494,1.068819751,1.63E-70
2328,TMEM40,1,0.638154613,0.455676899,0.847337278,0.48574246,4,1,0.460796585,0.722076713
2329,KIAA1522,1,0.251995012,0.14273416,0.445753559,0.160736297,7,0.460644404,1.827990163,1.66E-117
2330,RAB4A,1,0.44201995,0.335153483,0.725146199,0.352761114,14,0.460568955,1.041964181,6.08E-72
2331,GUSB,1,0.514837905,0.387962416,0.685013263,0.408866793,11,0.460453449,0.894365866,2.08E-96
2332,SH2B2,1,0.314089776,0.214433294,0.398958333,0.230852987,8,0.460447504,1.465974191,8.36E-78
2333,CD320,1,0.363216958,0.265397481,0.625730994,0.281514504,14,0.460403394,1.267571309,4.28E-67
2334,C12orf65,1,0.309975062,0.209981307,0.397660819,0.22645657,14,0.460375612,1.485202096,3.11E-79
2335,TSKU,1,0.281670823,0.178079496,0.400530504,0.195147506,11,0.460250002,1.633999566,3.60E-93
2336,LSR,1,0.590773067,0.432875836,0.677718833,0.458891445,11,0.460177718,0.778941599,1.38E-146
2337,AMOTL2,1,0.365710723,0.268226092,0.565185725,0.284287945,4,0,0.459979122,1.257767664
2338,CEBPA,1,0.664588529,0.468147383,0.84260355,0.5005136,4,1,0.45997535,0.692120508
2339,SPTLC3,1,0.330049875,0.232069067,0.510560816,0.248212672,4,0,0.459914386,1.393469354
2340,GCC2,1,0.645386534,0.4600305,0.676984705,0.490570302,4,0,0.459635695,0.712186684
2341,APMAP,1,0.374189526,0.276736521,0.714432328,0.292793163,2,0.459612822,1.228288848,2.76E-65
2342,CORO2A,1,0.349002494,0.252139906,0.399204244,0.268099269,11,0.459426171,1.316397962,1.42E-67
2343,SSBP3,1,0.349875312,0.253541913,0.59512508,0.269414085,2,0.458863477,1.311505734,1.10E-66
2344,YDJC,1,0.432044888,0.328807556,0.748538012,0.345817241,14,0.458764639,1.06184485,9.01E-68
2345,AL133453.1,1,0.348379052,0.252139906,0.561610211,0.267996549,7,0.458738979,1.316781177,9.47E-67
2346,PGAP1,1,0.263840399,0.158402204,0.400589102,0.175774509,7,0.458700597,1.738553304,2.66E-103
2347,TRIAP1,1,0.450997506,0.344303424,0.70801796,0.361882653,2,0.458409778,1.016435284,4.61E-71
2348,SLC29A1,1,0.765710723,0.506985439,0.920424403,0.549613773,11,0.458308097,0.598539479,0
2349,M6PR,1,0.46521197,0.355519481,0.670942912,0.373592736,2,0.458042596,0.984589017,3.23E-74
2350,SERPINF1,1,0.922319202,0.546905746,0.945623342,0.608759964,11,0.45777583,0.496331237,0
2351,HSPB11,1,0.494763092,0.377385872,0.709549072,0.396725286,11,0.457414027,0.924511214,2.62E-83
2352,FRMD4A,1,0.604862843,0.442935852,0.698275862,0.469615416,11,0.457180246,0.755841183,3.84E-154
2353,DAAM1,1,0.402244389,0.305047226,0.621993127,0.321061714,7,0.456998667,1.136121918,3.54E-62
2354,CSF3R,1,0.518204489,0.393521251,0.942857143,0.414064426,15,0.456918361,0.881733699,6.47E-93
2355,SMPDL3A,1,0.28553616,0.185360094,0.415651058,0.201865396,2,0.456901874,1.600154162,1.79E-85
2356,RYK,1,0.417955112,0.318870523,0.563822963,0.33519599,2,0.456841603,1.093039874,2.34E-63
2357,BLVRB,1,0.566832918,0.4229634,0.727540501,0.446667762,7,0.456833447,0.805940222,5.25E-122
2358,SMC3,1,0.616583541,0.449232586,0.859416446,0.476805818,11,0.456670109,0.740645961,9.67E-165
2359,RSF1,1,0.575685786,0.428423849,0.736842105,0.452687156,14,0.45626207,0.792553997,1.14E-127
2360,GMDS,1,0.391022444,0.295798898,0.583148285,0.311488208,0,0.456086153,1.166393798,1.39E-60
2361,CMTM3,1,0.528179551,0.40072806,0.842105263,0.42172734,14,0.456028264,0.863396288,1.06E-96
2362,SPTSSA,1,0.76957606,0.510404368,0.843489416,0.553106254,2,0.45574691,0.592205156,0
2363,GBP1,1,0.309725686,0.213842975,1,0.229640891,15,0.455680364,1.471238535,1.80E-72
2364,ANKRD37,1,0.260099751,0.156385281,0.414825724,0.17347358,7,0.455624527,1.751729965,5.32E-101
2365,MIS18BP1,1,0.414837905,0.317468516,0.704244032,0.333511381,11,0.455524496,1.098078287,2.25E-61
2366,STK24,1,0.587032419,0.435433884,0.690230731,0.460411702,7,0.455322412,0.775634186,3.61E-135
2367,CCDC6,1,0.485785536,0.373499606,0.691340603,0.392000164,2,0.454934764,0.93649302,1.32E-76
2368,PAXX,1,0.53553616,0.406409878,0.789787798,0.427685101,11,0.454867329,0.849368098,5.32E-99
2369,ATP7B,1,0.233167082,0.124360488,0.267864015,0.14228778,2,0.454653345,1.949903649,6.09E-127
2370,TMEM243,1,0.33117207,0.238365801,0.619883041,0.253656833,14,0.454292896,1.371772977,3.52E-64
2371,GNL3,1,0.563965087,0.423775089,0.690570879,0.446873202,2,0.454262817,0.805480388,6.83E-116
2372,DDR1,1,0.395012469,0.30123475,0.501456664,0.316685841,4,0,0.454203126,1.149845034
2373,C14orf132,1,0.154239401,0.032590516,0.174275896,0.052633741,7,0.454142169,2.944397892,0
2374,TRIM29,1,0.304987531,0.20995671,0.571428571,0.225614266,15,0.454104635,1.488928527,5.14E-72
2375,RAC3,1,0.511471322,0.391873278,0.795321637,0.411578601,14,0.454061359,0.887755265,1.04E-85
2376,ERICH1,1,0.541645885,0.411107832,0.602393289,0.432615663,0,0.453848099,0.83790556,5.49E-101
2377,SH2D3A,1,0.482543641,0.372466549,0.648655317,0.390603172,0,0.45362149,0.94006314,9.38E-74
2378,TMEM9,1,0.352618454,0.261216057,0.497076023,0.276275783,14,0.453592758,1.286355699,1.93E-59
2379,FBN1,1,0.577930175,0.432236324,0.763566389,0.456241269,2,0.453521175,0.784733511,6.12E-125
2380,TLR3,1,0.20872818,0.095164305,0.263622975,0.113875421,7,0.453493326,2.172650225,1.81E-161
2381,RAD51C,1,0.35798005,0.266848682,0.530503979,0.281863752,11,0.453321404,1.266331473,1.76E-58
2382,ROCK1,1,0.583665835,0.43582743,0.85380117,0.460185718,14,0.452997726,0.776125137,1.39E-128
2383,IGF2BP1,1,0.319451372,0.226977568,0.549707602,0.242213822,14,0.452961083,1.417934381,1.79E-65
2384,IL1RAP,1,0.42605985,0.329742227,0.59796067,0.3456118,4,0,0.452662643,1.062439098
2385,HDGF,1,0.674438903,0.479043684,0.800397878,0.511237571,11,0.452495144,0.670920883,2.83E-227
2386,LAMB1,1,0.588528678,0.438926604,0.740987813,0.463575479,2,0.452452645,0.768786062,1.24E-131
2387,ATF3,1,0.747630923,0.506198347,0.914285714,0.545977484,15,0.452449445,0.605177543,0
2388,NOP58,1,0.488653367,0.378025384,0.707559682,0.396252773,11,0.452347865,0.925702955,3.39E-74
2389,DMAC1,1,0.375561097,0.285148564,0.549707602,0.300045197,14,0.452108771,1.20382216,8.66E-56
2390,NFKBIA,1,0.576309227,0.43285124,0.914285714,0.456487797,15,0.451937841,0.784193311,3.70E-121
2391,ISG20,1,0.363715711,0.274547422,0.885714286,0.28923905,15,0.451189983,1.24050177,2.54E-55
2392,CAPN1,1,0.64127182,0.466081267,0.8,0.494946175,15,0.451010486,0.70330626,3.07E-181
2393,TRIM38,1,0.388528678,0.298406139,0.685714286,0.313254992,15,0.450979903,1.160737749,2.59E-54
2394,CTDSP2,1,0.330922693,0.241243605,0.42317133,0.256019394,7,0.450882858,1.362502081,9.19E-60
2395,NLRP2,1,0.368329177,0.279392956,0.479025016,0.294046347,2,0.450841499,1.22401788,1.38E-54
2396,TRABD2A,1,0.34638404,0.257477371,0.730994152,0.272125894,14,0.450815529,1.301490475,8.22E-57
2397,TINAGL1,1,0.48915212,0.37987013,0.926234766,0.39787575,2,0.45081018,0.921615509,2.29E-72
2398,ATF1,1,0.305112219,0.21315427,0.394270833,0.22830553,8,0.450672259,1.477070501,4.02E-67
2399,MYLK3,1,0.150124688,0.029884888,0.147214854,0.049695949,11,0.450649073,3.001831864,0
2400,ZNF626,1,0.272319202,0.175103306,0.432748538,0.191120881,14,0.450647204,1.654849167,1.22E-83
2401,ELF3,1,0.792892768,0.521817198,0.971428571,0.566480401,15,0.450611106,0.568312796,0
2402,C8orf59,1,0.643516209,0.467483274,0.883040936,0.496486975,14,0.450588782,0.700198029,4.48E-183
2403,SKA2,1,0.331421446,0.24222747,0.580901857,0.25692333,11,0.450394311,1.358977566,5.03E-59
2404,SUN1,1,0.33042394,0.241194412,0.496809033,0.25589613,7,0.450362432,1.362983661,3.32E-59
2405,ZNF22,1,0.367331671,0.279097796,0.519050674,0.293635467,2,0.450134176,1.225416189,8.50E-54
2406,SFXN3,1,0.287281796,0.193378591,0.425520833,0.208850357,8,0.449922729,1.566137276,7.11E-74
2407,FOXN3,1,0.355112219,0.267439,0.454590083,0.281884296,7,0.449663898,1.26625859,2.87E-54
2408,ZNF644,1,0.302369077,0.211112751,0.381962865,0.22614841,11,0.449490929,1.486563814,1.57E-66
2409,L1TD1,1,0.45074813,0.352813853,0.726106479,0.36894979,2,0.449438577,0.997094713,9.67E-60
2410,HIBCH,1,0.315835411,0.226461039,0.469660038,0.241186622,2,0.449176158,1.422184281,1.79E-61
2411,DRAM1,1,0.363092269,0.276293782,0.6,0.290594954,15,0.448718464,1.235824891,2.13E-52
2412,TACC1,1,0.500124688,0.389512003,0.971428571,0.407736872,15,0.448678479,0.897133233,1.14E-73
2413,REL,1,0.447880299,0.351362652,0.545833333,0.367265182,8,0.448628763,1.001671125,3.67E-58
2414,ARHGAP23,1,0.260473815,0.162534435,0.505708788,0.178671214,2,0.448590078,1.722207957,9.71E-89
2415,RASAL2,1,0.370698254,0.283894136,0.592899408,0.298196236,4,1,0.448546184,1.210003498
2416,NCOR2,1,0.417955112,0.327208776,0.619883041,0.342160408,14,0.44824667,1.072475624,5.66E-53
2417,TMA16,1,0.492394015,0.384641873,0.649122807,0.402395431,14,0.448236127,0.910320015,3.34E-70
2418,MED28,1,0.526309227,0.407246163,0.67055805,0.426863341,2,0.448042498,0.851291361,2.17E-84
2419,ADAM15,1,0.685037406,0.487406533,0.907969405,0.519968773,0,0.44800523,0.653986521,1.31E-233
2420,WEE1,1,0.725685786,0.502705628,0.842175066,0.53944449,11,0.447904436,0.617215391,9.15E-303
2421,FTX,1,0.480299252,0.376795553,0.556638871,0.393849125,2,0.447536779,0.931787375,3.00E-65
2422,RBMX,1,0.566832918,0.431818182,0.825596817,0.454063604,11,0.447524788,0.789517993,1.90E-107
2423,H1F0,1,0.451995012,0.355691657,0.626411389,0.371558879,7,0.44749673,0.990047937,1.10E-57
2424,NR6A1,1,0.618952618,0.459071232,0.812865497,0.485413756,14,0.447350262,0.722753646,1.54E-150
2425,USP53,1,0.395012469,0.307900433,0.6,0.322253266,15,0.447319033,1.132417501,3.31E-50
2426,PHF3,1,0.485785536,0.381075364,0.619756254,0.398327718,2,0.447155968,0.920480201,1.51E-66
2427,TIMM9,1,0.362967581,0.277867965,0.573099415,0.291889227,14,0.44695135,1.231380909,2.54E-50
2428,CSNK1G2,1,0.441147132,0.347722353,0.65497076,0.363115293,14,0.446897434,1.013034884,8.38E-55
2429,TRIM44,1,0.495386534,0.388306769,0.699935856,0.405949544,2,0.44660404,0.901526403,3.32E-69
2430,RPL7L1,1,0.544014963,0.419716647,0.69005848,0.440196401,14,0.446382929,0.820534286,1.79E-91
2431,ADGRA3,1,0.260473815,0.164428375,0.356125722,0.180253102,2,0.446294088,1.713393293,5.50E-85
2432,TCIRG1,1,0.390897756,0.305293192,0.631578947,0.31939765,14,0.446138802,1.141318402,9.74E-49
2433,ANKZF1,1,0.291022444,0.201101928,0.363541667,0.215917495,8,0.446096346,1.532858911,1.44E-66
2434,CFAP97,1,0.434164589,0.342926013,0.631578947,0.357958748,14,0.446033576,1.027337529,1.30E-52
2435,EXTL2,1,0.445386534,0.352125148,0.73380372,0.367491166,2,0.445856861,1.001055999,2.17E-54
2436,CYP2J2,1,0.299625935,0.211358717,0.555029586,0.225901882,4,1,0.445739878,1.487654525
2437,RILPL1,1,0.385660848,0.300841204,0.504810776,0.314816337,2,0.445733645,1.155765869,3.39E-48
2438,KDM1A,1,0.432668329,0.342286501,0.637426901,0.357178075,14,0.445441049,1.029520811,1.07E-51
2439,IARS,1,0.392518703,0.307506887,0.558691469,0.321513682,2,0.44539693,1.134715178,6.05E-48
2440,MRPS2,1,0.347256858,0.263601928,0.559846055,0.277385159,2,0.445304232,1.282348273,5.28E-50
2441,SLC16A1,1,0.620448878,0.46177686,0.797434253,0.487920125,2,0.445236327,0.717603565,2.45E-148
2442,NHLRC3,1,0.316708229,0.231257379,0.494676074,0.245336511,2,0.445014492,1.405124497,8.01E-56
2443,RPS6KA4,1,0.338653367,0.254993113,0.558178319,0.268777221,2,0.444947318,1.313872418,7.12E-51
2444,MGST1,1,0.308603491,0.222279614,0.433687003,0.236502589,11,0.444943318,1.441796126,3.47E-58
2445,IFRD1,1,0.464339152,0.367842385,0.680473373,0.383741474,4,1,0.444737631,0.957786197
2446,Mar-07,1,0.518952618,0.405844156,0.608187135,0.424480237,14,0.444685222,0.856889831,2.34E-76
2447,MPLKIP,1,0.466084788,0.369219795,0.652597819,0.385179555,2,0.444666178,0.954045678,1.09E-57
2448,PHKB,1,0.531047382,0.41366588,0.654906992,0.433005999,2,0.444488622,0.837003697,7.01E-82
2449,AP2A2,1,0.476932668,0.377435065,0.596491228,0.393828581,14,0.444424718,0.931839538,2.09E-60
2450,HELZ,1,0.451496259,0.358569461,0.561403509,0.373880352,14,0.444190801,0.983819448,1.05E-53
2451,MRPL11,1,0.504613466,0.397013971,0.75198939,0.414742378,11,0.444109165,0.880097727,1.54E-69
2452,MTF2,1,0.406608479,0.321502361,0.585246953,0.335524694,2,0.444040742,1.092059722,3.66E-47
2453,GNPNAT1,1,0.319451372,0.235217434,0.460875332,0.249096064,11,0.444010783,1.389916659,7.99E-54
2454,OPHN1,1,0.368952618,0.286821133,0.583758194,0.300353357,4,0,0.443774601,1.202795641
2455,TNFAIP8,1,0.582418953,0.444239473,0.70853111,0.467006328,2,0.443461054,0.761412472,2.11E-112
2456,MACROD1,1,0.228927681,0.127410468,0.295092838,0.144136741,11,0.443431279,1.93699284,2.67E-110
2457,RAB5A,1,0.445386534,0.354634002,0.581937363,0.369586655,4,0,0.443324415,0.995370048
2458,BTBD2,1,0.3,0.214064345,0.438596491,0.228223354,14,0.443229151,1.477430505,5.97E-59
2459,C3orf52,1,0.261845387,0.168683589,0.307692308,0.184033199,11,0.443209741,1.692639108,4.60E-79
2460,KLF13,1,0.310224439,0.225747737,0.395386134,0.239666365,0,0.443157927,1.428507467,2.28E-55
2461,CDC34,1,0.595885287,0.452233373,0.830409357,0.475901882,14,0.442470792,0.742543577,1.88E-121
2462,AEBP2,1,0.444014963,0.354756985,0.70314304,0.369463391,2,0.442107306,0.995703622,7.40E-50
2463,SCPEP1,1,0.295137157,0.209538567,0.375277572,0.223642041,0,0.442029439,1.497708535,3.02E-59
2464,NAAA,1,0.278802993,0.190328611,0.399867374,0.204905908,11,0.441959727,1.585204388,9.92E-67
2465,KMT2A,1,0.344389027,0.263872491,0.456140351,0.277138631,14,0.441932889,1.283237425,1.76E-46
2466,BOD1,1,0.465586035,0.371605667,0.666666667,0.387090147,14,0.441886623,0.949097675,2.62E-54
2467,TPD52,1,0.601246883,0.455529319,0.833136095,0.479538171,4,1,0.441875443,0.734931782
2468,TLE2,1,0.261845387,0.170036403,0.318965517,0.185163119,11,0.441606988,1.686518116,1.44E-76
2469,NEDD4,1,0.342144638,0.262027745,0.537267479,0.275228038,2,0.441419717,1.290155294,3.28E-46
2470,ECI2,1,0.425062344,0.340294176,0.7533034,0.354260827,2,0.441096477,1.037721839,8.46E-46
2471,ARID4B,1,0.534289277,0.419175521,0.760233918,0.438142,14,0.44090204,0.82521222,1.14E-78
2472,FOXO3,1,0.402618454,0.321084219,0.585174276,0.334518038,7,0.440893166,1.095064477,1.80E-43
2473,HLA-C,1,0.897007481,0.555539158,0.905729167,0.611800477,8,0.44074379,0.491349068,0
2474,CHD2,1,0.525436409,0.413936442,0.679289941,0.432307503,4,1,0.4406405,0.838618132
2475,STAU1,1,0.463216958,0.371162928,0.828571429,0.386330019,15,0.44054865,0.951063304,3.40E-52
2476,SNX18,1,0.296633416,0.212760724,0.367030148,0.226579834,2,0.440399154,1.484657928,1.63E-56
2477,SUPT16H,1,0.54638404,0.427021842,0.773872679,0.446688306,11,0.440327744,0.805894229,2.58E-84
2478,KIAA1211L,1,0.178553616,0.066509248,0.263157895,0.084970006,14,0.440216255,2.465456958,2.35E-195
2479,PTRHD1,1,0.503366584,0.400063951,0.789473684,0.417084395,14,0.440177311,0.874466692,3.95E-64
2480,LASP1,1,0.332169576,0.252754821,0.584795322,0.265839428,14,0.440079117,1.324862806,2.60E-46
2481,TET3,1,0.384663342,0.305514561,0.601036269,0.318555346,0,0.440039111,1.14395905,5.97E-42
2482,KANSL1,1,0.4319202,0.347156631,0.502923977,0.361122524,14,0.439927126,1.018537975,1.80E-45
2483,ARRDC3,1,0.560224439,0.435458481,0.892488954,0.456015285,7,0.439904448,0.785228951,7.13E-92
2484,AIG1,1,0.284164589,0.198568477,0.495445799,0.212671542,2,0.43988859,1.548006358,3.75E-61
2485,ANKRD12,1,0.607855362,0.460792995,0.715104167,0.48502342,8,0.439818671,0.7235581,2.19E-127
2486,MSH6,1,0.300124688,0.217434081,0.50729443,0.231058427,11,0.43970808,1.465084669,2.45E-54
2487,KLF3,1,0.333665835,0.254747147,0.558173785,0.267750021,7,0.439671969,1.317701493,1.41E-45
2488,DNAJC2,1,0.396134663,0.316607635,0.532163743,0.32971074,14,0.439527077,1.109539553,1.08E-41
2489,DAPK1,1,0.337406484,0.258879378,0.466372116,0.271817734,7,0.439513626,1.302623534,9.06E-45
2490,PEG3,1,0.857481297,0.5479634,0.969595895,0.598960473,2,0.439510331,0.512559671,0
2491,PPIL4,1,0.371446384,0.293486816,0.455570292,0.306331662,11,0.439453351,1.1830869,1.67E-41
2492,SLC5A3,1,0.478428928,0.383461236,0.747658756,0.39910839,2,0.439447612,0.918522244,5.83E-55
2493,SPEN,1,0.412468828,0.331218024,0.509685696,0.344605144,2,0.439426152,1.065356027,1.18E-42
2494,FBXO22,1,0.499625935,0.398440575,0.628094933,0.41511217,2,0.439274372,0.879206505,1.21E-61
2495,TRAK1,1,0.373441397,0.295651318,0.608187135,0.308468239,14,0.439218017,1.176136394,3.43E-41
2496,CRBN,1,0.355860349,0.278655057,0.467589221,0.291375627,4,0,0.438826354,1.233142031
2497,UGDH,1,0.338279302,0.260502755,0.450160375,0.273317446,0,0.438789306,1.297121354,8.08E-44
2498,PROSER2,1,0.222568579,0.122909288,0.301061008,0.139329444,11,0.438663539,1.970914052,4.13E-109
2499,NDUFAF8,1,0.521571072,0.41366588,0.766081871,0.431444654,14,0.438441009,0.84061604,1.97E-69
2500,TRMT10C,1,0.39563591,0.317247147,0.593457344,0.330162709,2,0.438431724,1.10816969,1.60E-40
2501,UBE2E2,1,0.408104738,0.3284878,0.643274854,0.341605719,14,0.438344513,1.074098074,3.68E-41
2502,OSBPL9,1,0.558478803,0.436073396,0.676587556,0.456241269,2,0.438257032,0.784733511,1.83E-88
2503,NF1,1,0.47967581,0.385601141,0.681975625,0.401101159,2,0.438203816,0.913541617,6.84E-54
2504,TAF5L,1,0.341147132,0.264216844,0.584795322,0.276892103,14,0.438076369,1.284127369,1.31E-42
2505,ZMYM2,1,0.323566085,0.245375836,0.409425626,0.25825869,7,0.438041669,1.353793522,1.08E-45
2506,HMGB2,1,0.392518703,0.315033451,0.950265252,0.327800148,11,0.437796192,1.115351161,9.43E-40
2507,WASHC4,1,0.436783042,0.353379575,0.685714286,0.367121374,15,0.437684024,1.002062766,8.20E-44
2508,CCDC88C,1,0.171571072,0.059597599,0.180371353,0.078046676,11,0.437583136,2.550448221,7.15E-208
2509,SMIM15,1,0.392269327,0.315451594,0.578947368,0.328108308,14,0.437149456,1.114411518,4.45E-39
2510,EIF2A,1,0.471072319,0.380509642,0.581914631,0.395431013,0,0.437050975,0.927778936,3.15E-50
