"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZBTB34_E"	"ZBTB34_E"	246	-8.39463830563783	4.6733062056241e-17	5.88411735889944e-16
"ZNF580_E"	"ZNF580_E"	464	8.38787368745211	4.95013653605762e-17	6.17652171390974e-16
"ZNF567_E"	"ZNF567_E"	131	-8.3731572941835	5.60946511087421e-17	6.93670462371499e-16
"ZNF160_E"	"ZNF160_E"	198	-8.36688219416335	5.91627941539793e-17	7.25136901798773e-16
"ZNF595_E"	"ZNF595_E"	85	-8.34933167150903	6.86503078779167e-17	8.34041021148374e-16
"LYAR_E"	"LYAR_E"	1032	8.34145853998002	7.33797558381451e-17	8.83747494224617e-16
"CSRNP1_E"	"CSRNP1_E"	150	-8.30943819909394	9.61562185477814e-17	1.14191412465347e-15
"ZBTB43_E"	"ZBTB43_E"	360	-8.30905777752787	9.6464947714409e-17	1.14191412465347e-15
"ZNF568_E"	"ZNF568_E"	169	8.25765926508127	1.48556910834766e-16	1.74365526700128e-15
"ZNF16_E"	"ZNF16_E"	298	-8.24913274770371	1.59548128176093e-16	1.85692569347806e-15
"ZNF571_E"	"ZNF571_E"	136	-8.24809769487025	1.60935781372895e-16	1.8574671433455e-15
"ZNF736_E"	"ZNF736_E"	352	-8.2082177034726	2.24495896428088e-16	2.56964311200745e-15
"ZNF354C_E"	"ZNF354C_E"	352	8.19682638654166	2.46816514406837e-16	2.77960102960864e-15
"ZSCAN12_E"	"ZSCAN12_E"	205	-8.19680877894836	2.46852654615064e-16	2.77960102960864e-15
"ZNF333_E"	"ZNF333_E"	437	-8.16143797877987	3.31059369277759e-16	3.69771956814271e-15
"ZNF35_E"	"ZNF35_E"	569	8.15443046675334	3.50829188431834e-16	3.88718740782472e-15
"ZNF317_E"	"ZNF317_E"	708	-8.14843681775957	3.68658578030681e-16	4.05231849660709e-15
"ZNF260_E"	"ZNF260_E"	641	-8.12350965538228	4.52892702503867e-16	4.93902671628233e-15
"ZNF140_E"	"ZNF140_E"	675	-8.08158826273674	6.39286326169958e-16	6.91727782613587e-15
"ZNF430_E"	"ZNF430_E"	282	-8.07253076198085	6.88558163223973e-16	7.39265934934265e-15
"ZNF226_E"	"ZNF226_E"	297	-8.02473223584004	1.01747630966608e-15	1.08400360683655e-14
"GLIS2_E"	"GLIS2_E"	1003	8.01498965249477	1.10146288574969e-15	1.16452373798726e-14
