"Regulon"	"Size"	"NES"	"p.value"	"FDR"
"ZNF621_E"	"ZNF621_E"	304	6.91732730748689	4.60243898635262e-12	1.04497999936039e-10
"ZNF292_E"	"ZNF292_E"	394	6.90622591957885	4.97717135553493e-12	1.11183585926062e-10
"MGA_E"	"MGA_E"	845	6.885733904248	5.74903662183692e-12	1.26387551130859e-10
"ZBTB34_E"	"ZBTB34_E"	245	6.86482359992163	6.65734656241496e-12	1.44069140452261e-10
"KAT7_E"	"KAT7_E"	619	6.8447957989773	7.65850353546842e-12	1.63185036871135e-10
"ZNF562_E"	"ZNF562_E"	435	6.82826456133064	8.59479782601487e-12	1.77816914047981e-10
"ZNF160_E"	"ZNF160_E"	200	6.82814481134258	8.60197345936084e-12	1.77816914047981e-10
"BBX_E"	"BBX_E"	742	6.81503930581912	9.4237996328369e-12	1.89338997278629e-10
"HMGXB3_E"	"HMGXB3_E"	858	6.81490247883039	9.43277314962122e-12	1.89338997278629e-10
"ARID4B_E"	"ARID4B_E"	557	6.78074643480132	1.19556552574634e-11	2.36551179022669e-10
"PHTF2_E"	"PHTF2_E"	472	6.75484179314381	1.42991198353809e-11	2.76689344112933e-10
"ZNF529_E"	"ZNF529_E"	437	6.75398512475894	1.43838503798781e-11	2.76689344112933e-10
"ZNF506_E"	"ZNF506_E"	334	6.73252213656479	1.66747008201483e-11	3.16362474464458e-10
"ZBTB7B_E"	"ZBTB7B_E"	1059	-6.66249973007542	2.69208813583416e-11	5.03857036233826e-10
"ZNF721_E"	"ZNF721_E"	313	6.62893261442248	3.38122881895335e-11	6.18248041091421e-10
"GATAD2B_E"	"GATAD2B_E"	412	-6.62843900834888	3.39255242764967e-11	6.18248041091421e-10
"RBAK_E"	"RBAK_E"	285	6.61631840225575	3.68254755293785e-11	6.62380306599859e-10
"AEBP2_E"	"AEBP2_E"	729	6.61050180280476	3.83019452910102e-11	6.80105054205759e-10
"ZNF397_E"	"ZNF397_E"	424	-6.59983597369241	4.11612932198779e-11	7.21625203918113e-10
"ZNF507_E"	"ZNF507_E"	468	6.59795126338977	4.16878249991827e-11	7.2172047029835e-10
"ELF2_E"	"ELF2_E"	608	6.58144605959426	4.658945337596e-11	7.96622134885241e-10
"PPP1R13L_E"	"PPP1R13L_E"	611	6.57207834541059	4.96177417241229e-11	8.38055759608661e-10
"MLXIP_E"	"MLXIP_E"	714	6.52439576075638	6.82762134302796e-11	1.13930789880647e-09
"ZNF195_E"	"ZNF195_E"	673	6.51639884175617	7.20153359513596e-11	1.18739571776944e-09
"ZNF518A_E"	"ZNF518A_E"	412	6.50986749467636	7.52171242134058e-11	1.22559667100667e-09
"PHTF1_E"	"PHTF1_E"	589	6.50092595265305	7.98271199115675e-11	1.28558791950606e-09
"DNAJC2_E"	"DNAJC2_E"	1220	6.49364052543444	8.37865376096544e-11	1.32691662460593e-09
"ZSCAN29_E"	"ZSCAN29_E"	431	6.49270352608897	8.43095039460807e-11	1.32691662460593e-09
"ZNF317_E"	"ZNF317_E"	734	6.45566494691789	1.07744752738774e-10	1.67670205104721e-09
"ZNF707_E"	"ZNF707_E"	377	6.44737611578722	1.13803124928634e-10	1.75130364473509e-09
"LRRFIP2_E"	"LRRFIP2_E"	285	6.43483907629982	1.23604214060042e-10	1.8812289722325e-09
"MXD3_E"	"MXD3_E"	483	-6.41964744602351	1.36590303423684e-10	2.05627793741089e-09
"ETV3_E"	"ETV3_E"	750	-6.37729063212084	1.80248211025002e-10	2.68434163730783e-09
"GATAD2A_E"	"GATAD2A_E"	957	-6.36653580127961	1.93345186780927e-10	2.83188119672865e-09
"ZNF141_E"	"ZNF141_E"	304	6.36492722540898	1.95382351770873e-10	2.83188119672865e-09
"ZNF182_E"	"ZNF182_E"	379	6.36421639841817	1.96289238184802e-10	2.83188119672865e-09
"NFE2L3_E"	"NFE2L3_E"	239	6.34331575369649	2.24871871265371e-10	3.21079939899525e-09
"HMGXB4_E"	"HMGXB4_E"	592	6.33432460315241	2.38383174997052e-10	3.36898670786649e-09
"PRDM15_E"	"PRDM15_E"	376	6.31107587301706	2.77102292033414e-10	3.87663307541696e-09
"ZBTB24_E"	"ZBTB24_E"	638	6.29360198952119	3.10182541898756e-10	4.29602820529778e-09
"ZNF431_E"	"ZNF431_E"	320	-6.26621853640905	3.69921092760487e-10	5.07268033141856e-09
"ZNF84_E"	"ZNF84_E"	344	6.23379492178916	4.55269012177006e-10	6.18183903789366e-09
"VEZF1_E"	"VEZF1_E"	917	6.21991586635911	4.97421533153363e-10	6.68862935356706e-09
"ZBTB25_E"	"ZBTB25_E"	375	6.20921014242732	5.32515738018001e-10	7.07308221787969e-09
"ZBTB43_E"	"ZBTB43_E"	359	6.20811869549125	5.36226449730951e-10	7.07308221787969e-09
"ZNF615_E"	"ZNF615_E"	193	6.16828092440446	6.90364131415233e-10	9.02032379254809e-09
"ZNF91_E"	"ZNF91_E"	447	-6.16132621797138	7.21382083589631e-10	9.33751575487513e-09
