""
MESP1
FOSL1
HOXB4
E2F7
TONSL
PHF5A
ZNF146
ZNF581
ZBTB24
POU4F1
ZNF574
ZNF880
ZNF559
TP53
TEAD4
PITX1
LYAR
HOMEZ
ZNF626
ZNF599
ZNF485
ZNF772
HOXA7
SOX9
CDC5L
ZNF770
NFKBIL1
TP63
CXXC1
SSRP1
SMARCE1
ZNF22
NR2F2
ZNF689
ZBED2
GTF3A
KAT8
TOX4
SOX15
E2F4
ZNF544
GRHL3
ZFP42
ZNF835
TFAM
ZNF343
ZC3H8
HMGA1
ZNF222
ZNF511
THAP3
JUN
TFEB
ZNF17
PEG3
ZBTB8B
NFE2L3
HSF1
ZNF691
ZIK1
SFPQ
IRF6
ID2
IRX4
ZNF524
TBPL1
TFDP1
FOXN1
POU2F3
FOXM1
TFAP4
DBP
NONO
ATF5
DNAJC2
ZBTB7C
POU3F1
E2F2
E2F5
NR4A1
ARID5B
MYC
ZNF816
ZNF579
ZNF585A
NR4A2
IRF1
ZNF8
ERG
PKNOX1
ZNF189
ZNF726
ZNF410
ATF4
ZNF506
ZBTB14
CSRNP1
ZNF404
ZNF135
ZBTB39
POU2F2
RBAK
ZNF768
HOXB3
JUNB
ZKSCAN2
ETS2
BHLHE40
EGR3
ATF3
ZXDB
BATF3
EGR1
JDP2
MAZ
ZNF358
TBX6
ZNF575
ZNF737
FOSL2
ZNF629
ZNF226
ZNF181
ZNF408
MEF2D
PBX3
ZNF10
SNAPC4
NRL
ZNF317
ZNF552
ZBTB37
ZNF493
ZNF14
ZNF789
ZNF671
SRF
ZSCAN21
ZNF844
ZNF692
GATA4
ZNF260
FOXD1
ZNF311
ZNF615
ZNF264
NR3C2
ZNF600
ZNF142
ZNF513
ZNF587
ZNF121
ZNF132
ZNF621
RORA
ZBTB6
ZNF529
ZNF546
RFX2
MECOM
MLXIP
FOXP1
ZNF213
LHX4
BNC2
KLF16
ZNF460
ZNF572
GLIS3
