,VCT_CCC,EVT_1,EVT_2,eEVT,iEVT,GC,Cluster
DSC2,0.6210852564354651,0.6738736868767157,0.1551762140279049,1.2258916943905636,-1.5003362508255875,-1.175690600905057,7
KLRB1,0.9166885129860034,-0.17375694224522506,0.15104578602479626,-1.1961644254784027,1.4983514941912315,-1.1961644254784027,2
WNT3A,-0.25693676166288104,-0.32025933121326405,-0.3992916735167431,2.2137787303886736,-0.5651530113916267,-0.6721379526041589,1
APP,-0.1200786820635746,-1.0904911318302517,-0.6516197560023334,2.062751162228978,-0.3202206307398366,0.1196590384070202,1
BSG,1.0667515843312267,1.30881440141781,0.029088085208463368,-1.6687554880265099,-0.5832183815232023,-0.15268020140779004,4
ROBO2,-0.508679737510355,-0.46678207877347444,-0.36479549073021444,2.1754310970228885,-0.02450574697507838,-0.810668043033767,1
XCL1,-0.16910074742115194,-0.4684858699866433,-0.12348654879642018,2.119979258187789,-0.28004594756379747,-1.078860144419776,1
TGFBR3,-1.1253567479881832,-1.347710809442401,-0.10242374573148227,0.1924689030266026,1.0683954379291178,1.3146269622063462,3
GPR37,1.1591849641058123,-0.04316641806337455,-0.36532355896433566,1.2701545477672156,-0.35248989976773515,-1.668359635077584,7
KIT,-0.5033065382036114,-0.47208986036319817,-0.44989456193517613,2.2273339352594688,-0.2618172316112505,-0.5402257431462323,1
NGF,2.1858644222372576,-0.165130668395479,-0.15439901839069248,-0.6625695501378445,-0.5411956351753971,-0.6625695501378445,0
PDGFRA,0.09302131631192319,-0.009157720757551703,1.499243426284824,-1.2238971216356302,0.8646872214320648,-1.2238971216356302,2
NTN4,-1.0883984477864053,-1.0160098950593206,-0.6786877817275856,1.6191920497350525,0.690063936148242,0.47384013869001707,6
GHR,2.1522283165459415,-0.6735602614250472,-0.5607601028821109,-0.356972758506252,-0.6773455747152837,0.11641038098275161,0
WNT5B,-0.8497026972229222,-1.0491376675233508,-0.2067973569101515,0.7936430301953011,-0.49378872991613404,1.8057834213772592,6
NTF3,0.63357975712292,0.3710949787795497,0.19894685877635845,-1.3084359187212744,1.4132502427637208,-1.3084359187212744,2
PTPRS,-1.3629453871378134,-0.9628010421548477,-0.4949000333881005,0.8040974746716907,0.6270525622087885,1.3894964258002807,6
CPM,-1.416917209879766,-0.8778378750227738,-0.4938152847986198,0.4424303656762301,1.0506737963812256,1.2954662076437031,3
EPO,-0.027062207271266448,2.120467886107676,0.027143479018454614,-0.7300777035236917,-0.6603937508074801,-0.7300777035236917,4
CD274,-1.24215444301849,-0.4658279330810451,-0.4926019053512471,0.13762455300644238,0.06956560060160553,1.9933941278427356,5
NECTIN1,1.4950273020280667,-0.7964449686728585,0.5576212680217958,-0.04447171136358454,0.414796212557384,-1.6265281025708032,7
TEK,-0.5227559991969474,0.64013469322382,0.7162382543329412,-0.6851493155236825,1.3960562228773106,-1.544523855713441,2
ERBB3,0.023150200479084972,0.23471750219118787,0.539861265978567,-0.49263346845506445,1.4850865511922642,-1.790182051386039,2
TNFRSF10A,-0.1841434566386095,-0.6785061505588074,-0.10750688218723127,2.121331921843565,-0.16845671732834638,-0.9827187151305693,1
NRG3,-0.5330294332481205,-0.561892292674799,0.027094153040972898,1.764230831679469,0.6628432273495688,-1.3592464861470914,1
DSC3,2.2007881609311095,-0.2013551631616637,-0.2308351010023468,-0.5516749219335515,-0.5138392323982439,-0.7030837424353038,0
CD320,1.6510127771430845,0.35606475830988177,-0.642860659106081,-1.3761657042006943,-0.6421773576173723,0.6541261854711808,0
OPRK1,-0.42920611956002097,1.732632115883474,0.5750090063872367,-1.0928640480910152,0.30729309347134065,-1.0928640480910152,4
LEP,-1.1783705411503713,-0.47998765670611293,0.04369643954351081,2.0612174940801076,-0.09913728657585331,-0.34741844919127984,1
IL7R,-0.00373025265179065,-0.44935571433177185,1.359016104154609,-1.0848742100853659,1.2638182829996853,-1.0848742100853659,2
FTH1,1.2803962951106567,1.1378764588062864,0.0354156785923363,-1.6481921024661077,-0.29407699547083216,-0.511419334572339,4
KLRG1,1.8256970688999457,0.09928020460597077,-0.1835702396937017,-1.098870850507679,0.4563346672031428,-1.098870850507679,0
NTN1,-0.5696887473117512,-0.2971621710674108,0.7076759979754439,-0.20887022642008782,1.761201807143325,-1.3931566603195196,2
MERTK,-0.3235227058896066,-0.6007242739624674,0.014374046144300347,2.076720322986597,-0.0634606779715837,-1.10338671130724,1
LGALS3,0.28670248985077856,1.5714705879006805,-0.05385529194287717,-1.8450794244740305,0.16221283792414645,-0.12145119925869935,4
CXCL16,2.0340633711573437,-0.3900900408441156,-0.18139079241615727,-0.8884564580945216,0.31433037829197136,-0.8884564580945216,0
HFE,-0.13422053392306416,-0.4040115229563145,1.0564143662926488,-0.15030726576654002,1.3346950746711213,-1.702570118317852,2
CXCL10,0.871842063438871,-0.5175941608630994,-0.06907685233583748,-1.0024441612658344,1.7197172722917347,-1.0024441612658344,2
TNFRSF1A,0.10764102618211278,1.3381807381489466,-0.45422315780471045,-1.8920590482489414,0.5052988091363236,0.39516163258626674,4
NRP2,2.133744525502913,-0.7560756632499086,-0.4880199889633259,-0.6333903403973462,-0.4469574651293004,0.19069893223696738,0
