""
ZBED2
THAP3
ZFP69B
NFYB
THAP1
GTF3A
SMARCE1
YBX1
ZNF580
PHF5A
ZFP42
ZBTB24
GATA2
PEG3
FOSL1
CREB3
JUN
IRX4
SNAI1
MYOD1
ZNF524
TBPL1
FOXM1
ZNF146
E2F2
MYC
ZNF816
GRHL3
LYAR
DNAJC2
SOX9
ZNF581
TFAP4
TP53
ZNF487
EGR1
ZNF8
ARNT2
FOSL2
FOS
SNAI3
OSR2
KLF10
ZNF575
ZNF506
CSRNP1
ETS2
FOSB
RARA
ZNF268
JUNB
BCL3
BATF3
IRF1
JDP2
ATF4
ZNF333
ZNF281
KLF4
IRX3
SMARCC1
ZNF814
MEF2D
ZNF561
ZNF124
ZNF25
ZNF585B
ZNF562
KLF9
NRL
ZNF699
HES4
ZNF569
ZNF793
HMGA2
ZNF611
ZNF787
ZNF260
ZNF142
ZNF33A
ZSCAN32
ZNF571
ATOH8
LRRFIP2
ID4
ZNF121
ZNF493
ZNF431
NFKBID
ZNF780A
TBX5
ZNF484
ZNF517
SP4
BNC1
TSC22D3
HAND2
ZNF532
MLXIP
GLIS3
KLF7
HOXC4
ZNF460
BATF2
ZNF239
EBF2
KLF16
