,Empty_droplet_sum,Nuclei_sum,Soup_probability,Selected
A1BG,871.0,1068.0,0.4492006188757091,False
A1BG-AS1,840.0,1766.0,0.3223330775134305,True
A1CF,96.0,98.0,0.4948453608247423,False
A2M,17142.0,20628.0,0.4538522637013503,False
A2M-AS1,137.0,204.0,0.4017595307917888,False
A2ML1,507.0,1242.0,0.2898799313893653,True
A2ML1-AS1,32386.0,69432.0,0.3180773537095602,True
A3GALT2,189.0,386.0,0.328695652173913,True
A4GALT,3009.0,6350.0,0.32150870819532,True
A4GNT,15.0,23.0,0.3947368421052631,False
AAAS,3878.0,7384.0,0.3443438110459954,True
AACS,6031.0,15636.0,0.2783495638528638,True
AADAC,374.0,871.0,0.3004016064257028,True
AADACL2,258.0,1113.0,0.1881838074398249,True
AADACL2-AS1,15777.0,41571.0,0.2751098556183302,True
AADACL3,612.0,1252.0,0.3283261802575107,True
AADACL4,199.0,198.0,0.5012594458438288,False
AADAT,1774.0,2756.0,0.3916114790286976,False
AAED1,1900.0,2273.0,0.455307931943446,False
AAGAB,13245.0,25102.0,0.3453985970219313,True
AAK1,110859.0,264280.0,0.2955144626391817,True
AAMDC,5762.0,11964.0,0.3250592350220015,True
AAMP,6120.0,10087.0,0.3776146109705682,False
AANAT,80.0,162.0,0.3305785123966942,True
AAR2,2938.0,4891.0,0.3752714267467109,False
AARD,63.0,73.0,0.4632352941176471,False
AARS,10289.0,20705.0,0.331967477576305,True
AARS2,1415.0,3665.0,0.2785433070866142,True
AARSD1,756.0,1596.0,0.3214285714285714,True
AASDH,11677.0,24933.0,0.3189565692433761,True
AASDHPPT,7131.0,8916.0,0.4443821275004673,False
AASS,4338.0,8466.0,0.3388003748828491,True
AATBC,43.0,124.0,0.2574850299401197,True
AATF,21254.0,44220.0,0.3246174053822891,True
AATK,689.0,1597.0,0.3013998250218723,True
AB015752.1,554.0,1131.0,0.3287833827893175,True
ABALON,49.0,149.0,0.2474747474747475,True
ABAT,5408.0,10446.0,0.341112652958244,True
ABCA1,39521.0,78206.0,0.3357003915839187,True
ABCA10,4052.0,9638.0,0.2959824689554419,True
ABCA12,3344.0,8461.0,0.2832698009318085,True
ABCA13,681.0,941.0,0.4198520345252774,False
ABCA2,1111.0,2226.0,0.3329337728498651,True
ABCA3,875.0,1694.0,0.3405994550408719,True
ABCA4,3642.0,8017.0,0.3123767046916545,True
ABCA5,34527.0,75149.0,0.3148090739997812,True
ABCA6,1434.0,2283.0,0.3857949959644874,False
ABCA7,4871.0,9521.0,0.3384519177320734,True
ABCA8,1501.0,1970.0,0.4324402189570729,False
ABCA9,1330.0,2276.0,0.3688297282307266,False
ABCA9-AS1,625.0,1571.0,0.284608378870674,True
ABCB1,42418.0,90276.0,0.3196678071352133,True
ABCB10,8125.0,13253.0,0.3800636168023201,False
ABCB11,326.0,735.0,0.3072573044297832,True
ABCB4,1436.0,3695.0,0.2798674722276359,True
ABCB5,447.0,647.0,0.4085923217550274,False
ABCB6,222.0,419.0,0.3463338533541342,True
ABCB7,13058.0,23299.0,0.359160546799791,False
ABCB8,6677.0,14427.0,0.3163855193328279,True
ABCB9,1472.0,4426.0,0.2495761275008477,True
ABCC1,8553.0,19243.0,0.3077061447690315,True
ABCC10,3185.0,7379.0,0.3014956455887921,True
ABCC11,1185.0,2078.0,0.363162733680662,False
ABCC12,66.0,83.0,0.4429530201342282,False
ABCC2,2443.0,7471.0,0.2464192051644139,True
ABCC3,4971.0,11196.0,0.3074781963258489,True
ABCC4,8762.0,13209.0,0.398798416093942,False
ABCC5,12894.0,23720.0,0.3521603758125307,True
ABCC5-AS1,154.0,274.0,0.3598130841121495,False
ABCC6,480.0,1033.0,0.3172504957038995,True
ABCC8,208.0,438.0,0.3219814241486068,True
ABCC9,2843.0,12547.0,0.1847303443794672,True
ABCD1,4844.0,11064.0,0.304500880060347,True
ABCD2,528.0,753.0,0.4121779859484777,False
ABCD3,28724.0,55051.0,0.3428707848403461,True
ABCD4,6078.0,13185.0,0.315527176452266,True
ABCE1,9187.0,15779.0,0.3679804534166466,False
ABCF1,11090.0,23928.0,0.3166942715175053,True
ABCF2,582.0,1052.0,0.3561811505507956,False
ABCF2-1,447.0,704.0,0.3883579496090356,False
ABCF3,2783.0,5252.0,0.3463596764156814,True
ABCG1,3781.0,7777.0,0.3271327219242083,True
ABCG2,23910.0,48347.0,0.3309021963269994,True
ABCG4,49.0,124.0,0.2832369942196532,True
ABCG5,91.0,149.0,0.3791666666666666,False
ABCG8,87.0,180.0,0.3258426966292135,True
ABHD1,182.0,346.0,0.3446969696969697,True
ABHD10,2750.0,3899.0,0.413596029478117,False
ABHD11,9397.0,21168.0,0.3074431539342385,True
ABHD12,26897.0,63579.0,0.2972832574384367,True
ABHD12B,337.0,913.0,0.2696,True
ABHD13,4864.0,6599.0,0.4243217307860071,False
ABHD14A,658.0,1043.0,0.3868312757201646,False
ABHD14A-ACY1,152.0,276.0,0.3551401869158878,False
ABHD14B,921.0,1344.0,0.4066225165562914,False
ABHD15,1048.0,1576.0,0.399390243902439,False
ABHD15-AS1,5850.0,16892.0,0.257233312813297,True
ABHD16A,1412.0,2108.0,0.4011363636363636,False
ABHD16B,2.0,3.0,0.4,False
ABHD17A,9871.0,17138.0,0.3654707690029249,False
ABHD17B,6969.0,11755.0,0.3721961119418928,False
ABHD17C,21812.0,43650.0,0.3332009410039412,True
ABHD18,22175.0,41984.0,0.3456257111239265,True
ABHD2,11141.0,16140.0,0.4083794582310032,False
ABHD3,25021.0,48187.0,0.3417795869303901,True
ABHD4,1990.0,3652.0,0.3527118043247075,True
ABHD5,13706.0,26085.0,0.3444497499434545,True
ABHD6,1732.0,3256.0,0.3472333600641539,True
ABHD8,4119.0,9925.0,0.293292509256622,True
ABI1,43929.0,66236.0,0.398756410838288,False
ABI2,21536.0,38999.0,0.3557611299248369,False
ABI3,884.0,1251.0,0.4140515222482435,False
ABI3BP,39676.0,41878.0,0.4864997425019006,False
ABITRAM,415.0,642.0,0.3926206244087039,False
ABL1,39688.0,84182.0,0.3204004197949463,True
ABL2,21739.0,44149.0,0.3299386838271005,True
ABLIM1,11670.0,22566.0,0.34086926042762,True
ABLIM2,912.0,2409.0,0.2746160794941282,True
ABLIM3,4671.0,8379.0,0.3579310344827586,False
ABO,1352.0,1873.0,0.4192248062015504,False
ABR,10056.0,29054.0,0.257120940935822,True
ABRA,10.0,20.0,0.3333333333333333,True
ABRACL,5176.0,5378.0,0.4904301686564336,False
ABRAXAS1,2290.0,3399.0,0.402531200562489,False
ABRAXAS2,5635.0,11611.0,0.3267424330279485,True
ABT1,3209.0,4168.0,0.4350006777822963,False
ABTB1,2434.0,4862.0,0.3336074561403508,True
ABTB2,46897.0,125687.0,0.2717343438557456,True
AC000032.1,125.0,288.0,0.3026634382566586,True
AC000035.1,2.0,0.0,1.0,False
AC000036.1,4.0,4.0,0.5,False
AC000058.1,38.0,76.0,0.3333333333333333,True
AC000061.1,128.0,252.0,0.3368421052631579,True
AC000065.1,65.0,174.0,0.2719665271966527,True
AC000065.2,25.0,45.0,0.3571428571428571,False
AC000067.1,1.0,0.0,1.0,False
AC000068.1,39.0,64.0,0.3786407766990291,False
AC000068.2,24.0,27.0,0.4705882352941176,False
AC000068.3,30.0,32.0,0.4838709677419355,False
AC000072.1,3.0,0.0,1.0,False
AC000082.1,1.0,4.0,0.2,True
AC000085.1,21.0,43.0,0.328125,True
AC000093.1,5.0,8.0,0.3846153846153846,False
AC000099.1,43.0,32.0,0.5733333333333334,False
AC000113.1,15.0,9.0,0.625,False
AC000120.1,15.0,37.0,0.2884615384615384,True
AC000123.1,5.0,4.0,0.5555555555555556,False
AC000124.1,16.0,27.0,0.3720930232558139,False
AC000372.1,57.0,58.0,0.4956521739130435,False
AC000403.1,15.0,21.0,0.4166666666666667,False
AC001226.1,1.0,0.0,1.0,False
AC001226.2,4261.0,11250.0,0.2747082715492231,True
AC002044.1,12.0,22.0,0.3529411764705882,True
AC002056.2,32.0,87.0,0.2689075630252101,True
AC002057.1,1.0,0.0,1.0,False
AC002057.2,11.0,8.0,0.5789473684210527,False
AC002059.1,15.0,14.0,0.5172413793103449,False
AC002064.1,47.0,69.0,0.4051724137931034,False
AC002064.2,6.0,13.0,0.3157894736842105,True
AC002066.1,2886.0,6528.0,0.3065646908859146,True
AC002069.2,289.0,546.0,0.3461077844311377,True
AC002070.1,1499.0,3113.0,0.325021682567216,True
AC002072.1,670.0,2108.0,0.2411807055435565,True
AC002074.1,1451.0,2393.0,0.377471383975026,False
AC002074.2,23.0,27.0,0.46,False
AC002076.1,89.0,140.0,0.388646288209607,False
AC002091.1,172.0,238.0,0.4195121951219512,False
AC002091.2,5.0,17.0,0.2272727272727272,True
AC002094.2,12.0,27.0,0.3076923076923077,True
AC002094.3,13.0,109.0,0.1065573770491803,True
AC002094.4,6.0,9.0,0.4,False
AC002101.1,55.0,53.0,0.5092592592592593,False
AC002115.1,4.0,0.0,1.0,False
AC002116.2,1010.0,2600.0,0.2797783933518005,True
AC002127.2,91.0,109.0,0.455,False
AC002128.1,8.0,31.0,0.2051282051282051,True
AC002128.2,36.0,106.0,0.2535211267605634,True
AC002306.1,24.0,96.0,0.2,True
AC002310.1,457.0,646.0,0.414324569356301,False
AC002310.2,533.0,922.0,0.3663230240549828,False
AC002310.4,356.0,629.0,0.3614213197969543,False
AC002310.5,71.0,162.0,0.3047210300429184,True
AC002331.1,17.0,9.0,0.6538461538461539,False
AC002347.1,26.0,39.0,0.4,False
AC002347.2,9.0,17.0,0.3461538461538461,True
AC002351.1,3.0,0.0,1.0,False
AC002368.1,3.0,5.0,0.375,False
AC002375.1,27.0,63.0,0.3,True
AC002377.1,700.0,1791.0,0.2810116419108792,True
AC002378.1,284.0,480.0,0.3717277486910995,False
AC002383.1,95.0,90.0,0.5135135135135135,False
AC002384.1,1.0,6.0,0.1428571428571428,True
AC002386.1,4.0,3.0,0.5714285714285714,False
AC002398.1,125.0,261.0,0.3238341968911917,True
AC002398.2,101.0,108.0,0.4832535885167464,False
AC002401.1,26.0,83.0,0.2385321100917431,True
AC002401.2,1.0,0.0,1.0,False
AC002401.4,8.0,0.0,1.0,False
AC002407.1,40.0,20.0,0.6666666666666666,False
AC002428.1,8.0,8.0,0.5,False
AC002428.2,23.0,14.0,0.6216216216216216,False
AC002429.2,3376.0,10588.0,0.241764537381839,True
AC002451.1,585.0,930.0,0.3861386138613861,False
AC002454.1,283.0,498.0,0.3623559539052496,False
AC002456.1,29.0,25.0,0.5370370370370371,False
AC002460.2,2038.0,4165.0,0.3285507012735773,True
AC002463.1,1074.0,3095.0,0.2576157351882945,True
AC002464.1,14.0,12.0,0.5384615384615384,False
AC002465.1,149.0,373.0,0.2854406130268199,True
AC002465.2,12.0,14.0,0.4615384615384615,False
AC002467.1,108.0,141.0,0.4337349397590361,False
AC002470.1,82.0,168.0,0.328,True
AC002472.1,85.0,142.0,0.3744493392070485,False
AC002480.1,8.0,15.0,0.3478260869565217,True
AC002480.2,51.0,68.0,0.4285714285714285,False
AC002480.3,9.0,34.0,0.2093023255813953,True
AC002480.4,98.0,188.0,0.3426573426573426,True
AC002511.1,2.0,3.0,0.4,False
AC002511.2,12.0,33.0,0.2666666666666666,True
AC002519.1,31.0,64.0,0.3263157894736842,True
AC002529.1,1.0,0.0,1.0,False
AC002542.6,0.0,5.0,0.0,True
AC002546.1,163.0,481.0,0.2531055900621118,True
AC002550.1,242.0,896.0,0.2126537785588752,True
AC002550.2,89.0,158.0,0.3603238866396761,False
AC002551.1,3.0,18.0,0.1428571428571428,True
AC002553.1,59.0,175.0,0.2521367521367521,True
AC002553.2,444.0,661.0,0.4018099547511312,False
AC002558.2,135.0,516.0,0.2073732718894009,True
AC002558.3,342.0,670.0,0.3379446640316205,True
AC002563.1,41.0,122.0,0.2515337423312883,True
AC002985.1,133.0,502.0,0.2094488188976378,True
AC002996.1,119.0,262.0,0.3123359580052493,True
AC003001.1,4.0,0.0,1.0,False
AC003002.1,131.0,222.0,0.3711048158640226,False
AC003002.2,1178.0,1826.0,0.3921438082556591,False
AC003002.3,1.0,0.0,1.0,False
AC003005.1,57.0,130.0,0.3048128342245989,True
AC003005.2,66.0,159.0,0.2933333333333333,True
AC003006.1,2709.0,9304.0,0.2255057021559976,True
AC003035.1,16.0,15.0,0.5161290322580645,False
AC003035.2,26.0,17.0,0.6046511627906976,False
AC003043.1,7.0,14.0,0.3333333333333333,True
AC003043.2,9.0,30.0,0.2307692307692307,True
AC003044.1,36.0,17.0,0.6792452830188679,False
AC003070.1,2.0,13.0,0.1333333333333333,True
AC003070.2,5.0,7.0,0.4166666666666667,False
AC003077.1,3.0,3.0,0.5,False
AC003084.1,15.0,46.0,0.2459016393442623,True
AC003086.1,1.0,4.0,0.2,True
AC003087.1,5.0,3.0,0.625,False
AC003092.1,15712.0,35219.0,0.3084958080540338,True
AC003092.2,30.0,80.0,0.2727272727272727,True
AC003093.1,290.0,1152.0,0.2011095700416088,True
AC003098.1,1.0,0.0,1.0,False
AC003101.1,76.0,172.0,0.3064516129032258,True
AC003101.2,71.0,149.0,0.3227272727272727,True
AC003102.1,2665.0,6445.0,0.2925356750823271,True
AC003659.1,5.0,6.0,0.4545454545454545,False
AC003666.1,87.0,148.0,0.3702127659574468,False
AC003681.1,930.0,3089.0,0.2314008459815874,True
AC003682.1,371.0,714.0,0.3419354838709677,True
AC003684.1,66.0,126.0,0.34375,True
AC003685.1,7.0,0.0,1.0,False
AC003688.1,1188.0,2259.0,0.3446475195822454,True
AC003688.2,1.0,0.0,1.0,False
AC003950.1,5.0,7.0,0.4166666666666667,False
AC003956.1,238.0,427.0,0.3578947368421052,False
AC003958.2,10.0,29.0,0.2564102564102564,True
AC003965.1,30.0,50.0,0.375,False
AC003965.2,115.0,261.0,0.3058510638297872,True
AC003973.1,11.0,13.0,0.4583333333333333,False
AC003973.2,12.0,47.0,0.2033898305084746,True
AC003975.1,11.0,12.0,0.4782608695652174,False
AC003982.1,30.0,91.0,0.2479338842975206,True
AC003984.1,321.0,485.0,0.3982630272952853,False
AC003985.1,1.0,0.0,1.0,False
AC003986.1,1.0,0.0,1.0,False
AC003986.2,37.0,71.0,0.3425925925925926,True
AC003986.3,24.0,50.0,0.3243243243243243,True
AC003988.1,56.0,92.0,0.3783783783783784,False
AC003991.1,2663.0,4806.0,0.3565403668496452,False
AC003991.2,19.0,63.0,0.2317073170731707,True
AC004000.1,17.0,40.0,0.2982456140350877,True
AC004009.1,72.0,96.0,0.4285714285714285,False
AC004012.1,2.0,0.0,1.0,False
AC004014.1,271.0,401.0,0.4032738095238095,False
AC004023.1,2.0,0.0,1.0,False
AC004034.1,231.0,687.0,0.2516339869281045,True
AC004039.1,1118.0,3194.0,0.2592764378478664,True
AC004047.1,4.0,0.0,1.0,False
AC004052.1,198.0,258.0,0.4342105263157895,False
AC004053.1,3172.0,7725.0,0.2910892906304487,True
AC004054.1,98.0,566.0,0.1475903614457831,True
AC004066.2,106.0,187.0,0.3617747440273037,False
AC004067.1,47.0,48.0,0.4947368421052631,False
AC004069.1,987.0,1966.0,0.3342363697934304,True
AC004076.1,2931.0,6640.0,0.3062375927280326,True
AC004076.2,372.0,713.0,0.3428571428571428,True
AC004080.1,6.0,11.0,0.3529411764705882,True
AC004080.17,1.0,0.0,1.0,False
AC004080.2,212.0,242.0,0.4669603524229075,False
AC004083.1,313.0,559.0,0.3589449541284403,False
AC004112.1,996.0,2465.0,0.2877780988153712,True
AC004130.1,179.0,297.0,0.3760504201680672,False
AC004130.2,34.0,41.0,0.4533333333333333,False
AC004147.2,3.0,0.0,1.0,False
AC004147.3,1.0,0.0,1.0,False
AC004148.1,91.0,73.0,0.5548780487804879,False
AC004148.2,445.0,663.0,0.4016245487364621,False
AC004149.1,82.0,210.0,0.2808219178082192,True
AC004156.1,200.0,378.0,0.3460207612456747,True
AC004158.1,944.0,2852.0,0.2486828240252897,True
AC004160.1,869.0,2394.0,0.2663193380324854,True
AC004160.2,392.0,1071.0,0.2679425837320574,True
AC004217.1,22.0,83.0,0.2095238095238095,True
AC004221.1,2.0,8.0,0.2,True
AC004223.2,31.0,28.0,0.5254237288135594,False
AC004223.3,49.0,183.0,0.2112068965517241,True
AC004223.4,33.0,80.0,0.2920353982300885,True
AC004231.1,2050.0,7029.0,0.2257957924881594,True
AC004231.3,135.0,266.0,0.3366583541147132,True
AC004232.1,2.0,5.0,0.2857142857142857,True
AC004232.2,20.0,20.0,0.5,False
AC004233.1,4.0,11.0,0.2666666666666666,True
AC004233.2,109.0,181.0,0.3758620689655172,False
AC004233.3,304.0,475.0,0.3902439024390244,False
AC004233.4,27.0,60.0,0.3103448275862069,True
AC004241.1,549.0,1039.0,0.3457178841309823,True
AC004241.2,4.0,0.0,1.0,False
AC004241.3,37.0,47.0,0.4404761904761904,False
AC004241.4,4.0,7.0,0.3636363636363636,False
AC004253.1,1365.0,3962.0,0.2562417871222076,True
AC004257.1,29.0,61.0,0.3222222222222222,True
AC004263.1,28.0,106.0,0.208955223880597,True
AC004263.2,13.0,88.0,0.1287128712871287,True
AC004264.1,70.0,99.0,0.4142011834319526,False
AC004381.1,339.0,756.0,0.3095890410958904,True
AC004408.1,16.0,22.0,0.4210526315789473,False
AC004415.1,2.0,0.0,1.0,False
AC004448.1,1.0,0.0,1.0,False
AC004448.2,1500.0,1631.0,0.4790801660811242,False
AC004448.3,4.0,0.0,1.0,False
AC004449.1,22.0,31.0,0.4150943396226415,False
AC004461.2,10.0,15.0,0.4,False
AC004464.1,5.0,15.0,0.25,True
AC004466.1,123.0,330.0,0.271523178807947,True
AC004466.2,1.0,5.0,0.1666666666666666,True
AC004466.3,13.0,18.0,0.4193548387096774,False
AC004470.1,1014.0,3517.0,0.223791657470757,True
AC004471.1,23.0,65.0,0.2613636363636363,True
AC004477.1,13.0,18.0,0.4193548387096774,False
AC004477.2,1.0,5.0,0.1666666666666666,True
AC004477.3,35.0,64.0,0.3535353535353535,True
AC004485.1,170.0,386.0,0.3057553956834532,True
AC004490.1,18.0,67.0,0.2117647058823529,True
AC004492.1,67.0,82.0,0.4496644295302013,False
AC004494.1,64.0,172.0,0.2711864406779661,True
AC004520.1,189.0,348.0,0.3519553072625698,True
AC004522.2,35.0,54.0,0.3932584269662921,False
AC004522.3,7.0,14.0,0.3333333333333333,True
AC004522.4,4.0,3.0,0.5714285714285714,False
AC004522.5,23.0,29.0,0.4423076923076923,False
AC004528.1,11.0,40.0,0.2156862745098039,True
AC004528.2,15.0,78.0,0.1612903225806451,True
AC004540.1,1123.0,1991.0,0.3606294155427103,False
AC004540.2,199.0,227.0,0.4671361502347418,False
AC004542.1,4.0,15.0,0.2105263157894736,True
AC004542.2,215.0,637.0,0.2523474178403755,True
AC004543.1,35.0,23.0,0.603448275862069,False
AC004549.1,3.0,0.0,1.0,False
AC004551.1,1273.0,3152.0,0.287683615819209,True
AC004554.2,197.0,355.0,0.3568840579710144,False
AC004556.1,16.0,34.0,0.32,True
AC004556.3,6.0,8.0,0.4285714285714285,False
AC004584.1,47.0,104.0,0.3112582781456953,True
AC004584.3,14.0,14.0,0.5,False
AC004585.1,891.0,1436.0,0.3828964331757628,False
AC004590.1,4.0,0.0,1.0,False
AC004593.1,443.0,1648.0,0.2118603538976566,True
AC004593.2,10.0,19.0,0.3448275862068966,True
AC004593.3,88.0,271.0,0.245125348189415,True
AC004594.1,2457.0,8940.0,0.2155830481705712,True
AC004596.1,272.0,813.0,0.2506912442396313,True
AC004597.1,17.0,21.0,0.4473684210526316,False
AC004637.1,257.0,590.0,0.3034238488783943,True
AC004672.1,199.0,687.0,0.2246049661399548,True
AC004672.2,5.0,12.0,0.2941176470588235,True
AC004674.1,1374.0,4087.0,0.2516022706464018,True
AC004687.1,8135.0,6312.0,0.5630926836021319,False
AC004687.3,5.0,0.0,1.0,False
AC004690.2,105.0,185.0,0.3620689655172414,False
AC004691.1,21.0,75.0,0.21875,True
AC004691.2,22.0,59.0,0.2716049382716049,True
AC004692.2,1.0,0.0,1.0,False
AC004702.1,374.0,1254.0,0.2297297297297297,True
AC004704.1,146663.0,300846.0,0.3277319562288133,True
AC004706.1,2.0,6.0,0.25,True
AC004706.3,2.0,7.0,0.2222222222222222,True
AC004707.1,7.0,0.0,1.0,False
AC004754.1,3.0,5.0,0.375,False
AC004765.1,21.0,43.0,0.328125,True
AC004771.1,33.0,65.0,0.336734693877551,True
AC004771.2,19.0,32.0,0.3725490196078431,False
AC004771.3,26.0,63.0,0.2921348314606741,True
AC004771.4,136.0,371.0,0.2682445759368836,True
AC004771.5,7.0,26.0,0.2121212121212121,True
AC004775.1,11.0,14.0,0.44,False
AC004784.1,10459.0,29632.0,0.2608814945997855,True
AC004797.1,242.0,479.0,0.3356449375866852,True
AC004801.3,13.0,31.0,0.2954545454545454,True
AC004801.4,23.0,45.0,0.3382352941176471,True
AC004801.5,2.0,0.0,1.0,False
AC004801.6,36.0,43.0,0.4556962025316455,False
AC004803.1,174.0,220.0,0.4416243654822335,False
AC004805.1,396.0,912.0,0.3027522935779816,True
AC004812.2,884.0,1341.0,0.3973033707865168,False
AC004816.1,640.0,1354.0,0.320962888665998,True
AC004816.2,15.0,4.0,0.7894736842105263,False
AC004817.1,13.0,33.0,0.2826086956521739,True
AC004817.2,6.0,11.0,0.3529411764705882,True
AC004817.3,125.0,305.0,0.2906976744186046,True
AC004817.4,5.0,8.0,0.3846153846153846,False
AC004817.5,179.0,245.0,0.4221698113207547,False
AC004824.1,2.0,11.0,0.1538461538461538,True
AC004825.2,61.0,113.0,0.3505747126436782,True
AC004825.3,43.0,99.0,0.3028169014084507,True
AC004828.1,342.0,544.0,0.3860045146726862,False
AC004828.2,38.0,134.0,0.2209302325581395,True
AC004830.1,315.0,1041.0,0.2323008849557522,True
AC004830.2,79.0,108.0,0.4224598930481283,False
AC004832.1,56.0,72.0,0.4375,False
AC004832.4,1.0,5.0,0.1666666666666666,True
AC004832.5,3.0,6.0,0.3333333333333333,True
AC004832.6,27.0,27.0,0.5,False
AC004834.1,490.0,987.0,0.3317535545023696,True
AC004835.1,77.0,184.0,0.2950191570881226,True
AC004837.2,68.0,173.0,0.2821576763485477,True
AC004837.4,13.0,22.0,0.3714285714285714,False
AC004839.1,76.0,128.0,0.3725490196078431,False
AC004839.2,6.0,6.0,0.5,False
AC004846.1,46.0,99.0,0.3172413793103448,True
AC004846.2,250.0,567.0,0.3059975520195838,True
AC004847.1,6.0,12.0,0.3333333333333333,True
AC004852.2,224.0,162.0,0.5803108808290155,False
AC004854.2,77.0,110.0,0.4117647058823529,False
AC004862.1,715.0,1586.0,0.3107344632768362,True
AC004865.2,205.0,429.0,0.3233438485804416,True
AC004869.1,3.0,13.0,0.1875,True
AC004870.2,21.0,34.0,0.3818181818181818,False
AC004870.3,67.0,108.0,0.3828571428571428,False
AC004870.4,371.0,637.0,0.3680555555555556,False
AC004875.1,30.0,11.0,0.7317073170731707,False
AC004877.1,6.0,17.0,0.2608695652173913,True
AC004879.1,5.0,0.0,1.0,False
AC004882.1,11.0,26.0,0.2972972972972973,True
AC004882.3,1.0,3.0,0.25,True
AC004884.2,122.0,438.0,0.2178571428571428,True
AC004888.1,6.0,9.0,0.4,False
AC004889.1,2003.0,4832.0,0.293050475493782,True
AC004893.3,10.0,36.0,0.217391304347826,True
AC004895.1,45.0,123.0,0.2678571428571428,True
AC004900.1,3.0,9.0,0.25,True
AC004906.1,6.0,23.0,0.2068965517241379,True
AC004908.1,41.0,101.0,0.2887323943661972,True
AC004908.2,44.0,77.0,0.3636363636363636,False
AC004908.3,126.0,168.0,0.4285714285714285,False
AC004917.1,149.0,176.0,0.4584615384615385,False
AC004918.1,754.0,1310.0,0.3653100775193798,False
AC004918.4,8.0,16.0,0.3333333333333333,True
AC004921.1,39.0,74.0,0.3451327433628318,True
AC004921.2,34.0,51.0,0.4,False
AC004922.1,298.0,665.0,0.3094496365524403,True
AC004923.4,85.0,228.0,0.2715654952076677,True
AC004930.1,17.0,9.0,0.6538461538461539,False
AC004936.1,43.0,97.0,0.3071428571428571,True
AC004938.2,25.0,28.0,0.4716981132075472,False
AC004941.1,4.0,17.0,0.1904761904761904,True
AC004943.1,79.0,223.0,0.2615894039735099,True
AC004943.2,4033.0,8790.0,0.3145129844810106,True
AC004943.3,9.0,16.0,0.36,False
AC004944.1,4.0,3.0,0.5714285714285714,False
AC004946.1,57.0,60.0,0.4871794871794871,False
AC004946.2,10.0,3.0,0.7692307692307693,False
AC004947.1,43.0,46.0,0.4831460674157303,False
AC004947.3,27.0,40.0,0.4029850746268656,False
AC004948.1,23.0,6.0,0.7931034482758621,False
AC004949.1,490.0,793.0,0.3819173811379579,False
AC004951.1,1402.0,3971.0,0.2609343011353061,True
AC004969.1,47.0,62.0,0.4311926605504587,False
AC004973.1,64.0,127.0,0.3350785340314136,True
AC004974.1,18.0,52.0,0.2571428571428571,True
AC004975.2,1.0,0.0,1.0,False
AC004982.1,826.0,1462.0,0.361013986013986,False
AC004982.2,2254.0,4505.0,0.3334812842136411,True
AC004988.1,164.0,425.0,0.2784380305602716,True
AC004990.1,11.0,36.0,0.2340425531914893,True
AC004994.1,4.0,15.0,0.2105263157894736,True
AC004997.1,6.0,11.0,0.3529411764705882,True
AC005005.3,20.0,40.0,0.3333333333333333,True
AC005005.4,29.0,52.0,0.3580246913580246,False
AC005006.1,1.0,12.0,0.0769230769230769,True
AC005008.2,12.0,7.0,0.631578947368421,False
AC005009.1,7.0,0.0,1.0,False
AC005009.2,49.0,59.0,0.4537037037037037,False
AC005013.1,3.0,0.0,1.0,False
AC005014.2,135.0,205.0,0.3970588235294117,False
AC005014.3,10.0,0.0,1.0,False
AC005014.4,31.0,67.0,0.3163265306122449,True
AC005019.2,39.0,81.0,0.325,True
AC005020.2,552.0,1118.0,0.3305389221556886,True
AC005021.1,5.0,4.0,0.5555555555555556,False
AC005034.2,13.0,0.0,1.0,False
AC005034.3,165.0,209.0,0.4411764705882353,False
AC005034.4,69.0,67.0,0.5073529411764706,False
AC005034.5,11.0,15.0,0.4230769230769231,False
AC005034.6,42.0,50.0,0.4565217391304347,False
AC005037.1,3327.0,7548.0,0.3059310344827586,True
AC005040.2,10.0,13.0,0.4347826086956521,False
AC005041.1,63.0,113.0,0.3579545454545454,False
AC005041.3,49.0,73.0,0.4016393442622951,False
AC005041.4,20.0,15.0,0.5714285714285714,False
AC005041.5,58.0,93.0,0.3841059602649007,False
AC005042.2,59.0,76.0,0.437037037037037,False
AC005046.1,239.0,456.0,0.3438848920863309,True
AC005050.1,94.0,140.0,0.4017094017094017,False
AC005050.2,1.0,5.0,0.1666666666666666,True
AC005050.3,41.0,22.0,0.6507936507936508,False
AC005052.2,81.0,163.0,0.3319672131147541,True
AC005062.1,184.0,404.0,0.3129251700680272,True
AC005064.1,114.0,156.0,0.4222222222222222,False
AC005070.3,478.0,1197.0,0.2853731343283582,True
AC005071.1,2.0,9.0,0.1818181818181818,True
AC005072.1,153.0,605.0,0.2018469656992084,True
AC005076.1,80.0,106.0,0.4301075268817204,False
AC005081.1,25.0,36.0,0.4098360655737705,False
AC005082.1,247.0,184.0,0.5730858468677494,False
AC005082.2,4.0,14.0,0.2222222222222222,True
AC005083.1,16.0,27.0,0.3720930232558139,False
AC005086.1,19.0,74.0,0.2043010752688172,True
AC005086.2,3.0,8.0,0.2727272727272727,True
AC005089.1,7.0,23.0,0.2333333333333333,True
AC005090.1,5.0,0.0,1.0,False
AC005091.1,191.0,416.0,0.314662273476112,True
AC005096.1,189.0,713.0,0.2095343680709534,True
AC005100.1,18.0,15.0,0.5454545454545454,False
AC005100.2,25.0,9.0,0.7352941176470589,False
AC005104.1,24.0,45.0,0.3478260869565217,True
