,Empty_droplet_sum,Nuclei_sum,Soup_probability
A1BG,871.0,1068.0,0.4492006188757091
A1BG-AS1,840.0,1766.0,0.32233307751343054
A1CF,96.0,98.0,0.4948453608247423
A2M,17142.0,20628.0,0.4538522637013503
A2M-AS1,137.0,204.0,0.40175953079178883
A2ML1,507.0,1242.0,0.28987993138936535
A2ML1-AS1,32386.0,69432.0,0.3180773537095602
A3GALT2,189.0,386.0,0.32869565217391306
A4GALT,3009.0,6350.0,0.32150870819532
A4GNT,15.0,23.0,0.39473684210526316
AAAS,3878.0,7384.0,0.3443438110459954
AACS,6031.0,15636.0,0.2783495638528638
AADAC,374.0,871.0,0.3004016064257028
AADACL2,258.0,1113.0,0.18818380743982493
AADACL2-AS1,15777.0,41571.0,0.2751098556183302
AADACL3,612.0,1252.0,0.3283261802575107
AADACL4,199.0,198.0,0.5012594458438288
AADAT,1774.0,2756.0,0.3916114790286976
AAED1,1900.0,2273.0,0.455307931943446
AAGAB,13245.0,25102.0,0.3453985970219313
AAK1,110859.0,264280.0,0.29551446263918174
AAMDC,5762.0,11964.0,0.32505923502200157
AAMP,6120.0,10087.0,0.37761461097056825
AANAT,80.0,162.0,0.3305785123966942
AAR2,2938.0,4891.0,0.37527142674671093
AARD,63.0,73.0,0.4632352941176471
AARS,10289.0,20705.0,0.33196747757630507
AARS2,1415.0,3665.0,0.2785433070866142
AARSD1,756.0,1596.0,0.32142857142857145
AASDH,11677.0,24933.0,0.3189565692433761
AASDHPPT,7131.0,8916.0,0.44438212750046735
AASS,4338.0,8466.0,0.3388003748828491
AATBC,43.0,124.0,0.25748502994011974
AATF,21254.0,44220.0,0.32461740538228917
AATK,689.0,1597.0,0.3013998250218723
AB015752.1,554.0,1131.0,0.3287833827893175
ABALON,49.0,149.0,0.2474747474747475
ABAT,5408.0,10446.0,0.341112652958244
ABCA1,39521.0,78206.0,0.33570039158391873
ABCA10,4052.0,9638.0,0.29598246895544195
ABCA12,3344.0,8461.0,0.28326980093180854
ABCA13,681.0,941.0,0.4198520345252774
ABCA2,1111.0,2226.0,0.33293377284986514
ABCA3,875.0,1694.0,0.3405994550408719
ABCA4,3642.0,8017.0,0.3123767046916545
ABCA5,34527.0,75149.0,0.3148090739997812
ABCA6,1434.0,2283.0,0.38579499596448746
ABCA7,4871.0,9521.0,0.3384519177320734
ABCA8,1501.0,1970.0,0.4324402189570729
ABCA9,1330.0,2276.0,0.3688297282307266
ABCA9-AS1,625.0,1571.0,0.284608378870674
ABCB1,42418.0,90276.0,0.31966780713521337
ABCB10,8125.0,13253.0,0.38006361680232015
ABCB11,326.0,735.0,0.3072573044297832
ABCB4,1436.0,3695.0,0.2798674722276359
ABCB5,447.0,647.0,0.4085923217550274
ABCB6,222.0,419.0,0.3463338533541342
ABCB7,13058.0,23299.0,0.359160546799791
ABCB8,6677.0,14427.0,0.3163855193328279
ABCB9,1472.0,4426.0,0.24957612750084773
ABCC1,8553.0,19243.0,0.3077061447690315
ABCC10,3185.0,7379.0,0.3014956455887921
ABCC11,1185.0,2078.0,0.363162733680662
ABCC12,66.0,83.0,0.4429530201342282
ABCC2,2443.0,7471.0,0.24641920516441396
ABCC3,4971.0,11196.0,0.30747819632584894
ABCC4,8762.0,13209.0,0.398798416093942
ABCC5,12894.0,23720.0,0.35216037581253073
ABCC5-AS1,154.0,274.0,0.3598130841121495
ABCC6,480.0,1033.0,0.3172504957038995
ABCC8,208.0,438.0,0.3219814241486068
ABCC9,2843.0,12547.0,0.1847303443794672
ABCD1,4844.0,11064.0,0.304500880060347
ABCD2,528.0,753.0,0.41217798594847777
ABCD3,28724.0,55051.0,0.34287078484034617
ABCD4,6078.0,13185.0,0.315527176452266
ABCE1,9187.0,15779.0,0.36798045341664665
ABCF1,11090.0,23928.0,0.3166942715175053
ABCF2,582.0,1052.0,0.3561811505507956
ABCF2-1,447.0,704.0,0.38835794960903564
ABCF3,2783.0,5252.0,0.3463596764156814
ABCG1,3781.0,7777.0,0.32713272192420834
ABCG2,23910.0,48347.0,0.33090219632699946
ABCG4,49.0,124.0,0.2832369942196532
ABCG5,91.0,149.0,0.37916666666666665
ABCG8,87.0,180.0,0.3258426966292135
ABHD1,182.0,346.0,0.3446969696969697
ABHD10,2750.0,3899.0,0.413596029478117
ABHD11,9397.0,21168.0,0.3074431539342385
ABHD12,26897.0,63579.0,0.2972832574384367
ABHD12B,337.0,913.0,0.2696
ABHD13,4864.0,6599.0,0.42432173078600716
ABHD14A,658.0,1043.0,0.3868312757201646
ABHD14A-ACY1,152.0,276.0,0.35514018691588783
ABHD14B,921.0,1344.0,0.4066225165562914
ABHD15,1048.0,1576.0,0.39939024390243905
ABHD15-AS1,5850.0,16892.0,0.257233312813297
ABHD16A,1412.0,2108.0,0.4011363636363636
ABHD16B,2.0,3.0,0.4
ABHD17A,9871.0,17138.0,0.36547076900292497
ABHD17B,6969.0,11755.0,0.3721961119418928
ABHD17C,21812.0,43650.0,0.3332009410039412
ABHD18,22175.0,41984.0,0.3456257111239265
ABHD2,11141.0,16140.0,0.40837945823100325
ABHD3,25021.0,48187.0,0.3417795869303901
ABHD4,1990.0,3652.0,0.35271180432470756
ABHD5,13706.0,26085.0,0.34444974994345456
ABHD6,1732.0,3256.0,0.34723336006415395
ABHD8,4119.0,9925.0,0.29329250925662204
ABI1,43929.0,66236.0,0.398756410838288
ABI2,21536.0,38999.0,0.3557611299248369
ABI3,884.0,1251.0,0.41405152224824354
ABI3BP,39676.0,41878.0,0.4864997425019006
ABITRAM,415.0,642.0,0.3926206244087039
ABL1,39688.0,84182.0,0.3204004197949463
ABL2,21739.0,44149.0,0.3299386838271005
ABLIM1,11670.0,22566.0,0.34086926042762006
ABLIM2,912.0,2409.0,0.27461607949412825
ABLIM3,4671.0,8379.0,0.35793103448275865
ABO,1352.0,1873.0,0.4192248062015504
ABR,10056.0,29054.0,0.25712094093582205
ABRA,10.0,20.0,0.3333333333333333
ABRACL,5176.0,5378.0,0.4904301686564336
ABRAXAS1,2290.0,3399.0,0.40253120056248903
ABRAXAS2,5635.0,11611.0,0.32674243302794853
ABT1,3209.0,4168.0,0.43500067778229634
ABTB1,2434.0,4862.0,0.33360745614035087
ABTB2,46897.0,125687.0,0.27173434385574563
AC000032.1,125.0,288.0,0.3026634382566586
AC000035.1,2.0,0.0,1.0
AC000036.1,4.0,4.0,0.5
AC000058.1,38.0,76.0,0.3333333333333333
AC000061.1,128.0,252.0,0.3368421052631579
AC000065.1,65.0,174.0,0.2719665271966527
AC000065.2,25.0,45.0,0.35714285714285715
AC000067.1,1.0,0.0,1.0
AC000068.1,39.0,64.0,0.3786407766990291
AC000068.2,24.0,27.0,0.47058823529411764
AC000068.3,30.0,32.0,0.4838709677419355
AC000072.1,3.0,0.0,1.0
AC000082.1,1.0,4.0,0.2
AC000085.1,21.0,43.0,0.328125
AC000093.1,5.0,8.0,0.38461538461538464
AC000099.1,43.0,32.0,0.5733333333333334
AC000113.1,15.0,9.0,0.625
AC000120.1,15.0,37.0,0.28846153846153844
AC000123.1,5.0,4.0,0.5555555555555556
AC000124.1,16.0,27.0,0.37209302325581395
AC000372.1,57.0,58.0,0.4956521739130435
AC000403.1,15.0,21.0,0.4166666666666667
AC001226.1,1.0,0.0,1.0
AC001226.2,4261.0,11250.0,0.2747082715492231
AC002044.1,12.0,22.0,0.35294117647058826
AC002056.2,32.0,87.0,0.2689075630252101
AC002057.1,1.0,0.0,1.0
AC002057.2,11.0,8.0,0.5789473684210527
AC002059.1,15.0,14.0,0.5172413793103449
AC002064.1,47.0,69.0,0.4051724137931034
AC002064.2,6.0,13.0,0.3157894736842105
AC002066.1,2886.0,6528.0,0.3065646908859146
AC002069.2,289.0,546.0,0.3461077844311377
AC002070.1,1499.0,3113.0,0.325021682567216
AC002072.1,670.0,2108.0,0.24118070554355653
AC002074.1,1451.0,2393.0,0.377471383975026
AC002074.2,23.0,27.0,0.46
AC002076.1,89.0,140.0,0.388646288209607
AC002091.1,172.0,238.0,0.4195121951219512
AC002091.2,5.0,17.0,0.22727272727272727
AC002094.2,12.0,27.0,0.3076923076923077
AC002094.3,13.0,109.0,0.10655737704918032
AC002094.4,6.0,9.0,0.4
AC002101.1,55.0,53.0,0.5092592592592593
AC002115.1,4.0,0.0,1.0
AC002116.2,1010.0,2600.0,0.27977839335180055
AC002127.2,91.0,109.0,0.455
AC002128.1,8.0,31.0,0.20512820512820512
AC002128.2,36.0,106.0,0.2535211267605634
AC002306.1,24.0,96.0,0.2
AC002310.1,457.0,646.0,0.414324569356301
AC002310.2,533.0,922.0,0.3663230240549828
AC002310.4,356.0,629.0,0.3614213197969543
AC002310.5,71.0,162.0,0.30472103004291845
AC002331.1,17.0,9.0,0.6538461538461539
AC002347.1,26.0,39.0,0.4
AC002347.2,9.0,17.0,0.34615384615384615
AC002351.1,3.0,0.0,1.0
AC002368.1,3.0,5.0,0.375
AC002375.1,27.0,63.0,0.3
AC002377.1,700.0,1791.0,0.2810116419108792
AC002378.1,284.0,480.0,0.3717277486910995
AC002383.1,95.0,90.0,0.5135135135135135
AC002384.1,1.0,6.0,0.14285714285714285
AC002386.1,4.0,3.0,0.5714285714285714
AC002398.1,125.0,261.0,0.3238341968911917
AC002398.2,101.0,108.0,0.48325358851674644
AC002401.1,26.0,83.0,0.23853211009174313
AC002401.2,1.0,0.0,1.0
AC002401.4,8.0,0.0,1.0
AC002407.1,40.0,20.0,0.6666666666666666
AC002428.1,8.0,8.0,0.5
AC002428.2,23.0,14.0,0.6216216216216216
AC002429.2,3376.0,10588.0,0.241764537381839
AC002451.1,585.0,930.0,0.38613861386138615
AC002454.1,283.0,498.0,0.36235595390524966
AC002456.1,29.0,25.0,0.5370370370370371
AC002460.2,2038.0,4165.0,0.32855070127357733
AC002463.1,1074.0,3095.0,0.25761573518829456
AC002464.1,14.0,12.0,0.5384615384615384
AC002465.1,149.0,373.0,0.28544061302681994
AC002465.2,12.0,14.0,0.46153846153846156
AC002467.1,108.0,141.0,0.43373493975903615
AC002470.1,82.0,168.0,0.328
AC002472.1,85.0,142.0,0.3744493392070485
AC002480.1,8.0,15.0,0.34782608695652173
AC002480.2,51.0,68.0,0.42857142857142855
AC002480.3,9.0,34.0,0.20930232558139536
AC002480.4,98.0,188.0,0.34265734265734266
AC002511.1,2.0,3.0,0.4
AC002511.2,12.0,33.0,0.26666666666666666
AC002519.1,31.0,64.0,0.3263157894736842
AC002529.1,1.0,0.0,1.0
AC002542.6,0.0,5.0,0.0
AC002546.1,163.0,481.0,0.2531055900621118
AC002550.1,242.0,896.0,0.2126537785588752
AC002550.2,89.0,158.0,0.3603238866396761
AC002551.1,3.0,18.0,0.14285714285714285
AC002553.1,59.0,175.0,0.25213675213675213
AC002553.2,444.0,661.0,0.40180995475113124
AC002558.2,135.0,516.0,0.2073732718894009
AC002558.3,342.0,670.0,0.33794466403162055
AC002563.1,41.0,122.0,0.25153374233128833
AC002985.1,133.0,502.0,0.2094488188976378
AC002996.1,119.0,262.0,0.3123359580052493
AC003001.1,4.0,0.0,1.0
AC003002.1,131.0,222.0,0.37110481586402266
AC003002.2,1178.0,1826.0,0.39214380825565914
AC003002.3,1.0,0.0,1.0
AC003005.1,57.0,130.0,0.3048128342245989
AC003005.2,66.0,159.0,0.29333333333333333
AC003006.1,2709.0,9304.0,0.22550570215599766
AC003035.1,16.0,15.0,0.5161290322580645
AC003035.2,26.0,17.0,0.6046511627906976
AC003043.1,7.0,14.0,0.3333333333333333
AC003043.2,9.0,30.0,0.23076923076923078
AC003044.1,36.0,17.0,0.6792452830188679
AC003070.1,2.0,13.0,0.13333333333333333
AC003070.2,5.0,7.0,0.4166666666666667
AC003077.1,3.0,3.0,0.5
AC003084.1,15.0,46.0,0.2459016393442623
AC003086.1,1.0,4.0,0.2
AC003087.1,5.0,3.0,0.625
AC003092.1,15712.0,35219.0,0.30849580805403387
AC003092.2,30.0,80.0,0.2727272727272727
AC003093.1,290.0,1152.0,0.20110957004160887
AC003098.1,1.0,0.0,1.0
AC003101.1,76.0,172.0,0.3064516129032258
AC003101.2,71.0,149.0,0.32272727272727275
AC003102.1,2665.0,6445.0,0.29253567508232714
AC003659.1,5.0,6.0,0.45454545454545453
AC003666.1,87.0,148.0,0.3702127659574468
AC003681.1,930.0,3089.0,0.23140084598158747
AC003682.1,371.0,714.0,0.3419354838709677
AC003684.1,66.0,126.0,0.34375
AC003685.1,7.0,0.0,1.0
AC003688.1,1188.0,2259.0,0.34464751958224543
AC003688.2,1.0,0.0,1.0
AC003950.1,5.0,7.0,0.4166666666666667
AC003956.1,238.0,427.0,0.35789473684210527
AC003958.2,10.0,29.0,0.2564102564102564
AC003965.1,30.0,50.0,0.375
AC003965.2,115.0,261.0,0.3058510638297872
AC003973.1,11.0,13.0,0.4583333333333333
AC003973.2,12.0,47.0,0.2033898305084746
AC003975.1,11.0,12.0,0.4782608695652174
AC003982.1,30.0,91.0,0.24793388429752067
AC003984.1,321.0,485.0,0.39826302729528534
AC003985.1,1.0,0.0,1.0
AC003986.1,1.0,0.0,1.0
AC003986.2,37.0,71.0,0.3425925925925926
AC003986.3,24.0,50.0,0.32432432432432434
AC003988.1,56.0,92.0,0.3783783783783784
AC003991.1,2663.0,4806.0,0.3565403668496452
AC003991.2,19.0,63.0,0.23170731707317074
AC004000.1,17.0,40.0,0.2982456140350877
AC004009.1,72.0,96.0,0.42857142857142855
AC004012.1,2.0,0.0,1.0
AC004014.1,271.0,401.0,0.40327380952380953
AC004023.1,2.0,0.0,1.0
AC004034.1,231.0,687.0,0.25163398692810457
AC004039.1,1118.0,3194.0,0.2592764378478664
AC004047.1,4.0,0.0,1.0
AC004052.1,198.0,258.0,0.4342105263157895
AC004053.1,3172.0,7725.0,0.29108929063044875
AC004054.1,98.0,566.0,0.14759036144578314
AC004066.2,106.0,187.0,0.36177474402730375
AC004067.1,47.0,48.0,0.49473684210526314
AC004069.1,987.0,1966.0,0.3342363697934304
AC004076.1,2931.0,6640.0,0.3062375927280326
AC004076.2,372.0,713.0,0.34285714285714286
AC004080.1,6.0,11.0,0.35294117647058826
AC004080.17,1.0,0.0,1.0
AC004080.2,212.0,242.0,0.4669603524229075
AC004083.1,313.0,559.0,0.35894495412844035
AC004112.1,996.0,2465.0,0.28777809881537125
AC004130.1,179.0,297.0,0.3760504201680672
AC004130.2,34.0,41.0,0.4533333333333333
AC004147.2,3.0,0.0,1.0
AC004147.3,1.0,0.0,1.0
AC004148.1,91.0,73.0,0.5548780487804879
AC004148.2,445.0,663.0,0.4016245487364621
AC004149.1,82.0,210.0,0.2808219178082192
AC004156.1,200.0,378.0,0.3460207612456747
AC004158.1,944.0,2852.0,0.24868282402528977
AC004160.1,869.0,2394.0,0.2663193380324854
AC004160.2,392.0,1071.0,0.2679425837320574
AC004217.1,22.0,83.0,0.20952380952380953
AC004221.1,2.0,8.0,0.2
AC004223.2,31.0,28.0,0.5254237288135594
AC004223.3,49.0,183.0,0.21120689655172414
AC004223.4,33.0,80.0,0.2920353982300885
AC004231.1,2050.0,7029.0,0.22579579248815948
AC004231.3,135.0,266.0,0.33665835411471323
AC004232.1,2.0,5.0,0.2857142857142857
AC004232.2,20.0,20.0,0.5
AC004233.1,4.0,11.0,0.26666666666666666
AC004233.2,109.0,181.0,0.3758620689655172
AC004233.3,304.0,475.0,0.3902439024390244
AC004233.4,27.0,60.0,0.3103448275862069
AC004241.1,549.0,1039.0,0.34571788413098237
AC004241.2,4.0,0.0,1.0
AC004241.3,37.0,47.0,0.44047619047619047
AC004241.4,4.0,7.0,0.36363636363636365
AC004253.1,1365.0,3962.0,0.25624178712220763
AC004257.1,29.0,61.0,0.32222222222222224
AC004263.1,28.0,106.0,0.208955223880597
AC004263.2,13.0,88.0,0.12871287128712872
AC004264.1,70.0,99.0,0.41420118343195267
AC004381.1,339.0,756.0,0.3095890410958904
AC004408.1,16.0,22.0,0.42105263157894735
AC004415.1,2.0,0.0,1.0
AC004448.1,1.0,0.0,1.0
AC004448.2,1500.0,1631.0,0.47908016608112425
AC004448.3,4.0,0.0,1.0
AC004449.1,22.0,31.0,0.41509433962264153
AC004461.2,10.0,15.0,0.4
AC004464.1,5.0,15.0,0.25
AC004466.1,123.0,330.0,0.271523178807947
AC004466.2,1.0,5.0,0.16666666666666666
AC004466.3,13.0,18.0,0.41935483870967744
AC004470.1,1014.0,3517.0,0.223791657470757
AC004471.1,23.0,65.0,0.26136363636363635
AC004477.1,13.0,18.0,0.41935483870967744
AC004477.2,1.0,5.0,0.16666666666666666
AC004477.3,35.0,64.0,0.35353535353535354
AC004485.1,170.0,386.0,0.3057553956834532
AC004490.1,18.0,67.0,0.21176470588235294
AC004492.1,67.0,82.0,0.44966442953020136
AC004494.1,64.0,172.0,0.2711864406779661
AC004520.1,189.0,348.0,0.35195530726256985
AC004522.2,35.0,54.0,0.39325842696629215
AC004522.3,7.0,14.0,0.3333333333333333
AC004522.4,4.0,3.0,0.5714285714285714
AC004522.5,23.0,29.0,0.4423076923076923
AC004528.1,11.0,40.0,0.21568627450980393
AC004528.2,15.0,78.0,0.16129032258064516
AC004540.1,1123.0,1991.0,0.36062941554271033
AC004540.2,199.0,227.0,0.4671361502347418
AC004542.1,4.0,15.0,0.21052631578947367
AC004542.2,215.0,637.0,0.25234741784037557
AC004543.1,35.0,23.0,0.603448275862069
AC004549.1,3.0,0.0,1.0
AC004551.1,1273.0,3152.0,0.28768361581920904
AC004554.2,197.0,355.0,0.35688405797101447
AC004556.1,16.0,34.0,0.32
AC004556.3,6.0,8.0,0.42857142857142855
AC004584.1,47.0,104.0,0.31125827814569534
AC004584.3,14.0,14.0,0.5
AC004585.1,891.0,1436.0,0.3828964331757628
AC004590.1,4.0,0.0,1.0
AC004593.1,443.0,1648.0,0.21186035389765662
AC004593.2,10.0,19.0,0.3448275862068966
AC004593.3,88.0,271.0,0.24512534818941503
AC004594.1,2457.0,8940.0,0.2155830481705712
AC004596.1,272.0,813.0,0.25069124423963135
AC004597.1,17.0,21.0,0.4473684210526316
AC004637.1,257.0,590.0,0.30342384887839435
AC004672.1,199.0,687.0,0.22460496613995484
AC004672.2,5.0,12.0,0.29411764705882354
AC004674.1,1374.0,4087.0,0.2516022706464018
AC004687.1,8135.0,6312.0,0.5630926836021319
AC004687.3,5.0,0.0,1.0
AC004690.2,105.0,185.0,0.3620689655172414
AC004691.1,21.0,75.0,0.21875
AC004691.2,22.0,59.0,0.2716049382716049
AC004692.2,1.0,0.0,1.0
AC004702.1,374.0,1254.0,0.22972972972972974
AC004704.1,146663.0,300846.0,0.3277319562288133
AC004706.1,2.0,6.0,0.25
AC004706.3,2.0,7.0,0.2222222222222222
AC004707.1,7.0,0.0,1.0
AC004754.1,3.0,5.0,0.375
AC004765.1,21.0,43.0,0.328125
AC004771.1,33.0,65.0,0.336734693877551
AC004771.2,19.0,32.0,0.37254901960784315
AC004771.3,26.0,63.0,0.29213483146067415
AC004771.4,136.0,371.0,0.2682445759368836
AC004771.5,7.0,26.0,0.21212121212121213
AC004775.1,11.0,14.0,0.44
AC004784.1,10459.0,29632.0,0.2608814945997855
AC004797.1,242.0,479.0,0.3356449375866852
AC004801.3,13.0,31.0,0.29545454545454547
AC004801.4,23.0,45.0,0.3382352941176471
AC004801.5,2.0,0.0,1.0
AC004801.6,36.0,43.0,0.45569620253164556
AC004803.1,174.0,220.0,0.4416243654822335
AC004805.1,396.0,912.0,0.30275229357798167
AC004812.2,884.0,1341.0,0.39730337078651684
AC004816.1,640.0,1354.0,0.320962888665998
AC004816.2,15.0,4.0,0.7894736842105263
AC004817.1,13.0,33.0,0.2826086956521739
AC004817.2,6.0,11.0,0.35294117647058826
AC004817.3,125.0,305.0,0.29069767441860467
AC004817.4,5.0,8.0,0.38461538461538464
AC004817.5,179.0,245.0,0.4221698113207547
AC004824.1,2.0,11.0,0.15384615384615385
AC004825.2,61.0,113.0,0.3505747126436782
AC004825.3,43.0,99.0,0.3028169014084507
AC004828.1,342.0,544.0,0.3860045146726862
AC004828.2,38.0,134.0,0.22093023255813954
AC004830.1,315.0,1041.0,0.2323008849557522
AC004830.2,79.0,108.0,0.42245989304812837
AC004832.1,56.0,72.0,0.4375
AC004832.4,1.0,5.0,0.16666666666666666
AC004832.5,3.0,6.0,0.3333333333333333
AC004832.6,27.0,27.0,0.5
AC004834.1,490.0,987.0,0.33175355450236965
AC004835.1,77.0,184.0,0.2950191570881226
AC004837.2,68.0,173.0,0.2821576763485477
AC004837.4,13.0,22.0,0.37142857142857144
AC004839.1,76.0,128.0,0.37254901960784315
AC004839.2,6.0,6.0,0.5
AC004846.1,46.0,99.0,0.31724137931034485
AC004846.2,250.0,567.0,0.30599755201958384
AC004847.1,6.0,12.0,0.3333333333333333
AC004852.2,224.0,162.0,0.5803108808290155
AC004854.2,77.0,110.0,0.4117647058823529
AC004862.1,715.0,1586.0,0.3107344632768362
AC004865.2,205.0,429.0,0.32334384858044163
AC004869.1,3.0,13.0,0.1875
AC004870.2,21.0,34.0,0.38181818181818183
AC004870.3,67.0,108.0,0.38285714285714284
AC004870.4,371.0,637.0,0.3680555555555556
AC004875.1,30.0,11.0,0.7317073170731707
AC004877.1,6.0,17.0,0.2608695652173913
AC004879.1,5.0,0.0,1.0
AC004882.1,11.0,26.0,0.2972972972972973
AC004882.3,1.0,3.0,0.25
AC004884.2,122.0,438.0,0.21785714285714286
AC004888.1,6.0,9.0,0.4
AC004889.1,2003.0,4832.0,0.293050475493782
AC004893.3,10.0,36.0,0.21739130434782608
AC004895.1,45.0,123.0,0.26785714285714285
AC004900.1,3.0,9.0,0.25
AC004906.1,6.0,23.0,0.20689655172413793
AC004908.1,41.0,101.0,0.2887323943661972
AC004908.2,44.0,77.0,0.36363636363636365
AC004908.3,126.0,168.0,0.42857142857142855
AC004917.1,149.0,176.0,0.4584615384615385
AC004918.1,754.0,1310.0,0.3653100775193798
AC004918.4,8.0,16.0,0.3333333333333333
AC004921.1,39.0,74.0,0.34513274336283184
AC004921.2,34.0,51.0,0.4
AC004922.1,298.0,665.0,0.3094496365524403
AC004923.4,85.0,228.0,0.2715654952076677
AC004930.1,17.0,9.0,0.6538461538461539
AC004936.1,43.0,97.0,0.30714285714285716
AC004938.2,25.0,28.0,0.4716981132075472
AC004941.1,4.0,17.0,0.19047619047619047
AC004943.1,79.0,223.0,0.26158940397350994
AC004943.2,4033.0,8790.0,0.31451298448101067
AC004943.3,9.0,16.0,0.36
AC004944.1,4.0,3.0,0.5714285714285714
AC004946.1,57.0,60.0,0.48717948717948717
AC004946.2,10.0,3.0,0.7692307692307693
AC004947.1,43.0,46.0,0.48314606741573035
AC004947.3,27.0,40.0,0.40298507462686567
AC004948.1,23.0,6.0,0.7931034482758621
AC004949.1,490.0,793.0,0.3819173811379579
AC004951.1,1402.0,3971.0,0.26093430113530613
AC004969.1,47.0,62.0,0.43119266055045874
AC004973.1,64.0,127.0,0.33507853403141363
AC004974.1,18.0,52.0,0.2571428571428571
AC004975.2,1.0,0.0,1.0
AC004982.1,826.0,1462.0,0.361013986013986
AC004982.2,2254.0,4505.0,0.3334812842136411
AC004988.1,164.0,425.0,0.27843803056027167
AC004990.1,11.0,36.0,0.23404255319148937
AC004994.1,4.0,15.0,0.21052631578947367
AC004997.1,6.0,11.0,0.35294117647058826
AC005005.3,20.0,40.0,0.3333333333333333
AC005005.4,29.0,52.0,0.35802469135802467
AC005006.1,1.0,12.0,0.07692307692307693
AC005008.2,12.0,7.0,0.631578947368421
AC005009.1,7.0,0.0,1.0
AC005009.2,49.0,59.0,0.4537037037037037
AC005013.1,3.0,0.0,1.0
AC005014.2,135.0,205.0,0.39705882352941174
AC005014.3,10.0,0.0,1.0
AC005014.4,31.0,67.0,0.3163265306122449
AC005019.2,39.0,81.0,0.325
AC005020.2,552.0,1118.0,0.33053892215568864
AC005021.1,5.0,4.0,0.5555555555555556
AC005034.2,13.0,0.0,1.0
AC005034.3,165.0,209.0,0.4411764705882353
AC005034.4,69.0,67.0,0.5073529411764706
AC005034.5,11.0,15.0,0.4230769230769231
AC005034.6,42.0,50.0,0.45652173913043476
AC005037.1,3327.0,7548.0,0.3059310344827586
AC005040.2,10.0,13.0,0.43478260869565216
AC005041.1,63.0,113.0,0.35795454545454547
AC005041.3,49.0,73.0,0.4016393442622951
AC005041.4,20.0,15.0,0.5714285714285714
AC005041.5,58.0,93.0,0.3841059602649007
AC005042.2,59.0,76.0,0.43703703703703706
AC005046.1,239.0,456.0,0.34388489208633094
AC005050.1,94.0,140.0,0.4017094017094017
AC005050.2,1.0,5.0,0.16666666666666666
AC005050.3,41.0,22.0,0.6507936507936508
AC005052.2,81.0,163.0,0.3319672131147541
AC005062.1,184.0,404.0,0.3129251700680272
AC005064.1,114.0,156.0,0.4222222222222222
AC005070.3,478.0,1197.0,0.2853731343283582
AC005071.1,2.0,9.0,0.18181818181818182
AC005072.1,153.0,605.0,0.20184696569920843
AC005076.1,80.0,106.0,0.43010752688172044
AC005081.1,25.0,36.0,0.4098360655737705
AC005082.1,247.0,184.0,0.5730858468677494
AC005082.2,4.0,14.0,0.2222222222222222
AC005083.1,16.0,27.0,0.37209302325581395
AC005086.1,19.0,74.0,0.20430107526881722
AC005086.2,3.0,8.0,0.2727272727272727
AC005089.1,7.0,23.0,0.23333333333333334
AC005090.1,5.0,0.0,1.0
AC005091.1,191.0,416.0,0.31466227347611203
AC005096.1,189.0,713.0,0.20953436807095344
AC005100.1,18.0,15.0,0.5454545454545454
AC005100.2,25.0,9.0,0.7352941176470589
AC005104.1,24.0,45.0,0.34782608695652173
AC005104.3,17.0,56.0,0.2328767123287671
AC005144.1,49.0,74.0,0.3983739837398374
AC005153.1,4.0,16.0,0.2
AC005154.3,2.0,3.0,0.4
AC005154.4,85.0,143.0,0.37280701754385964
AC005154.5,348.0,967.0,0.264638783269962
AC005154.6,4665.0,10548.0,0.3066456320252416
AC005162.1,93.0,250.0,0.27113702623906705
AC005162.3,821.0,1820.0,0.3108670957970466
AC005165.1,1335.0,3240.0,0.29180327868852457
AC005165.3,4.0,0.0,1.0
AC005180.1,92.0,267.0,0.2562674094707521
AC005180.2,65.0,158.0,0.2914798206278027
AC005186.1,20601.0,54385.0,0.27473128317285894
AC005197.1,12.0,0.0,1.0
AC005208.1,318.0,478.0,0.39949748743718594
AC005209.1,5.0,6.0,0.45454545454545453
AC005220.1,23.0,28.0,0.45098039215686275
AC005224.1,202.0,517.0,0.2809457579972184
AC005224.2,735.0,1792.0,0.29085872576177285
AC005224.3,908.0,2060.0,0.3059299191374663
AC005224.4,120.0,233.0,0.33994334277620397
AC005225.2,439.0,997.0,0.30571030640668523
AC005225.3,327.0,777.0,0.296195652173913
AC005229.4,419.0,618.0,0.40405014464802314
AC005229.5,10.0,21.0,0.3225806451612903
AC005232.1,2.0,0.0,1.0
AC005234.1,3.0,14.0,0.17647058823529413
AC005234.2,9.0,5.0,0.6428571428571429
AC005237.1,2045.0,5490.0,0.2714001327140013
AC005244.2,24.0,31.0,0.43636363636363634
AC005252.4,57.0,79.0,0.41911764705882354
AC005253.1,667.0,1830.0,0.2671205446535843
AC005253.2,19.0,48.0,0.2835820895522388
AC005258.1,1120.0,3163.0,0.26149894933457857
AC005261.1,8071.0,13200.0,0.37943679187626345
AC005261.2,41.0,54.0,0.43157894736842106
AC005261.3,726.0,1305.0,0.35745937961595275
AC005264.1,151.0,423.0,0.26306620209059234
AC005277.1,3.0,0.0,1.0
AC005277.2,2.0,3.0,0.4
AC005280.1,17.0,24.0,0.4146341463414634
AC005280.2,94.0,175.0,0.34944237918215615
AC005281.1,185.0,405.0,0.3135593220338983
AC005288.1,147.0,281.0,0.34345794392523366
AC005291.1,101.0,218.0,0.3166144200626959
