,VCT,VCT_CCC,EVT_1_like,EVT_early,EVT_mid,iEVT,EVT_late
NFKBID,0.020115726,0.019512655,0.028416175,0.02139206,0.017574912,0.032713015,0.016688103
ZNF571,0.013831586,0.015121887,0.017325828,0.023558132,0.013979193,0.0668849,0.013119853
NFE2L2,0.5336438,0.35522068,0.26194414,0.36413145,0.25783992,0.51926446,0.28936598
ID4,0.17365745,0.032766476,0.05307013,0.066940606,0.12560621,0.27906018,0.16763352
DMTF1,0.11235497,0.10772558,0.11114799,0.084907606,0.08767164,0.20621505,0.080404386
KDM2A,0.31421,0.26577199,0.20490876,0.29173648,0.16940267,0.32439795,0.10876397
NFYA,0.052002534,0.04457336,0.05041642,0.042900387,0.03174874,0.06324354,0.018926818
SMAD4,0.18276991,0.20261894,0.18712696,0.20776874,0.15286322,0.29926962,0.10599536
ZNF572,0.004880034,0.008176971,0.002579893,0.0062004016,0.0028370149,0.0037759598,0.00051801396
GRHL1,0.56754047,0.7620632,0.7095097,0.85853016,0.609635,1.0165753,0.38416505
ESRRG,0.30140212,0.04801542,0.06544331,0.095825024,0.052613854,0.07085142,0.01792906
ZNF525,0.08153292,0.09880166,0.06775066,0.12502234,0.044369817,0.039958373,0.014845724
ZNF558,0.026956208,0.040297244,0.026738865,0.04021816,0.024526604,0.07996111,0.014260408
VAX2,0.0024309596,0.0011972425,0.001355973,0.0007269471,0.0027118693,0.003862196,0.0035882269
ZNF768,0.05617359,0.06822218,0.053615805,0.075662,0.045411024,0.053192392,0.033690307
ZNF529,0.040505957,0.03697851,0.022124233,0.037342727,0.0246545,0.08120189,0.020439913
ZBTB48,0.035055712,0.038617313,0.03260285,0.040347587,0.037858233,0.082020395,0.028016139
SFPQ,1.0590019,0.88278073,1.1293267,0.6496539,0.7569029,0.9486427,0.64212126
ZNF562,0.09387907,0.10056031,0.10753286,0.09299431,0.16567561,0.529503,0.25292626
SMARCE1,0.1791951,0.18247609,0.21468112,0.16128632,0.182513,0.21437007,0.1789389
ZNF215,0.011324261,0.011057214,0.026357554,0.012745426,0.017235478,0.036426615,0.030028516
DMAP1,0.24450782,0.13295701,0.17490718,0.14079005,0.14649282,0.21641389,0.1501454
ZNF433,0.03972278,0.026232153,0.016785188,0.027595164,0.019057518,0.020484526,0.024461413
SOX15,0.06274869,0.13239941,0.021879347,0.07583592,0.0072559295,0.0022680927,0.0052151815
HES2,0.09435874,0.12508404,0.014503424,0.10370495,0.02133557,0.063373335,0.028269272
ZNF726,0.04837869,0.063211195,0.08223767,0.046130806,0.01826255,0.02541331,0.008121579
ZNF37A,0.12481374,0.16467662,0.15828457,0.1388428,0.09139163,0.1165911,0.074399464
ZNF445,0.061345648,0.082624346,0.038614415,0.05819841,0.02678335,0.04662399,0.011899021
HEY1,0.050207302,0.20911594,0.29065132,0.6262943,0.1989142,0.10274619,0.08480997
KLF11,0.039331976,0.07926686,0.042603165,0.07922692,0.0533226,0.050013065,0.01088458
ZNF222,0.010846367,0.0060488144,0.011145354,0.009039753,0.0073841657,0.005864714,0.0050486494
ZNF22,0.3058066,0.26943645,0.30626786,0.26790652,0.23159118,0.14639896,0.1645504
SALL2,0.0019188643,0.0029923574,0.0012219998,0.00029425384,0.0002847445,0.0,0.00046458878
TEF,0.027706863,0.026446214,0.008975017,0.020931205,0.009295573,0.015071774,0.00751355
ZNF354A,0.03731836,0.039135367,0.049613904,0.044649612,0.04634849,0.06361528,0.028751401
ZNF518B,0.12462877,0.123781994,0.1250124,0.13515583,0.111709855,0.16593282,0.10047349
ZNF714,0.13350555,0.14099245,0.13439181,0.1106025,0.08423535,0.122012995,0.054610062
IRF1,0.47648636,0.61173636,0.31591046,0.5903911,0.23794211,0.18118042,0.115087666
SSRP1,0.43168443,0.33953807,0.36247176,0.23822536,0.2024885,0.15587148,0.14352737
PITX1,0.001107204,0.0010674533,0.0,0.00074094976,0.00030025182,0.0,0.0
DBP,0.054942466,0.11962742,0.02823787,0.08364179,0.012916641,0.00838619,0.013120018
ZNF814,0.041671738,0.04504937,0.03984267,0.03926089,0.030230092,0.061162394,0.011969933
BCL3,0.011826546,0.029753992,0.016851543,0.04521597,0.024033021,0.02841226,0.023696825
NFX1,0.113998674,0.12847237,0.10397865,0.14276022,0.088468105,0.096456215,0.057468515
TSC22D2,0.32958078,0.3841164,0.28086013,0.44331118,0.29343867,0.55428684,0.17034084
ZNF581,0.16223846,0.16099384,0.12964284,0.18150891,0.11291744,0.057179917,0.097345755
IRF7,0.11270924,0.11475819,0.109130055,0.14688002,0.16170059,0.15083185,0.18450814
ZNF737,0.009937015,0.012329341,0.0068523632,0.009645198,0.009330538,0.023024825,0.012223549
MAFF,0.4227619,0.29132068,0.35266843,0.45159045,0.3560529,0.37834013,0.30193484
ZNF76,0.074153386,0.06814687,0.07748385,0.051921044,0.04657141,0.12925321,0.051637955
ZNF226,0.078573234,0.07324921,0.06040735,0.0702985,0.04937816,0.04984264,0.033439826
ZBTB44,0.20121166,0.23777713,0.16830361,0.19174652,0.12183293,0.26043928,0.05726601
NFKBIB,0.15119003,0.07743305,0.105433725,0.092138514,0.10479399,0.11379758,0.15328789
ZNF514,0.037405103,0.054310825,0.03983665,0.0470046,0.029563231,0.06455482,0.017787294
ZNF227,0.027505293,0.03435165,0.028731816,0.0375037,0.023008993,0.028660735,0.018822487
ZNF160,0.106242456,0.16435362,0.12381981,0.1969294,0.10584173,0.19189905,0.06621943
ZNF511,0.25571185,0.19742155,0.27866632,0.17286828,0.17804989,0.08201054,0.13314436
ZNF580,0.13779968,0.1419569,0.09826087,0.10798135,0.070156984,0.065107904,0.07319872
ZNF789,0.022624955,0.023685608,0.019603722,0.011623248,0.015051528,0.009527994,0.011949689
KAT7,0.18153578,0.13196298,0.1234258,0.13664289,0.08004415,0.09347151,0.04506014
ZNF134,0.034144443,0.022550318,0.023602076,0.023605583,0.021196304,0.02848578,0.017324133
ELF3,0.78257054,1.0544753,0.6043569,1.079933,0.3859026,0.1657377,0.118366145
ZNF776,0.022244379,0.02269585,0.019215083,0.020382376,0.014446479,0.040951505,0.005143241
ZFP62,0.038116626,0.046418175,0.048654914,0.03602318,0.025993768,0.041182943,0.018155158
ZNF75A,0.06748694,0.071122676,0.07484415,0.07098091,0.06503105,0.10355671,0.04480905
ZNF362,0.08525545,0.06204511,0.030521648,0.03451909,0.021580271,0.017220229,0.0071517844
NFIL3,0.23552546,0.3865544,0.38724393,0.6947145,0.4063364,0.31936505,0.19139378
NR2F2,0.66938937,1.0836209,0.55007493,0.64824486,0.33542055,0.20963074,0.1584414
ZNF410,0.020985467,0.01973915,0.015617093,0.01702129,0.014269799,0.014919329,0.011287509
HES4,0.054540202,0.14001556,0.19282606,0.09529305,0.13504872,0.6292745,0.32432857
GLI3,0.28765407,0.34109756,0.3890636,0.4629857,0.32534128,0.27246228,0.08779262
ZNF443,0.019018142,0.0106009375,0.0085782055,0.008649089,0.003730134,0.00945571,0.009884095
ZNF431,0.22488488,0.5093126,0.2531753,0.41258132,0.22299154,0.43365675,0.17668419
PURB,0.21541336,0.20681013,0.1902948,0.22212416,0.1670942,0.30268407,0.11278324
ERF,0.04152012,0.029604292,0.03360703,0.023814792,0.019850947,0.028851908,0.012060899
TSC22D3,0.011703226,0.048749756,0.1538097,0.19085221,0.14370957,0.080986135,0.070981376
ZNF77,0.048839163,0.0333595,0.038837776,0.039112765,0.04129343,0.08007094,0.045556374
ZNF692,0.07286234,0.07543243,0.060155567,0.06673021,0.054019973,0.14675201,0.052547622
ZNF823,0.07990763,0.10817435,0.07246629,0.08521208,0.065840624,0.05151369,0.050515443
ZNF324,0.037140556,0.028135091,0.026456395,0.031929605,0.029899605,0.006941187,0.02302041
TP63,0.17555714,0.19997267,0.04333211,0.121794656,0.030724455,0.017222581,0.007100245
ZBED4,0.07579575,0.086758554,0.09361134,0.09288412,0.078240685,0.1323789,0.08065572
ZNF594,0.012604387,0.020105973,0.015921352,0.018210247,0.007351766,0.0,0.0034820454
HMGA1,1.2082883,0.5760182,0.39750004,0.17481865,0.18343636,0.18640235,0.49190143
CREB3L2,0.41867813,0.40566045,0.4201953,0.46426246,0.45715493,0.7828014,0.43139833
FOS,2.0312052,2.2007778,2.1736157,2.9751277,2.0364995,1.2249607,0.93744844
HOXA10,0.0027049512,0.0010247574,0.0018092539,0.0,0.00066230487,0.0,0.0
ZC3H8,0.15309402,0.14848754,0.13000986,0.11447655,0.092813656,0.10834001,0.0867088
ZNF426,0.089169845,0.074502,0.07104094,0.06716577,0.06282574,0.08245813,0.056205228
ZNF331,0.18502471,0.2611365,0.18159592,0.33639574,0.09917815,0.045434333,0.044748157
ID2,0.46551096,0.119310215,0.06328574,0.11601406,0.03803457,0.03834879,0.010571119
FOXK1,0.06834854,0.06544447,0.045795307,0.05498681,0.03744642,0.059375867,0.02510944
REST,0.34311756,0.33133766,0.42384565,0.35454175,0.37872127,0.54676515,0.40879777
ELK4,0.111894146,0.14608969,0.09277529,0.14404339,0.084285416,0.15475924,0.028787138
ZNF880,0.037494563,0.062120862,0.08221973,0.04806148,0.0568832,0.03396291,0.06984672
ZNF416,0.009969916,0.005927959,0.0072769406,0.0076204315,0.0071674604,0.0023795064,0.0056062723
ZNF628,0.026546031,0.023423394,0.021490954,0.026396494,0.016542017,0.03117099,0.013349862
ZNF48,0.025518293,0.024516538,0.020857977,0.023460465,0.019571569,0.0044719656,0.0093895225
ZNF879,0.008393721,0.008001094,0.007184668,0.0042552818,0.00600563,0.014206826,0.003867888
ZNF404,0.0046512033,0.0038078853,0.0034348585,0.004542354,0.003230176,0.008845207,0.0008285878
TCF3,0.078981355,0.1261171,0.124390796,0.1338601,0.12068501,0.25481805,0.14311118
ZNF446,0.0291314,0.024355995,0.02393946,0.023955658,0.022333195,0.046534803,0.019455044
E2F1,0.072266616,0.06487514,0.10443991,0.012149826,0.008896635,0.0024596313,0.0054507456
RFX3,0.03565164,0.06284871,0.04403619,0.074839376,0.032107234,0.027400125,0.009151581
ZSCAN16,0.018552445,0.012227065,0.011927249,0.011932528,0.009264305,0.0,0.007916403
SRF,0.08381509,0.08782517,0.18587552,0.111632936,0.12666644,0.19458304,0.11559345
ZSCAN21,0.092122085,0.043689247,0.04291672,0.034623027,0.03644766,0.043613426,0.050400294
ZNF500,0.049354237,0.053724915,0.050502114,0.042453364,0.031370077,0.050999664,0.02023478
ZNF121,0.12176675,0.121957734,0.10556367,0.09500421,0.08792844,0.25278333,0.15970841
E2F5,0.1429179,0.03593179,0.017576583,0.020799128,0.018798023,0.012563163,0.012387966
IKZF5,0.055893824,0.069643885,0.039045244,0.08299829,0.04443979,0.06528336,0.03255177
ZNF506,0.07987,0.11608395,0.111744836,0.11212694,0.081553616,0.15216869,0.066351436
TFAP4,0.047887303,0.066401266,0.0445434,0.042635933,0.014511027,0.01661983,0.005244862
ZSCAN30,0.035572544,0.047330998,0.055094358,0.05517459,0.05791488,0.122034915,0.054982938
ETV3,0.10359585,0.06861231,0.079098396,0.10226034,0.08202904,0.11671529,0.035392743
ETV1,0.0077586477,0.0032954083,0.0068757026,0.0015607681,0.0033910242,0.0,0.0007584699
ZNF540,0.0033121298,0.002084891,0.0005878898,0.0033227818,0.0028630393,0.0036751444,0.0057546543
MAFG,0.16645825,0.1279113,0.22991814,0.163072,0.24054052,0.40077373,0.3221672
SOX13,0.13025272,0.1196589,0.0126158735,0.062149074,0.016914994,0.012574619,0.007492242
ZNF557,0.05625177,0.05441575,0.058399126,0.05160182,0.042275205,0.073051125,0.051619533
MAZ,0.32592434,0.40402576,0.6111959,0.2780378,0.47037685,0.39379805,0.59314156
ZNF175,0.069630675,0.06581495,0.012387253,0.034037933,0.016242115,0.031424116,0.0067864493
GLIS2,0.04786188,0.045363374,0.00687519,0.025165167,0.0053296597,0.009007938,0.0010761195
ZNF799,0.041605946,0.020713521,0.013068249,0.012379127,0.008433146,0.0028842473,0.014876841
ZNF267,0.0925859,0.09847735,0.1057138,0.094435245,0.08647819,0.13599731,0.09222194
ZNF791,0.21643129,0.2506981,0.2007095,0.25770155,0.1908102,0.29730052,0.14484245
NONO,0.69833505,0.53015655,0.54537004,0.40841153,0.3574194,0.3664849,0.27997336
USF2,0.19131571,0.20804885,0.23573774,0.18352847,0.19197705,0.18034996,0.25453848
ZNF816,0.028818546,0.035420403,0.026628284,0.036707677,0.024985358,0.022158617,0.031864904
ZNF502,0.014674383,0.01835493,0.014701941,0.015032601,0.011727933,0.014559967,0.006319228
ZNF836,0.015760418,0.033176184,0.033629958,0.05313811,0.025053518,0.013121707,0.02501172
HOXA7,0.021437379,0.019687926,0.018472312,0.006210507,0.008242103,0.0,0.0025099989
NR4A2,0.07983645,0.01886996,0.006419984,0.015500032,0.007040514,0.010520369,0.002493062
ZNF250,0.012843987,0.017329162,0.018542329,0.016242115,0.01575945,0.014090918,0.011795622
BATF3,0.007625244,0.025696812,0.034458857,0.026310258,0.012407077,0.007021037,0.0025954205
TONSL,0.045315888,0.03396206,0.043107376,0.016702702,0.010387651,0.03215132,0.008264869
SNAI2,0.0010966389,0.0070553683,0.0,0.00083348015,0.00011001634,0.0,0.0006006432
MIER3,0.06344507,0.078646876,0.04972476,0.07828862,0.045781665,0.08771488,0.019630931
ZNF236,0.0713302,0.071673445,0.06712988,0.0527197,0.052911956,0.088377684,0.032957844
ZNF841,0.018017676,0.038540885,0.051209852,0.082865484,0.061602812,0.16316134,0.048158232
ZNF736,0.056091826,0.06396873,0.06853186,0.063795574,0.041925535,0.053669423,0.020799944
ZNF613,0.014438776,0.015530986,0.018304711,0.014968064,0.0114704585,0.016063131,0.01171076
ZFP91,0.1490807,0.13806716,0.13716507,0.13861531,0.10184622,0.12688608,0.081699945
ETV4,0.08469265,0.025295096,0.138452,0.040000472,0.15310246,0.20094661,0.12664829
RARA,0.0117545435,0.015933126,0.011747759,0.01957243,0.014423785,0.01719132,0.012405763
ZNF684,0.011869833,0.009414553,0.022842469,0.013931277,0.01729106,0.032968707,0.018565431
ZNF678,0.029330429,0.02893541,0.043179646,0.029868849,0.02555083,0.050030787,0.016986776
ZBED3,0.017673902,0.010156233,0.0033137489,0.008763442,0.0054555275,0.0015121854,0.004085938
NR3C1,0.2810623,0.6168631,0.5628714,0.6477446,0.3960194,0.25384706,0.11094322
BARX2,0.0579258,0.24090238,0.09516846,0.20442149,0.03813848,0.0044924277,0.0078396285
ZNF532,0.012201561,0.007833476,0.0082813185,0.0043489574,0.0070558065,0.062162932,0.010202065
RBAK,0.030762637,0.046434574,0.041887406,0.042056203,0.027321927,0.06286702,0.018821841
ZNF835,0.008498433,0.009820474,0.0033752413,0.005293413,0.0022174923,0.0,0.0007761582
ZNF24,0.20787351,0.21267147,0.27857977,0.24434136,0.2797201,0.32400572,0.34613854
HIVEP2,0.041437473,0.113063075,0.023720725,0.11068279,0.017950632,0.054742016,0.005133662
JUND,1.9870546,2.0234454,1.9125727,2.2339098,1.7842981,1.2674333,1.4711456
ZFX,0.376679,0.17490458,0.1868859,0.1748108,0.15669514,0.33924872,0.1069661
GLIS3,0.06370648,0.18898751,0.063105285,0.21531522,0.079965696,0.07763281,0.04446086
PEG3,1.6179639,1.4819167,0.8498445,1.2732947,0.3742809,0.16246723,0.06610167
THAP5,0.08648759,0.08452929,0.093726866,0.10327171,0.06436049,0.07735474,0.07545896
RFX2,0.027286423,0.043187406,0.024741113,0.03156791,0.012488342,0.01940157,0.008891216
ZNF516,0.0,8.468615e-05,0.0,0.000543021,0.00018961662,0.0,0.0003000528
MLXIP,0.042883303,0.009101591,0.004268741,0.004682257,0.00392183,0.016293317,0.004180459
ADNP2,0.12705833,0.10021669,0.089166544,0.08931678,0.06626493,0.15075152,0.042412262
ZNF763,0.01418834,0.021739878,0.020266946,0.0150938425,0.0135062,0.004493425,0.006771793
TCFL5,0.021722857,0.022237416,0.028840747,0.018535258,0.019840928,0.008669807,0.023678914
ATF4,0.9003572,0.90742695,0.8787038,1.076844,0.78164375,0.868856,0.45960397
ZNF57,0.028223107,0.031470887,0.033664875,0.033128697,0.028485328,0.022965202,0.039440874
ZNF671,0.002497016,0.002931041,0.0027203525,0.004257122,0.002902336,0.0029904076,0.000961118
MLX,0.22332287,0.15116017,0.20425016,0.18129382,0.23024872,0.28079098,0.32752392
ZNF780A,0.057203937,0.061336555,0.051161405,0.07071836,0.063703135,0.07415913,0.05902826
FOXM1,0.07928844,0.056564394,0.15337968,0.011826302,0.004180327,0.006161286,0.0018738916
ID3,0.9177619,0.55545026,0.963219,0.44939575,1.088615,1.2851799,1.7838067
