,0
0,SP100
1,ELMSAN1
2,ATF2
3,ZBTB41
4,CSRNP1
5,EPAS1
6,ZBTB38
7,HOXB2
8,KLF4
9,TCF25
10,ATF1
11,HIF1A
12,ZNF397
13,ZNF83
14,FOXO3
15,TGIF1
16,ZNF570
17,ELF1
18,PPARA
19,ETV5
20,FOXN2
21,ARID3A
22,ARID4A
23,ZNF654
24,NFKBIZ
25,OSR2
26,ZNF91
27,PPARG
28,ZBTB21
29,TSC22D2
30,TSC22D3
31,DNAJC1
32,ZNF331
33,IKZF5
34,CNOT4
35,ZBTB46
36,GLIS3
37,THAP5
38,ATF4
