,pre-GC_vs_iEVT,pre-eEVT_vs_iEVT,iEVT_vs_EVT_early,EVT_early_vs_VCT_CCC,VCT_CCC_vs_VCT,SCT_vs_VCT_fusing,VCT_fusing_vs_VCT
ZNF75D,0.021480118855834007,-0.04549316316843033,-0.05719631165266037,0.008441917598247528,0.05309170484542847,-0.06860841065645218,-0.05449670925736427
ASCL2,0.5194756984710693,0.49724993109703064,1.0202347040176392,0.6935636401176453,0.10515228658914566,-0.770196259021759,-0.9310566782951355
ZNF160,0.19370444118976593,-0.21948808431625366,-0.08922317624092102,0.17198680341243744,0.10314429551362991,-0.08106372505426407,0.08103689551353455
ZNF93,-0.1613631695508957,-0.1205652728676796,-0.06749191880226135,0.13154369592666626,0.08992434293031693,-0.15565253794193268,-0.0598004050552845
ZNF506,0.24529601633548737,-0.10210820287466049,-0.04056691750884056,0.08295337855815887,0.09921828657388687,-0.09974146634340286,-0.0719534233212471
IRX4,-0.23433081805706024,-0.2361862063407898,-0.18471278250217438,0.03743189573287964,0.45623287558555603,-0.21532265841960907,-0.21972641348838806
ZKSCAN8,0.17308422923088074,-0.13363146781921387,-0.04371824860572815,0.0338728204369545,0.04534589871764183,-0.12278491258621216,-0.07183155417442322
KDM5B,0.55909663438797,-0.15745210647583008,-0.004074741620570421,0.18788966536521912,0.07915323227643967,-0.20877550542354584,0.2125573754310608
ZNF439,0.220489963889122,-0.18467402458190918,0.03815354034304619,0.12083040922880173,0.11270744353532791,-0.3463591933250427,-0.246202751994133
ELF3,-0.8688704967498779,-0.9337814450263977,-0.5671899914741516,0.28008612990379333,0.34892043471336365,-0.051840439438819885,0.08806164562702179
TSHZ1,-0.10087832063436508,-0.09833110868930817,-0.038548097014427185,-0.016760433092713356,0.042277514934539795,-0.09310923516750336,-0.098975770175457
BATF3,-0.07641465216875076,-0.11703555285930634,-0.028151720762252808,0.10428660362958908,0.08800120651721954,-0.08947166055440903,-0.11529778689146042
ATF6,0.16175216436386108,0.018425611779093742,0.09737330675125122,0.051604013890028,-0.027674714103341103,-0.08901897817850113,0.18946553766727448
FOXQ1,0.0,-0.002642108127474785,-0.020472124218940735,-0.011988828890025616,-0.00868056621402502,-0.018594227731227875,-0.020472124218940735
IRF9,-0.008887405507266521,-0.199073925614357,0.0034925714135169983,0.08276320993900299,0.06905970722436905,-0.19880244135856628,-0.078350730240345
ELMSAN1,0.09113836288452148,-0.25614142417907715,0.042124032974243164,0.3008608818054199,0.011245448142290115,-0.2621743083000183,-0.23527757823467255
ELF1,0.6414152979850769,-0.010531029663980007,0.19392752647399902,0.21713505685329437,0.11047132313251495,-0.32393425703048706,-0.22538940608501434
ZNF254,0.5562878251075745,0.07010365277528763,0.017863556742668152,0.10023964196443558,0.04008859023451805,-0.15073002874851227,-0.01675884984433651
PBX4,1.2223519086837769,1.0681675672531128,0.021936876699328423,-0.051136258989572525,-0.04983770102262497,-0.054229605942964554,-0.061248816549777985
BATF2,0.7160003185272217,0.27051839232444763,0.04752844572067261,-0.03271393105387688,-0.037896424531936646,-0.06643528491258621,-0.06101607158780098
ZNF616,0.17519813776016235,-0.029263710603117943,-0.015876317396759987,0.11349254846572876,0.041364479809999466,-0.06891992688179016,-0.10991253703832626
L3MBTL1,1.025076985359192,0.04852282628417015,0.13035260140895844,0.09656409919261932,-0.012063231319189072,-0.1263008713722229,-0.13318708539009094
ZNF510,0.02933073602616787,-0.019413337111473083,-0.007367521524429321,0.02139863558113575,0.03598550707101822,-0.07942060381174088,-0.09733685106039047
IKZF5,0.013638180680572987,-0.1438569575548172,-0.0866551622748375,0.06521669775247574,0.03456445783376694,0.01711054891347885,0.17442546784877777
PRDM16,-0.010662869550287724,-0.09896551072597504,0.03506842255592346,0.09035367518663406,-0.008689853362739086,-0.03845770284533501,-0.08153262734413147
ZNF227,0.001083926297724247,-0.06775835156440735,-0.03846364468336105,0.04963823780417442,0.04000870883464813,-0.04619487002491951,-0.13006170094013214
ZNF782,0.025991270318627357,-0.03449350222945213,-0.01617051474750042,-0.01173861138522625,0.03837442025542259,-0.060467153787612915,-0.05362170562148094
ZNF316,0.02340841293334961,-0.16187600791454315,-0.06003328040242195,0.02169172279536724,0.0683315098285675,-0.08366187661886215,-0.04764443263411522
MAFK,0.2257464975118637,-0.3010105490684509,-0.19504348933696747,-0.06982451677322388,-0.09020987898111343,0.47503459453582764,0.8525126576423645
ZNF430,0.09521380811929703,-0.18730002641677856,-0.04345566779375076,0.09286091476678848,0.12621229887008667,-0.2627078592777252,-0.12130262702703476
KLF8,0.5022926926612854,-0.06665739417076111,0.009304719045758247,0.09952065348625183,0.20730192959308624,-0.18767648935317993,-0.29047393798828125
CNOT4,-0.05311495065689087,-0.007178925909101963,-0.07846339046955109,0.1344369500875473,0.019155746325850487,-0.04218851402401924,0.13780716061592102
EPAS1,1.4452913999557495,0.22896189987659454,0.24953573942184448,0.2113228440284729,-0.1029200628399849,0.2260040044784546,0.5375482439994812
ZNF615,0.10978791862726212,-0.08976375311613083,-0.04799403250217438,0.0687534511089325,0.053699616342782974,-0.07131920754909515,0.0012107136426493526
ZNF644,0.013900576159358025,-0.2404513657093048,-0.1596543788909912,0.04414359852671623,0.17408308386802673,-0.2182946801185608,-0.2618511915206909
DLX3,-0.04715941101312637,-0.12146846950054169,0.1970822662115097,0.1122557744383812,-0.027196193113923073,-0.06436476111412048,0.21005627512931824
ZNF653,-0.07393183559179306,-0.04381689056754112,-0.03509177640080452,0.05110499635338783,0.019138967618346214,-0.047160860151052475,-0.040049958974123
ZNF345,0.03367917612195015,-0.028212813660502434,-0.040745288133621216,0.01355357002466917,0.054515112191438675,-0.06933226436376572,-0.04431283101439476
PRDM10,0.2986893057823181,-0.08323121070861816,-0.027244828641414642,-0.012887385673820972,0.0055885654874145985,-0.026681022718548775,0.10577064007520676
ZNF444,-0.08481597900390625,-0.16783525049686432,-0.16511255502700806,0.06467227637767792,0.15776091814041138,-0.12283949553966522,-0.21455930173397064
ZNF680,0.25683891773223877,-0.09089435636997223,-0.09493724256753922,0.07230325043201447,0.11934248358011246,-0.1739639937877655,-0.12771716713905334
PLAG1,0.05224965512752533,-0.20099782943725586,-0.10057967156171799,0.08472549170255661,0.10844403505325317,-0.09398481249809265,-0.02973702736198902
THAP6,0.010855783708393574,-0.109942726790905,-0.0624530129134655,0.062309276312589645,0.04609787464141846,0.04539092257618904,-0.14204058051109314
STAT2,1.570816993713379,0.286400705575943,0.19973261654376984,0.049411591142416,-0.05242873355746269,-0.1771724373102188,-0.06949014216661453
RBAK,0.2043779045343399,-0.09319684654474258,-0.036101050674915314,0.06346283107995987,0.09233487397432327,-0.14250265061855316,-0.05578223988413811
ZNF141,-0.018669206649065018,-0.11265050619840622,-0.06640046089887619,0.08421135693788528,0.08861707895994186,-0.1215256080031395,-0.02349042519927025
ELF4,0.6925742626190186,-0.05820793658494949,0.09469610452651978,0.17380397021770477,0.030095448717474937,-0.24592602252960205,-0.12982363998889923
ZNF302,-0.04867672175168991,-0.18205353617668152,-0.06367503851652145,0.05915842205286026,0.09430602192878723,-0.13434068858623505,-0.1800152212381363
ZNF677,0.05158284306526184,0.0035003104712814093,0.05696810036897659,0.03804200887680054,-0.0020210447255522013,-0.058889295905828476,-0.11299025267362595
ARID4A,-0.05077030137181282,-0.09454008936882019,0.043164342641830444,0.18165232241153717,0.10339312255382538,-0.18107037246227264,-0.18011343479156494
TFE3,-0.07858306914567947,-0.23105888068675995,-0.1944054812192917,-0.01807362027466297,0.03902256861329079,-0.0062300111167132854,0.2732950448989868
ZNF611,0.09110851585865021,-0.16582714021205902,-0.13821402192115784,0.06899848580360413,0.08895028382539749,0.02760002389550209,0.1852734535932541
KLF9,0.04646381363272667,0.24651148915290833,-0.07156264036893845,0.15727825462818146,0.1397784799337387,-0.10475818812847137,-0.13918611407279968
ZNF785,-0.01483147032558918,-0.08073894679546356,-0.030313115566968918,0.028063954785466194,0.030604425817728043,-0.05518987402319908,-0.05112547054886818
IKZF3,0.130539208650589,0.06705714762210846,0.026599301025271416,-0.006080410443246365,-0.03132983297109604,-0.043501731008291245,-0.04856693744659424
ZNF462,0.15097671747207642,-0.04514392465353012,-0.03888101130723953,-0.048676908016204834,0.1986061930656433,-0.20440930128097534,-0.2654247283935547
STAT1,1.2117804288864136,0.5333255529403687,0.19396774470806122,-0.1461315006017685,-0.13708315789699554,0.031902603805065155,-0.2579144537448883
ZNF519,-0.039952222257852554,-0.13404393196105957,-0.05880114808678627,0.0739412009716034,0.1270281821489334,-0.1501661092042923,-0.15542258322238922
MAX,0.1753508597612381,0.1835014969110489,0.03530622646212578,0.038919273763895035,-0.04153527319431305,-0.11073083430528641,0.0629921406507492
MIER3,0.10398432612419128,-0.21001310646533966,-0.08940813690423965,0.03954440355300903,0.06214897334575653,-0.03481786698102951,0.1808791160583496
FOXO3,0.0037649613805115223,-0.3615753650665283,-0.09918367862701416,0.32538512349128723,0.1596706062555313,-0.14044472575187683,-0.1174885481595993
SOX15,-0.2601754367351532,-0.24767927825450897,-0.23902615904808044,0.015351112000644207,0.29107239842414856,-0.13085205852985382,-0.22619302570819855
ZNF33A,0.18832693994045258,-0.13358360528945923,-0.11391095817089081,-0.02999892458319664,0.12405645102262497,-0.16783063113689423,-0.05700830742716789
PURA,0.5147276520729065,-0.21369239687919617,0.01803774945437908,0.05082625523209572,-0.05910227820277214,-0.04524814337491989,-0.03206751495599747
ZKSCAN1,0.3015311658382416,-0.2581709921360016,-0.17496024072170258,0.06437718868255615,0.11908412724733353,-0.20420481264591217,0.6682490706443787
ZNF624,-0.005031893495470285,-0.014847001992166042,0.005931158550083637,0.06635752320289612,0.02514198049902916,-0.03970365226268768,-0.07411794364452362
ZNF83,-0.05677485093474388,-0.2953526973724365,-0.2774086594581604,0.17755216360092163,0.17089883983135223,0.07268735766410828,0.19432181119918823
ZBTB34,0.2217528373003006,-0.16997623443603516,-0.06879431009292603,0.02638784423470497,0.02761049009859562,0.011265808716416359,0.03340562433004379
TFAP4,-0.13892360031604767,-0.2056768238544464,-0.15129896998405457,0.015224510803818703,0.15198025107383728,-0.1232936680316925,-0.17623676359653473
TEAD1,2.0454349517822266,0.3232668340206146,0.5320621728897095,0.14470097422599792,0.05321094021201134,-0.5091445446014404,-0.45195794105529785
IKZF2,-0.2081988900899887,-0.3204406499862671,-0.2387377768754959,0.08773426711559296,0.17345857620239258,-0.12947821617126465,0.04351372644305229
ZNF736,0.009969904087483883,-0.16749463975429535,-0.053436145186424255,0.06871168315410614,0.06524456292390823,-0.14809156954288483,0.020005906000733376
KLF11,-0.02454676292836666,-0.21852998435497284,-0.00813943799585104,0.09115651249885559,0.12048173695802689,-0.11731477826833725,-0.0003649112186394632
ARID3B,0.3139685094356537,-0.21048828959465027,-0.05590764060616493,0.04076514020562172,0.0023207953199744225,-0.07501242309808731,0.29607245326042175
NFATC4,-0.047435276210308075,-0.04743527993559837,-0.030240580439567566,-0.025319349020719528,0.008968643844127655,-0.03275148198008537,-0.047435276210308075
ZNF514,0.15864606201648712,-0.12848016619682312,-0.05618257075548172,0.04389340803027153,0.09528159350156784,-0.10422780364751816,-0.09618446230888367
ZNF780B,0.03653041645884514,-0.11955104023218155,-0.013790328986942768,-0.006558848079293966,0.04277616739273071,-0.09717974811792374,-0.054958947002887726
ZNF674,0.12521708011627197,-0.024125387892127037,0.028470734134316444,-0.003222075756639242,-0.005821730010211468,-0.04573254659771919,-0.06936191022396088
ZNF182,0.04515678808093071,-0.034471429884433746,-0.03158149495720863,0.03678534924983978,0.04970308393239975,-0.05863272026181221,-0.13659347593784332
ZNF525,-0.18620024621486664,-0.28496626019477844,-0.16885040700435638,0.11249929666519165,0.04522554948925972,0.03165614977478981,0.2999323308467865
ZSCAN30,0.45725443959236145,0.06624460220336914,0.08305174112319946,0.06715182960033417,0.020966073498129845,-0.1260170042514801,-0.09785719215869904
KLF4,-0.4495173692703247,-0.6310141086578369,-0.44834327697753906,0.05613662675023079,0.015734506770968437,0.27332037687301636,0.5282260775566101
CREBZF,0.122616246342659,-0.3632371425628662,-0.12704364955425262,0.12357694655656815,0.2204885333776474,-0.23790200054645538,-0.1583442986011505
ZBTB41,0.6675333976745605,-0.09993837773799896,0.06258558481931686,0.14546117186546326,0.0022066044621169567,-0.09730053693056107,-0.16834059357643127
ZNF273,-0.08034742623567581,-0.00247057992964983,0.01642620377242565,0.023437825962901115,0.05651140585541725,-0.16824126243591309,-0.16688600182533264
ZC3H6,-0.20592822134494781,-0.30747106671333313,-0.11341488361358643,0.19365815818309784,0.1122170090675354,-0.04297570139169693,-0.2744802236557007
USF1,0.4583304822444916,0.059920407831668854,-0.001868761028163135,0.013089323416352272,0.00538945198059082,-0.02117069438099861,-0.042193248867988586
ZNF577,0.08614460378885269,-0.1567688286304474,-0.06322658807039261,0.05425342917442322,0.07441768050193787,-0.011740574613213539,-0.1353732794523239
ZNF585B,0.3078223466873169,-0.10752682387828827,-0.012705972418189049,0.045723579823970795,0.022097516804933548,-0.04928688332438469,-0.03856229782104492
HIVEP2,-0.02595207653939724,-0.24681316316127777,-0.18975083529949188,0.1614585816860199,0.23302799463272095,-0.12426742166280746,-0.13829536736011505
HNF4G,0.12946486473083496,-0.0011259941384196281,-0.011937802657485008,-0.018827583640813828,-0.015745434910058975,-0.02330137975513935,-0.03224203735589981
ZNF571,0.5096835494041443,-0.018593383952975273,-0.008689611218869686,0.06467641144990921,-0.0036786533892154694,-0.06555494666099548,-0.12704285979270935
ZNF654,0.22234947979450226,-0.18320362269878387,-0.06559699028730392,0.14772851765155792,0.03673300892114639,-0.08391344547271729,0.15584681928157806
ZNF117,0.14916051924228668,-0.17160551249980927,-0.11668470501899719,-0.07954312860965729,-0.10736476629972458,0.5028178691864014,0.21948519349098206
ZFP90,-0.036611828953027725,-0.07206525653600693,0.012352483347058296,0.01487212348729372,0.054439887404441833,-0.09458073228597641,-0.15517082810401917
ZNF550,-0.08755093812942505,-0.11716014891862869,-0.04212919622659683,0.11390742659568787,0.027811096981167793,-0.06495905667543411,-0.06042594835162163
POGZ,0.25207602977752686,-0.2733360528945923,-0.05208943411707878,0.09020547568798065,0.14994101226329803,-0.20145605504512787,-0.2114720195531845
ZNF623,-0.02071131393313408,-0.13064293563365936,-0.029462672770023346,0.047252051532268524,0.04605541005730629,-0.09279955923557281,-0.12674200534820557
ZNF175,-0.11147880554199219,-0.23348718881607056,-0.1866617202758789,-0.11561673134565353,0.058828216046094894,0.061596717685461044,0.4495280683040619
GATAD2A,0.4787595272064209,0.0978914275765419,0.10065175592899323,-0.04608433321118355,-0.07392152398824692,0.04545466601848602,0.3590986430644989
ZBTB47,0.05507852882146835,0.16099779307842255,0.028152111917734146,-0.039817146956920624,-0.020218079909682274,-0.030787033960223198,-0.03367677703499794
