,0
0,NR2C1
1,ZSCAN5A
2,ATOH8
3,ZNF32
4,ARNT2
5,THAP4
6,LYAR
7,DNAJC1
8,ZBTB47
9,HOXB6
10,TBX2
11,PHTF1
12,KLF16
13,HOXC6
14,TCF25
15,BATF2
16,ETV4
17,ETV5
18,ZNF668
19,SREBF2
20,SMAD9
21,GTF3A
22,ZNF513
23,MLX
