,0
212,ZBTB6
213,ZC3H6
214,ZFAT
215,ZFHX3
216,ZFP30
217,ZFP62
218,ZFP90
219,ZFX
220,ZKSCAN1
221,ZKSCAN8
222,ZNF100
223,ZNF101
224,ZNF107
225,ZNF117
226,ZNF121
227,ZNF131
228,ZNF133
229,ZNF136
230,ZNF140
231,ZNF141
232,ZNF142
233,ZNF160
234,ZNF169
235,ZNF175
236,ZNF182
237,ZNF195
238,ZNF211
239,ZNF214
240,ZNF217
241,ZNF227
242,ZNF235
243,ZNF236
244,ZNF248
245,ZNF251
246,ZNF254
247,ZNF257
248,ZNF260
249,ZNF264
250,ZNF266
251,ZNF267
252,ZNF273
253,ZNF276
254,ZNF28
255,ZNF280C
256,ZNF282
257,ZNF284
258,ZNF292
259,ZNF3
260,ZNF302
261,ZNF316
262,ZNF317
263,ZNF32
264,ZNF320
265,ZNF331
266,ZNF333
267,ZNF334
268,ZNF335
269,ZNF33A
270,ZNF341
271,ZNF345
272,ZNF350
273,ZNF397
274,ZNF407
275,ZNF417
276,ZNF418
277,ZNF423
278,ZNF43
279,ZNF430
280,ZNF432
281,ZNF439
282,ZNF44
283,ZNF440
284,ZNF444
285,ZNF445
286,ZNF446
287,ZNF451
288,ZNF460
289,ZNF461
290,ZNF462
291,ZNF467
292,ZNF468
293,ZNF471
294,ZNF493
295,ZNF500
296,ZNF506
297,ZNF507
298,ZNF510
299,ZNF512
300,ZNF513
301,ZNF514
302,ZNF518A
303,ZNF518B
304,ZNF519
305,ZNF525
306,ZNF528
307,ZNF529
308,ZNF532
309,ZNF550
310,ZNF552
311,ZNF555
312,ZNF557
313,ZNF558
314,ZNF559
315,ZNF562
316,ZNF566
317,ZNF570
318,ZNF571
319,ZNF577
320,ZNF584
321,ZNF585B
322,ZNF587
323,ZNF589
324,ZNF592
325,ZNF594
326,ZNF597
327,ZNF600
328,ZNF605
329,ZNF611
330,ZNF615
331,ZNF616
332,ZNF621
333,ZNF623
334,ZNF624
335,ZNF641
336,ZNF644
337,ZNF646
338,ZNF649
339,ZNF653
340,ZNF654
341,ZNF655
342,ZNF662
343,ZNF664
344,ZNF668
345,ZNF674
346,ZNF677
347,ZNF678
348,ZNF680
349,ZNF692
350,ZNF697
351,ZNF699
352,ZNF700
353,ZNF701
354,ZNF708
355,ZNF714
356,ZNF717
357,ZNF721
358,ZNF736
359,ZNF737
360,ZNF75A
361,ZNF75D
362,ZNF76
363,ZNF761
364,ZNF765
365,ZNF770
366,ZNF776
367,ZNF780B
368,ZNF782
369,ZNF785
370,ZNF789
371,ZNF791
372,ZNF793
373,ZNF8
374,ZNF800
375,ZNF805
376,ZNF808
377,ZNF81
378,ZNF814
379,ZNF827
380,ZNF83
381,ZNF836
382,ZNF841
383,ZNF845
384,ZNF891
385,ZNF90
386,ZNF91
387,ZNF92
388,ZNF93
389,ZNFX1
390,ZSCAN12
391,ZSCAN26
392,ZSCAN29
393,ZSCAN30
394,ZSCAN5A
395,ZXDC
