,0
0,HIF1A
1,ELF4
2,TCF25
3,FOXO3
4,HEYL
5,TSC22D3
6,HOXB2
7,ZNF397
8,ZNF654
9,OSR2
10,ZNF350
11,FOXN2
12,ELF1
13,ARID4A
14,DNAJC1
15,ZNF570
16,PPARG
17,CNOT4
18,CSRNP1
19,ZBTB21
20,ARID3A
21,TSC22D2
22,THAP5
23,EPAS1
24,ZBTB38
25,ATF1
26,ATF2
27,ZNF91
28,NFKBIZ
29,ATF4
30,TBPL1
31,ETV5
32,PPARA
33,SP100
34,ZNF331
35,TFEC
36,ZBTB41
37,ZBTB2
38,HMG20B
39,ZBTB46
40,ATF6
41,TGIF1
