,EVT_late_vs_iEVT,iEVT_vs_EVT_early,EVT_early_vs_VCT_CCC,VCT_CCC_vs_VCT,SCT_vs_VCT_fusing,VCT_fusing_vs_VCT
PRDM10,-0.08323121070861816,-0.019142629578709602,-0.012887385673820972,0.0055885654874145985,-0.026681022718548775,0.10577064007520676
BATF3,-0.11703555285930634,-0.029351457953453064,0.10428660362958908,0.08800120651721954,-0.08947166055440903,-0.11529778689146042
USF1,0.059920407831668854,0.009571072645485401,0.013089323416352272,0.00538945198059082,-0.02117069438099861,-0.042193248867988586
ZNF805,-0.056581396609544754,-0.00046608265256509185,0.041352156549692154,0.013187475502490997,-0.03418492525815964,0.07588564604520798
KLF9,0.24651148915290833,-0.068628691136837,0.15727825462818146,0.1397784799337387,-0.10475818812847137,-0.13918611407279968
ZNF594,-0.09865102171897888,-0.056910596787929535,0.04721113294363022,0.07053463906049728,-0.11074908822774887,-0.0758640468120575
ZNF214,0.013204510323703289,-0.01335735060274601,-0.018116168677806854,-0.005247512366622686,-0.027631375938653946,-0.043624866753816605
ZNF717,-0.08062131702899933,-0.04171675071120262,0.046073175966739655,0.08869056403636932,-0.06403201818466187,-0.10391124337911606
ZNF700,-0.06927699595689774,-0.03163312003016472,0.007404021453112364,0.06393139809370041,-0.06097470596432686,-0.1040245071053505
TFAP2A,-0.6221810579299927,-0.022707141935825348,0.28446871042251587,0.022959964349865913,-0.09456422924995422,0.32025477290153503
ZNF571,-0.018593383952975273,0.0041963160037994385,0.06467641144990921,-0.0036786533892154694,-0.06555494666099548,-0.12704285979270935
ZBED2,0.006901215761899948,-0.022108590230345726,-0.021868232637643814,-0.003918221220374107,-0.022104771807789803,-0.013042905367910862
ZNF83,-0.2953526973724365,-0.27192407846450806,0.17755216360092163,0.17089883983135223,0.07268735766410828,0.19432181119918823
ELF1,-0.010531029663980007,0.20505133271217346,0.21713505685329437,0.11047132313251495,-0.32393425703048706,-0.22538940608501434
ZNF462,-0.04514392465353012,-0.03416145592927933,-0.048676908016204834,0.1986061930656433,-0.20440930128097534,-0.2654247283935547
