,0
0,STAT2
1,NFKBIB
2,ZNF32
3,THAP3
4,TBPL1
5,LYAR
6,DNAJC1
7,ZNF195
8,STAT1
9,ATF5
10,BATF2
11,SP110
12,GTF3A
13,MLX
14,CREM
