,0
0,THAP4
1,ZNF32
2,HOXB6
3,TCF25
4,ZNF513
5,TBX2
6,PHTF1
7,SMAD9
8,STAT2
9,GTF3A
10,BATF2
11,ZNF668
12,KLF16
13,SREBF2
14,ETV5
15,ARNT2
16,ZBTB47
17,NR2C1
18,MLX
19,ETV4
20,ZSCAN5A
21,LYAR
22,DNAJC1
23,HOXC6
