id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B_cells|EVT_1	B_cells|EVT_2	B_cells|GC	B_cells|VCT_CCC	B_cells|eEVT	B_cells|iEVT	DC|EVT_1	DC|EVT_2	DC|GC	DC|VCT_CCC	DC|eEVT	DC|iEVT	EVT_1|B_cells	EVT_1|DC	EVT_1|EVT_1	EVT_1|EVT_2	EVT_1|Endo_F	EVT_1|Endo_L	EVT_1|Endo_M	EVT_1|GC	EVT_1|Granulocytes	EVT_1|HOFB	EVT_1|ILC3	EVT_1|M3	EVT_1|MO	EVT_1|NK	EVT_1|PV	EVT_1|Plasma	EVT_1|SCT	EVT_1|T_cells	EVT_1|VCT	EVT_1|VCT_CCC	EVT_1|VCT_fusing	EVT_1|VCT_p	EVT_1|dDC	EVT_1|dEpi_lumenal	EVT_1|dEpi_secretory	EVT_1|dM1	EVT_1|dM2	EVT_1|dNK1	EVT_1|dNK2	EVT_1|dNK3	EVT_1|dS1	EVT_1|dS2	EVT_1|dS3	EVT_1|dT_cells	EVT_1|dT_regs	EVT_1|eEVT	EVT_1|fF1	EVT_1|fF2	EVT_1|iEVT	EVT_1|uSMC	EVT_2|B_cells	EVT_2|DC	EVT_2|EVT_1	EVT_2|EVT_2	EVT_2|Endo_F	EVT_2|Endo_L	EVT_2|Endo_M	EVT_2|GC	EVT_2|Granulocytes	EVT_2|HOFB	EVT_2|ILC3	EVT_2|M3	EVT_2|MO	EVT_2|NK	EVT_2|PV	EVT_2|Plasma	EVT_2|SCT	EVT_2|T_cells	EVT_2|VCT	EVT_2|VCT_CCC	EVT_2|VCT_fusing	EVT_2|VCT_p	EVT_2|dDC	EVT_2|dEpi_lumenal	EVT_2|dEpi_secretory	EVT_2|dM1	EVT_2|dM2	EVT_2|dNK1	EVT_2|dNK2	EVT_2|dNK3	EVT_2|dS1	EVT_2|dS2	EVT_2|dS3	EVT_2|dT_cells	EVT_2|dT_regs	EVT_2|eEVT	EVT_2|fF1	EVT_2|fF2	EVT_2|iEVT	EVT_2|uSMC	Endo_F|EVT_1	Endo_F|EVT_2	Endo_F|GC	Endo_F|VCT_CCC	Endo_F|eEVT	Endo_F|iEVT	Endo_L|EVT_1	Endo_L|EVT_2	Endo_L|GC	Endo_L|VCT_CCC	Endo_L|eEVT	Endo_L|iEVT	Endo_M|EVT_1	Endo_M|EVT_2	Endo_M|GC	Endo_M|VCT_CCC	Endo_M|eEVT	Endo_M|iEVT	GC|B_cells	GC|DC	GC|EVT_1	GC|EVT_2	GC|Endo_F	GC|Endo_L	GC|Endo_M	GC|GC	GC|Granulocytes	GC|HOFB	GC|ILC3	GC|M3	GC|MO	GC|NK	GC|PV	GC|Plasma	GC|SCT	GC|T_cells	GC|VCT	GC|VCT_CCC	GC|VCT_fusing	GC|VCT_p	GC|dDC	GC|dEpi_lumenal	GC|dEpi_secretory	GC|dM1	GC|dM2	GC|dNK1	GC|dNK2	GC|dNK3	GC|dS1	GC|dS2	GC|dS3	GC|dT_cells	GC|dT_regs	GC|eEVT	GC|fF1	GC|fF2	GC|iEVT	GC|uSMC	Granulocytes|EVT_1	Granulocytes|EVT_2	Granulocytes|GC	Granulocytes|VCT_CCC	Granulocytes|eEVT	Granulocytes|iEVT	HOFB|EVT_1	HOFB|EVT_2	HOFB|GC	HOFB|VCT_CCC	HOFB|eEVT	HOFB|iEVT	ILC3|EVT_1	ILC3|EVT_2	ILC3|GC	ILC3|VCT_CCC	ILC3|eEVT	ILC3|iEVT	M3|EVT_1	M3|EVT_2	M3|GC	M3|VCT_CCC	M3|eEVT	M3|iEVT	MO|EVT_1	MO|EVT_2	MO|GC	MO|VCT_CCC	MO|eEVT	MO|iEVT	NK|EVT_1	NK|EVT_2	NK|GC	NK|VCT_CCC	NK|eEVT	NK|iEVT	PV|EVT_1	PV|EVT_2	PV|GC	PV|VCT_CCC	PV|eEVT	PV|iEVT	Plasma|EVT_1	Plasma|EVT_2	Plasma|GC	Plasma|VCT_CCC	Plasma|eEVT	Plasma|iEVT	SCT|EVT_1	SCT|EVT_2	SCT|GC	SCT|VCT_CCC	SCT|eEVT	SCT|iEVT	T_cells|EVT_1	T_cells|EVT_2	T_cells|GC	T_cells|VCT_CCC	T_cells|eEVT	T_cells|iEVT	VCT|EVT_1	VCT|EVT_2	VCT|GC	VCT|VCT_CCC	VCT|eEVT	VCT|iEVT	VCT_CCC|B_cells	VCT_CCC|DC	VCT_CCC|EVT_1	VCT_CCC|EVT_2	VCT_CCC|Endo_F	VCT_CCC|Endo_L	VCT_CCC|Endo_M	VCT_CCC|GC	VCT_CCC|Granulocytes	VCT_CCC|HOFB	VCT_CCC|ILC3	VCT_CCC|M3	VCT_CCC|MO	VCT_CCC|NK	VCT_CCC|PV	VCT_CCC|Plasma	VCT_CCC|SCT	VCT_CCC|T_cells	VCT_CCC|VCT	VCT_CCC|VCT_CCC	VCT_CCC|VCT_fusing	VCT_CCC|VCT_p	VCT_CCC|dDC	VCT_CCC|dEpi_lumenal	VCT_CCC|dEpi_secretory	VCT_CCC|dM1	VCT_CCC|dM2	VCT_CCC|dNK1	VCT_CCC|dNK2	VCT_CCC|dNK3	VCT_CCC|dS1	VCT_CCC|dS2	VCT_CCC|dS3	VCT_CCC|dT_cells	VCT_CCC|dT_regs	VCT_CCC|eEVT	VCT_CCC|fF1	VCT_CCC|fF2	VCT_CCC|iEVT	VCT_CCC|uSMC	VCT_fusing|EVT_1	VCT_fusing|EVT_2	VCT_fusing|GC	VCT_fusing|VCT_CCC	VCT_fusing|eEVT	VCT_fusing|iEVT	VCT_p|EVT_1	VCT_p|EVT_2	VCT_p|GC	VCT_p|VCT_CCC	VCT_p|eEVT	VCT_p|iEVT	dDC|EVT_1	dDC|EVT_2	dDC|GC	dDC|VCT_CCC	dDC|eEVT	dDC|iEVT	dEpi_lumenal|EVT_1	dEpi_lumenal|EVT_2	dEpi_lumenal|GC	dEpi_lumenal|VCT_CCC	dEpi_lumenal|eEVT	dEpi_lumenal|iEVT	dEpi_secretory|EVT_1	dEpi_secretory|EVT_2	dEpi_secretory|GC	dEpi_secretory|VCT_CCC	dEpi_secretory|eEVT	dEpi_secretory|iEVT	dM1|EVT_1	dM1|EVT_2	dM1|GC	dM1|VCT_CCC	dM1|eEVT	dM1|iEVT	dM2|EVT_1	dM2|EVT_2	dM2|GC	dM2|VCT_CCC	dM2|eEVT	dM2|iEVT	dNK1|EVT_1	dNK1|EVT_2	dNK1|GC	dNK1|VCT_CCC	dNK1|eEVT	dNK1|iEVT	dNK2|EVT_1	dNK2|EVT_2	dNK2|GC	dNK2|VCT_CCC	dNK2|eEVT	dNK2|iEVT	dNK3|EVT_1	dNK3|EVT_2	dNK3|GC	dNK3|VCT_CCC	dNK3|eEVT	dNK3|iEVT	dS1|EVT_1	dS1|EVT_2	dS1|GC	dS1|VCT_CCC	dS1|eEVT	dS1|iEVT	dS2|EVT_1	dS2|EVT_2	dS2|GC	dS2|VCT_CCC	dS2|eEVT	dS2|iEVT	dS3|EVT_1	dS3|EVT_2	dS3|GC	dS3|VCT_CCC	dS3|eEVT	dS3|iEVT	dT_cells|EVT_1	dT_cells|EVT_2	dT_cells|GC	dT_cells|VCT_CCC	dT_cells|eEVT	dT_cells|iEVT	dT_regs|EVT_1	dT_regs|EVT_2	dT_regs|GC	dT_regs|VCT_CCC	dT_regs|eEVT	dT_regs|iEVT	eEVT|B_cells	eEVT|DC	eEVT|EVT_1	eEVT|EVT_2	eEVT|Endo_F	eEVT|Endo_L	eEVT|Endo_M	eEVT|GC	eEVT|Granulocytes	eEVT|HOFB	eEVT|ILC3	eEVT|M3	eEVT|MO	eEVT|NK	eEVT|PV	eEVT|Plasma	eEVT|SCT	eEVT|T_cells	eEVT|VCT	eEVT|VCT_CCC	eEVT|VCT_fusing	eEVT|VCT_p	eEVT|dDC	eEVT|dEpi_lumenal	eEVT|dEpi_secretory	eEVT|dM1	eEVT|dM2	eEVT|dNK1	eEVT|dNK2	eEVT|dNK3	eEVT|dS1	eEVT|dS2	eEVT|dS3	eEVT|dT_cells	eEVT|dT_regs	eEVT|eEVT	eEVT|fF1	eEVT|fF2	eEVT|iEVT	eEVT|uSMC	fF1|EVT_1	fF1|EVT_2	fF1|GC	fF1|VCT_CCC	fF1|eEVT	fF1|iEVT	fF2|EVT_1	fF2|EVT_2	fF2|GC	fF2|VCT_CCC	fF2|eEVT	fF2|iEVT	iEVT|B_cells	iEVT|DC	iEVT|EVT_1	iEVT|EVT_2	iEVT|Endo_F	iEVT|Endo_L	iEVT|Endo_M	iEVT|GC	iEVT|Granulocytes	iEVT|HOFB	iEVT|ILC3	iEVT|M3	iEVT|MO	iEVT|NK	iEVT|PV	iEVT|Plasma	iEVT|SCT	iEVT|T_cells	iEVT|VCT	iEVT|VCT_CCC	iEVT|VCT_fusing	iEVT|VCT_p	iEVT|dDC	iEVT|dEpi_lumenal	iEVT|dEpi_secretory	iEVT|dM1	iEVT|dM2	iEVT|dNK1	iEVT|dNK2	iEVT|dNK3	iEVT|dS1	iEVT|dS2	iEVT|dS3	iEVT|dT_cells	iEVT|dT_regs	iEVT|eEVT	iEVT|fF1	iEVT|fF2	iEVT|iEVT	iEVT|uSMC	uSMC|EVT_1	uSMC|EVT_2	uSMC|GC	uSMC|VCT_CCC	uSMC|eEVT	uSMC|iEVT
CPI-CS01FC3CF4D	LeukotrieneC4_byLTC4S_CYSLTR2	complex:LeukotrieneC4_byLTC4S	simple:Q9NS75		CYSLTR2	True	False	True	user_curated	False	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	user_curated	False	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	user_curated	False	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	user_curated	False	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	FN1		True	False	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
